year,tout_DET latin_NOUN
1923,1.4862327368803108e-08
1924,1.4180786767070686e-08
1925,2.5295809891190402e-08
1926,1.671920824009021e-08
1927,1.449399278374841e-08
1928,5.713020612141406e-09
1929,1.1140406375176326e-08
1930,8.402882945013346e-09
1931,1.9389106320488736e-08
1932,1.9727166122862627e-08
1933,4.588264879146209e-09
1934,2.156684431042777e-08
1935,2.0346083928757253e-08
1936,8.487299751891442e-09
1937,8.813782481631449e-09
1938,2.5930428915188486e-09
1939,1.3764645423464117e-08
1940,2.028626333583361e-08
1941,2.9515025978810172e-09
1942,6.068423541449874e-09
1943,0.0
1944,6.4263723231761105e-09
1945,1.3071024262956144e-08
1946,4.1763312808029696e-09
1947,1.0728783861324587e-08
1948,3.2615663503321457e-09
1949,1.1780410202888447e-08
1950,1.0635361480382244e-09
1951,1.0661401761424827e-08
1952,1.370824476154553e-08
1953,3.2321482157371406e-09
1954,1.07497895029951e-08
1955,7.508486277174597e-09
1956,0.0
1957,7.068030161150318e-09
1958,4.9633461784992505e-09
1959,2.325224457422337e-09
1960,2.7683333958528067e-09
1961,3.47407969059077e-09
1962,9.512934662225803e-09
1963,4.526237384894216e-09
1964,4.867174663303331e-09
1965,5.47204326295514e-09
1966,1.4401594028434772e-08
1967,1.7256174711377525e-08
1968,1.7067380814195232e-08
1969,7.266812263040379e-09
1970,6.898087351325799e-09
1971,7.707596449968435e-09
1972,2.0520587451500205e-09
1973,9.923766808306311e-09
1974,2.8127858375803783e-09
1975,2.2845920710778955e-09
1976,2.8567634369203176e-09
1977,5.289103821581875e-09
1978,3.5643548113029055e-09
1979,5.266776126333639e-09
1980,3.979605589510271e-09
1981,3.795329661659963e-09
1982,3.1037510339615437e-09
1983,5.683784443100137e-09
1984,3.4794050418618383e-09
1985,4.210890747202711e-09
1986,0.0
1987,3.055408426266837e-09
1988,6.596209245479656e-09
1989,1.6464366536794728e-09
1990,1.6345953479657283e-09
1991,3.5168791212569772e-09
1992,1.6529832502776287e-09
1993,2.769603768548734e-09
1994,5.274926717646622e-09
1995,0.0
1996,6.4057108506432314e-09
1997,3.835915585170824e-09
1998,4.29131630230728e-09
1999,4.113181045761749e-09
2000,5.743440834038438e-09
2001,1.7524847129024579e-09
2002,3.943099402548e-09
2003,2.5001538617175356e-09
2004,5.726228741176342e-09
2005,2.7022496462691947e-09
2006,3.706100981659688e-09
2007,3.5950314947186257e-09
2008,5.5346716099080595e-09
2009,4.76819250749827e-10
2010,1.417137907022692e-09
2011,1.5295887612065684e-09
2012,1.3617010852229328e-09
2013,3.62586255464592e-09
2014,2.165445156521173e-09
2015,3.3248630099125265e-09
2016,3.314144070287739e-09
2017,5.031222660711876e-10
2018,0.0
2019,1.02039510174734e-09
