year,ait_VERB eu_VERB,ait_VERB lu_VERB
1897,7.804300366842654e-06,6.584185996416636e-08
1898,8.244788659794722e-06,1.2108878877370444e-07
1899,8.057550985540729e-06,9.396883626777708e-08
1900,7.57322732169996e-06,1.2666170334796334e-07
1901,7.830381946405396e-06,1.0450941800854707e-07
1902,7.012376499915263e-06,8.936716255902866e-08
1903,7.723395356151741e-06,1.2204498034407152e-07
1904,7.667978024983313e-06,1.3060339654202835e-07
1905,8.151419024216011e-06,1.3521189146104007e-07
1906,8.034186976146884e-06,1.214027491869274e-07
1907,8.132377843139693e-06,1.53771011923709e-07
1908,7.933857887110207e-06,1.8565050652341597e-07
1909,7.829549758753274e-06,1.155206561520572e-07
1910,7.858573553676251e-06,1.3360376271975838e-07
1911,7.935869689390529e-06,1.197084174009433e-07
1912,7.968851605255622e-06,1.28672709820421e-07
1913,7.606608505739132e-06,1.569684968671936e-07
1914,7.896130227891263e-06,1.2723812403692136e-07
1915,7.742316483927425e-06,1.2958838624399505e-07
1916,7.531905339419609e-06,1.0767713121140332e-07
1917,7.3650508056744e-06,1.337903796638784e-07
1918,6.88723139319336e-06,1.6999837271214346e-07
1919,7.509000170102809e-06,1.42721646056998e-07
1920,7.20346406524186e-06,1.3857183489562885e-07
1921,7.075975190673489e-06,1.6508589339991886e-07
1922,7.338832347159041e-06,1.3796739040117245e-07
1923,7.5744787864096e-06,1.6560879601001943e-07
1924,7.679540431126952e-06,1.946635279637121e-07
1925,7.552449005743256e-06,2.155642846446426e-07
1926,7.199290848802775e-06,2.0285972368583316e-07
1927,7.366292720689671e-06,1.438250052387957e-07
1928,7.257821380335372e-06,1.9538531148555194e-07
1929,7.368264959950466e-06,2.1946600270439376e-07
1930,7.469112460967153e-06,2.2267639110395976e-07
1931,7.056494268908864e-06,2.1442070874400088e-07
1932,6.9878005888313055e-06,1.3041848490047414e-07
1933,6.967280114622554e-06,2.2023671419901802e-07
1934,7.19254239811562e-06,1.9649792193376925e-07
1935,6.73575050313957e-06,1.6635914334983681e-07
1936,6.730429049639497e-06,1.7095847226755723e-07
1937,6.688401754217921e-06,1.3724319103403104e-07
1938,6.787289748899639e-06,1.8540256974119984e-07
1939,6.773735094611766e-06,1.330582364289512e-07
1940,6.998760909482371e-06,1.5975432177128823e-07
1941,6.378197213052772e-06,2.0070217487955233e-07
1942,6.632787062699208e-06,1.9418955332639598e-07
1943,6.900990229041781e-06,2.0903293318497163e-07
1944,6.879431566630956e-06,1.2531425852557732e-07
1945,7.267489309015218e-06,1.7210182079452352e-07
1946,6.7294618020241614e-06,1.6566113458793552e-07
1947,7.443391950801015e-06,1.5973967038007686e-07
1948,6.802540156058967e-06,1.8482209895864798e-07
1949,6.535182365041692e-06,1.4823682192854903e-07
1950,6.725802450091578e-06,1.499585948749882e-07
1951,6.873405709484359e-06,1.6738400177018775e-07
1952,6.607373961742269e-06,1.5500862105000124e-07
1953,6.921106887602946e-06,1.3682760879873967e-07
1954,6.805594239267521e-06,2.247683283940205e-07
1955,6.97632231094758e-06,1.5767821537338023e-07
1956,6.676906195934862e-06,1.9884203084075125e-07
1957,6.520258011732949e-06,1.722832365658178e-07
1958,6.1859836932853796e-06,1.7868045176783198e-07
1959,6.446296993090073e-06,2.0229451536124543e-07
1960,6.403847237379523e-06,2.28387506240324e-07
1961,6.653557193203596e-06,1.7856768863566685e-07
1962,6.317856787063647e-06,2.2450525705153268e-07
1963,6.058045073586982e-06,2.0432727865227207e-07
1964,6.785449841117952e-06,2.10505305631159e-07
1965,6.658382517343853e-06,1.9535194439868064e-07
1966,6.1356331571005285e-06,1.7780429573122092e-07
1967,6.8625340645667166e-06,1.8439455118368642e-07
1968,6.290227702265838e-06,2.0750341889197443e-07
1969,6.359823601087555e-06,1.7349515246678493e-07
1970,6.257025233935565e-06,1.8440887572523934e-07
1971,5.9230305851087905e-06,1.865238345999387e-07
1972,5.800144208478741e-06,1.7032087384905026e-07
1973,5.803198291687295e-06,1.736659243078975e-07
1974,5.76677348362864e-06,1.738301591558411e-07
1975,5.730328211939195e-06,1.770558810676448e-07
1976,5.745522685174365e-06,1.9540262030659505e-07
1977,5.535928266908741e-06,1.8746933960755996e-07
1978,5.679205514752539e-06,1.8356426778609602e-07
1979,5.5892196542117745e-06,1.6561084237309842e-07
1980,5.461155524244532e-06,1.5463609770449693e-07
1981,5.471600161399692e-06,2.1317102039120073e-07
1982,5.613444500340847e-06,2.1664183691427752e-07
1983,5.172875262360321e-06,1.6798740887224994e-07
1984,5.404675903264433e-06,2.029652961255124e-07
1985,5.015772330807522e-06,1.6061540009104647e-07
1986,5.4621750678052194e-06,1.7623787584852835e-07
1987,5.293800768413348e-06,1.6132555913372926e-07
1988,5.27336942468537e-06,1.505135003299074e-07
1989,5.2987820708949585e-06,1.4872810538690828e-07
1990,5.081411927676527e-06,1.7708116217818315e-07
1991,5.071925897937035e-06,1.787746839454485e-07
1992,5.323156983649824e-06,1.6860428786458215e-07
1993,5.047325885243481e-06,1.5398997277316084e-07
1994,5.008015250496101e-06,1.3609310656192974e-07
1995,4.92846538691083e-06,1.7785639272460685e-07
1996,5.07545792061137e-06,1.5160182442741643e-07
1997,4.713860562333139e-06,1.5295712785245996e-07
1998,4.813903160538757e-06,1.7689760056782688e-07
1999,4.832073500438128e-06,1.6041406070144149e-07
2000,4.490487299335655e-06,1.5153848664795078e-07
2001,4.602462922775885e-06,1.6867664953679196e-07
2002,4.4171474655740894e-06,1.656101744629268e-07
2003,4.618617367668776e-06,1.6834368921081477e-07
2004,4.397743396111764e-06,1.5108433615296235e-07
2005,4.226768851367524e-06,1.6123424018132937e-07
2006,4.360845196060836e-06,1.7912820737819857e-07
2007,4.67394056613557e-06,1.6217586562561337e-07
2008,4.595054633682594e-06,1.6093122212623712e-07
2009,4.57317355539999e-06,1.5401262487557688e-07
2010,4.647267360269325e-06,1.4124141500815313e-07
2011,4.265640654921299e-06,1.2274949767743237e-07
2012,4.672677277994808e-06,1.1302118707590125e-07
2013,5.087642875878373e-06,1.0933370475640913e-07
2014,5.6167318689404055e-06,1.5028189181975904e-07
2015,5.282764050207334e-06,1.3410280530479213e-07
2016,5.3562780522042885e-06,1.1226663332308817e-07
2017,4.757272563438164e-06,1.0766816416207803e-07
2018,4.824245024792617e-06,1.1771488317435796e-07
2019,5.032078661315609e-06,1.5867144043113512e-07
