year,soient_VERB égaux_ADJ,soient_VERB egaux_ADJ,soient_VERB légaux_ADJ
1952,2.3620360423137754e-07,0.0,2.1089607837865287e-09
1953,1.713038528805555e-07,1.0773827385790469e-09,0.0
1954,1.2117945402678743e-07,0.0,2.9317608341017376e-09
1955,1.3233706397386413e-07,1.8771215692936494e-09,0.0
1956,1.3430557999072334e-07,0.0,2.616342476002842e-09
1957,1.263410354113148e-07,0.0,4.417518795207798e-09
1958,1.3980091750909196e-07,2.4816730892496253e-09,7.445019267748876e-09
1959,1.3176271806969453e-07,2.325224457422337e-09,2.325224457422337e-09
1960,1.2042249863952748e-07,6.920833350854139e-10,2.076250060767393e-09
1961,1.215927909470338e-07,0.0,2.08444772553662e-09
1962,1.420598181312016e-07,2.5367825617905737e-09,4.43936931660005e-09
1963,1.4871922360271128e-07,1.939815863494232e-09,3.879631726988464e-09
1964,1.520992043424485e-07,1.2167936658258327e-09,1.8251904432275978e-09
1965,1.0396882288432607e-07,3.830430195250756e-09,1.6416130677043839e-09
1966,1.2462918164146686e-07,0.0,4.985167390003653e-09
1967,1.2128624859997217e-07,4.930335584241163e-10,4.437302081328198e-09
1968,9.431973069240485e-08,0.0,3.1439910674890825e-09
1969,1.1308976866075682e-07,0.0,2.2708788183223305e-09
1970,1.1772736030479791e-07,4.5987250119061684e-10,4.5987250119061684e-10
1971,1.0174026954246074e-07,5.138397485282553e-10,0.0
1972,7.643918564781416e-08,0.0,3.0780880067027283e-09
1973,1.069561506028549e-07,1.102640756478479e-09,3.3079223804577396e-09
1974,8.157078923431982e-08,5.625571675160757e-10,3.937900228123681e-09
1975,9.366827669055056e-08,1.1422960355389478e-09,2.8557400888473694e-09
1976,8.284614239073562e-08,1.7140580066410394e-09,1.142705374768127e-09
1977,7.698584170157119e-08,1.1753563677885381e-09,4.7014254711541525e-09
1978,8.49504573352533e-08,1.1881182704343018e-09,4.158414057542359e-09
1979,9.012038759692587e-08,1.1703946700691858e-09,7.022368020415115e-09
1980,9.096240916051102e-08,1.7055452605774235e-09,2.8425752862659692e-09
1981,7.464148410463167e-08,0.0,6.958104314946922e-09
1982,7.945602931158646e-08,0.0,3.1037510339615437e-09
1983,6.252162876307921e-08,1.2630632095778083e-09,6.315316047889041e-10
1984,9.278413415358955e-08,0.0,6.958810416790584e-09
1985,7.038202909370739e-08,6.015558051686298e-10,3.609334831011779e-09
1986,8.452224165012012e-08,0.0,2.997242676272549e-09
1987,8.6773596308376e-08,1.2221633705067347e-09,6.110816741511371e-09
1988,7.855485506524928e-08,0.0,1.4991384134077634e-08
1989,7.738252350009134e-08,0.0,2.3050112929468014e-08
1990,9.371679965397561e-08,0.0,1.5801088437683575e-08
1991,7.268216961620055e-08,0.0,1.1136783939491579e-08
1992,7.438424631800444e-08,1.1019888335184191e-09,7.713921945651236e-09
1993,5.040678630052753e-08,0.0,1.4401939196773128e-08
1994,7.33214804427007e-08,0.0,1.2132331583813993e-08
1995,6.886512693426994e-08,0.0,1.8978578708583882e-08
1996,6.779377059729086e-08,5.338092190498855e-10,1.3345230698291743e-08
1997,5.897720356529135e-08,0.0,1.102825741838842e-08
1998,6.770743254946865e-08,4.768129224785866e-10,1.4304387896402204e-08
1999,7.449428096606425e-08,4.570201161957499e-10,1.1425503210205079e-08
2000,7.466473306294574e-08,1.7672125984802278e-09,1.2370488633450805e-08
2001,8.149054053774307e-08,4.3812117822561447e-10,1.664860427297299e-08
2002,5.5203390303404376e-08,0.0,9.63868718173444e-09
2003,6.958761389341817e-08,0.0,1.2500768420409258e-08
2004,8.060767697770643e-08,0.0,1.3214373595360485e-08
2005,7.115924205436386e-08,4.5037495954858286e-10,1.170974872621855e-08
2006,7.123949785636796e-08,0.0,1.6059770402421236e-08
2007,5.9517745398807165e-08,0.0,1.7975157362570826e-08
2008,7.70596599863893e-08,0.0,1.3623806971452268e-08
2009,9.250293686591249e-08,0.0,1.192048149079028e-08
2010,6.188168555354423e-08,4.723793023408973e-10,1.6533276081531767e-08
2011,6.500752647298214e-08,3.82397197240536e-10,1.7590270573464295e-08
2012,5.8893572685292384e-08,0.0,4.425528388196653e-09
2013,5.829271287893789e-08,0.0,6.9728125495771565e-09
2014,5.998283114649894e-08,0.0,4.330890313042346e-09
2015,7.13737264845804e-08,0.0,5.763096222466402e-09
2016,5.4890509915139774e-08,0.0,3.314144070287739e-09
2017,4.9809102620201884e-08,0.0,2.5156112748447867e-09
2018,6.014817444111031e-08,0.0,4.64663996169179e-09
2019,5.3315645232032693e-08,0.0,5.867272001580659e-09
