year,faut_VERB imiter_VERB,faut_VERB limiter_VERB
1861,1.4666646563910035e-07,3.065376574795664e-08
1862,9.03597268120393e-08,2.2138133104476765e-08
1863,1.1237897012961184e-07,1.4983863039219614e-08
1864,1.2753976363910624e-07,1.7740493518658695e-08
1865,1.0825741725284388e-07,1.2708479601997169e-08
1866,1.1920751319394185e-07,2.432806489593986e-08
1867,1.0433544872512357e-07,3.591080499631971e-08
1868,1.239908442585147e-07,4.347089088696521e-08
1869,1.3136666154878185e-07,1.5138908793232986e-08
1870,1.1410757139174166e-07,3.383088653663435e-08
1871,9.45284810427438e-08,2.3366590440332402e-08
1872,9.373376030907821e-08,3.8702971494330995e-08
1873,9.098727105083526e-08,2.3944018323618366e-08
1874,8.66318359271645e-08,2.3300975371398636e-08
1875,1.0756470913975136e-07,5.034943839632433e-08
1876,8.283040386913854e-08,3.204387866162506e-08
1877,8.287653230354408e-08,2.9068635498674666e-08
1878,1.0930750704574166e-07,5.072834596830944e-08
1879,1.3012862609684817e-07,1.7717043832021773e-08
1880,7.765594034481182e-08,2.8238524407697696e-08
1881,7.530308465675262e-08,5.0899306103247e-08
1882,7.853354588860384e-08,4.9249848643739824e-08
1883,6.761692361578753e-08,3.791603475633565e-08
1884,9.638477393991707e-08,3.300848305798354e-08
1885,8.830520670244368e-08,4.3185760745245716e-08
1886,6.517998230037847e-08,5.679048342699389e-08
1887,7.704131377295198e-08,5.7454535351553204e-08
1888,5.2627100899371726e-08,5.0090857683926515e-08
1889,8.833842457534047e-08,5.826577265111155e-08
1890,9.438316794785351e-08,5.440140782297931e-08
1891,5.991766727220238e-08,4.780665108228277e-08
1892,9.402768341715273e-08,4.638699024894777e-08
1893,6.77425830986067e-08,6.220000869916475e-08
1894,9.704370285135155e-08,7.624862519151065e-08
1895,6.018614584490933e-08,4.33340261452031e-08
1896,4.65865284127176e-08,6.958494225273171e-08
1897,8.740070001067579e-08,6.409384667449558e-08
1898,8.827033326497258e-08,5.771521927044887e-08
1899,7.95971288880537e-08,5.693405569218157e-08
1900,5.191053276121238e-08,6.281174336209006e-08
1901,6.538824237622975e-08,8.438995990900366e-08
1902,7.512734612191707e-08,6.432471622019875e-08
1903,5.2922157323109786e-08,3.7801541452608944e-08
1904,7.631967946508667e-08,5.535864033845428e-08
1905,8.721682576151579e-08,6.141303288131894e-08
1906,6.635998062165527e-08,5.6071609577657e-08
1907,6.58283951793237e-08,6.222840198688573e-08
1908,6.974172350737717e-08,7.023286485718927e-08
1909,8.69155414306988e-08,4.7858556229130045e-08
1910,6.840512867256621e-08,6.573305455503942e-08
1911,7.980560923215307e-08,6.597264246011036e-08
1912,5.1052328586820295e-08,6.720153322703482e-08
1913,7.106006449930646e-08,6.681766961946778e-08
1914,3.4153391226254826e-08,6.696743781731129e-08
1915,5.183535378705528e-08,3.416420923940677e-08
1916,8.570220444426013e-08,5.383856560570166e-08
1917,6.250861872558744e-08,9.321460936462245e-08
1918,2.986458014220261e-08,9.189101035644853e-08
1919,5.064316610514652e-08,5.985101125816072e-08
1920,5.4520068459851245e-08,6.890731185649202e-08
1921,6.966927657003907e-08,7.269837709600324e-08
1922,5.82856891639949e-08,7.968170478989123e-08
1923,5.8387715995422695e-08,6.688047449188161e-08
1924,7.219309594574952e-08,9.926550603722717e-08
1925,8.688560626524122e-08,5.609070896639423e-08
1926,5.127223801082437e-08,6.018914433525424e-08
1927,9.699825653797234e-08,7.804457169413581e-08
1928,4.6846768242403414e-08,7.883968322630608e-08
1929,5.458799279267623e-08,6.684243913923638e-08
1930,8.507918636269096e-08,6.827342247106571e-08
1931,7.86969636124013e-08,8.782124893969012e-08
1932,4.7126007984843454e-08,8.986820176914989e-08
1933,5.6206243215228824e-08,9.291236580111217e-08
1934,6.709684896577528e-08,7.06913212411564e-08
1935,3.7101681726881e-08,7.300653237507504e-08
1936,6.30485175179274e-08,6.426098764222843e-08
1937,5.414180748175568e-08,9.443338910841703e-08
1938,4.797129449229942e-08,7.90878047496335e-08
1939,4.8940961505650193e-08,1.2082300315796601e-07
1940,7.86092684279538e-08,7.60734906180005e-08
1941,5.017554371988808e-08,7.67390702094417e-08
1942,5.76500234217292e-08,6.371844563091145e-08
1943,2.9032351633873077e-08,9.00002916637277e-08
1944,3.855823393905666e-08,5.7837350908584995e-08
1945,5.8819608739213436e-08,6.535512397931598e-08
1946,5.4292307538617024e-08,9.32713959400644e-08
1947,8.583027266695353e-08,1.0490366264548356e-07
1948,5.6533817627268945e-08,1.0763169200345146e-07
1949,6.773736060949886e-08,1.1191389148734743e-07
1950,8.614642865722999e-08,9.89088633218671e-08
1951,8.315893040844458e-08,6.610068936652169e-08
1952,6.537778318715937e-08,1.1072044259208269e-07
1953,3.878577814475648e-08,1.1743471617364776e-07
1954,6.547599440409613e-08,9.479359874831061e-08
1955,4.880516257799172e-08,9.57331991457977e-08
1956,5.843164885277474e-08,9.68046691696145e-08
1957,2.5621609722747962e-08,9.276789825207743e-08
1958,6.4523497655955e-08,1.0836638608680005e-07
1959,4.960478605653407e-08,8.293299913475494e-08
1960,5.4674583083169637e-08,9.550750235121086e-08
1961,6.739714564218957e-08,1.0074830925077549e-07
1962,5.0735650347633054e-08,8.625060843314714e-08
1963,5.043521511538529e-08,9.634419484427781e-08
1964,6.327326929067567e-08,8.335036483231306e-08
1965,5.08900050988359e-08,9.247753496310906e-08
1966,6.591498902253079e-08,9.028691749790596e-08
1967,6.951773201535616e-08,7.543413715893621e-08
1968,9.611630247263747e-08,1.0240427883445591e-07
1969,6.540130925714038e-08,7.948076330421827e-08
1970,7.633883569724276e-08,1.1128914678693036e-07
1971,5.446701223377204e-08,9.45465146173774e-08
1972,7.490014297673042e-08,9.336867634601731e-08
1973,3.914374602231874e-08,9.151918334282527e-08
1974,6.019361364906217e-08,1.0069773281884409e-07
1975,5.3687912782152125e-08,1.125161617210324e-07
1976,3.6566571992580066e-08,9.998672112487839e-08
1977,4.7014253823363106e-08,1.0519439541667452e-07
1978,3.9207904478644195e-08,1.0217816992508233e-07
1979,5.208256226296726e-08,1.053355234148512e-07
1980,4.3207144528878416e-08,9.153092861424739e-08
1981,4.617651327976091e-08,8.539491602732596e-08
1982,3.47620137119975e-08,9.062953409966212e-08
1983,4.925946583966834e-08,9.536127265619143e-08
1984,3.943325666000419e-08,7.306750404723061e-08
1985,3.549179083961462e-08,7.579603078511354e-08
1986,5.155257554179116e-08,9.111617771395686e-08
1987,5.377518874638554e-08,9.349550111892313e-08
1988,4.677312048784188e-08,7.435726701032763e-08
1989,5.927171997655023e-08,1.0262788663339961e-07
1990,5.6665971470692966e-08,9.644111997886284e-08
1991,5.5097771678447316e-08,1.0198949240702859e-07
1992,4.903850481241534e-08,8.926109273943439e-08
1993,7.090185505376212e-08,7.754890418709692e-08
1994,6.488159698392337e-08,8.387133476617237e-08
1995,4.22951167422525e-08,8.133676487886987e-08
1996,6.032043842196799e-08,8.380804672469822e-08
1997,5.801822311468641e-08,9.685686563898344e-08
1998,5.387985879679036e-08,9.202489081872045e-08
1999,4.935817088380645e-08,1.0054442611817649e-07
2000,5.964342619790841e-08,7.510653432518666e-08
2001,5.5641390162008975e-08,8.061429923600372e-08
2002,5.958461102295587e-08,1.0471119082922087e-07
2003,5.5003383181428944e-08,9.083891683303591e-08
2004,4.669078634833568e-08,8.413151419972564e-08
2005,5.7197620861870746e-08,7.881561714384588e-08
2006,5.3120778886750486e-08,9.512325505056651e-08
2007,5.7121056329378916e-08,8.028903408785482e-08
2008,4.4277371102907637e-08,9.792110944317756e-08
2009,4.052963475942306e-08,9.202611295222596e-08
2010,3.023227534981743e-08,8.550065189183442e-08
2011,3.518054114692859e-08,1.1510155673022382e-07
2012,2.6893596682953103e-08,1.0178715825759355e-07
2013,3.095928846619245e-08,8.200027679095001e-08
2014,3.572984397237633e-08,7.384168299040539e-08
2015,3.812509774547834e-08,7.84667690822971e-08
2016,4.701941946905208e-08,6.276160036122747e-08
2017,4.0501340947685094e-08,8.905264081704445e-08
2018,2.8396133444630323e-08,6.737628410746765e-08
2019,2.9081260066732284e-08,6.275429598190385e-08
