year,seront_VERB également_ADV,seront_VERB egalement_ADV,seront_VERB légalement_ADV
1832,1.346231925936081e-06,0.0,1.055337577327009e-07
1833,1.6599339573986072e-06,9.266902800675325e-09,8.224376557564028e-08
1834,2.4848520752129843e-06,4.667265462998671e-09,1.8202335638761724e-07
1835,1.3893392463160126e-06,2.2689263801112247e-09,4.61348363955949e-08
1836,1.5975223419673057e-06,4.032449929525228e-09,7.997692819117219e-08
1837,1.3887950132129845e-06,1.3915781860163179e-09,7.792837664055696e-08
1838,1.2289778936747098e-06,6.312161904276081e-10,7.258986300939796e-08
1839,1.4759003619246869e-06,1.3982950353153e-09,9.57832071435405e-08
1840,1.2268020697092652e-06,1.910906599622564e-09,6.688173215252391e-08
1841,1.1255221181727393e-06,7.704658244733764e-09,1.001605554051821e-07
1842,1.2987201500891388e-06,6.708265054555795e-10,9.592819338877234e-08
1843,1.5098064238827646e-06,5.906911015873817e-09,6.615740488769006e-08
1844,1.1125313932325298e-06,1.6465683816413446e-09,6.696044607679141e-08
1845,1.57753048313225e-06,8.92836493626703e-09,8.593551115154696e-08
1846,1.3523898161338366e-06,3.5127007969038004e-09,6.557041842825129e-08
1847,1.6465511265550958e-06,5.3932236454556914e-09,8.25163226636505e-08
1848,1.413545504647118e-06,4.022610855525244e-09,1.2309189401094045e-07
1849,1.7169420658547097e-06,5.865590457787562e-09,8.044238342108656e-08
1850,1.407358894311983e-06,8.82569484161877e-09,7.739455298860776e-08
1851,1.2995619300681938e-06,3.8696632564949596e-09,5.804495017969202e-08
1852,1.421903121467949e-06,3.906327261660181e-09,1.0351767087968256e-07
1853,9.292325771070864e-07,1.1943863675867306e-09,5.6136158832487126e-08
1854,1.239685502696375e-06,9.352196128631363e-09,5.299577665596189e-08
1855,9.276525929635682e-07,3.1841622671890946e-09,4.9354515141430966e-08
1856,1.245114006565018e-06,6.212626857404757e-09,5.384276846598368e-08
1857,1.0368325291665315e-06,2.9289055625270066e-09,3.758761835115365e-08
1858,1.11624747844985e-06,5.872411001917044e-09,4.942612719105455e-08
1859,1.3611378832933951e-06,1.5276520048956854e-09,7.791025069536772e-08
1860,1.3095322799472342e-06,3.66174721100343e-09,7.598125506547149e-08
1861,1.2992480407092444e-06,1.226150558863992e-08,4.7631232291678316e-08
1862,1.237476411120042e-06,6.325180851307621e-09,6.505900529418795e-08
1863,1.2146917498512266e-06,4.495158911765884e-09,5.6439215967429845e-08
1864,1.2557393063161726e-06,8.151037178549814e-09,5.657778956447146e-08
1865,1.2717893227431887e-06,7.0602665935837194e-09,3.95374932793402e-08
1866,1.1463383984278153e-06,3.4059290943133647e-09,5.2548617901493344e-08
1867,9.230047197661406e-07,3.396968040192405e-09,2.91168689159349e-08
1868,1.2507761439906062e-06,3.457911734727759e-09,4.544684273355415e-08
1869,1.0357944049133039e-06,3.662639347368213e-08,5.4695412643468444e-08
1870,9.942840506482753e-07,5.160643912205387e-09,7.0528798801206e-08
1871,1.1194720741514175e-06,1.0621177271019633e-09,6.691341525311145e-08
1872,9.391518176471436e-07,1.2094678591978436e-09,7.680120717168393e-08
1873,9.266334757285222e-07,2.9930022904522957e-09,5.088103804951061e-08
1874,1.2642272935181609e-06,1.1949218281515073e-09,5.078417686377179e-08
1875,9.92112823894331e-07,2.2886108563824337e-09,4.806082642971887e-08
1876,1.0211719043695666e-06,0.0,5.139112602137175e-08
1877,8.924689254286022e-07,2.4739263970730008e-09,2.8450154232473324e-08
1878,1.2519030434532397e-06,4.831270938865373e-09,6.2202616391005e-08
1879,1.2676849507897714e-06,1.221865053580018e-09,5.864952257184086e-08
1880,1.8862050694679056e-06,1.9253538763308597e-09,7.059630746653056e-08
1881,1.33732693541333e-06,1.3945015142624584e-09,4.8807553554297556e-08
1882,1.0349124011099775e-06,6.655385131892899e-10,5.657077295495583e-08
1883,1.0528018705713293e-06,2.5277355764075082e-09,4.2339571848515334e-08
1884,1.26686569501544e-06,3.300848483434038e-09,5.2813575734944607e-08
1885,1.1666600414628192e-06,3.2228178459270396e-09,6.316722789279083e-08
1886,1.293274166869196e-06,3.2267319927115068e-09,4.065682190912412e-08
1887,1.0713965608033504e-06,3.264462256069578e-09,8.814048158001242e-08
1888,1.194571851215187e-06,1.9021844099853524e-09,7.03808211710566e-08
1889,1.024349835176963e-06,0.0,3.132568338060082e-08
1890,9.785699219833077e-07,3.277193239004106e-09,7.472000618236052e-08
1891,1.016688074173544e-06,1.2748440081367107e-09,5.099376210182527e-08
1892,1.0844526059372583e-06,1.8805537127519756e-09,4.5133290882404253e-08
1893,1.0888080694826385e-06,6.158416554491453e-10,5.234653954744317e-08
1894,1.1103312402838128e-06,6.301539290376468e-10,8.065970291681879e-08
1895,1.041822159209005e-06,1.8055843487019274e-09,1.444467478961542e-08
1896,1.1398956445418662e-06,5.89702897624278e-10,6.663642437843009e-08
1897,9.64903762223912e-07,4.078699600285063e-09,4.136966680334808e-08
1898,1.0077530134822155e-06,3.960848538042683e-09,4.0740154361174064e-08
1899,9.839089685215185e-07,1.1055156790007459e-09,6.688370035590196e-08
1900,9.297176006839436e-07,4.15284251431558e-09,2.2321527737290126e-08
1901,1.0193860049412251e-06,1.676621730339889e-09,3.297355988252093e-08
1902,1.0832086445589084e-06,1.9641135384773634e-09,4.3210498290591204e-08
1903,1.0957047180681911e-06,1.6200660812870638e-09,5.8322378038155875e-08
1904,1.184029898126937e-06,1.6123875568041512e-09,4.2997001514777367e-08
1905,1.2313570465494195e-06,1.0321518084666081e-09,2.1159111440738343e-07
1906,1.2217438012385173e-06,1.0288369045596824e-09,1.12143219155314e-07
1907,1.2743965385197953e-06,3.0857059130084963e-09,8.794262384981266e-08
1908,1.0795232725513415e-06,2.4556945366072114e-09,5.009616899087632e-08
1909,1.0567389523430393e-06,3.85068837926994e-09,5.886052534265218e-08
1910,1.0944820303393499e-06,2.137660271017694e-09,4.4890864359103944e-08
1911,1.0768437022079524e-06,4.25629931299909e-09,6.384448880680793e-08
1912,1.136695765069362e-06,1.5628263128064646e-09,4.5842906359894187e-08
1913,1.0701433410531536e-06,5.833288518886093e-09,3.7651226136858895e-08
1914,1.1518398821408482e-06,2.0090231700464756e-09,2.8795998474606677e-08
1915,1.3748149001457932e-06,2.3561523843085297e-09,3.652036184575991e-08
1916,1.0767712836923238e-06,3.2962386153911893e-09,9.339342454950383e-08
1917,1.471694105248389e-06,1.0966424435210342e-09,1.315970976634162e-08
1918,1.5219449096548487e-06,2.2972752589112133e-09,1.6080926812378493e-08
1919,1.4235333054557486e-06,8.28706359090603e-09,4.051453217357448e-08
1920,1.347857264022423e-06,3.028892692213958e-09,7.042175553806374e-08
1921,1.3025125156218564e-06,1.5145494858259667e-09,3.710646367949266e-08
1922,1.2955654966617658e-06,7.377935484775833e-10,2.951174238319254e-08
1923,1.3025768339502974e-06,3.1847844361720945e-09,4.989495749896378e-08
1924,1.3510422149920487e-06,6.445812328337297e-09,5.0277336072213075e-08
1925,1.270289544663683e-06,0.0,5.829034321891413e-08
1926,1.5103017005912989e-06,1.1146138456652466e-08,4.458455293843144e-08
1927,1.356860707346641e-06,4.459690061686672e-09,6.243566019747959e-08
1928,1.3242781307098994e-06,1.0283436990832229e-08,1.2568645679778001e-08
1929,1.2577518901935036e-06,0.0,1.5596569369336066e-08
1930,1.2478281377070743e-06,2.100720708497761e-09,1.470504518152893e-08
1931,1.4655883120440194e-06,0.0,1.596749932275543e-08
1932,1.3074727291950694e-06,2.1919073223131136e-09,2.6302888755935783e-08
1933,1.37074412975835e-06,1.1470662197865522e-09,1.8353059516584835e-08
1934,1.4833196360086731e-06,1.1981580172459871e-09,2.7557634396657704e-08
1935,1.2028125553342761e-06,3.590485242455088e-09,2.2739740757060645e-08
1936,1.4343537060312883e-06,2.424942913137329e-09,5.577368611398015e-08
1937,1.3736910489114962e-06,0.0,5.5400921183945684e-08
1938,1.371719690723694e-06,6.482607339819424e-09,4.797129449229942e-08
1939,1.1699949169496904e-06,0.0,2.7529290846928234e-08
1940,1.2856419004947384e-06,5.0715658339584024e-09,5.832300686847702e-08
1941,1.0035109170303258e-06,0.0,3.5418032950929046e-08
1942,8.344082260691721e-07,6.068423541449874e-09,2.1239483061208375e-08
1943,8.767770083295545e-07,0.0,2.0322646676618206e-08
1944,1.0217932242539973e-06,6.4263723231761105e-09,2.5705489292704442e-08
1945,1.039146425796389e-06,2.178504043826024e-09,2.178504043826024e-09
1946,8.561479347690693e-07,1.3921104269343232e-09,6.960552134671616e-09
1947,8.892969489693314e-07,0.0,1.7881307101674793e-08
1948,7.468986780168052e-07,1.0871887834440486e-09,1.3046265401328583e-08
1949,1.0219505597319767e-06,3.9268033269479474e-09,1.1780409536754632e-08
1950,9.071963162909924e-07,2.0207186368637053e-08,1.0635361036293034e-08
1951,7.974728717385915e-07,1.0661401761424827e-09,2.3455083209000804e-08
1952,8.08786474237877e-07,3.163441175679793e-09,9.490323193972472e-09
1953,7.541678996858536e-07,2.1547654771580937e-09,1.939288907237824e-08
1954,8.38483600773543e-07,5.863521668203475e-09,1.5636057781875934e-08
1955,7.846368177411023e-07,3.754243138587299e-09,1.6894095011821264e-08
1956,7.39552802997423e-07,4.36057079333807e-09,1.2209598665435806e-08
1957,8.057554552465263e-07,1.7670075402875796e-09,3.0922631566454584e-08
1958,8.404599114442135e-07,2.4816730892496253e-09,1.9026160202884057e-08
1959,9.029620997580423e-07,1.5501495642666896e-09,2.0927018340444192e-08
1960,8.713329009424342e-07,2.7683333958528067e-09,1.9378333604436193e-08
1961,8.719939685875033e-07,2.779263708063695e-09,2.640300600376122e-08
1962,8.466511971505497e-07,1.2683912808952869e-09,2.4099433559854333e-08
1963,7.655806797401965e-07,2.5864212993553792e-09,1.1638896069143811e-08
1964,7.854403101248408e-07,7.909158883379064e-09,1.6426714211092985e-08
1965,8.339393886558355e-07,4.924839203113152e-09,2.188817305182056e-08
1966,7.533141754834105e-07,1.6617224263271169e-09,1.5509408868297214e-08
1967,8.297754519048794e-07,5.91640286762285e-09,9.367637332502454e-09
1968,7.1727910011532e-07,1.7965663401398047e-09,1.3025106326836067e-08
1969,1.8067112392827767e-06,6.812636621500445e-09,5.8588675244664046e-08
1970,1.1961283377104337e-06,2.2993624781975086e-09,3.449043717296263e-08
1971,8.349895850301436e-07,4.110718099248345e-09,1.5415192677892264e-08
1972,1.0742527933871315e-06,5.130146696341598e-09,1.2312352026810913e-08
1973,9.741831092924258e-07,1.102640756478479e-09,1.0475087464101307e-08
1974,1.0907983707397761e-06,7.313243122197832e-09,4.500457340128605e-09
1975,8.333049663633574e-07,5.711480177694739e-09,1.1994108817248161e-08
1976,8.655993255501926e-07,2.8567634369203176e-09,3.9994687561772935e-09
1977,9.338206226061629e-07,1.1165885549502264e-08,1.3516598507123945e-08
1978,9.499005422242135e-07,8.316827893040113e-09,1.4257419245211622e-08
1979,7.765568419415558e-07,4.681578680276743e-09,1.8726314721106974e-08
1980,8.254838625987304e-07,6.822180653731635e-09,1.193881615790815e-08
1981,8.628049741332688e-07,5.69299452024552e-09,9.488323904349727e-09
1982,1.0329283952614787e-06,6.828252407942159e-09,1.1794254461960918e-08
1983,8.67092900591615e-07,5.052252838311233e-09,8.209910973278056e-09
1984,8.101214987732419e-07,1.2757818357300721e-08,7.538710988796993e-09
1985,8.241314510826214e-07,3.609334831011779e-09,1.9249785765396155e-08
1986,7.720897450269604e-07,4.795588481876223e-09,1.3187867686781374e-08
1987,8.341265100852979e-07,4.888653482026939e-09,1.4665960890170027e-08
1988,7.693578361056552e-07,4.197587610832443e-09,6.596209356501959e-09
1989,9.752393239637058e-07,6.036934507847036e-09,1.6464365870660913e-08
1990,7.933235899315605e-07,3.2691906959314565e-09,1.9070277801347402e-08
1991,7.326831727993977e-07,2.344586136349136e-09,1.4653663171770859e-08
1992,7.664332244416983e-07,2.7549720282848966e-09,1.2121876835635703e-08
1993,6.802146472750792e-07,1.1078414852150331e-09,7.754890063438324e-09
1994,6.709706745766653e-07,4.2199412852994556e-09,6.857404422078162e-09
1995,7.396222727606983e-07,2.1689803286761844e-09,1.138714633697191e-08
1996,7.329200428785043e-07,1.067618438099771e-09,1.1209993822092201e-08
1997,7.508804564793081e-07,4.794894370441227e-09,9.110299181713799e-09
1998,6.937628249659156e-07,2.3840645013706308e-09,1.0013071261028017e-08
1999,7.065531164585082e-07,5.027221194886522e-09,1.4624643718263997e-08
2000,7.771317100946362e-07,8.836062992401139e-10,6.627047355323157e-09
2001,7.526921983469492e-07,2.190605918883648e-09,8.762423675534592e-09
2002,7.342927155207235e-07,3.504977197366088e-09,8.324320788233308e-09
2003,7.67130487133727e-07,1.2500769308587678e-09,1.0833999475323708e-08
2004,7.201833938097479e-07,4.404791253964646e-10,1.8940601975714344e-08
2005,7.395156771394795e-07,3.1526248278623825e-09,1.9366122927522156e-08
2006,6.922172914869407e-07,1.2353669198716943e-09,1.0294725072412803e-08
2007,6.5789076408862e-07,7.988958938831558e-10,1.5179022483380322e-08
2008,7.007745708165203e-07,4.257439678578834e-10,4.6831836186811415e-09
2009,5.87918123073905e-07,0.0,1.3350939020995156e-08
2010,6.093693176723036e-07,0.0,9.447585824773341e-09
2011,5.927156809804046e-07,1.529588788962144e-09,9.942326961720482e-09
2012,5.821272335282401e-07,0.0,4.765953853791416e-09
2013,5.048316165101596e-07,0.0,1.310888730898796e-08
2014,4.229114427545255e-07,2.1654451842767486e-10,1.1909948582911056e-08
2015,4.313455761462137e-07,0.0,1.1526192444932803e-08
2016,4.5963036399143675e-07,0.0,1.2220906064897008e-08
2017,4.799786408327122e-07,7.54683426862357e-10,1.33327402451755e-08
2018,4.499496579768447e-07,0.0,8.776987137082415e-09
2019,4.362189063300548e-07,0.0,9.94885240857002e-09
