year,est_VERB en_ADP,est_VERB lent_ADJ
1845,6.986891821725294e-05,3.2700134511287615e-07
1846,7.369470404228196e-05,3.424883345815033e-07
1847,6.7432556534186e-05,2.977059523345815e-07
1848,6.87842330080457e-05,3.4514002322794113e-07
1849,7.020106568234041e-05,3.184177614912187e-07
1850,7.059130439301953e-05,3.129727303985419e-07
1851,6.987128290347755e-05,4.35982059343587e-07
1852,7.119151268852875e-05,3.001361505994282e-07
1853,7.298596756299958e-05,4.502836645770003e-07
1854,7.104915130184963e-05,3.169355409227137e-07
1855,7.070857100188732e-05,4.0332722051061864e-07
1856,7.468302646884695e-05,3.2616293310638866e-07
1857,7.280526915565133e-05,3.451226859851886e-07
1858,7.262948929565027e-05,3.1319527238338196e-07
1859,7.346019992837682e-05,3.7987612699907913e-07
1860,7.064288365654647e-05,3.6983647078159265e-07
1861,7.668157195439562e-05,3.6925996482750634e-07
1862,7.559178629890084e-05,4.1655832205833576e-07
1863,7.34543937142007e-05,3.401336812203226e-07
1864,7.658379036001861e-05,4.1426449115533615e-07
1865,7.533445750596002e-05,3.5677879850481986e-07
1866,7.533331518061459e-05,3.999533930709731e-07
1867,7.858982280595228e-05,3.595933435462939e-07
1868,7.891596760600805e-05,3.8382822253879567e-07
1869,7.961357187014073e-05,3.7505427030737337e-07
1870,7.77542736614123e-05,4.409483551626181e-07
1871,7.665091106900945e-05,2.963308531889197e-07
1872,7.85428419476375e-05,3.9247231597983046e-07
1873,8.031841571209952e-05,3.93280487287484e-07
1874,7.994863699423149e-05,4.1224802771466784e-07
1875,7.934785389807075e-05,3.3757009987311903e-07
1876,8.304261427838355e-05,3.7968973742863454e-07
1877,7.875744631746784e-05,4.119087577691971e-07
1878,7.975100015755743e-05,4.034111213968572e-07
1879,7.856225420255214e-05,3.9405148299920256e-07
1880,7.726765761617571e-05,2.8816128860853496e-07
1881,7.937502959975973e-05,3.2701061059015046e-07
1882,8.197504212148488e-05,3.5739418535740697e-07
1883,8.143289596773684e-05,4.1644443626864813e-07
1884,8.204655023291707e-05,3.974221556291013e-07
1885,8.09307603049092e-05,3.551545262325817e-07
1886,8.093869837466627e-05,3.065395333123888e-07
1887,8.376675395993516e-05,3.8781811895205465e-07
1888,8.219085430027917e-05,3.4049099895128165e-07
1889,8.228129445342347e-05,3.658839773379441e-07
1890,8.287300443043932e-05,3.644238972810854e-07
1891,8.539606642443687e-05,3.964764800912235e-07
1892,8.456662180833519e-05,3.6420055948838126e-07
1893,8.509084000252187e-05,3.461030075868621e-07
1894,8.487354352837428e-05,3.1885790008345793e-07
1895,8.24935341370292e-05,3.334312452807353e-07
1896,8.389349386561662e-05,3.9510095461992023e-07
1897,8.555829845136032e-05,4.824518669011013e-07
1898,8.487928425893188e-05,3.570421824861114e-07
1899,8.395009353989735e-05,4.0517150523555756e-07
1900,8.512185013387352e-05,4.4591146775019297e-07
1901,8.7084285041783e-05,3.811520059571194e-07
1902,9.747011790750548e-05,3.849662562060985e-07
1903,8.615241677034646e-05,3.6073470255360007e-07
1904,8.601818990428001e-05,3.934225674129266e-07
1905,8.531766798114404e-05,3.9376590166284586e-07
1906,8.496803638990968e-05,3.97645465000096e-07
1907,8.617862476967275e-05,4.0165608083952975e-07
1908,8.505592995788902e-05,3.8652632383673335e-07
1909,8.642375178169459e-05,3.971710214045743e-07
1910,8.443972183158621e-05,3.601957416776713e-07
1911,8.471152978017926e-05,3.926436136225675e-07
1912,8.516987145412713e-05,4.0685580415811273e-07
1913,8.634381083538756e-05,4.470420265079156e-07
1914,8.524084114469588e-05,4.7078108877940394e-07
1915,8.251363760791719e-05,3.769843885947921e-07
1916,8.474519563606009e-05,4.241160240781028e-07
1917,8.327573596034199e-05,3.695685109050828e-07
1918,8.248366793850437e-05,3.801990544616274e-07
1919,8.109720511129126e-05,4.0330377260033856e-07
1920,8.552229701308534e-05,4.6569223854930897e-07
1921,8.535470988135785e-05,4.407339133649657e-07
1922,8.582014561397955e-05,4.5669420956073736e-07
1923,8.741384226595983e-05,4.363154744169151e-07
1924,8.554237138014287e-05,4.112428086955333e-07
1925,8.4549596067518e-05,4.157311366270733e-07
1926,8.397389319725335e-05,3.912294630481483e-07
1927,8.411533053731546e-05,3.64579648248764e-07
1928,8.441787940682843e-05,3.7020373611085233e-07
1929,8.29659475130029e-05,3.197296507551073e-07
1930,8.542685827706009e-05,3.2351098866456596e-07
1931,8.646172500448301e-05,3.353174804487935e-07
1932,8.531998901162297e-05,3.550889857706352e-07
1933,8.574434468755499e-05,3.7967890875734156e-07
1934,8.689641254022717e-05,4.1216634372176486e-07
1935,8.718894969206303e-05,4.129057913360157e-07
1936,8.598241402069107e-05,3.443418847837165e-07
1937,8.578832785133272e-05,3.487739661522937e-07
1938,8.758909825701267e-05,3.5135730058755144e-07
1939,8.711643749848008e-05,3.9917472349770833e-07
1940,8.486504520988092e-05,4.741914096939581e-07
1941,8.533679647371173e-05,3.925498504031566e-07
1942,8.58257117215544e-05,3.5196856629227113e-07
1943,8.794770110398531e-05,4.5290468619896274e-07
1944,8.783244265941903e-05,4.1128782868327107e-07
1945,8.592455560574308e-05,4.1609428080846556e-07
1946,8.765284292167053e-05,3.9535936480206146e-07
1947,9.020880679599941e-05,4.6133772002576734e-07
1948,9.05900087673217e-05,4.881477480012109e-07
1949,9.494617552263662e-05,4.319483650760958e-07
1950,9.22394247027114e-05,4.275415221854928e-07
1951,9.208785922965035e-05,3.806120503213606e-07
1952,9.389831393491477e-05,4.5026311568108213e-07
1953,9.40091849770397e-05,3.7923871332168346e-07
1954,9.494311962043867e-05,3.89924196042557e-07
1955,9.356418740935624e-05,3.960726644436363e-07
1956,9.661542571848258e-05,3.976840616815025e-07
1957,9.316370415035635e-05,3.993436905602721e-07
1958,9.50240864767693e-05,3.6563315575222077e-07
1959,9.491488162893802e-05,3.4800856951733294e-07
1960,9.438563574803993e-05,3.827220780294738e-07
1961,9.725269046612084e-05,4.25227341338541e-07
1962,9.574705472914502e-05,3.82419983679938e-07
1963,9.687893907539546e-05,4.034817209230823e-07
1964,9.499508450971916e-05,3.400938339837012e-07
1965,9.5841744041536e-05,3.578716416541283e-07
1966,9.663137461757287e-05,4.032446554447233e-07
1967,9.561300976201892e-05,3.801288812610437e-07
1968,9.440596477361396e-05,3.7099096061865566e-07
1969,9.43100531003438e-05,3.06568665564555e-07
1970,9.587284148437902e-05,3.398457693037926e-07
1971,9.54334027483128e-05,3.268020805080596e-07
1972,9.565312939230353e-05,3.226862475003145e-07
1973,9.501344902673736e-05,3.352027988512418e-07
1974,9.471381054027006e-05,3.1053156135385507e-07
1975,9.556391160003841e-05,2.9185665084696666e-07
1976,9.5698720542714e-05,3.2395698212894786e-07
1977,9.738004155224189e-05,2.9090071507198445e-07
1978,9.61514379014261e-05,3.095047986789723e-07
1979,9.701694216346368e-05,2.80309535583001e-07
1980,0.00010041738278232515,3.308757641207194e-07
1981,9.868996130535379e-05,2.966682757232775e-07
1982,0.00010168820153921843,3.128581056444091e-07
1983,0.00010054741142084822,2.740847264703916e-07
1984,9.930918167810887e-05,2.713935884912644e-07
1985,9.959177259588614e-05,2.83934326716917e-07
1986,9.993466665036976e-05,2.7095074983662926e-07
1987,0.00010122140520252287,3.226511182674585e-07
1988,0.00010246011515846476,2.620494115035399e-07
1989,9.948483784683049e-05,2.3324518849676679e-07
1990,0.00010273267980664968,2.855093157450028e-07
1991,0.0001026987301884219,2.6845509637496434e-07
1992,0.00010220120020676404,2.424375509235688e-07
1993,0.00010153699258808047,2.797299885060056e-07
1994,0.00010313272650819272,2.4528409880986146e-07
1995,0.00010329280485166237,2.716647884426493e-07
1996,0.00010698711412260309,2.556946299137053e-07
1997,0.00010801554890349507,2.905705969169503e-07
1998,0.0001077892811736092,2.784587422866025e-07
1999,0.00010877490421989933,2.9523499733841163e-07
2000,0.00011075784277636558,2.712671403060085e-07
2001,0.00010862688941415399,2.8258816087145533e-07
2002,0.00011084096331615001,2.633114206673781e-07
2003,0.00010988301073666662,2.5793252689254587e-07
2004,0.00010992332681780681,2.7970423843726167e-07
2005,0.00010958613711409271,2.679730926047341e-07
2006,0.00011077577073592693,2.8907587079629593e-07
2007,0.00010926699178526178,2.9439314630508306e-07
2008,0.00010825094068422914,3.0738715395273175e-07
2009,0.00010738398850662634,2.684492415028217e-07
2010,0.00010542797099333256,3.49088310258594e-07
2011,0.00010403995111119002,3.5639419593280763e-07
2012,9.920673619490117e-05,3.5880822224498843e-07
2013,9.566977678332478e-05,3.60912792984891e-07
2014,9.239673090633005e-05,3.4214033917123743e-07
2015,9.152439452009276e-05,3.2073845090963005e-07
2016,9.094322012970224e-05,3.40321179237435e-07
2017,9.84562502708286e-05,4.2740236949612154e-07
2018,9.336906805401668e-05,3.5520980645742384e-07
2019,9.18758669286035e-05,3.4514863500589854e-07
