year,fut_VERB à_ADP,fut_VERB a_ADP,fut_VERB là_ADV
1872,7.5513125921133906e-06,7.55917443084897e-08,2.727349965425674e-06
1873,7.740502041997388e-06,8.021245889722195e-08,2.876873850254924e-06
1874,7.890665983723011e-06,3.764003908557356e-08,2.635400051076431e-06
1875,7.772122444293927e-06,8.525075656518055e-08,2.729168500081869e-06
1876,7.602863661304582e-06,6.831996612888247e-08,2.6554096166364616e-06
1877,7.845439540687948e-06,7.11253853591387e-08,2.7522430627868744e-06
1878,8.143711056618486e-06,6.220261461464816e-08,2.5370211460540304e-06
1879,8.162058293237351e-06,4.3987143594215183e-08,2.274501866850187e-06
1880,8.022308065847028e-06,5.776061628992579e-08,2.53119856097328e-06
1881,6.985058007558109e-06,5.020205590122728e-08,2.0038987713633105e-06
1882,6.968853995203972e-06,5.790185064746822e-08,2.4591647616034606e-06
1883,7.156019364629174e-06,1.3776158791500848e-07,2.1296173144946806e-06
1884,6.863124326628167e-06,5.743476272357384e-08,2.0702921119664097e-06
1885,6.666076387773501e-06,7.863675799413272e-08,2.056802259176038e-06
1886,6.967804893065477e-06,1.4004016990476487e-07,2.1160908545425627e-06
1887,5.965478521829937e-06,4.439668860323209e-08,1.8901237126556225e-06
1888,6.5333692873537075e-06,6.340614677746714e-08,2.051823003057507e-06
1889,6.433042472053785e-06,7.8940724179688e-08,1.826287416406558e-06
1890,5.728533778892597e-06,3.93263200892946e-08,1.5592885347359697e-06
1891,5.775680619990453e-06,1.0326236310476133e-07,1.6764198562668753e-06
1892,6.061651674826862e-06,5.829716687166808e-08,1.6298132550218725e-06
1893,6.319767180684721e-06,6.404753083444348e-08,1.61412094712432e-06
1894,6.077834768802859e-06,4.4740930071895946e-08,1.5697133903813665e-06
1895,6.727005256834673e-06,8.36587430441682e-08,1.6545171774851042e-06
1896,6.219006536412053e-06,7.902018750449713e-08,1.5509185686823912e-06
1897,5.735817012464395e-06,5.477110631701976e-08,1.4141434121484053e-06
1898,5.93731192566338e-06,5.262270086348053e-08,1.4270370911617647e-06
1899,6.0659644987026695e-06,5.859233098703953e-08,1.5228478105200338e-06
1900,5.951023467787309e-06,6.125442753024402e-08,1.5147493286349345e-06
1901,5.720074113924056e-06,5.9240631511414676e-08,1.3424150893115439e-06
1902,4.9677341849019285e-06,4.4683582001159294e-08,1.185342512144416e-06
1903,5.5616869758523535e-06,4.86019817724781e-08,1.2830923878937028e-06
1904,5.575098839472048e-06,5.2671326855602274e-08,1.3366692428462557e-06
1905,5.59890759177506e-06,4.438252965144329e-08,1.3149614233043394e-06
1906,5.645228156936355e-06,9.002323214657437e-08,1.389444264532358e-06
1907,5.749184765591053e-06,6.068555302718437e-08,1.4333104445540812e-06
1908,5.837186108692549e-06,7.36708387627516e-08,1.5775381143612321e-06
1909,6.315679002000252e-06,5.721022855453839e-08,1.5138706430661841e-06
1910,5.858792519575218e-06,5.932007129949568e-08,1.3782564565190114e-06
1911,5.96520339968265e-06,4.7351329857114877e-08,1.4120272453510552e-06
1912,6.192959972395329e-06,5.053138663058121e-08,1.4383211919266614e-06
1913,5.930333372816676e-06,8.00751458474025e-08,1.4519586102323956e-06
1914,5.800719463877613e-06,6.897646331882612e-08,1.3929227407061262e-06
1915,5.500437964656157e-06,2.945190524794583e-08,1.4290063745647785e-06
1916,5.427806172519922e-06,4.175235601699967e-08,1.2448793995645246e-06
1917,5.591779881797265e-06,4.496234051742931e-08,1.336807144980412e-06
1918,5.94075390836224e-06,6.776961924970237e-08,1.4438375046665897e-06
1919,5.861716090294067e-06,4.235610262526279e-08,1.3682862345376634e-06
1920,5.830618647451047e-06,4.0132827727745735e-08,1.261533839169715e-06
1921,5.48266916666762e-06,3.104826418187656e-08,1.456996642446029e-06
1922,5.993097147438675e-06,3.7627471360934805e-08,1.5641222717022174e-06
1923,5.735796548833605e-06,5.944931080748006e-08,1.506403009443602e-06
1924,5.9185449572396465e-06,4.769901040813096e-08,1.617898874428647e-06
1925,5.933517059020232e-06,6.818870446068104e-08,1.5133492752283928e-06
1926,5.9988515204167925e-06,7.022067105566521e-08,1.6741499848649255e-06
1927,6.2513704506272916e-06,3.567751971633726e-08,1.9321605577715673e-06
1928,6.054659024812281e-06,4.22763521967795e-08,1.5002392501628492e-06
1929,5.9578892432909925e-06,4.456162616683912e-08,1.581937681294221e-06
1930,5.8326509133621585e-06,4.201441561324515e-08,1.401180725224549e-06
1931,5.80418600293342e-06,4.790249708008787e-08,1.3640806173498277e-06
1932,5.921437605138635e-06,5.150982307355889e-08,1.411588300470612e-06
1933,5.745654561906122e-06,3.4411986593596566e-08,1.463656531086599e-06
1934,5.489960130944382e-06,3.9539212792760736e-08,1.377881744701881e-06
1935,5.171495558897732e-06,6.223507931224503e-08,1.297362018704007e-06
1936,5.142091595189413e-06,3.6374143252970725e-08,1.223383719661797e-06
1937,5.197613518248545e-06,4.5328023556834296e-08,1.2628890999621945e-06
1938,5.291104116622591e-06,4.7971293604121e-08,1.283556230191607e-06
1939,5.158683052286506e-06,4.7411558234955464e-08,1.3504646858564229e-06
1940,5.233855972619494e-06,3.55009599495304e-08,1.0853150342882145e-06
1941,4.82865834783297e-06,6.493305626520396e-08,1.251437083737983e-06
1942,5.4069655561761465e-06,4.2478966344461355e-08,1.3289848084241385e-06
1943,6.160665179777425e-06,9.290352864788076e-08,1.5009726439529913e-06
1944,5.812653853354277e-06,7.390327816381159e-08,1.433081024515559e-06
1945,6.345982455968624e-06,3.0499057057653545e-08,1.5815938922969508e-06
1946,6.065425168344518e-06,2.9234318077442367e-08,1.4491869251287426e-06
1947,6.214349923538975e-06,3.0994263822137214e-08,1.7559442540004966e-06
1948,5.721874458686216e-06,4.8923494810892976e-08,1.375293777527986e-06
1949,5.210868039284833e-06,4.9085043030139275e-08,1.2575587788887788e-06
1950,5.466575657919748e-06,2.7651939404904624e-08,1.1826522268165718e-06
1951,5.546061402128544e-06,5.010858750154057e-08,1.3113524346408667e-06
1952,5.451663582789479e-06,2.003512689086051e-08,1.0428810810481082e-06
1953,5.424622031569015e-06,3.878577858884569e-08,1.1409483704483137e-06
1954,5.239056463324232e-06,3.713563656582153e-08,1.1893176861121901e-06
1955,5.1132792577845976e-06,1.970977603349411e-08,1.0070757525681984e-06
1956,5.120182322571054e-06,2.4419195998603982e-08,9.907216735882685e-07
1957,5.342547410691623e-06,5.47772354142495e-08,1.1026127140212338e-06
1958,5.174288162379526e-06,4.3015665251999735e-08,1.0141770871996414e-06
1959,4.941101906297263e-06,2.0151945223645384e-08,1.0843295967788436e-06
1960,5.57611565454863e-06,3.598833298035231e-08,1.1453979595899e-06
1961,5.1868009904865175e-06,4.029932243465595e-08,1.1832714790216414e-06
1962,5.4718398132536095e-06,2.6636217065334478e-08,1.076864236893016e-06
1963,5.338373739505187e-06,2.651081842941494e-08,1.1703556310749264e-06
1964,5.4798301789560355e-06,7.239922039659064e-08,1.1310097534078523e-06
1965,5.515272732736776e-06,6.128688512241354e-08,1.1600732250371948e-06
1966,5.381764822232071e-06,5.2621208723735435e-08,1.2756489695675555e-06
1967,6.017967734806007e-06,6.458739409964664e-08,1.4061316733204876e-06
1968,6.277202828641748e-06,5.34478479252698e-08,1.3748224318987923e-06
1969,5.606800186797045e-06,4.9050982775522556e-08,1.1354394473528373e-06
1970,4.954206360707758e-06,4.598725028559514e-08,1.0563271644059569e-06
1971,5.094721018394921e-06,4.059333980066526e-08,1.1165737987539615e-06
1972,5.14553721586708e-06,5.694463156569185e-08,1.0840000186362886e-06
1973,4.822950813831994e-06,3.804110537686256e-08,9.493737138654978e-07
1974,4.402009835757781e-06,8.382101618353843e-08,8.027690796552633e-07
1975,4.634295237337938e-06,3.8838065208324224e-08,8.413010164076695e-07
1976,4.416556294017937e-06,2.742492899443505e-08,8.416025139013072e-07
1977,4.566259576677112e-06,4.231282924038737e-08,8.58010139381804e-07
1978,4.900987732980866e-06,4.45544341420856e-08,9.320787626165838e-07
1979,4.634177912521409e-06,6.495690385577291e-08,8.684328349772841e-07
1980,4.6510217543982435e-06,4.263863129239098e-08,8.19798742668354e-07
1981,4.608162726071896e-06,6.072527591882704e-08,7.742472689642454e-07
1982,4.474988600122742e-06,3.600351305976801e-08,7.883527928242984e-07
1983,4.795219410880236e-06,2.3998200759933752e-08,7.218406494757801e-07
1984,4.6531245061487425e-06,3.0154843622121064e-08,7.666289434382634e-07
1985,4.776954483531881e-06,3.549179172779304e-08,7.856318688936881e-07
1986,4.780002655024873e-06,3.1770773123440676e-08,7.481118018404231e-07
1987,4.52017138741212e-06,7.455196771033457e-08,7.015217988737277e-07
1988,4.7126918616413604e-06,3.0582424537239916e-08,6.710143907184829e-07
1989,4.9047348511521704e-06,4.6649036633539254e-08,7.01382020906749e-07
1990,4.798626832780428e-06,2.342919880327088e-08,7.077797476995329e-07
1991,4.689758497988805e-06,3.6341082421120774e-08,6.330382689156977e-07
1992,5.066944595455425e-06,4.518154361754512e-08,7.421894565595721e-07
1993,5.195776338950964e-06,3.655876845698458e-08,6.918469921401993e-07
1994,4.751126198243583e-06,2.6374632922099295e-08,6.904878659952374e-07
1995,4.91382479594904e-06,3.145021548744964e-08,6.555742970704159e-07
1996,4.840581823373213e-06,3.896807276859704e-08,6.469767868111376e-07
1997,4.780989456776297e-06,1.347365311543669e-07,6.334055342449574e-07
1998,4.679918674810324e-06,3.337690490656797e-08,6.255785365283373e-07
1999,4.797797373612411e-06,2.467908566394783e-08,6.407422006304841e-07
2000,4.680904567067046e-06,2.076474858725419e-08,6.25151471922436e-07
2001,4.807065579370828e-06,2.4534786063901137e-08,6.77773471124965e-07
2002,4.7531871132378e-06,2.4096717288202285e-08,6.5937382487391e-07
2003,4.578615062200697e-06,2.4584845659259003e-08,6.417061513275257e-07
2004,4.678769073507283e-06,5.021462148868672e-08,5.83194378123153e-07
2005,4.829821136809187e-06,2.9724747108161864e-08,6.638526883762097e-07
2006,4.868993073614547e-06,3.211954113790938e-08,6.740986009390326e-07
2007,4.897631242783973e-06,2.276853305893667e-08,6.331250119728793e-07
2008,4.993976745026885e-06,2.128719933658374e-08,6.343585141621588e-07
2009,5.031396540289279e-06,1.7165492582904562e-08,6.732688007105025e-07
2010,5.014306225348264e-06,3.164941286826206e-08,6.301539769992814e-07
2011,4.961603735864628e-06,1.2619107425670961e-08,7.147003771024174e-07
2012,5.658208465320058e-06,8.170206511337597e-09,9.314035196439363e-07
2013,5.888121904717991e-06,9.204112416671961e-09,1.0852485274881474e-06
2014,6.62236425341689e-06,4.3308904240646484e-09,1.3020821825193707e-06
2015,6.462425517383963e-06,3.989835795081831e-09,1.2397306363709504e-06
2016,6.670750735793263e-06,6.006886099640951e-09,1.4406169839276117e-06
2017,5.4218971854425035e-06,7.295273080076825e-09,8.590812967668171e-07
2018,5.94460152569809e-06,5.162933414126769e-09,1.0235515901513281e-06
2019,6.305021543084877e-06,3.826481742574828e-09,1.2191170526421047e-06
