year,étaient_VERB égales_ADJ,étaient_VERB légales_ADJ
1994,3.6924486579437144e-08,1.2659823411809157e-08
1995,4.0126135303353294e-08,4.337960657352369e-09
1996,2.6690461396583487e-08,9.60856638698715e-09
1997,3.83591540753514e-08,9.110299181713799e-09
1998,3.433052953027982e-08,1.0966696883940585e-08
1999,3.0163327835452947e-08,7.769341614505265e-09
2000,4.152949628632996e-08,5.743440834038438e-09
2001,3.592593600387772e-08,3.5049694258049158e-09
2002,3.1106672793157486e-08,8.762443215459825e-09
2003,3.375207668909752e-08,6.250384210204629e-09
2004,2.5988267537968568e-08,3.0833537945085254e-09
2005,2.7923247714056743e-08,3.1526248278623825e-09
2006,3.5413854959642777e-08,3.706100981659688e-09
2007,2.995859560428471e-08,8.787854888225866e-09
2008,3.15050527888161e-08,1.0217855006544596e-08
2009,3.290052674742583e-08,8.582746957586096e-09
2010,2.4563723499682055e-08,8.030448306328708e-09
2011,2.4473420623394304e-08,7.647943611743813e-09
2012,4.119145913250577e-08,9.531907707582832e-09
2013,4.3789263770577236e-08,1.0877587719448911e-08
2014,4.0060736949953935e-08,4.7639794331644225e-09
2015,3.879006982288047e-08,8.422986752520956e-09
2016,4.701941946905208e-08,5.799752234025846e-09
2017,4.352007465513452e-08,7.798394818792076e-09
2018,3.071945542387766e-08,9.29327992338358e-09
2019,3.596892739210489e-08,7.1427654901867754e-09
