year,est_VERB à_ADP,est_VERB a_ADP,est_VERB las_ADJ
1878,8.802636148175225e-05,1.4433421569037819e-06,2.1801109539865138e-07
1879,8.916621300159022e-05,1.5615435629001695e-06,2.1321545773389516e-07
1880,8.579825953347608e-05,1.6500282455922388e-06,2.6826597832041443e-07
1881,9.151137055596337e-05,1.936265356050626e-06,2.8587280098690826e-07
1882,8.980909478850663e-05,1.7490352561821965e-06,2.202932449790751e-07
1883,9.164305083686486e-05,2.0089178747184633e-06,2.622525698825484e-07
1884,8.970187627710402e-05,2.049166802464697e-06,2.4162210365830106e-07
1885,8.966716995928437e-05,2.3429884805636902e-06,2.674938741620281e-07
1886,8.884935232345015e-05,2.1696545502436493e-06,2.697547927255073e-07
1887,8.956182864494622e-05,2.022660808620458e-06,2.605040947400994e-07
1888,9.045204205904156e-05,1.982710223558115e-06,2.6376957862339623e-07
1889,9.406789467902854e-05,2.0443141934833875e-06,3.057386663840589e-07
1890,9.168341057375073e-05,1.8575131690568014e-06,2.071186173679962e-07
1891,9.441558358957991e-05,2.1742464184626442e-06,2.1672347827461635e-07
1892,9.490214142715558e-05,2.0541916043725905e-06,2.776951077976264e-07
1893,9.321379184257239e-05,2.310021969265108e-06,2.389465691976511e-07
1894,9.198483166983351e-05,2.1456741450265326e-06,2.2433479784922383e-07
1895,9.359547402709723e-05,2.3466578866759846e-06,2.371334062445385e-07
1896,9.18768928386271e-05,2.217872520304809e-06,2.6182809165220533e-07
1897,9.623108780942857e-05,2.826538690214875e-06,2.3423388029186754e-07
1898,9.676126501290128e-05,2.357270560082725e-06,2.789568895877892e-07
1899,9.678347851149738e-05,2.350326361977295e-06,2.006511010677059e-07
1900,9.535445860819891e-05,2.040603099828786e-06,1.8583969563223945e-07
1901,9.511251118965447e-05,2.4249537773357588e-06,2.0063572492290405e-07
1902,9.829504415392876e-05,2.1502132199202606e-06,2.3716671648799093e-07
1903,9.822730498854071e-05,2.5510640284664987e-06,2.6353075099905254e-07
1904,9.782785491552204e-05,2.2804534722808967e-06,2.0746053053244395e-07
1905,9.673585009295493e-05,2.4714874911069273e-06,2.2397694010578562e-07
1906,9.501051681581885e-05,2.2649844240163475e-06,2.2788736941947718e-07
1907,9.65661383816041e-05,2.4490221051109984e-06,2.303993795749193e-07
1908,9.719933586893603e-05,2.2965655404050267e-06,2.691441238766856e-07
1909,9.507955110166222e-05,2.5073481992876623e-06,2.376424959038559e-07
1910,9.601996134733781e-05,2.3834911786480006e-06,3.1477048878514324e-07
1911,9.680687071522698e-05,2.330855835452894e-06,3.0698558362018957e-07
1912,9.534438868286088e-05,2.2509908887968777e-06,2.833925236700452e-07
1913,9.607797983335331e-05,2.3433912303971738e-06,2.619676990889275e-07
1914,9.581365884514526e-05,3.0222405058566437e-06,2.906386669110361e-07
1915,8.954203804023564e-05,2.3903165029537377e-06,2.4975216206257755e-07
1916,9.167388634523377e-05,2.9248624997535444e-06,2.219467347686077e-07
1917,9.500871237833053e-05,2.5672398891174453e-06,3.235095107356756e-07
1918,9.082622273126617e-05,3.246050056304739e-06,2.871593949294038e-07
1919,9.423680603504181e-05,2.0487463103791015e-06,3.057005528717127e-07
1920,0.00010022833157563582,1.9975547331796406e-06,3.725538135768147e-07
1921,9.976488945540041e-05,1.671305369654874e-06,3.7182189771556295e-07
1922,0.00010116035264218226,1.6917606302513377e-06,3.5782986174126563e-07
1923,0.00010127826681127772,1.4819864020410023e-06,3.184784418408526e-07
1924,0.0001097554195439443,1.512187537855425e-06,2.836157477759116e-07
1925,0.00010471365385456011,1.5133492325958287e-06,3.739380360912037e-07
1926,0.00010537670459598303,1.304098148580124e-06,2.8979960120523174e-07
1927,9.876875265035778e-05,1.3278727237775456e-06,3.7461396118487755e-07
1928,9.596160816727206e-05,1.180310007953267e-06,2.867936359507439e-07
1929,9.964425407815725e-05,1.2376991236351387e-06,3.175015876877296e-07
1930,9.798076644074172e-05,1.317151870239286e-06,3.1195702376862755e-07
1931,0.00010683625441743061,1.230637934668266e-06,2.8513392180684605e-07
1932,9.890653018373996e-05,1.4773455774275135e-06,2.6741270175989484e-07
1933,9.953323024092242e-05,1.3741853592819098e-06,2.2941324573366728e-07
1934,9.843707084655762e-05,1.282029103322202e-06,2.7437818062026054e-07
1935,9.153463179245591e-05,1.4505560130828599e-06,2.668927265858656e-07
1936,9.918137948261574e-05,1.3991920582157036e-06,2.5098159994740854e-07
1937,9.661039075581357e-05,1.5121932364081658e-06,2.291583456326407e-07
1938,9.285297710448503e-05,1.2265092976804226e-06,2.6578689471534744e-07
1939,9.262535604648292e-05,1.4804640926513457e-06,2.0952849411060015e-07
1940,8.791306026978418e-05,2.550997649564124e-06,1.7750480196809804e-07
1941,8.708703535376117e-05,2.5264861847063003e-06,2.9810175306010933e-07
1942,8.965488814283162e-05,1.677919058806765e-06,3.064553766307654e-07
1943,9.061578020919114e-05,1.634521410665002e-06,3.048396877147752e-07
1944,9.387323370901868e-05,1.982535906108751e-06,2.8597355594683904e-07
1945,9.077172580873594e-05,1.8430144166359241e-06,3.463821371951781e-07
1946,0.00010214888607151806,1.5716927066478092e-06,3.410670501580171e-07
1947,0.00011590067151701078,2.349603619222762e-06,3.063663882585388e-07
1948,0.00012133352720411494,3.273525408076239e-06,3.511619866003457e-07
1949,0.0001083817332983017,2.468977584157983e-06,2.1990098275637138e-07
1950,0.00011441096285125241,1.9632876728792326e-06,2.8077354841116176e-07
1951,0.00010638160165399313,1.669575510732102e-06,2.51609094448213e-07
1952,0.00010021043271990493,1.4267119325950262e-06,2.551842612774635e-07
1953,0.00010155517520615831,1.3704308656770081e-06,2.2840514191102557e-07
1954,9.974925342248753e-05,1.617354740801602e-06,2.843808033503592e-07
1955,9.99867552309297e-05,1.5486253346352896e-06,2.524728586195124e-07
1956,9.715613123262301e-05,1.5418978875914036e-06,2.1192373367284745e-07
1957,8.980373968370259e-05,1.356178302103217e-06,2.2087594686581724e-07
1958,8.955944213084877e-05,1.1018628498504768e-06,2.0597886418727285e-07
1959,9.732149192132056e-05,1.1928401022487378e-06,2.1469571720444947e-07
1960,9.21799655770883e-05,1.3869350539152947e-06,2.2146666367461876e-07
1961,9.094723645830527e-05,1.1943885454002157e-06,2.633352380598808e-07
1962,8.79172730492428e-05,1.1472599652506688e-06,2.2006588551448658e-07
1963,9.162074275081977e-05,9.692613787137816e-07,2.2307884250949428e-07
1964,9.435808897251263e-05,1.5672302566827057e-06,2.4822591626616486e-07
1965,9.354348730994388e-05,1.4024846990423612e-06,2.58827640209347e-07
1966,9.38989469432272e-05,1.3675975480964553e-06,2.426114633635734e-07
1967,9.191871504299343e-05,1.0984787479628721e-06,2.6870330316342006e-07
1968,9.107558435061947e-05,1.1197100207027688e-06,3.099077048318577e-07
1969,8.998675912152976e-05,1.0863884511991273e-06,2.5297592287643056e-07
1970,9.372569184051827e-05,1.507002139078395e-06,2.202789346483769e-07
1971,9.838181722443551e-05,1.1201706513475074e-06,2.7130738544656197e-07
1972,9.311216854257509e-05,1.1332494693760964e-06,2.1700520846934523e-07
1973,9.00383383850567e-05,1.0083649755188162e-06,1.9020552599613438e-07
1974,9.23746993066743e-05,1.123426613958145e-06,1.6201646246827295e-07
1975,9.317936928709969e-05,1.0109320101037156e-06,1.5592340218972822e-07
1976,9.361499542137608e-05,1.0832846726316347e-06,1.6283551929063833e-07
1977,8.972905925475061e-05,1.0742757154957872e-06,1.3163990786324575e-07
1978,8.770154090598226e-05,1.0871281972413271e-06,1.78217746338305e-07
1979,8.732607238925993e-05,1.0457476378178399e-06,1.597588692447971e-07
1980,9.041777229867876e-05,1.2609664281626465e-06,1.671434262107141e-07
1981,8.671442628838122e-05,9.49465018607043e-07,1.87868820944459e-07
1982,8.839483052724972e-05,1.1812877431793822e-06,1.669818061600381e-07
1983,8.705157961230725e-05,8.538307412209178e-07,1.402000151529137e-07
1984,8.552725921617821e-05,8.959468118518998e-07,1.6121244073019625e-07
1985,8.467078441753983e-05,1.0394884100151103e-06,1.4377184243130614e-07
1986,8.634936239104718e-05,8.644048250516789e-07,1.570555241414695e-07
1987,8.518784306943417e-05,8.469591890047923e-07,1.692696258714932e-07
1988,8.775776950642467e-05,1.000225168468205e-06,1.6310626449467236e-07
1989,8.469599561067298e-05,8.841365115586086e-07,1.6354604781554372e-07
1990,8.71626180014573e-05,9.289949929325303e-07,1.5201736403014365e-07
1991,8.647185313748196e-05,7.531982930686354e-07,1.4184745111833763e-07
1992,8.79552389960736e-05,8.132677820071876e-07,1.261777242689277e-07
1993,8.693896961631253e-05,8.137095477422918e-07,1.5343604786721698e-07
1994,8.69777359184809e-05,7.754142217208937e-07,1.4506048273688066e-07
1995,8.798251656116918e-05,7.63481097010299e-07,1.496596411243445e-07
1996,8.860538946464658e-05,1.0179742062632613e-06,1.2437755003702478e-07
1997,9.148179378826171e-05,9.143863977101319e-07,1.2994163967050554e-07
1998,9.080663585336879e-05,8.053370308402918e-07,1.3207717586283252e-07
1999,8.937987877288833e-05,8.532565445307227e-07,1.3116476793584297e-07
2000,9.154426516033709e-05,7.607849994428761e-07,1.3298274836870405e-07
2001,8.976971730589867e-05,7.325386093270936e-07,1.616667191228771e-07
2002,9.224224049830809e-05,8.854448623196731e-07,1.594764569290419e-07
2003,9.090350795304403e-05,8.371348272362411e-07,1.3959191846879548e-07
2004,9.176105231745169e-05,6.378137697993225e-07,1.2861990228429931e-07
2005,9.049024083651602e-05,8.696740394498192e-07,1.1169299085622697e-07
2006,9.244621469406411e-05,8.935821256272902e-07,1.4330257158690074e-07
2007,9.16401477297768e-05,6.455078960243554e-07,1.2702444962542359e-07
2008,9.122075425693765e-05,7.76556994708244e-07,1.4901038980497106e-07
2009,8.851481834426522e-05,7.238116381813597e-07,1.473371469273843e-07
2010,8.731459092814475e-05,7.142375224589159e-07,1.2707003804734995e-07
2011,8.749018161324784e-05,5.361208756937685e-07,1.2045511255109886e-07
2012,8.629712829133496e-05,4.2076564454873733e-07,1.5965945010520954e-07
2013,7.973940955707803e-05,3.782053639156402e-07,1.656740238331622e-07
2014,7.986032142071053e-05,1.94456980295854e-07,2.1221363510903757e-07
2015,7.871103298384696e-05,2.0591985361306797e-07,1.837540963833817e-07
2016,8.027374860830605e-05,2.286759368530511e-07,2.023699181563643e-07
2017,8.073502249317244e-05,2.611204550362345e-07,1.360945702799654e-07
2018,7.726407056907192e-05,2.000636669663436e-07,1.739908555009606e-07
2019,7.643448043381795e-05,1.854568054682204e-07,1.9617095858848188e-07
