year,eût_VERB eu_VERB,eût_VERB lu_VERB
1950,6.232322107280197e-07,1.595304155443955e-08
1951,8.198617820198706e-07,2.1322803078760444e-08
1952,6.769764127056987e-07,2.5307528517259925e-08
1953,4.6973886469459103e-07,1.939288907237824e-08
1954,7.6323505027176e-07,4.10446503451567e-08
1955,5.565665333051584e-07,1.407841132561316e-08
1956,4.883839324065775e-07,1.3081712602058815e-08
1957,5.018301294512639e-07,1.4136060322300636e-08
1958,4.855806992054568e-07,1.9853384713997002e-08
1959,4.7202053110595443e-07,1.007597205671118e-08
1960,5.239070901552623e-07,2.0070416439921246e-08
1961,5.780868264082528e-07,2.084447814354462e-08
1962,5.866309606972209e-07,1.6489087428794846e-08
1963,5.994031084810558e-07,1.2932106940866106e-08
1964,6.60110572425765e-07,1.6426714211092985e-08
1965,5.855086442352331e-07,2.134096988015699e-08
1966,6.309006153060182e-07,1.8832853498906843e-08
1967,7.794860721332952e-07,2.415864486238206e-08
1968,7.22219681392744e-07,3.1439910230801615e-08
1969,6.39933659840608e-07,1.725867981861029e-08
1970,5.863374212822237e-07,1.3336302728816918e-08
1971,5.90401896261028e-07,2.209510974182649e-08
1972,4.981372399015527e-07,9.747279428040656e-09
1973,3.826163492703927e-07,8.821126051827832e-09
1974,2.2164752522257913e-07,7.875800456247362e-09
1975,3.4840027751670277e-07,9.138368284311582e-09
1976,2.868190449589747e-07,9.141642998145016e-09
1977,2.961897962450166e-07,8.22749424145286e-09
1978,4.158413844379538e-07,1.128712323605896e-08
1979,3.8213386233110214e-07,1.0533551808578068e-08
1980,3.411090290228458e-07,1.3075846183596695e-08
1981,2.9034271165073733e-07,7.590659656386833e-09
1982,2.6443959200150857e-07,7.449002747961231e-09
1983,2.0651083332268172e-07,1.0104505676622466e-08
1984,2.0122558908042265e-07,5.799008384599347e-09
1985,2.1716164155805018e-07,1.0226449020933615e-08
1986,2.8533750651149603e-07,1.4386765556650971e-08
1987,3.0004110840309295e-07,1.5277041853778428e-08
1988,1.6850316342242877e-07,7.795519785247507e-09
1989,2.859311791780783e-07,1.1525056464734007e-08
1990,1.9669630546559347e-07,7.083246433836621e-09
1991,2.104266059177462e-07,5.8614650910726596e-09
1992,2.479474972005846e-07,7.713921945651236e-09
1993,2.1602909328066744e-07,7.754890063438324e-09
1994,2.3315175212701433e-07,4.747434001473039e-09
1995,2.1093333657518087e-07,7.591431483433553e-09
1996,1.9537417017545522e-07,5.871901187504136e-09
1997,1.548750958590972e-07,9.110299181713799e-09
1998,2.1790350501760258e-07,8.10582001520288e-09
1999,2.4176364377126447e-07,6.8553016596695215e-09
2000,2.142745216815456e-07,9.719669513685858e-09
2001,2.9836053272447316e-07,5.257454027685071e-09
2002,2.549870998791448e-07,1.0514931148009055e-08
2003,1.7584414990778896e-07,3.7502307925763034e-09
2004,2.294896290777615e-07,6.166707589017051e-09
2005,2.6121747964680253e-07,5.854874363109275e-09
2006,2.2977825153702724e-07,7.000412693969338e-09
2007,2.3367704216070706e-07,6.391167151065247e-09
2008,2.3245620184297877e-07,6.811903485726134e-09
2009,2.2267458632541093e-07,5.721831008997924e-09
2010,1.700565519513475e-07,2.8342759250676863e-09
2011,2.3402708393405192e-07,1.1471915861704929e-08
2012,4.748932553866325e-07,1.3617010630184723e-08
2013,5.475052375913947e-07,2.2312999448104165e-08
2014,6.394559477485018e-07,1.3425760059249114e-08
2015,9.823862683333573e-07,3.147536986602972e-08
2016,9.173965054287692e-07,2.0713400772365276e-08
2017,2.8527031759040256e-07,1.0817128526241504e-08
2018,6.611136313949828e-07,2.478208038780849e-08
2019,1.0721801118052099e-06,3.21424451499297e-08
