year,veut_VERB imiter_VERB,veut_VERB limiter_VERB
1847,9.33027664018482e-08,1.4022381478184798e-08
1848,7.321151684891447e-08,1.528592186161859e-08
1849,5.279031256577582e-08,4.1897072478036534e-09
1850,6.313766220955586e-08,1.6972489191857676e-08
1851,1.3221350059211545e-07,7.739326512989919e-09
1852,7.487127362537649e-08,1.2370036550635177e-08
1853,1.2063301824127848e-07,1.1943863675867306e-08
1854,1.028741536401867e-07,9.871762074453727e-09
1855,1.2205956068100932e-07,1.326734277995456e-08
1856,6.316170697573398e-08,7.765783571755946e-09
1857,1.332652033170234e-07,1.0739319655783675e-08
1858,9.88522543821091e-08,6.361778659424999e-09
1859,8.707616672154472e-08,1.323965115318515e-08
1860,8.788192928932403e-08,7.781213007262977e-09
1861,1.0941035810674293e-07,1.650587222457034e-08
1862,1.2379283020891307e-07,1.445755604123633e-08
1863,1.3035960932938906e-07,1.548332484446746e-08
1864,7.192092255081661e-08,2.828889478223573e-08
1865,8.284045804884954e-08,1.1767110841276462e-08
1866,8.952727625910484e-08,1.702964524952222e-08
1867,9.608567097529885e-08,1.8925964795357686e-08
1868,7.261614598519373e-08,1.0867722721741302e-08
1869,8.643829119137081e-08,1.6115613732381462e-08
1870,9.862564098739313e-08,8.601073631098188e-09
1871,5.629224020253787e-08,2.1242354542039266e-09
1872,6.954439868422924e-08,1.6327815544059376e-08
1873,8.739566226267925e-08,2.3944018323618366e-08
1874,4.899179373296647e-08,1.6728906260254917e-08
1875,6.122034079680816e-08,1.716458086775674e-08
1876,8.887641911314859e-08,9.673623679873344e-09
1877,5.751878973114799e-08,1.855444864418132e-08
1878,8.213160640480055e-08,6.6429977074733415e-09
1879,9.591640548478608e-08,2.3826368433788048e-08
1880,8.984984845028521e-08,1.7969970400599777e-08
1881,6.554157039317943e-08,1.324776466304911e-08
1882,5.590523599607877e-08,1.5307385581309063e-08
1883,5.561018312505439e-08,1.2638677659992936e-08
1884,7.063815843366683e-08,4.357119820497246e-08
1885,5.672159275604827e-08,1.0957580620640783e-08
1886,4.323820945728585e-08,2.0651084398082276e-08
1887,7.442974236937516e-08,2.3504128421336645e-08
1888,6.530833474016617e-08,3.297119732792453e-08
1889,5.6386230795624215e-08,4.385595886446936e-09
1890,5.83340380444497e-08,2.7528423984790606e-08
1891,7.139126267929896e-08,2.2309770031370135e-08
1892,3.0715710863660206e-08,1.4417578242387208e-08
1893,3.7566341148931315e-08,1.23168328869383e-08
1894,6.679631781025819e-08,2.3945849747519787e-08
1895,5.657497581523785e-08,1.3842813118003505e-08
1896,5.307326134129653e-08,2.240870955461105e-08
1897,6.584185996416636e-08,3.729096675897381e-08
1898,4.4701003787395166e-08,3.621347133275776e-08
1899,4.5878898902174114e-08,3.427098604902312e-08
1900,5.398695179792412e-08,2.8550791952852705e-08
1901,4.918090112937534e-08,3.63268028991115e-08
1902,5.3031065760933416e-08,3.977329754434322e-08
1903,4.75219366080637e-08,2.052083658554693e-08
1904,4.998401337275027e-08,3.815983973254333e-08
1905,4.025391930895239e-08,3.6641388589941926e-08
1906,6.533114316198407e-08,2.006231980544726e-08
1907,5.862841589987511e-08,4.525702124169584e-08
1908,6.041008759893884e-08,2.4065807124884486e-08
1909,6.271121577583472e-08,3.5206294768386215e-08
1910,5.1303846504424655e-08,2.4583092894658876e-08
1911,5.054355511902031e-08,2.979409430281521e-08
1912,4.5842906359894187e-08,2.6568049094066737e-08
1913,6.787826833942745e-08,3.234823608977422e-08
1914,5.022557658662663e-08,1.4732836284281348e-08
1915,2.9451904026700504e-08,1.1780762143587253e-08
1916,5.493730981243061e-08,1.8678685265172135e-08
1917,3.289927263949721e-08,1.973956464951243e-08
1918,4.824278221349232e-08,1.722956355365568e-08
1919,6.629650783906982e-08,2.301962176431971e-08
1920,3.104614876292544e-08,1.514446346106979e-08
1921,3.710646367949266e-08,2.499006690470651e-08
1922,3.9103056792555435e-08,4.500540740082215e-08
1923,5.201814445854325e-08,2.0170300985000722e-08
1924,7.734974616369072e-08,3.480738541838946e-08
1925,6.158979459769398e-08,4.06932585406139e-08
1926,6.576221522891501e-08,3.343841470382358e-08
1927,7.581473226991875e-08,3.0102906833917586e-08
1928,7.312666383541e-08,1.5996457491951332e-08
1929,5.124586976990031e-08,2.5622934884950155e-08
1930,4.3064773080914165e-08,3.571225093423891e-08
1931,4.676196141417677e-08,4.334035708097872e-08
1932,4.822195975862087e-08,3.1782654730250215e-08
1933,4.817677989876756e-08,3.0970788600370724e-08
1934,5.152079296522061e-08,2.875579241390369e-08
1935,4.188899538348778e-08,3.949533677882755e-08
1936,4.7286388138445545e-08,3.394919900756577e-08
1937,4.406891207509034e-08,5.5400921183945684e-08
1938,3.630260181353151e-08,3.759912203804561e-08
1939,5.199976982339649e-08,3.5176316970364496e-08
1940,3.803674530900025e-08,2.2822046474857416e-08
1941,3.836953510472085e-08,2.3612020783048138e-08
1942,4.5513175450651033e-08,3.6410540360520827e-08
1943,6.387117679196308e-08,4.3548528338988035e-08
1944,5.7837350908584995e-08,3.213186161588055e-08
1945,8.278315277721049e-08,4.357008265287732e-08
1946,6.821341003160342e-08,3.6194869323935563e-08
1947,7.510148947176276e-08,3.2186353138285995e-08
1948,4.783630558335972e-08,3.152847583010043e-08
1949,6.773736060949886e-08,4.0249734212238764e-08
1950,3.828730044119766e-08,3.084254984742074e-08
1951,2.7719645245838365e-08,4.797630737130021e-08
1952,5.166953798152463e-08,3.9015773722894664e-08
1953,5.2791754967529414e-08,3.663101466599983e-08
1954,6.840775057526116e-08,3.0294863506696856e-08
1955,4.786659957289885e-08,4.880516257799172e-08
1956,4.0117249966442614e-08,3.750090726839517e-08
1957,4.50586910005768e-08,3.6223653410161205e-08
1958,5.542403158642628e-08,2.8125628048769613e-08
1959,5.503030919840057e-08,5.03798602835559e-08
1960,5.329041741219953e-08,3.252791813679323e-08
1961,6.044898270829435e-08,4.238377115939329e-08
1962,6.151697817813329e-08,3.868593267952747e-08
1963,4.590897972889252e-08,4.526237162849611e-08
1964,4.806334885643082e-08,4.076258619534201e-08
1965,6.019247678068496e-08,4.9248392031131516e-08
1966,5.3729024784843205e-08,4.265087483190655e-08
1967,6.360132687177611e-08,4.092178684800274e-08
1968,6.782038042274507e-08,4.715986534620242e-08
1969,5.5863619508045304e-08,4.9505160859553143e-08
1970,7.174011074084774e-08,6.162291299460776e-08
1971,5.652237078379585e-08,4.419021948365298e-08
1972,6.207477554198704e-08,4.565830735714371e-08
1973,5.347807530142745e-08,3.528450420731133e-08
1974,4.219178606490459e-08,4.612968851347432e-08
1975,4.397839603598186e-08,5.597250662958686e-08
1976,4.456551039311307e-08,5.142174330785565e-08
1977,3.6436048844734614e-08,3.819908300783936e-08
1978,5.1089084962541165e-08,3.9207904478644195e-08
1979,4.564539324292127e-08,4.7400984470868934e-08
1980,5.457744833847755e-08,5.344041653643217e-08
1981,3.858585273519566e-08,6.262293794634388e-08
1982,4.034876610603533e-08,5.648827183790672e-08
1983,4.6101806816523094e-08,5.1785590926556324e-08
1984,5.741018327398706e-08,5.97297855620127e-08
1985,2.7671566371623157e-08,6.376491512583016e-08
1986,3.8364706966831363e-08,3.8364706966831363e-08
1987,4.399788267051008e-08,5.1941942302846655e-08
1988,3.897759981441595e-08,4.557380961500712e-08
1989,4.170972900396919e-08,4.50026007570159e-08
1990,5.6665971470692966e-08,6.211462277860846e-08
1991,3.751337729340776e-08,5.8614652687083435e-08
1992,5.289546578524096e-08,5.56504353710352e-08
1993,4.929894714678085e-08,5.428423222042511e-08
1994,5.591422080897246e-08,5.960666982218754e-08
1995,3.524592884218691e-08,5.314001683132119e-08
1996,5.711758532811473e-08,5.925282309249269e-08
1997,4.171558032339817e-08,5.4661796866639634e-08
1998,5.197260932732206e-08,6.198568058835008e-08
1999,4.707307255102933e-08,4.661605146338843e-08
2000,5.6108998336412697e-08,5.3899984919780763e-08
2001,3.680217730561708e-08,4.512648033028199e-08
2002,6.834705601477253e-08,5.564151450698773e-08
2003,4.791961316641391e-08,4.791961316641391e-08
2004,5.109557932314601e-08,5.065509967039361e-08
2005,5.17931191268417e-08,4.77397463782836e-08
2006,4.612036619278115e-08,3.1295964930677656e-08
2007,4.433872291542684e-08,4.8732648139093726e-08
2008,4.257439556454301e-08,5.1940762801905294e-08
2009,5.197329855377575e-08,4.815874277142029e-08
2010,4.393127639445993e-08,5.1016964874861515e-08
2011,3.4033352136475514e-08,3.326855591012645e-08
2012,3.574465523570325e-08,4.4595712012096556e-08
2013,3.8211013020372775e-08,3.3190588055731496e-08
2014,3.096586453921191e-08,2.9666599843380936e-08
2015,4.1893276403470736e-08,3.214034194343185e-08
2016,4.6398017872206765e-08,2.8791626860424913e-08
2017,2.7671724467381864e-08,2.6665480490351e-08
2018,3.123574643382199e-08,2.8912428007288327e-08
2019,3.5203630233127114e-08,2.5509876877549686e-08
