year,aurait_VERB assez_ADV,aurait_VERB lassé_VERB
1852,1.6471679487040092e-07,1.9531636308300904e-09
1853,1.2063301824127848e-07,0.0
1854,2.156200764602545e-07,1.0391328908454511e-09
1855,2.0378638510010205e-07,1.0613874223963649e-09
1856,1.1959306789322e-07,1.5531567143511893e-09
1857,1.6353055798390415e-07,0.0
1858,1.7959790454824542e-07,4.893676019968041e-10
1859,1.3850711866325582e-07,8.656694916453489e-09
1860,1.6386317724936816e-07,3.204028820036342e-09
1861,1.5091083582774445e-07,1.8863854922557266e-09
1862,1.8478563390544878e-07,1.3553959066214816e-09
1863,1.4584293239749968e-07,9.989241656072068e-10
1864,1.261013409248335e-07,0.0
1865,1.4167601136705343e-07,0.0
1866,1.284521857769505e-07,1.4596839292835284e-09
1867,1.4558435168510186e-07,4.85281148598915e-09
1868,1.5708799594449374e-07,0.0
1869,1.6555129889184172e-07,4.883519144627257e-10
1870,1.0034585073981361e-07,5.160643912205387e-09
1871,1.625040084718421e-07,0.0
1872,1.30622524352475e-07,4.23313739617015e-09
1873,1.1732569049627273e-07,0.0
1874,1.7864081769403128e-07,0.0
1875,1.253014403346242e-07,1.716458086775674e-09
1876,1.529641764363987e-07,1.813804439976252e-09
1877,1.3111809948895825e-07,6.184815992682502e-10
1878,1.660749404663875e-07,4.22736201599605e-09
1879,1.2463023324471578e-07,4.887460214320072e-09
1880,1.3092406447867688e-07,5.776061406947974e-09
1881,1.6036767647165107e-07,2.091752326904839e-09
1882,1.397630882138401e-07,3.3276925659464496e-09
1883,1.1753970596828367e-07,5.0554711528150165e-09
1884,1.577805619490391e-07,1.3203393933736152e-09
1885,1.0764211566538506e-07,1.933690763067375e-09
1886,1.2261581616712647e-07,3.872078213618124e-09
1887,9.66280850889234e-08,1.3057849246322917e-09
1888,1.0969263541937835e-07,9.510921827882157e-09
1889,9.773613385277713e-08,1.2530273485467092e-09
1890,1.2256703030288918e-07,6.554386478008212e-10
1891,1.4851933372028725e-07,6.374220040683554e-10
1892,1.0280360385195308e-07,1.2537024751679837e-09
1893,1.1208317829414227e-07,1.2316833108982905e-09
1894,1.1531816568322029e-07,6.301539290376468e-10
1895,1.1736297977904542e-07,0.0
1896,1.1676117139813869e-07,8.255840455717589e-09
1897,1.1129022681188872e-07,2.330685422435863e-09
1898,1.2391797099553514e-07,6.224190496340043e-09
1899,1.1994845294793777e-07,0.0
1900,1.2614259503607173e-07,1.038210628578895e-09
1901,1.251877534969026e-07,4.470991132876634e-09
1902,1.0115184778669573e-07,4.910283846193408e-10
1903,1.0638434133625196e-07,5.400220270956879e-10
1904,1.0319280363546568e-07,2.6873125946735854e-09
1905,9.186150862205977e-08,3.096455536422127e-09
1906,7.613392938310426e-08,2.0576738091193647e-09
1907,1.1417112233402804e-07,2.057137349353866e-09
1908,1.1885561690405666e-07,1.964555629285769e-09
1909,1.0451869059124874e-07,0.0
1910,1.0207327960642942e-07,1.068830135508847e-09
1911,8.35298763490755e-08,5.320374141248863e-10
1912,1.1773291674899156e-07,4.167536982180309e-09
1913,1.1825667201037504e-07,5.30298971401777e-10
1914,7.500352694478352e-08,6.696743715117748e-10
1915,6.832841847881355e-08,1.1780761921542648e-09
1916,9.229468389548856e-08,1.0987462051303964e-09
1917,1.1953402179187833e-07,2.1932848870420685e-09
1918,9.993147642717304e-08,0.0
1919,9.299926517769563e-08,0.0
1920,1.0601124245113169e-07,1.514446346106979e-09
1921,7.572747762196741e-08,0.0
1922,8.115728888924423e-08,0.0
1923,7.325004247604738e-08,4.246379248229459e-09
1924,9.024137170854374e-08,0.0
1925,1.1658068643782826e-07,2.1996355847875293e-09
1926,1.0142986184291658e-07,4.458455382660986e-09
1927,1.170668610939174e-07,5.574612327308159e-09
1928,7.883968322630608e-08,0.0
1929,1.0137770090068443e-07,3.342121912552898e-09
1930,9.87338708569041e-08,1.0503603542488804e-09
1931,9.808606904471162e-08,5.7026783295555106e-09
1932,8.110057336807586e-08,1.0959536611565568e-09
1933,8.717703536831323e-08,1.1470662197865522e-09
1934,9.824896096688462e-08,2.3963160344919743e-09
1935,8.736847689760907e-08,0.0
1936,7.759817322039453e-08,0.0
1937,8.561960385122802e-08,1.2591118148108649e-09
1938,9.07565009811151e-08,1.2965214457594243e-09
1939,8.870549095263414e-08,3.058810094103137e-09
1940,5.325144059042941e-08,2.5357829169792012e-09
1941,5.017554371988808e-08,8.854508237732261e-09
1942,1.0012898599143227e-07,6.068423541449874e-09
1943,1.0741970157823744e-07,5.806470415592457e-09
1944,6.7476911169706e-08,0.0
1945,9.803267886354661e-08,0.0
1946,8.770295778504078e-08,2.7842208538686464e-09
1947,8.344609625510202e-08,3.5762612871081956e-09
1948,7.719040695519652e-08,0.0
1949,6.184715317658629e-08,1.9634016634739737e-09
1950,9.571825643206466e-08,2.1270722960764488e-09
1951,1.1087858098335346e-07,2.1322803522849654e-09
1952,7.170466886918803e-08,1.0544803918932644e-09
1953,8.295847209183194e-08,3.232148326759443e-09
1954,1.0456613352971544e-07,1.9545072227344917e-09
1955,9.104039833118804e-08,3.754243138587299e-09
1956,7.325758843990116e-08,2.616342476002842e-09
1957,9.276789825207743e-08,0.0
1958,8.768578396711746e-08,0.0
1959,6.820658171591276e-08,7.750747599288843e-09
1960,6.920833328649678e-08,6.920833350854139e-10
1961,7.504011989567516e-08,2.08444772553662e-09
1962,8.878738810835785e-08,1.9025869768540815e-09
1963,8.729171696586491e-08,6.466053248388448e-10
1964,8.456716216187488e-08,7.300761772910391e-09
1965,7.715581062939236e-08,2.73602163147757e-09
1966,6.813061759203265e-08,5.539074754423723e-10
1967,9.959278202131827e-08,9.860671168482327e-10
1968,8.713346488775642e-08,4.042274071025531e-09
1969,8.947262841729753e-08,1.3625273131978588e-09
1970,9.105475839987776e-08,9.197450023812337e-10
1971,8.426972186725834e-08,1.0276794970565106e-09
1972,6.10487447261221e-08,5.130146862875051e-10
1973,6.505580785187703e-08,1.102640756478479e-09
1974,4.2754344065087935e-08,3.937900228123681e-09
1975,5.311676432029344e-08,5.711480177694739e-10
1976,4.8564977817022736e-08,1.142705374768127e-09
1977,5.171568062678489e-08,1.1753563677885381e-09
1978,7.900986531694798e-08,1.1881182704343018e-09
1979,7.139407642853257e-08,0.0
1980,6.65162644963857e-08,1.1370301367108482e-09
1981,5.3767170271612486e-08,1.8976649140967083e-09
1982,5.897127053344775e-08,0.0
1983,4.736487113632393e-08,0.0
1984,6.146949260710244e-08,1.1598016991243298e-09
1985,6.376491512583016e-08,1.2031116103372597e-09
1986,8.212445123945145e-08,1.1988970927134801e-09
1987,7.699629378521422e-08,1.8332451112712533e-09
1988,7.855485506524928e-08,1.798966087207532e-09
1989,6.421102938247714e-08,2.7440609784434855e-09
1990,4.794812724639996e-08,4.358920779878872e-09
1991,7.03375846455856e-08,1.7584396161396398e-09
1992,5.1242480481050734e-08,3.856960972825618e-09
1993,4.819110444032049e-08,3.323524566667402e-09
1994,5.802419167366679e-08,1.0549853213248639e-09
1995,5.6393488989670004e-08,5.422450821690461e-10
1996,4.5373784729463296e-08,5.338092190498855e-10
1997,4.6989967472654826e-08,4.79489448146353e-10
1998,5.8171178096699805e-08,1.43043876743576e-09
1999,5.5756455452637965e-08,1.8280804647829996e-09
2000,5.080736187323964e-08,3.5344251969604557e-09
2001,5.126017654788484e-08,1.3143635069212678e-09
2002,5.432714544895134e-08,2.6287327870022636e-09
2003,4.8752998083045895e-08,1.6667691671301554e-09
2004,6.827426091149391e-08,1.3214374039449694e-09
2005,5.899912025597587e-08,1.8014998381943315e-09
2006,5.641509304155079e-08,1.2353669198716943e-09
2007,6.43111164322363e-08,1.1983438685803094e-09
2008,7.663391698997657e-08,1.2772318758180745e-09
2009,8.91651978918162e-08,9.53638501499654e-10
2010,9.967203595806495e-08,2.3618964561933353e-09
2011,1.1739594185655733e-07,1.529588788962144e-09
2012,1.2902117418889247e-07,2.0425516833455504e-09
2013,1.561910067948702e-07,1.1156500168141292e-09
2014,1.6587310369686747e-07,1.7323561474213989e-09
2015,1.6358326604404283e-07,2.881548111233201e-09
2016,1.8994188621945796e-07,4.971216327476213e-09
2017,1.3307584367794334e-07,1.7609279590047322e-09
2018,1.5617874282725097e-07,1.8070267504555204e-09
2019,1.5816124232514994e-07,2.5509878653906526e-09
