year,premier_ADJ artisan_NOUN,premier_ADJ partisan_NOUN
1849,4.1897072478036534e-09,0.0
1850,9.504594444820214e-09,1.3577992064028876e-09
1851,1.096404567135778e-08,1.2898877521649865e-09
1852,7.812654523320361e-09,6.510545436100301e-10
1853,1.970737528722566e-08,7.166318205520383e-09
1854,2.0263090760863633e-08,2.5978321716024766e-09
1855,1.6982198758341838e-08,2.653468555990912e-09
1856,4.659470143053568e-09,5.177189343896771e-09
1857,1.3180074809326925e-08,0.0
1858,1.1744822003834088e-08,4.893676019968041e-10
1859,1.2221216039165483e-08,1.018434669930457e-09
1860,1.7393299245327398e-08,9.154367819341758e-10
1861,7.073945429425521e-09,4.2443675241088386e-09
1862,1.490935552794781e-08,3.6143890103090826e-09
1863,1.3485475847119233e-08,1.6981710260211003e-08
1864,1.7740493518658695e-08,0.0
1865,1.1296426905005319e-08,1.4120533631256649e-09
1866,1.9462451650298362e-09,4.379051787850585e-09
1867,9.7056229719783e-09,2.91168689159349e-09
1868,1.1361710683388537e-08,3.457911734727759e-09
1869,7.325278605918584e-09,4.883519144627257e-10
1870,1.834895613228582e-08,6.880858549607183e-09
1871,2.1242354542039266e-09,2.1242354542039266e-09
1872,8.4662747923403e-09,0.0
1873,5.986004469882289e-10,2.9930022904522957e-09
1874,1.0754296120296658e-08,2.9873046258899194e-09
1875,1.4303817685856757e-08,3.432916173551348e-09
1876,1.3905833817773328e-08,1.209202959984168e-09
1877,5.566334504436554e-09,2.4739263970730008e-09
1878,9.662541877730746e-09,6.039088673581716e-10
1879,7.331190321480108e-09,1.221865053580018e-09
1880,5.134277003548959e-09,7.059631101924424e-09
1881,6.2752567586699115e-09,1.3945015142624584e-09
1882,4.6587693702804245e-09,6.655385131892899e-09
1883,1.2006744043446815e-08,1.2638677882037541e-09
1884,1.1883054540362536e-08,2.6406787867472303e-09
1885,6.445635580831777e-09,2.5782542767416317e-09
1886,4.5174246565693466e-09,4.5174246565693466e-09
1887,1.3710741875172516e-08,1.9586774424595887e-09
1888,5.706553452000662e-09,1.4583413587843097e-08
1889,1.566284169030041e-08,3.759081934617825e-09
1890,1.5075089621063853e-08,0.0
1891,1.0198752065093686e-08,8.286486163910922e-09
1892,5.014809900671935e-09,8.775916882086676e-09
1893,2.8328715373504565e-08,0.0
1894,1.4493540811955086e-08,6.301539290376468e-10
1895,1.3842813118003505e-08,6.018614495673091e-09
1896,2.0639602027472392e-08,5.307326134129653e-09
1897,6.992056267307589e-09,5.826713556089658e-10
1898,1.0185038590293516e-08,5.6583548957434e-10
1899,1.5477219506010442e-08,1.1055156790007459e-09
1900,1.2977633190303095e-08,3.633737311048435e-09
1901,1.7883964531506535e-08,3.912117296778206e-09
1902,3.928227076954727e-09,9.820567692386817e-10
1903,1.1880484152015924e-08,3.7801539676252105e-09
1904,1.4511488011237361e-08,1.0211787859759625e-08
1905,2.167518786677647e-08,8.257214467732865e-09
1906,2.006231980544726e-08,4.629765903985117e-09
1907,2.5714216533856415e-08,8.742834012309686e-09
1908,4.1255668437045756e-08,7.858222517143076e-09
1909,2.475442606453271e-08,7.151278680339601e-09
1910,3.2599320576309765e-08,7.481810726517324e-09
1911,9.576673676292558e-09,3.7242617878519013e-09
1912,2.4484279492753558e-08,6.772247651554153e-09
1913,3.181793672979438e-08,8.484783542428431e-09
1914,1.7411533548283842e-08,1.2054139020278853e-08
1915,2.3561524065129902e-08,0.0
1916,2.0876177231343718e-08,1.4283700444650549e-08
1917,2.3029491202919417e-08,3.289927441585405e-09
1918,2.412139110674616e-08,8.040463406189247e-09
1919,2.0257267085987962e-08,0.0
1920,2.4231141537711665e-08,3.786115865267448e-09
1921,2.3475516641724425e-08,3.7863738810983705e-09
1922,3.39385017866789e-08,2.2133805899215986e-09
1923,1.9108707505210987e-08,1.8047112249064412e-08
1924,1.4180787211159895e-08,2.578324886925998e-09
1925,2.5295809891190402e-08,5.499089184013428e-09
1926,2.0063049888108253e-08,8.916910765321973e-09
1927,2.3413372574054847e-08,4.4596899506643695e-09
1928,1.82816659588525e-08,2.2852082448565625e-09
1929,2.1166771446701205e-08,2.2280812750352652e-09
1930,2.7309368988426286e-08,4.201441416995522e-09
1931,2.2810713318222042e-08,4.5621426636444085e-09
1932,2.0823119339929974e-08,2.1919073223131136e-09
1933,1.9500125958415992e-08,8.02946331646126e-09
1934,3.1152108448395666e-08,2.3963160344919743e-09
1935,2.2739740757060645e-08,7.180970484910176e-09
1936,2.3036957230715416e-08,6.0623572828433225e-09
1937,2.3923124703451037e-08,0.0
1938,2.9819993585533666e-08,3.8895642262559704e-09
1939,3.6705721129237645e-08,7.647025235257843e-09
1940,3.550096039361961e-08,2.5357829169792012e-09
1941,1.4757512989405086e-08,2.9515025978810172e-09
1942,3.034211815133858e-08,6.068423541449874e-09
1943,4.935499831049128e-08,5.806470415592457e-09
1944,2.2492303131116387e-08,3.855823393905666e-08
1945,5.2284097051824574e-08,6.535512131478072e-09
1946,2.645009899993056e-08,4.1763312808029696e-09
1947,2.0265481293080256e-08,3.5762612871081956e-09
1948,2.8266908369545263e-08,7.610321262063735e-09
1949,3.2396127447320566e-08,5.890204768377316e-09
1950,3.403315673722318e-08,1.0635361036293034e-08
1951,3.0918066329377325e-08,5.330700769690111e-09
1952,3.585233443459401e-08,3.1634410646574906e-09
1953,3.878577814475648e-08,2.1547654771580937e-09
1954,2.052232517257835e-08,1.9545072227344917e-09
1955,2.7218263198847126e-08,3.754243138587299e-09
1956,3.3140339583681566e-08,6.976913269340912e-09
1957,3.0922631566454584e-08,3.534015080575159e-09
1958,2.1507833736222892e-08,4.1361216673863055e-09
1959,2.712761748568937e-08,5.425523585955716e-09
1960,2.2146667222333605e-08,1.3841666701708277e-09
1961,2.987708425106206e-08,6.25334317660986e-09
1962,3.1709782188915625e-08,1.1415521861124489e-08
1963,3.0390449268224984e-08,1.939815863494232e-09
1964,2.494427064902993e-08,2.4335873316516654e-09
1965,1.4774516721161035e-08,6.0192477668863376e-09
1966,2.1048483844765542e-08,4.431259803538978e-09
1967,3.20471806869449e-08,4.437302081328198e-09
1968,2.7846778549722728e-08,9.431973424511852e-09
1969,5.132186231548985e-08,5.904285060864822e-09
1970,2.1614008360870685e-08,6.898087434592526e-09
1971,2.620582717494102e-08,5.138397263237948e-09
1972,1.4364410994005539e-08,7.69522046084603e-09
1973,2.260413545229767e-08,8.821126051827832e-09
1974,2.3064844367759463e-08,8.438357568252286e-09
1975,2.9699696924012642e-08,7.4249242310031605e-09
1976,1.8283285940778882e-08,3.4281160132820787e-09
1977,2.0568736769366325e-08,2.3507127355770763e-09
1978,2.4950484345254154e-08,7.72276909088987e-09
1979,2.633388052064589e-08,7.022368020415115e-09
1980,2.6151692478215693e-08,7.95921106799824e-09
1981,4.427884636726276e-08,2.5302198114474095e-09
1982,2.3588508923921836e-08,6.2075020679230875e-09
1983,2.5892795463278162e-08,4.4207211225000265e-09
1984,2.6095538452342026e-08,2.3196033982486597e-09
1985,3.188245722984817e-08,1.0226449020933615e-08
1986,5.155257554179116e-08,5.395036861699509e-09
1987,2.3832185669370176e-08,4.277571630240118e-09
1988,3.058242370457265e-08,5.99655392008458e-09
1989,2.5245361356951435e-08,7.683371272548811e-09
1990,3.0512446347330524e-08,4.358920779878872e-09
1991,2.1101275393675678e-08,7.6199047072123e-09
1992,2.4243753671271406e-08,7.162927584403178e-09
1993,3.268132475753305e-08,6.093128224193833e-09
1994,2.4264663167627987e-08,3.164955852952289e-09
1995,4.392185282142691e-08,8.133675954979935e-09
1996,2.6690461174538882e-08,5.871901187504136e-09
1997,1.8700088588730068e-08,9.58978896292706e-10
1998,2.002614185592222e-08,1.0013071261028017e-08
1999,2.5593126645739872e-08,6.8553016596695215e-09
2000,3.7111465012173994e-08,4.418031274155965e-09
2001,2.102981588869568e-08,3.5049694258049158e-09
2002,2.1906107150471144e-08,7.009954394732176e-09
2003,2.8335076507346457e-08,7.500461585152607e-09
2004,3.4357370282123156e-08,1.1011977996133737e-08
2005,3.017512306691117e-08,4.954124666056714e-09
2006,2.3471972809829822e-08,5.7650457740976435e-09
2007,2.5964116190380082e-08,7.190063211481856e-09
2008,2.5970382372397793e-08,4.257439734089985e-09
2009,2.8609154822945015e-08,4.76819250749827e-09
2010,1.6533275914998313e-08,8.502827775203059e-09
2011,2.2561435331081015e-08,4.5887662558641296e-09
2012,1.327658516458996e-08,5.7872298064864935e-09
2013,1.8966049675217533e-08,4.741512515948898e-09
2014,1.9705550483029022e-08,9.311413862178597e-09
2015,1.6180999831694187e-08,3.768178213903184e-09
2016,1.5120782237421082e-08,3.72841224560716e-09
2017,1.2326495962833306e-08,3.773417134311785e-09
2018,1.4198066999870917e-08,4.64663996169179e-09
2019,1.1224345897176136e-08,4.846876677788714e-09
