year,dernier_ADJ anneau_NOUN,dernier_ADJ panneau_NOUN
1917,1.32693742216361e-07,1.0966424213165737e-08
1918,1.0567466368627265e-07,1.6080926812378493e-08
1919,1.4732557929164614e-07,3.9593746947730324e-08
1920,9.919623522591792e-08,2.0445025228355007e-08
1921,8.78438718432406e-08,2.5747340481885317e-08
1922,1.401807736556293e-07,1.2542490601674672e-08
1923,1.6136241187680866e-07,2.3355084977083607e-08
1924,1.0957880647310958e-07,2.7072411756812187e-08
1925,1.4957521443648147e-07,1.6497267552040284e-08
1926,9.474217677052366e-08,3.232380052509143e-08
1927,1.5497423211385808e-07,4.0137209111890115e-08
1928,1.393977074881647e-07,1.2568645679778001e-08
1929,1.4371124734680052e-07,1.7824650200282122e-08
1930,9.348207186121726e-08,1.6805765667982087e-08
1931,1.1975625113791466e-07,1.9389105432310316e-08
1932,9.753987484373283e-08,1.0959536389520963e-08
1933,1.0094182711917199e-07,2.1794258842078307e-08
1934,1.1142869738023364e-07,1.3179738189705859e-08
1935,7.180970840181544e-08,3.8298509252854274e-08
1936,1.2367209478725272e-07,9.699771652549316e-09
1937,9.317427185351335e-08,2.392312481447334e-08
1938,9.723911043035827e-08,3.759912203804561e-08
1939,9.482311646991093e-08,1.3764645423464117e-08
1940,3.803674530900025e-08,1.7750480196809804e-08
1941,8.264207451702532e-08,3.5418032950929046e-08
1942,2.9431853931782825e-07,9.102635090130207e-09
1943,8.709705667797607e-08,3.4838823381733164e-08
1944,4.4984606262232774e-08,2.2492303131116387e-08
1945,7.406913482554955e-08,3.703456741277478e-08
1946,9.605562212300356e-08,3.480275978517966e-08
1947,1.1086409790195262e-07,2.3841742802233057e-08
1948,9.458542149509697e-08,2.5005341797168512e-08
1949,8.246286931079538e-08,9.817008539414473e-09
1950,9.571825088094954e-08,2.7651939404904624e-08
1951,7.356367448529966e-08,1.5992101864981123e-08
1952,1.2021076134516306e-07,2.003512689086051e-08
1953,4.740483916521043e-08,3.124409886368085e-08
1954,4.788542540268281e-08,1.5636057781875934e-08
1955,3.941955162289901e-08,1.9709776921672528e-08
1956,6.715278999536167e-08,3.662879421995058e-08
1957,5.3893728590992396e-08,3.975766915687018e-08
1958,6.535072216706794e-08,4.38428906512911e-08
1959,4.262911201813324e-08,3.410329085795638e-08
1960,2.8375417571169237e-08,2.4915000340630655e-08
1961,7.990383465994455e-08,2.987708569435199e-08
1962,5.7711801559889864e-08,1.0781326054143392e-08
1963,4.52623711844069e-08,3.685650185047962e-08
1964,4.3804572302796885e-08,9.125952438182594e-09
1965,6.730613089089843e-08,1.5321720781003023e-08
1966,5.871419261893607e-08,3.323444730529701e-08
1967,5.127548874384047e-08,2.1200442290592036e-08
1968,3.907531720415136e-08,2.0211372131484495e-08
1969,4.405504938631566e-08,1.4987801222332564e-08
1970,5.2425466634531404e-08,2.0694262303777577e-08
1971,3.7510300643361916e-08,2.1581270104320538e-08
1972,8.977757204320369e-08,2.5137719017465088e-08
1973,4.851619239687466e-08,1.4334330278309437e-08
1974,1.7439271360331077e-08,1.6314157136321228e-08
1975,4.569184142155791e-08,2.056132908379027e-08
1976,4.342280490732264e-08,2.285410793945175e-08
1977,4.0549793745014995e-08,2.0568736769366325e-08
1978,3.386137004124379e-08,3.02970158960747e-08
1979,3.4526642433974075e-08,2.8674669083628146e-08
1980,4.548120458025551e-08,2.2740602290127754e-08
1981,3.7320742496405046e-08,2.7199863694704618e-08
1982,2.731300929870173e-08,1.6139505731871395e-08
1983,3.789189539915583e-08,2.7155859783078995e-08
1984,2.3775934110403796e-08,2.0876431250371752e-08
1985,2.2257564347150094e-08,2.3460676956688076e-08
1986,2.517683933556114e-08,2.6375735373562748e-08
1987,1.9554613928107756e-08,1.2221633483022742e-08
1988,3.6578978013235286e-08,1.6190695006912392e-08
1989,2.6342986125804657e-08,1.92084268491044e-08
1990,3.5416231336515835e-08,1.6345952147389653e-08
1991,2.4032007939212008e-08,3.3410350319673654e-08
1992,1.983579878128694e-08,2.1488782808720686e-08
1993,2.492643363938285e-08,2.1602909683338112e-08
1994,1.793475057354499e-08,2.9539588441984677e-08
1995,2.1689803730851054e-08,2.0605312456289937e-08
1996,2.0818559098856326e-08,2.2419987644184403e-08
1997,1.774110913732585e-08,1.5823152565985765e-08
1998,2.8131962981348124e-08,2.14565816225587e-08
1999,2.696418732739403e-08,2.2393985332769262e-08
2000,1.988114206596947e-08,1.4579503826439577e-08
2001,1.9715452381774412e-08,3.5925937058589597e-08
2002,1.5772398220814665e-08,2.4096719009047973e-08
2003,2.0417922907967068e-08,3.000184634061043e-08
2004,2.2904915297772277e-08,2.9071621554521698e-08
2005,1.7564623533417034e-08,2.6572122502344087e-08
2006,2.9648807131632537e-08,2.8825230202755847e-08
2007,1.997239706952314e-08,2.4366324069546863e-08
2008,2.3415918093405708e-08,1.958422224390688e-08
2009,2.050322822633177e-08,1.8595950335154043e-08
2010,1.9367551118421034e-08,2.739800031292816e-08
2011,1.7972668686638826e-08,2.4855816960211996e-08
2012,2.4851044583273918e-08,2.2808492483594733e-08
2013,3.597971304225567e-08,1.840822566601119e-08
2014,3.4863667508489016e-08,2.1437906963517328e-08
2015,4.499647998645884e-08,2.2609068395240683e-08
2016,4.9505026133989105e-08,1.6570719907349485e-08
2017,2.440143020976393e-08,1.8615523927900668e-08
2018,3.020316086121966e-08,1.7812119779136992e-08
2019,3.1122048937959335e-08,2.2448692738041842e-08
