year,premier_ADJ or_NOUN,premier_ADJ port_NOUN
1902,1.2275709893039277e-08,2.9609010931963553e-07
1903,1.7280705533195828e-08,3.159128805219069e-07
1904,2.0961039126632386e-08,3.5687512234261476e-07
1905,1.2385821979155054e-08,3.442226337302401e-07
1906,1.8004646107350197e-08,3.3077105743295476e-07
1907,1.0799971028596644e-08,2.8645637745183805e-07
1908,1.9645555626723876e-08,2.8240488303410416e-07
1909,1.9253441840838548e-08,3.157564471556462e-07
1910,1.1222716089775986e-08,2.9499710763047915e-07
1911,2.6601870706244313e-08,3.511447006498969e-07
1912,1.719108944087111e-08,2.932904160646288e-07
1913,1.2196876397752021e-08,3.1499758496034147e-07
1914,2.54476265060255e-08,3.7099961114339663e-07
1915,1.1780762143587253e-08,2.509302419184678e-07
1916,2.0876177231343718e-08,3.065501852361763e-07
1917,1.7546279096336548e-08,3.7176177658526655e-07
1918,2.1824114959656526e-08,3.239158044010537e-07
1919,1.3811772170413406e-08,2.85443292113996e-07
1920,1.590168707821249e-08,2.847159144003797e-07
1921,1.3630945261411398e-08,2.7640527200389897e-07
1922,6.640141769764796e-09,2.951174238319254e-07
1923,1.0615948120573648e-08,2.86630593926418e-07
1924,1.0313299547703991e-08,2.9650736566022573e-07
1925,1.6497267107951075e-08,2.661559048711126e-07
1926,6.6876830739914794e-09,3.7673947606009506e-07
1927,6.689534814974252e-09,4.002571842853797e-07
1928,6.85562484559199e-09,3.6677591952472e-07
1929,7.798284462623428e-09,4.834936269126899e-07
1930,1.785612657734248e-08,3.938851351747985e-07
1931,2.3951248095954725e-08,3.273337414455568e-07
1932,9.863582839386709e-09,3.24402292584125e-07
1933,1.1470662641954732e-08,2.925018987021133e-07
1934,2.156684431042777e-08,3.3668239574069503e-07
1935,7.180970484910176e-09,2.273974013533575e-07
1936,1.4549657478823974e-08,2.667437208891954e-07
1937,1.0072894407464617e-08,2.946321697727683e-07
1938,1.944782235252518e-08,2.502286440275725e-07
1939,1.2235240376412548e-08,2.6305767608647557e-07
1940,0.0,2.2061311710785958e-07
1941,5.9030051957620344e-09,1.682356440824151e-07
1942,1.2136847082899749e-08,2.2453166614866404e-07
1943,2.9032352077962287e-09,1.306455894578562e-07
1944,3.2131861615880553e-09,2.1849666254070144e-07
1945,4.357008087652048e-09,1.9824386709998976e-07
1946,1.3921104269343232e-09,1.8375857013808172e-07
1947,4.7683483828109274e-09,1.7404471508442043e-07
1948,6.523132922708896e-09,2.011299213844353e-07
1949,9.817008095325264e-09,3.013821467945377e-07
1950,1.1698897184331258e-08,3.3926803055805976e-07
1951,6.396841278899501e-09,3.0171767573250463e-07
1952,6.326882129314981e-09,2.8892762315990694e-07
1953,1.0773827163745864e-08,2.6826829224724236e-07
1954,8.795282724349818e-09,1.905644562150144e-07
1955,1.595553289490681e-08,2.2056177817475486e-07
1956,1.0465370126055973e-08,2.3547081773322986e-07
1957,7.951533653738352e-09,2.385460204923362e-07
1958,5.790570245522986e-09,3.151724863315053e-07
1959,6.200598368089061e-09,3.5730947356427123e-07
1960,8.997083245088078e-09,2.8306208577077996e-07
1961,1.0422238960750008e-08,2.9599159878657133e-07
1962,1.0147130247162295e-08,2.416285345141489e-07
1963,1.099229041123806e-08,2.573489230606185e-07
1964,9.125952660227199e-09,2.810793282015389e-07
1965,1.0944087081021792e-08,2.5609164078232993e-07
1966,6.0929824519107e-09,2.4150366551012326e-07
1967,1.1339771788243524e-08,2.3862824471976296e-07
1968,9.43197286940034e-09,3.121534013494909e-07
1969,6.812636538233718e-09,3.6833654437629093e-07
1970,7.357959797005265e-09,3.7571584621254317e-07
1971,8.221435976452085e-09,3.324543302873906e-07
1972,5.643161493651405e-09,3.2884242351371995e-07
1973,8.269805618077442e-09,3.0543150186801427e-07
1974,3.3753429495853027e-09,3.071562222345392e-07
1975,6.282628195464213e-09,3.30694695183098e-07
1976,5.1421741309454205e-09,3.2681372519327567e-07
1977,4.7014254711541525e-09,2.6092912230879506e-07
1978,5.940591241149207e-09,3.7188101753571345e-07
1979,5.266776015311336e-09,3.394144645341157e-07
1980,1.1370301367108482e-09,2.893741559706342e-07
1981,4.427884614521815e-09,2.7832416638062796e-07
1982,4.345251491955082e-09,3.265146331088431e-07
1983,6.946847763700248e-09,2.7787389877964586e-07
1984,1.1598016991243298e-09,2.1978242337183929e-07
1985,3.0077789148208467e-09,2.0332585726201557e-07
1986,4.196139880008332e-09,2.391799767131886e-07
1987,4.2775717967735716e-09,2.3221103440107527e-07
1988,2.098793827620682e-08,2.572521529131677e-07
1989,3.8965667692458794e-08,2.3214756339484666e-07
1990,2.5063794206747758e-08,3.0131041128811376e-07
1991,1.699824903056424e-08,2.479399752175482e-07
1992,1.2672871640972971e-08,2.2535671462264872e-07
1993,8.862731548653358e-09,2.453868930274439e-07
1994,1.1604838812129259e-08,2.426466190197374e-07
1995,1.0844901310314015e-08,2.5593966501702425e-07
1996,7.473329066698398e-09,2.951965067943263e-07
1997,1.1028257085321513e-08,3.4235546642058523e-07
1998,3.814503379828693e-09,2.603398598921558e-07
1999,1.2796563558792329e-08,2.413066144679732e-07
2000,8.836062992401139e-09,2.699417338547505e-07
2001,6.571817839917671e-09,2.015357440932064e-07
2002,5.695587890208742e-09,2.3658595615927425e-07
2003,1.3750845462290329e-08,2.620994470348137e-07
2004,7.928624423669817e-09,2.145133324304993e-07
2005,3.15262471684008e-09,2.2608823080361162e-07
2006,7.41220168576362e-09,2.787811546056673e-07
2007,7.190063044948403e-09,2.15701892791742e-07
2008,4.257439678578834e-09,3.078128782973977e-07
2009,2.860915504498962e-09,2.860915628843941e-07
2010,2.8342757585342326e-09,2.522505531121766e-07
2011,6.883149494818497e-09,2.7570839022939e-07
2012,5.787229417908435e-09,2.6825512083883396e-07
2013,3.0680375462388554e-09,2.1922523241180158e-07
2014,3.2481678735596375e-09,1.7821613687574178e-07
2015,4.433150915805761e-09,2.347353335735436e-07
2016,9.11389608226898e-09,2.1396942098683702e-07
2017,3.270294840485022e-09,1.5043355461319408e-07
2018,4.64663996169179e-09,1.7063494262004042e-07
2019,3.5713829671379926e-09,1.7703854920947393e-07
