year,premier_ADJ acte_NOUN,premier_ADJ pacte_NOUN
1850,3.4481310393630338e-06,3.326607966869233e-08
1851,3.686499205457494e-06,1.7413483988093503e-08
1852,3.809320205050426e-06,1.6927417689771573e-08
1853,3.366378045654983e-06,2.0304568471019024e-08
1854,3.9216876075443e-06,2.5978323159314698e-08
1855,3.6124321951547245e-06,1.9104973603134567e-08
1856,3.656131109863736e-06,1.50138483867579e-08
1857,3.7943970205844835e-06,2.6848299583548396e-08
1858,3.959473332315611e-06,1.468102794888182e-08
1859,4.651700127311642e-06,2.036869339860914e-08
1860,3.7995204706930963e-06,1.4189270203246451e-08
1861,3.970369689909603e-06,3.3483342321005694e-08
1862,4.194950122382579e-06,2.981871105589562e-08
1863,3.8034038496448375e-06,1.1487627737949424e-08
1864,3.643034396816347e-06,1.2945765348604255e-08
1865,3.513188538306622e-06,3.7654753592963885e-08
1866,3.4258780239326825e-06,3.8924904188775145e-08
1867,3.305735276626365e-06,3.396968040192405e-09
1868,3.631795493674872e-06,3.655506830568811e-08
1869,3.811098281403247e-06,6.00672871442498e-08
1870,3.743187157567718e-06,2.8096838633473453e-08
1871,3.1141291287895e-06,6.37270636261178e-09
1872,3.287938476148611e-06,1.6327815544059376e-08
1873,3.4742770438356274e-06,3.23244258026989e-08
1874,3.0327117030992667e-06,1.1351757034372412e-08
1875,3.688096427367782e-06,5.721527251978387e-09
1876,3.5659395010156913e-06,2.7811667635546655e-08
1877,4.494505674301763e-06,1.1132669008873108e-08
1878,3.7496700997508015e-06,1.4493812372506909e-08
1879,3.512251137038902e-06,8.55305515301552e-09
1880,4.810817664235856e-06,1.6686399817444908e-08
1881,4.0454491170294204e-06,1.1853263259808955e-08
1882,4.143642975407147e-06,1.7304001564966143e-08
1883,3.738520902629716e-06,2.274962085380139e-08
1884,3.972241081839911e-06,2.3105940272216685e-08
1885,3.815171837118214e-06,1.7403216867606375e-08
1886,4.208949306416798e-06,2.0005737511041843e-08
1887,3.939553254284078e-06,9.793386546164129e-09
1888,3.945130272242636e-06,4.375024076352929e-08
1889,4.292871540911847e-06,3.884384769392568e-08
1890,4.2066052614586624e-06,2.1629475099871343e-08
1891,3.633942776914978e-06,3.1233678754460925e-08
1892,3.5567538922975928e-06,1.6298132621272998e-08
1893,4.166168880104237e-06,3.325545000487651e-08
1894,3.85087069076917e-06,2.0164925729204697e-08
1895,3.660521418424878e-06,2.166701307260155e-08
1896,3.67443877458129e-06,3.4202767729141215e-08
1897,3.7891118882527053e-06,5.2440420894583895e-09
1898,3.971599447538665e-06,2.2633418694795182e-08
1899,3.6294080416610086e-06,9.949641111006713e-09
1900,3.48527312254987e-06,1.142031713641245e-08
1901,4.075308519091436e-06,2.9061443085343086e-08
1902,3.4028266959751363e-06,1.9641134940684424e-08
1903,3.46100113723935e-06,1.674068261792172e-08
1904,3.074285581661229e-06,1.289910045443321e-08
1905,3.536152121341729e-06,1.857873277444355e-08
1906,3.229519149883231e-06,1.6461390861532976e-08
1907,3.65861883366847e-06,1.6457098572786322e-08
1908,3.490524211002821e-06,1.1296195312482382e-08
1909,3.3390970521907093e-06,1.5402754627302784e-08
1910,3.5250017305088477e-06,1.6566866878342523e-08
1911,3.5018702995159856e-06,1.0640748726586935e-08
1912,3.4528042966996964e-06,8.335073964360618e-09
1913,3.8897427678818985e-06,1.0075680734189518e-08
1914,3.6363319306786934e-06,1.7411533825839598e-08
1915,2.178262784369167e-06,3.534228543156104e-08
1916,2.407352914346461e-06,1.9777431248257926e-08
1917,2.441126081720313e-06,2.0836207093033465e-08
1918,3.387332341731053e-06,1.033773866510046e-08
1919,3.0606888081763373e-06,1.6574126959767455e-08
1920,3.472625486722336e-06,1.8930579326337238e-08
1921,3.7409372986019207e-06,7.572747762196741e-09
1922,4.115412199467983e-06,3.615188298722316e-08
1923,3.994781462068886e-06,2.0170300985000722e-08
1924,3.4033888223206077e-06,9.024137215263295e-09
1925,3.128981617805948e-06,6.598906754362588e-09
1926,3.1209188655623166e-06,2.0063049555041346e-08
1927,3.867666215739973e-06,2.1183526488499638e-08
1928,3.01647478906375e-06,2.1709478437159646e-08
1929,3.2284898381362837e-06,1.3368487872256196e-08
1930,3.645800752849482e-06,3.046045016219523e-08
1931,2.792031409626361e-06,2.2810714206400462e-08
1932,2.8977015933406847e-06,1.6439305028370654e-08
1933,3.2255502837585937e-06,3.326492059585462e-08
1934,3.1894965459855484e-06,2.156684431042777e-08
1935,2.8412706072344918e-06,2.6330225111337313e-08
1936,2.680774443319933e-06,2.0612015205756506e-08
1937,2.134194531322464e-06,1.0072894296442314e-08
1938,2.458204651389906e-06,5.186085672015395e-09
1939,2.2130491519334328e-06,1.8352861452797242e-08
1940,1.8282994440621536e-06,2.028626333583361e-08
1941,2.0601488657234768e-06,2.6563522936839945e-08
1942,2.433437728655008e-06,3.641054280301148e-08
1943,2.5083951413762406e-06,2.0322646676618206e-08
1944,2.8918674797040467e-06,2.5705489292704442e-08
1945,3.3984663190267383e-06,3.921307278886843e-08
1946,2.693733662795239e-06,2.227376683094917e-08
1947,2.560603022061514e-06,2.3841741692010032e-08
1948,2.978897281735726e-06,8.697510267552389e-09
1949,2.347246667255831e-06,1.767061486024346e-08
1950,3.030014376292911e-06,1.2762433776458693e-08
1951,2.432931953677553e-06,4.477788806411809e-08
1952,2.1838288581932375e-06,2.1089607837865287e-08
1953,2.4618194913728075e-06,1.4005975490505307e-08
1954,2.63467568828446e-06,2.2476832617357445e-08
1955,2.566025163019958e-06,1.8771215248847284e-08
1956,2.65994811243786e-06,2.3547081839936368e-08
1957,2.470276605492927e-06,1.325255621908994e-08
1958,2.211997866652382e-06,1.8198935525237658e-08
1959,2.3709537551042104e-06,8.52582249244449e-09
1960,2.148918863298377e-06,1.1765417085030094e-08
1961,2.216462867465907e-06,1.667558180429296e-08
1962,2.2000246531206358e-06,1.6489087428794846e-08
1963,2.636856521576192e-06,7.759263787043835e-09
1964,2.4518391299466202e-06,3.528701730814987e-08
1965,2.4104352025489106e-06,2.0246559984116175e-08
1966,2.2815448623703105e-06,2.4371928808442078e-08
1967,2.3236672248572177e-06,1.4297972805721315e-08
1968,4.12042503938892e-06,1.0779398235127857e-08
1969,2.428023714529104e-06,3.8150766545896886e-08
1970,2.5421750997622894e-06,1.7015282516297248e-08
1971,2.628804224968917e-06,1.5415192677892264e-08
1972,4.284698654544172e-06,2.000757282072385e-08
1973,2.285223029474537e-06,1.1577727720979425e-08
1974,2.0623345111658864e-06,9.563471792262135e-09
1975,1.782552988771613e-06,1.3707552426467373e-08
1976,1.8648951893851518e-06,2.799628240346408e-08
1977,1.892911441814249e-06,2.4094804818020066e-08
1978,2.21643471931543e-06,1.1643558761598172e-07
1979,2.1646449290813052e-06,1.4220295607714206e-07
1980,2.056887449697342e-06,7.902359100420142e-08
1981,2.1158963008360843e-06,1.0057623556214423e-07
1982,2.2719457266617837e-06,4.1590265120738934e-08
1983,2.397925587871441e-06,3.473423926259045e-08
1984,2.164769874468675e-06,3.6533754244061356e-08
1985,2.147554262421636e-06,3.6093348754207e-08
1986,2.2071695511272083e-06,2.8174082622456353e-08
1987,2.1528408424842382e-06,4.155355598500776e-08
1988,2.0676118435147828e-06,1.679035033230747e-08
1989,1.9570642955102358e-06,4.0063291018022085e-08
1990,2.021449528655239e-06,4.9582723260499506e-08
1991,1.9975874199218424e-06,3.1065765349058694e-08
1992,2.096533819440083e-06,2.0937787947872266e-08
1993,2.2461486945957176e-06,3.766661116344494e-08
1994,1.869961504752382e-06,2.162719947573777e-08
1995,2.36473071701937e-06,2.819674482790191e-08
1996,2.0749164590938562e-06,3.4163790019192675e-08
1997,1.8158265504553128e-06,3.164630291152548e-08
1998,2.114188532686967e-06,2.813196331441503e-08
1999,2.0524773489682957e-06,2.605014581824605e-08
2000,2.187809215570269e-06,3.048441765685084e-08
2001,2.2707820672707157e-06,3.2859089005299325e-08
2002,2.0517259500252294e-06,2.541108423681493e-08
2003,2.174717078418098e-06,3.0418537744214547e-08
2004,2.031930296908513e-06,2.4666831244246623e-08
2005,1.997863423142121e-06,3.73811226417331e-08
2006,2.159421551795049e-06,3.088417366292617e-08
2007,2.1246635402150105e-06,2.5165220574052682e-08
2008,2.7890486684611915e-06,2.6396126340255677e-08
2009,1.7380061239080646e-06,1.8595951001287858e-08
2010,1.562158398193958e-06,1.3698999823397173e-08
2011,1.345655693540948e-06,1.98846543397746e-08
2012,1.3123394690950363e-06,2.1106367098511214e-08
2013,1.3242765692922376e-06,1.673474991914503e-08
2014,1.5829403867684277e-06,1.7756650594336065e-08
2015,1.8883006092096366e-06,2.393901379904584e-08
2016,1.7405469847631139e-06,2.1127668059506277e-08
2017,1.2208261459534242e-06,1.710615671335347e-08
2018,1.244525051902201e-06,1.910285335471329e-08
2019,1.8086503494885164e-06,1.2754938549797146e-08
