year,premier_ADJ air_NOUN,premier_ADJ père_NOUN
1910,3.740905540894346e-08,1.544459502511586e-07
1911,1.8621309716415624e-08,1.5216270377038654e-07
1912,2.2400510502063042e-08,1.4794755909264268e-07
1913,4.295421618394357e-08,2.1742257727552783e-07
1914,4.28591582779525e-08,1.781333835992882e-07
1915,1.5314990164938536e-08,1.449033728562199e-07
1916,8.789969641043172e-09,1.1536835131664702e-07
1917,2.1932848870420685e-09,8.663475092873796e-08
1918,8.040463406189247e-09,8.959373598571574e-08
1919,2.1178051312631396e-08,1.0312790443833819e-07
1920,3.104614876292544e-08,1.3099961249096737e-07
1921,5.14946840723951e-08,1.4009583182428287e-07
1922,2.8773948279603445e-08,1.1066903038425835e-07
1923,3.3971035318103304e-08,1.1783702502654592e-07
1924,2.836157442231979e-08,1.340728945642411e-07
1925,4.6192346836448905e-08,1.2317959452445848e-07
1926,3.7896870752618383e-08,1.6496284871436728e-07
1927,4.7941668412931904e-08,9.253856969593244e-08
1928,2.8565102283550914e-08,1.0854738974330758e-07
1929,4.2333544891803854e-08,1.1363214547088774e-07
1930,3.5712252044461934e-08,1.7961161447033192e-07
1931,1.8248571542756054e-08,2.1670177918764466e-07
1932,3.06867029564728e-08,1.4247397395195094e-07
1933,1.7205992852709073e-08,1.8697179893223392e-07
1934,2.2765002327673756e-08,1.0304158593044122e-07
1935,2.0346082152400413e-08,8.377799165515398e-08
1936,1.1882220007919386e-07,1.33371855781661e-07
1937,1.0072894518486919e-08,1.221338461476762e-07
1938,9.075650453382877e-09,1.0112867609990417e-07
1939,1.2235240376412548e-08,1.0247013992881193e-07
1940,1.01431314458722e-08,1.2678914451669243e-07
1941,3.8369532440185594e-08,1.3872062432085386e-07
1942,9.102635312174812e-09,1.6688165338507588e-07
1943,8.709705845433291e-09,1.3645205876322564e-07
1944,1.6065930807940276e-08,1.6708567862622203e-07
1945,1.089252066321933e-08,9.803268063990345e-08
1946,6.542918740137793e-08,1.0719250198576447e-07
1947,1.907339353124371e-08,1.8119723854681524e-07
1948,2.8266908813634473e-08,9.349823848481265e-08
1949,1.47255123650325e-08,1.0798709126902395e-07
1950,2.446133051670074e-08,1.0422654384001362e-07
1951,3.518262581270193e-08,7.67620949027048e-08
1952,6.326882240337284e-09,8.8576352474945e-08
1953,1.508335811806205e-08,6.356558124309686e-08
1954,2.14995790059902e-08,1.0945240447313154e-07
1955,2.5341142073642686e-08,9.57331991457977e-08
1956,2.8779766569897447e-08,8.023450170924207e-08
1957,3.534015063921814e-08,8.128234796345168e-08
1958,2.316228225884842e-08,6.204182501079458e-08
1959,3.875374032791257e-08,7.983270000622156e-08
1960,1.9378332827280076e-08,7.266875190481414e-08
1961,2.570818935510033e-08,9.935867506527529e-08
1962,5.5175021440589944e-08,9.259256472660127e-08
1963,2.3277792138287623e-08,8.14722733721851e-08
1964,2.068549243006146e-08,1.1742058703134717e-07
1965,3.0096239556076654e-08,1.455563509722424e-07
1966,2.326411452369115e-08,9.305645498614012e-08
1967,2.5637745704187864e-08,1.1536985011773027e-07
1968,7.904891569099348e-08,1.1138711553115854e-07
1969,3.179230420591317e-08,1.5033218314641772e-07
1970,4.736686776141141e-08,1.0025220387177569e-07
1971,4.162101996385559e-08,1.4490280264567446e-07
1972,8.823852787331887e-08,8.054330447038183e-08
1973,2.811733906815661e-08,7.828749559735115e-08
1974,1.743927158237568e-08,7.538265700546276e-08
1975,1.6563292959403952e-08,7.653383704564476e-08
1976,2.171140239815017e-08,7.027638115886248e-08
1977,2.762087475405295e-08,6.817066910969061e-08
1978,4.45544342531079e-08,8.257421679758181e-08
1979,3.160065631391262e-08,5.969012661921624e-08
1980,5.173487238607777e-08,6.367368965420894e-08
1981,3.415796712147312e-08,4.933928643424679e-08
1982,2.4830009937026887e-08,8.069753132389224e-08
1983,5.368018685114606e-08,5.810090808466839e-08
1984,9.046453453009917e-08,1.0380225035078183e-07
1985,5.17338007988144e-08,9.32411490239815e-08
1986,4.495864214248968e-08,1.0909963332750294e-07
1987,7.210763969256462e-08,7.821845393607418e-08
1988,1.9188972188999287e-08,7.015967806722756e-08
1989,3.731922948446709e-08,6.585746703535733e-08
1990,4.03200163812123e-08,6.756327231016712e-08
1991,6.740684721506796e-08,8.088821790153133e-08
1992,2.810071492165278e-08,9.201606498976389e-08
1993,2.326467135604915e-08,9.139692558335355e-08
1994,2.373717028492095e-08,9.178372373241928e-08
1995,4.880205639601343e-08,9.435064463048093e-08
1996,5.284711224184946e-08,6.8861387703123e-08
1997,2.7810387548399262e-08,8.7267078008324e-08
1998,3.814503424237614e-08,9.583939597490598e-08
1999,3.564756798080104e-08,8.2720642780032e-08
2000,4.5947528004575133e-08,9.0569646893357e-08
2001,3.8992785694746956e-08,7.316623840125658e-08
2002,3.461165060114624e-08,8.63100604320266e-08
2003,4.625284466541757e-08,1.1667384036684325e-07
2004,5.15360573938306e-08,8.457198852340753e-08
2005,4.8640496297380764e-08,5.7647995710397026e-08
2006,4.941467945940303e-08,7.412202229772902e-08
2007,5.392547294813532e-08,7.829180148632986e-08
2008,1.345351007264739e-07,6.386159423499294e-08
2009,4.2436912872645394e-08,8.964202180550274e-08
2010,4.6293173294742473e-08,8.172162235808855e-08
2011,1.5678285225639854e-08,1.0171765651989517e-07
2012,3.165954887140998e-08,6.910632732726185e-08
2013,2.0081699858565116e-08,7.670094026579477e-08
2014,3.8328378526575335e-08,9.07321506815606e-08
2015,2.637724778875583e-08,1.0373572933985997e-07
2016,2.112766767092822e-08,1.1350943474042197e-07
2017,3.3960754791673153e-08,9.081356733275925e-08
2018,2.6330960967158035e-08,7.976731897230138e-08
2019,2.2193593407493495e-08,1.0459049715194624e-07
