year,léger_ADJ doute_NOUN
1955,3.754243138587299e-08
1956,5.407107650512444e-08
1957,6.272876618140799e-08
1958,5.7905705119765116e-08
1959,4.4954337141689393e-08
1960,4.982999968206059e-08
1961,5.211119358250471e-08
1962,6.532214769094935e-08
1963,6.078089853644997e-08
1964,5.353892262860427e-08
1965,6.347570291609372e-08
1966,5.095948907296588e-08
1967,5.571279260152551e-08
1968,4.491415950269584e-08
1969,6.040537670060075e-08
1970,6.3002531192069e-08
1971,6.063309143655715e-08
1972,4.873639625202486e-08
1973,4.851619195278545e-08
1974,4.725480096112733e-08
1975,4.512069295969923e-08
1976,4.1137393935741784e-08
1977,3.114694280270669e-08
1978,3.801978465389766e-08
1979,4.7986180362613595e-08
1980,4.150160037852402e-08
1981,4.364629191400127e-08
1982,5.5867520387664626e-08
1983,4.862793190341108e-08
1984,4.349256244040589e-08
1985,5.594468888148185e-08
1986,4.136195030923773e-08
1987,3.910922785621551e-08
1988,5.396898572485043e-08
1989,4.50026007570159e-08
1990,3.3236769780842224e-08
1991,3.458264430378222e-08
1992,4.022259147973273e-08
1993,4.09901339537555e-08
1994,4.114442830882581e-08
1995,4.12106260228029e-08
1996,3.736664666575962e-08
1997,2.4933450859521145e-08
1998,3.8621845277475586e-08
1999,3.793266856177979e-08
2000,2.960081069147691e-08
2001,3.63640566547474e-08
2002,3.680225901803169e-08
2003,3.541884652236149e-08
2004,3.567880924038036e-08
2005,4.3686370077011816e-08
2006,3.953174143589422e-08
2007,4.7933752966855536e-08
2008,3.618823640749724e-08
2009,4.3867370180805665e-08
2010,4.7237929123866707e-08
2011,4.627005978363741e-08
2012,6.740420133155567e-08
2013,7.614311670067764e-08
2014,7.492440090572927e-08
2015,8.644644111654998e-08
2016,8.161079989577047e-08
2017,6.087779524932557e-08
2018,8.854431143845432e-08
2019,7.703982873863424e-08
