year,son_DET ado_NOUN,son_DET cadeau_NOUN
2005,6.7556245042510454e-09,1.409673608954165e-07
2006,3.294311934354255e-09,1.5853876433880032e-07
2007,5.592271368204393e-09,2.5804338488200074e-07
2008,4.0871420026178384e-08,2.801395346807567e-07
2009,8.105927484791664e-09,3.6095218192144785e-07
2010,2.5980861906305108e-08,4.5915268565011047e-07
2011,1.5678285336662157e-08,4.493167047314728e-07
2012,1.5659562535574878e-08,5.222123515835619e-07
2013,2.7054513296320692e-08,6.007775539274007e-07
2014,3.616293300923168e-08,6.242978365378349e-07
2015,1.3742767285274127e-08,6.040168205601049e-07
2016,1.8227792886182925e-08,6.141523183345043e-07
2017,2.892952957744832e-08,6.945602848418275e-07
2018,3.252648039797634e-08,7.437205429283722e-07
2019,4.2601495386929145e-08,6.831545285024276e-07
