year,aucun_DET arrière_NOUN
1949,6.8719057111366055e-09
1950,8.5082894063504e-09
1951,3.1984206394497505e-09
1952,2.1089607837865287e-09
1953,4.3095309543161875e-09
1954,3.9090144454689835e-09
1955,1.783265446420046e-08
1956,8.72114114258693e-09
1957,8.835037590415595e-09
1958,9.926692356998501e-09
1959,6.975673150222406e-09
1960,7.612916519406099e-09
1961,6.253343343143314e-09
1962,1.585489073363533e-08
1963,9.05247421467692e-09
1964,7.909158605823308e-09
1965,9.849678073159396e-09
1966,4.431259803538978e-09
1967,1.1832804958089582e-08
1968,1.257596426995633e-08
1969,9.083515217778171e-09
1970,6.438215210957665e-09
1971,5.652237122788506e-09
1972,7.182205497002769e-09
1973,3.3079223804577396e-09
1974,3.937900283634832e-09
1975,6.282628195464213e-09
1976,3.4281160132820787e-09
1977,9.402850775774851e-09
1978,1.0693064211864112e-08
1979,4.681578791299046e-09
1980,1.30758464056413e-08
1981,1.9609203150139365e-08
1982,1.738100596782033e-08
1983,8.209910973278056e-09
1984,9.278413592994639e-09
1985,9.02333674446254e-09
1986,9.591176741707841e-09
1987,8.555143704569446e-09
1988,1.3792074038398994e-08
1989,1.0976243913773942e-08
1990,1.0352437129768077e-08
1991,6.4476117778156095e-09
1992,1.2121876835635703e-08
1993,3.323524566667402e-09
1994,7.912389854425328e-09
1995,1.1929392029763619e-08
1996,1.494665791135219e-08
1997,1.1987236314681127e-08
1998,1.1920323395031573e-08
1999,9.597422245821718e-09
2000,9.719669513685858e-09
2001,1.0514907833325537e-08
2002,7.886198361006791e-09
2003,9.58392254446494e-09
2004,9.690540814233373e-09
2005,1.0808999251210594e-08
2006,1.0706514064207084e-08
2007,1.1583990655594789e-08
2008,1.064359897440248e-08
2009,1.3350938798950551e-08
2010,9.919964960580785e-09
2011,1.0324724075694292e-08
2012,9.531907707582832e-09
2013,1.1435412727855976e-08
2014,9.961048208495527e-09
2015,8.866302025900552e-09
2016,6.214019965256057e-09
2017,1.0565567976072998e-08
2018,9.035133807788753e-09
2019,1.0969247454806208e-08
