year,un_DET ouvert_ADJ,un_DET couvert_NOUN
1864,8.63051052846231e-09,2.3398272119834473e-07
1865,7.0602665935837194e-09,1.9062719580631438e-07
1866,1.0217787504984699e-08,1.9997669742366497e-07
1867,1.164674756637396e-08,2.193470791667096e-07
1868,1.4819621974027086e-08,2.069807258919809e-07
1869,1.0255390314739543e-08,2.0461945560157346e-07
1870,5.160643912205387e-09,1.7202146684880404e-07
1871,9.559059321873065e-09,1.8480848185120635e-07
1872,1.8142017887967654e-09,2.1951842299472446e-07
1873,2.993002112816612e-08,2.3285557126939693e-07
1874,8.364453130127458e-09,2.0851385418296786e-07
1875,3.318485752856759e-08,2.2600032067998654e-07
1876,3.02300739996042e-09,1.8803106449638562e-07
1877,6.184816214727107e-09,2.609992229007929e-07
1878,1.2078177569208037e-08,2.711550957101849e-07
1879,7.331190321480108e-09,2.3093249446048958e-07
1880,2.3104245627791897e-08,2.7789273548961546e-07
1881,1.673401861523871e-08,2.2660649623418294e-07
1882,1.8635077481121698e-08,2.768640214867446e-07
1883,6.319338829996468e-09,2.2370460239784506e-07
1884,2.1125430293977843e-08,2.1587548548751556e-07
1885,5.80107206715752e-09,1.7918867500910096e-07
1886,9.034849313138693e-09,2.6652804985261014e-07
1887,1.5016526688782506e-08,2.4222309802368613e-07
1888,1.4583413587843097e-08,2.4411367061105693e-07
1889,6.265136853755848e-09,2.387017126181945e-07
1890,1.3108772733971819e-08,2.929810700713631e-07
1891,1.5935549768641977e-08,2.874773215033599e-07
1892,1.2537024751679837e-08,2.6954602905249203e-07
1893,4.926733243593162e-09,2.0753863427813712e-07
1894,2.0164925729204697e-08,2.3126649484339623e-07
1895,5.416753268150387e-09,1.9259566563789576e-07
1896,5.897029087265082e-09,2.6772510963724017e-07
1897,8.740070001067579e-09,2.5521005664330687e-07
1898,1.1882545614128048e-08,2.1331997857032547e-07
1899,3.8693048765026106e-09,2.1668106775507567e-07
1900,1.6092265298084385e-08,2.6422460841502016e-07
1901,2.1237207548097103e-08,1.9672360895839347e-07
1902,1.6694965410124496e-08,2.1261528537763752e-07
1903,1.4580594509538969e-08,2.295093590731767e-07
1904,1.0211787859759625e-08,2.0531068933848928e-07
1905,8.257214467732865e-09,1.8630339759795334e-07
1906,1.6975809202790515e-08,2.124548181825503e-07
1907,1.4399961223432456e-08,2.0211374263112702e-07
1908,1.5716445034286153e-08,2.102074523335773e-07
1909,1.3752458727367411e-08,2.3929279180379126e-07
1910,9.619471441624228e-09,2.533127401171953e-07
1911,1.4897047151407605e-08,2.005781003511231e-07
1912,1.1460726589973547e-08,2.0525118982206436e-07
1913,1.0075680734189518e-08,1.8931673739785992e-07
1914,6.027069510139427e-09,2.3103766422227778e-07
1915,5.890381071793627e-09,2.1558793839027146e-07
1916,1.3184954461564757e-08,2.4831663480995303e-07
1917,3.289927441585405e-09,1.4037022566526502e-07
1918,8.040463406189247e-09,1.7229564175380574e-07
1919,4.603924352863942e-09,1.8599853301992653e-07
1920,1.514446346106979e-08,2.089935948745847e-07
1921,1.2116395886607734e-08,1.4463946884646361e-07
1922,5.164555005876537e-09,1.8444839255948864e-07
1923,2.866305948145964e-08,2.1762694402127636e-07
1924,9.02413699321869e-09,2.256034274950025e-07
1925,8.798542339150117e-09,1.946677423703136e-07
1926,5.127223801082437e-08,2.396419755967827e-07
1927,6.689535148041159e-09,3.4897072609396673e-07
1928,4.570416489713125e-09,2.35376452550895e-07
1929,7.798284684668033e-09,2.5177318363489576e-07
1930,7.352522590764465e-09,2.1427351448721765e-07
1931,1.4826963656844327e-08,2.2240446106991385e-07
1932,6.904507898752854e-08,1.9179189125750895e-07
1933,2.6382522833046096e-08,1.995895226869493e-07
1934,1.0783422155213884e-08,2.540094961034356e-07
1935,1.3165112555668657e-08,2.5253079094511577e-07
1936,1.4549657478823974e-08,2.3643193669542484e-07
1937,5.0364472592434595e-09,2.4930415232216063e-07
1938,1.0372171566075394e-08,2.5022864136303724e-07
1939,1.6823456405745674e-08,2.645870615936019e-07
1940,2.9922239264124073e-07,2.1046998543994277e-07
1941,1.7709016475464523e-08,2.3021719819382724e-07
1942,7.888950648293758e-08,4.1265280503743895e-07
1943,4.935499831049128e-08,2.4967822320753896e-07
1944,1.5101974781828176e-07,4.5948561400166454e-07
1945,6.099811145077183e-08,3.224186002626084e-07
1946,4.872386583087973e-08,2.7842209515682725e-07
1947,7.867775053682635e-08,3.5643404361351827e-07
1948,3.587722829934137e-08,2.78320317015357e-07
1949,1.197675061348491e-07,4.6630790428991986e-07
1950,1.4676798798518575e-07,3.7542825737091334e-07
1951,3.443632863309176e-07,2.7079959696862943e-07
1952,2.2354984707817493e-07,4.175742320811082e-07
1953,3.673875141885219e-07,3.523041494091217e-07
1954,2.6385848173049453e-07,4.6517270657631116e-07
1955,7.696198167650437e-07,3.3131196275348884e-07
1956,5.162916068002232e-07,3.627994979993332e-07
1957,7.624637419212377e-07,3.4279947280779766e-07
1958,8.371510489268985e-07,3.507431345362022e-07
1959,6.409868547052611e-07,3.286316934136835e-07
1960,5.128337647875014e-07,2.8721458100733344e-07
1961,7.955642331580748e-07,2.8487452485848053e-07
1962,7.394721137643501e-07,4.984777945971075e-07
1963,1.026809286486241e-06,3.155433949686426e-07
1964,9.308471362601267e-07,3.114991704578074e-07
1965,5.811310188619245e-07,2.5992206520442096e-07
1966,8.519097036696621e-07,3.201585254686279e-07
1967,8.514689397998154e-07,3.751985468980479e-07
1968,6.898814604028303e-07,3.224836575554946e-07
1969,8.243290494647226e-07,3.065686442482729e-07
1970,8.650201834825566e-07,2.7178463923860363e-07
1971,1.023568756863824e-06,2.533229923606939e-07
1972,9.880662901196047e-07,2.7189778073477555e-07
1973,9.521302786197339e-07,2.888918828602982e-07
1974,9.332823651675426e-07,3.094064338071689e-07
1975,6.956582865313976e-07,3.22127496232838e-07
1976,7.4047306952707e-07,3.3424131018477965e-07
1977,9.861239504971309e-07,3.5319457936111576e-07
1978,9.807915830606362e-07,3.6297012329100653e-07
1979,7.41445035146171e-07,3.0605819478779495e-07
1980,7.004105668784177e-07,3.0415554874707595e-07
1981,6.439409503400384e-07,3.5992376279381233e-07
1982,1.039135895553045e-06,3.724501480562026e-07
1983,6.315315772553731e-07,3.795504852632803e-07
1984,4.6102118744784093e-07,4.639206832024456e-07
1985,4.800415354111465e-07,4.2770616559550945e-07
1986,6.378132297868433e-07,3.752547783619775e-07
1987,4.59533424645997e-07,3.593160204928836e-07
1988,4.57537055353896e-07,3.9817116626039706e-07
1989,3.5178862844986725e-07,4.3850095998720917e-07
1990,5.421407536232437e-07,3.6996338881323254e-07
1991,4.37851440437953e-07,4.0268266054965807e-07
1992,4.0442989757139003e-07,3.3941255050962127e-07
1993,2.5923489488377527e-07,3.689112038074427e-07
1994,2.3895418621577846e-07,4.082793321202871e-07
1995,3.6276196624385193e-07,4.0722604222054315e-07
1996,3.096093337262573e-07,3.181502954419102e-07
1997,3.428349657497165e-07,3.716043250889811e-07
1998,2.5032679218384146e-07,3.061138951210296e-07
1999,1.8189400918799947e-07,3.258553387119889e-07
2000,1.882081477333486e-07,2.801032015220528e-07
2001,2.9178869453971856e-07,3.342864651756372e-07
2002,1.71743877785957e-07,2.7776942879143007e-07
2003,2.62516152815806e-07,2.866842949700299e-07
2004,1.2861990228429931e-07,2.7177562333946526e-07
2005,2.684234630123683e-07,3.0535421746691327e-07
2006,7.638685701749637e-07,3.0760638747295843e-07
2007,2.3128036730213353e-07,3.7548107911788975e-07
2008,1.5582229195842956e-07,3.291000734151339e-07
2009,1.106220679503167e-07,3.1708481529335586e-07
2010,2.4799913944661967e-07,3.2972074492931824e-07
2011,1.877570241504145e-07,3.2159602891823624e-07
2012,2.1719132803355023e-07,3.92169902774242e-07
2013,1.0124524152388403e-07,3.433412860687213e-07
2014,8.120419181523175e-08,3.2568295793566904e-07
2015,8.777638527135423e-08,3.9787526961987396e-07
2016,8.513207916394094e-08,3.7677676001379723e-07
2017,6.339340785643799e-08,2.8250314976219215e-07
2018,8.59628386251643e-08,3.492724589548857e-07
2019,5.99482135044127e-08,3.1759798435615494e-07
