year,son_DET are_NOUN,son_DET quart_NOUN
1840,6.369688498875092e-09,1.7707733945826476e-07
1841,1.3483151484194877e-08,1.6886042963903947e-07
1842,1.475818312002275e-08,1.7240240879345947e-07
1843,1.8311424432315704e-08,1.4708209050695586e-07
1844,5.488561161115513e-09,2.0417447382792275e-07
1845,9.486387508861327e-09,1.6796485624581692e-07
1846,1.2879903366069811e-08,1.364098807243863e-07
1847,6.47186837454683e-09,1.7905502502912896e-07
1848,1.206783295515379e-08,1.8906270327079255e-07
1849,4.1897072478036534e-09,1.2820504480259842e-07
1850,1.425689166723032e-08,2.0299097425180435e-07
1851,7.094382636907426e-09,2.057370984687168e-07
1852,1.6276363368206148e-08,2.3242647273491457e-07
1853,8.360704129017904e-09,1.9826813590917425e-07
1854,1.4028293915391288e-08,1.205394181136299e-07
1855,1.3798036491152743e-08,2.3138246163512122e-07
1856,8.283502495043393e-09,1.3150060862443524e-07
1857,9.274867207587079e-09,1.503504734046146e-07
1858,7.3405139189297586e-09,1.6589561369073635e-07
1859,8.14747713739905e-09,2.0776067355399164e-07
1860,8.238931314963338e-09,1.4738532561064943e-07
1861,1.0846716413936974e-08,1.5515520912501302e-07
1862,1.1746764505549123e-08,1.427683642696298e-07
1863,1.0988166210257333e-08,1.1787304998733816e-07
1864,9.58945578499737e-09,1.8507649723886743e-07
1865,1.2708479713019472e-08,1.5956202048528212e-07
1866,7.298419646417642e-09,2.3792846681747193e-07
1867,1.4073153309368536e-08,2.4652281993553515e-07
1868,8.39778580008499e-09,2.2476426808637484e-07
1869,1.0743742562269176e-08,1.5969107114433e-07
1870,7.454263428741115e-09,2.511513343961269e-07
1871,7.434824311758348e-09,2.5809461590142746e-07
1872,4.837871325769072e-09,2.3282255945389352e-07
1873,7.183205141814142e-09,2.388415794030152e-07
1874,5.974608974224083e-09,2.1090369695109246e-07
1875,5.721527251978387e-09,1.607749076093512e-07
1876,6.04601479992084e-09,2.7993048190566583e-07
1877,4.9478527941460015e-09,2.1213919021434435e-07
1878,1.2078177347163432e-08,1.582241253572647e-07
1879,6.109325489944695e-09,1.6006432035364782e-07
1880,1.0910338854586143e-08,2.002367978093389e-07
1881,5.578006112560985e-09,1.5757867288801464e-07
1882,3.9932310791357395e-09,1.397630928767768e-07
1883,6.319339107552224e-09,1.8199696383280894e-07
1884,8.582206056928499e-09,1.3599495218841184e-07
1885,9.023890135129164e-09,1.521169968321523e-07
1886,8.38950331427668e-09,1.510110487767946e-07
1887,1.1752064432712928e-08,2.3634706591835197e-07
1888,8.876860135842435e-09,1.952909292057825e-07
1889,7.518164202302557e-09,1.553753889993459e-07
1890,8.520702365899524e-09,1.3895299499910863e-07
1891,5.736797814570593e-09,1.542561207656945e-07
1892,3.761107425503951e-09,1.1032581426206889e-07
1893,5.542574843531156e-09,1.564237808171498e-07
1894,4.411077725308132e-09,1.9534772377483023e-07
1895,8.426059849853118e-09,1.631044488359379e-07
1896,7.66613794667137e-09,1.4506691842219865e-07
1897,2.9133566670225264e-09,1.3401441167903982e-07
1898,6.2241901632731356e-09,1.3466884718482675e-07
1899,7.738609753005221e-09,1.7080216707654472e-07
1900,6.2292638824956725e-09,1.3808201360099304e-07
1901,5.029864968975062e-09,1.2965874440773462e-07
1902,5.4013122863239005e-09,1.4338028375693312e-07
1903,1.1340462346964841e-08,1.2798522663892697e-07
1904,5.912087708281888e-09,1.3060339298931467e-07
1905,2.5803795211665204e-09,1.4914593293724465e-07
1906,5.658602919567102e-09,1.4455158492410192e-07
1907,8.742833457198174e-09,1.82056654640661e-07
1908,7.858222295098471e-09,1.4292142846983324e-07
1909,2.7504918342913243e-09,1.705304932819729e-07
1910,1.1757131934686527e-08,1.4696413774828443e-07
1911,5.852411444351446e-09,1.7131604124198674e-07
1912,8.8560158095774e-09,1.2190045417526107e-07
1913,1.484837142129436e-08,1.336353362413334e-07
1914,8.705767051697677e-09,1.6072184960691516e-07
1915,1.1780761921542648e-09,2.2147832590135863e-07
1916,7.69122365795738e-09,3.208338896776297e-07
1917,5.483212217605171e-09,2.0068557238239748e-07
1918,1.1486376294556067e-09,1.9182248589544315e-07
1919,1.1970203106503874e-08,1.7310755590083104e-07
1920,6.057785384427916e-09,1.5523075180823298e-07
1921,6.815472852750304e-09,2.1960968116241375e-07
1922,6.640141769764796e-09,2.0215543761192833e-07
1923,5.307974060286824e-09,1.6348559483958525e-07
1924,6.445812328337297e-09,1.7532609219994555e-07
1925,8.798542117105512e-09,1.352775906848791e-07
1926,3.343841648018042e-09,1.4155595451370573e-07
1927,4.4596899506643695e-09,1.9065173795240753e-07
1928,3.4278122562625413e-09,1.7481842806699177e-07
1929,3.342121912552898e-09,1.7713245625827767e-07
1930,9.453243188239924e-09,1.901152304473186e-07
1931,3.4216069977333063e-09,1.7222089088164694e-07
1932,3.287861094491973e-09,1.808323598639916e-07
1933,1.7205992852709073e-08,1.5255981122841433e-07
1934,3.5944740517379614e-09,1.4258080760498615e-07
1935,2.393656828303392e-09,1.4481624255324732e-07
1936,3.6374143697059935e-09,1.345843338995678e-07
1937,2.5182236296217297e-09,1.6872098163034366e-07
1938,5.186085783037697e-09,2.3855994157884197e-07
1939,0.0,1.7894038339960616e-07
1940,0.0,1.4961119232381748e-07
1941,5.9030051957620344e-09,1.475751361112998e-07
1942,9.102635312174812e-09,1.7295006671247393e-07
1943,2.9032352077962287e-09,1.3064558856967778e-07
1944,3.2131861615880553e-09,1.831516183159465e-07
1945,0.0,2.287429281544462e-07
1946,8.352662561605939e-09,1.61484814853452e-07
1947,3.5762612871081956e-09,1.3828210509991834e-07
1948,3.2615663503321457e-09,1.706886332275559e-07
1949,1.9634016634739737e-09,1.6198063768069204e-07
1950,4.2541445921528975e-09,1.627210339805174e-07
1951,0.0,2.676011866542538e-07
1952,1.0544803918932644e-09,1.4130037251369743e-07
1953,3.232148326759443e-09,1.4652404800585828e-07
1954,1.9545072227344917e-09,1.1336141625406526e-07
1955,7.508486277174597e-09,1.3984555158330636e-07
1956,2.616342476002842e-09,1.7267860408232139e-07
1957,4.417518795207798e-09,1.1838950308984408e-07
1958,3.3088973783179654e-09,1.2821977624088987e-07
1959,2.325224457422337e-09,1.2556211359537883e-07
1960,6.920833350854139e-10,1.0588875026806832e-07
1961,1.3896318540318475e-09,1.5285950993870756e-07
1962,3.170978146727066e-09,1.4015723942550906e-07
1963,1.2932106496776896e-09,1.3384730113141785e-07
1964,3.6503808864551957e-09,1.4601524145341216e-07
1965,4.377634699181954e-09,1.2914023028720578e-07
1966,2.215629901769489e-09,1.0358070068328118e-07
1967,2.4651677366094304e-09,1.1980715264314767e-07
1968,3.143991039733507e-09,9.521801341838554e-08
1969,4.087581995104728e-09,1.3670690690581466e-07
1970,1.3796175035718505e-09,1.0393118882179309e-07
1971,5.138397485282553e-10,1.0174026865428232e-07
1972,2.0520587451500205e-09,1.4774823176022522e-07
1973,5.513203893414698e-09,1.0199427258328342e-07
1974,1.6876715580593782e-09,1.0013517659501758e-07
1975,2.2845920710778955e-09,7.025120885018055e-08
1976,5.713526873840635e-10,1.1255647724972562e-07
1977,5.289103655048422e-09,1.0813278672472393e-07
1978,1.7821774056514528e-09,1.277227115181745e-07
1979,1.1703946700691858e-09,1.1645426689632643e-07
1980,1.1370301367108482e-09,1.1768261853895012e-07
1981,1.897664858585557e-09,1.0690178942063255e-07
1982,1.8622506869903077e-09,1.0801054117770548e-07
1983,1.2630632095778083e-09,1.2188559783687936e-07
1984,1.7397025486864948e-09,1.304776926502882e-07
1985,3.609334831011779e-09,1.2211582522958508e-07
1986,1.1988970927134801e-09,1.354753775828499e-07
1987,1.2221633705067347e-09,9.105117082519598e-08
1988,0.0,9.414589552392272e-08
1989,1.6464366536794728e-09,1.015302580897881e-07
1990,1.089730194969718e-09,9.753085500330272e-08
1991,2.344586080837985e-09,1.1488471668430478e-07
1992,1.1019888335184191e-09,1.085458982696963e-07
1993,2.2156830259412175e-09,1.285096153935683e-07
1994,0.0,1.302906856848196e-07
1995,1.626735190995987e-09,1.6701148797260146e-07
1996,2.135236876199542e-09,1.024913733882471e-07
1997,0.0,1.5439560518970552e-07
1998,4.768129224785866e-10,1.1395829069282826e-07
1999,1.8280804647829996e-09,9.643124099234512e-08
2000,3.97622823555821e-09,9.63130859510386e-08
2001,1.7524847129024579e-09,1.6560980364843658e-07
2002,3.9430991805033955e-09,1.3318913305582214e-07
2003,8.333845835650777e-10,1.2125745368907204e-07
2004,2.2023955992267474e-09,1.1981032121965995e-07
2005,2.251874686720612e-09,1.1934936783308814e-07
2006,2.058944903460258e-09,1.4124363101331028e-07
2007,1.1983438685803094e-09,1.2342941313470135e-07
2008,0.0,1.4688166172227568e-07
2009,2.384096253749135e-09,1.401848535032002e-07
2010,1.8895172093635892e-09,1.847003070487574e-07
2011,7.64794394481072e-10,1.686371708942147e-07
2012,1.0212758139171996e-09,2.304679083131589e-07
2013,0.0,2.261980478479586e-07
2014,0.0,2.620188679358648e-07
2015,1.5516027351836215e-09,2.912579981639851e-07
2016,2.0713400439298368e-10,2.2867593996167557e-07
2017,5.031222660711876e-10,2.052738787838848e-07
2018,7.744400121190154e-10,2.3155756290194063e-07
2019,1.53059265262101e-09,2.9336358142728614e-07
