year,en_ADP hôte_NOUN,en_ADP côte_NOUN
1963,4.3322555987046485e-08,2.50171608229266e-06
1964,4.1370983028254926e-08,2.5357980142359793e-06
1965,2.6813012810045223e-08,3.5163350311506747e-06
1966,2.8249280581427172e-08,3.20712432255732e-06
1967,3.007504723040455e-08,3.1726708833446082e-06
1968,2.5601070541281246e-08,2.8920226959883166e-06
1969,2.6796371760395843e-08,3.0502444765545533e-06
1970,1.7935028046034418e-08,3.3520106228479563e-06
1971,2.8261185835987135e-08,4.115342502331032e-06
1972,3.2319926623891604e-08,4.97675531363484e-06
1973,2.3155455108891942e-08,4.480580692245439e-06
1974,2.6440186928766707e-08,4.916749830385925e-06
1975,3.998036302022001e-08,5.0078256919050546e-06
1976,3.999468833892905e-08,4.747369700908166e-06
1977,2.056873604772136e-08,5.7627723322184465e-06
1978,3.4455430730773173e-08,5.906136088640324e-06
1979,3.628223554930088e-08,5.0344524709089455e-06
1980,5.855705120794141e-08,4.805658001316715e-06
1981,3.352541277923393e-08,5.254001653298701e-06
1982,3.600351394794643e-08,4.626451342915061e-06
1983,3.536577020124554e-08,5.6604179832220325e-06
1984,4.2332761851504586e-08,5.0404982552265665e-06
1985,3.0679345286444004e-08,4.999530467841851e-06
1986,2.8174081290188724e-08,4.699676772190742e-06
1987,2.6887593707058954e-08,4.8935420267071095e-06
1988,3.298104533921986e-08,4.172402082502913e-06
1989,2.8538234553288078e-08,3.6496011794895367e-06
1990,4.6313532342523445e-08,4.18347423547516e-06
1991,4.0444108784232213e-08,4.07782136591095e-06
1992,2.699872603262321e-08,4.0509110021957895e-06
1993,3.10195602537533e-08,4.239155277474538e-06
1994,3.534200837540524e-08,4.063275877541628e-06
1995,4.500634065429665e-08,4.894304165503627e-06
1996,3.149474281372022e-08,4.986845649312954e-06
1997,3.6920688728514506e-08,5.117111196994983e-06
1998,3.0039213450017144e-08,4.203106023226155e-06
1999,3.930372988181219e-08,5.306003387772762e-06
2000,3.887867761065422e-08,5.614876432247229e-06
2001,3.417345195710908e-08,4.266862227098045e-06
2002,3.724038299957044e-08,5.188680795242817e-06
2003,3.666892256504184e-08,6.889590316916383e-06
2004,3.9202640800262145e-08,5.719621242405992e-06
2005,4.323599711586468e-08,6.306150311274905e-06
2006,4.282605625682834e-08,6.0207667544887045e-06
2007,5.592271112853098e-08,4.837314484973376e-06
2008,5.2792251459266026e-08,5.388215569723798e-06
2009,4.577464629562655e-08,5.086230729034469e-06
2010,6.235406679877542e-08,4.4361140965065715e-06
2011,5.162362270993981e-08,4.23696073426072e-06
2012,6.195739876702078e-08,3.6592311971617164e-06
2013,6.052401468892299e-08,3.26132379768751e-06
2014,6.539644470393569e-08,2.6751909771860483e-06
2015,6.250742634605899e-08,3.1679294920650136e-06
2016,5.861892304892535e-08,2.5926964042355394e-06
2017,5.685281623257765e-08,2.75459447607318e-06
2018,5.292006832746665e-08,3.213151543945969e-06
2019,4.948916321190211e-08,1.7027842744710142e-06
