year,en_ADP âge_NOUN,en_ADP age_NOUN,en_ADP cage_NOUN
1950,2.018591658270452e-06,4.679559051368187e-08,6.455664589566368e-07
1951,2.130148004653165e-06,3.8381047118285494e-08,5.533267364299377e-07
1952,1.805270471777476e-06,4.956057786387191e-08,6.622136825562563e-07
1953,1.8283185454492923e-06,3.1244099751859267e-08,6.313463010165776e-07
1954,1.9789385987678543e-06,4.9839935289952564e-08,6.332603179615148e-07
1955,1.8743058944892255e-06,4.3173795205575516e-08,6.278971635964581e-07
1956,1.9203953343094327e-06,5.232684818778921e-08,6.846095952361964e-07
1957,1.992300894926302e-06,3.8874165220192936e-08,5.301022460990623e-07
1958,2.1565738279605284e-06,4.384288976311268e-08,5.823659301462669e-07
1959,1.960164127012831e-06,6.74315061566233e-08,5.782057765912896e-07
1960,2.1987486888974672e-06,4.2217082940609885e-08,6.415612614496524e-07
1961,2.1726893919549184e-06,4.6552666776999985e-08,5.766971913345742e-07
1962,2.1816329081048025e-06,5.327243268737902e-08,6.272194656986585e-07
1963,2.398259084657184e-06,4.461576696979108e-08,6.149216691397896e-07
1964,2.037520971498452e-06,6.205647462564912e-08,5.359975889795976e-07
1965,2.0914148990414105e-06,8.098624099117657e-08,6.199825115515978e-07
1966,2.2566191546502523e-06,7.200797458306596e-08,6.50841259997037e-07
1967,2.3019736090645893e-06,6.853166428788526e-08,5.867099508449769e-07
1968,2.3889840576885035e-06,6.063411447931877e-08,6.993134704647019e-07
1969,2.265883040308836e-06,6.176790451339897e-08,5.849784026068505e-07
1970,2.1949715574010042e-06,8.92152657583356e-08,6.346240364329958e-07
1971,2.3759951091051335e-06,6.114692963077317e-08,6.150661659987122e-07
1972,2.3367817902908428e-06,5.027543836799708e-08,5.489256951207722e-07
1973,2.3227128167491173e-06,6.726108431331923e-08,5.171385071278678e-07
1974,2.0313939330662834e-06,4.6692244737300825e-08,4.995507363325657e-07
1975,2.2383289888239233e-06,6.51108731375416e-08,5.551558612815199e-07
1976,2.365400177950505e-06,6.684826581171421e-08,5.496412849304022e-07
1977,2.274314510941622e-06,7.816119840242663e-08,5.447776729727849e-07
1978,2.4356425001315074e-06,5.999997210182073e-08,5.738611091876678e-07
1979,2.5216152153006988e-06,6.55421010797852e-08,5.489150964876899e-07
1980,2.578784460638417e-06,7.561250203735881e-08,5.389522725884888e-07
1981,2.6288983008271316e-06,9.804601752705366e-08,6.780989174615115e-07
1982,2.493553665772197e-06,4.966001743156312e-08,5.381904504275781e-07
1983,2.613909373394563e-06,6.631081828079033e-08,5.721676124004205e-07
1984,2.6054945010400843e-06,7.30675077109666e-08,6.11215472012816e-07
1985,2.642032995936461e-06,6.67726937075841e-08,5.817044654854442e-07
1986,2.5692363578855293e-06,7.13343740188499e-08,6.755785060263975e-07
1987,2.666149384822347e-06,5.8052759432936085e-08,6.184146830179316e-07
1988,2.55453187492094e-06,5.996553742448896e-08,6.200436355463523e-07
1989,2.476240752002923e-06,5.707646977270997e-08,5.455193248238288e-07
1990,2.4322778244822985e-06,6.156975468352144e-08,6.200564706126954e-07
1991,2.670483581823646e-06,4.161640332345229e-08,6.136954073809875e-07
1992,2.6326513307139976e-06,7.438424520778142e-08,5.410765178126553e-07
1993,2.7258440695732133e-06,5.373031086719493e-08,5.788471710843623e-07
1994,2.861647772078868e-06,4.483687554568405e-08,5.73384496993512e-07
1995,2.8527513222798007e-06,4.9344302865961254e-08,6.013497859669314e-07
1996,2.929011088781408e-06,4.217092897107477e-08,5.284711379616169e-07
1997,3.0284554668469355e-06,6.856699052981696e-08,5.59564194091422e-07
1998,3.0897476790414657e-06,7.581325212058232e-08,5.526261834809532e-07
1999,2.8655160804191837e-06,1.50359616313267e-07,5.689900526295588e-07
2000,3.3550531952641904e-06,4.638933026601677e-08,5.968760432573106e-07
2001,3.3437409001635388e-06,4.2497753399706184e-08,5.222404164673122e-07
2002,3.414285856706556e-06,4.863155850243217e-08,6.808418309134368e-07
2003,3.575636583263986e-06,3.708561352455675e-08,6.008702762017037e-07
2004,3.5573093555285595e-06,4.0964559439027326e-08,6.38694751753377e-07
2005,3.698028876897297e-06,4.909087147897395e-08,5.296409404387248e-07
2006,3.4326731110922992e-06,3.706100892841846e-08,6.720396117376737e-07
2007,3.6261885725252796e-06,3.7947555014961054e-08,7.265957984170512e-07
2008,3.4110605611203937e-06,4.896055585956738e-08,7.616559742906759e-07
2009,3.4173635867773555e-06,2.6701878041990312e-08,8.129768032105744e-07
2010,3.719514552358305e-06,3.1649413423373574e-08,1.0637982419403613e-06
2011,3.4767554097925313e-06,3.250376226504592e-08,1.133425284294276e-06
2012,3.7402523958007805e-06,2.961699877013224e-08,1.340935162907897e-06
2013,3.3636847547313664e-06,2.733342513439041e-08,1.4662430416478855e-06
2014,3.336951067467453e-06,3.0965866204546444e-08,1.486578134368699e-06
2015,3.1823371955397306e-06,2.659890505074536e-08,1.4820023235273538e-06
2016,3.2540751817577984e-06,2.4027545397764527e-08,1.5551620968778934e-06
2017,4.03026069761836e-06,2.9181091765195788e-08,1.6059662719669632e-06
2018,3.292144583610934e-06,1.6779533762445453e-08,1.7122868198882202e-06
2019,3.057868980249623e-06,2.091809958582047e-08,1.636458682341413e-06
