year,un_DET as_NOUN,un_DET casse_NOUN
1962,2.581176257732132e-07,1.4713338442051693e-07
1963,2.709276225587587e-07,1.46779405518771e-07
1964,2.72561767378221e-07,1.5635799077706736e-07
1965,2.473363558408437e-07,1.4610356302569016e-07
1966,2.1159265373160707e-07,1.8223555775520595e-07
1967,2.997644070745764e-07,1.6467320218538362e-07
1968,2.2681649702871454e-07,1.7696179088755315e-07
1969,2.130084477691696e-07,1.5578229184409764e-07
1970,2.2855662684673206e-07,1.73371929257371e-07
1971,2.2506181096559885e-07,1.8189926653811028e-07
1972,2.0520587296068982e-07,1.6467770880268517e-07
1973,2.9550771740716186e-07,1.6374215633385703e-07
1974,2.3571145146839e-07,1.7945572944322308e-07
1975,1.8219622077708664e-07,1.4450044139024953e-07
1976,2.1997078158975114e-07,1.5026575800325404e-07
1977,1.7982952371653482e-07,1.7571577082264866e-07
1978,3.095048082268903e-07,2.0792069777009203e-07
1979,1.9487070845869425e-07,2.0481906826130825e-07
1980,2.1148759921096882e-07,2.1262463439919443e-07
1981,1.8850137428749747e-07,2.403708829756823e-07
1982,2.0484758123107127e-07,2.811998545126926e-07
1983,2.235621945345656e-07,2.696640061250477e-07
1984,2.8763083248506405e-07,2.742930901300511e-07
1985,2.7190323592662935e-07,2.9897323661209896e-07
1986,2.901330962146176e-07,2.871358564249249e-07
1987,2.72542443058299e-07,2.652094490684931e-07
1988,2.122780089486298e-07,3.0762320868404913e-07
1989,2.4696549560943026e-07,3.21603957353922e-07
1990,2.8115039540921316e-07,3.1111798026728366e-07
1991,2.508707166448687e-07,2.549737295187704e-07
1992,2.462945078995915e-07,2.964349837264457e-07
1993,2.89700561539874e-07,2.996711310210287e-07
1994,2.800986158568719e-07,3.634424365905886e-07
1995,2.3750334365857384e-07,3.600507477719006e-07
1996,2.220646311279495e-07,3.293602985898758e-07
1997,2.407036983065325e-07,3.155040551039434e-07
1998,1.9644692317299928e-07,3.123124522330656e-07
1999,2.2896707632669155e-07,3.6195991948151374e-07
2000,2.0897288532939484e-07,3.71114634356573e-07
2001,2.3833791851224362e-07,3.4392512160419386e-07
2002,2.510439907066342e-07,3.154479359390727e-07
2003,2.47931914110211e-07,3.0210189994051007e-07
2004,2.2112051800693422e-07,3.902645064057797e-07
2005,2.2293560952846292e-07,3.5714734991643127e-07
2006,3.0307669440787777e-07,3.6896292865407077e-07
2007,3.223544999819694e-07,4.110319242744964e-07
2008,4.0615974317148584e-07,4.487341489500807e-07
2009,3.2662119764381714e-07,4.534551047985502e-07
2010,4.312822952101669e-07,5.271752923086126e-07
2011,5.498871828990559e-07,6.171890616080145e-07
2012,7.135313850881175e-07,6.321697383904201e-07
2013,5.731652095164463e-07,6.487505123109472e-07
2014,6.082735275469986e-07,6.751858359632656e-07
2015,6.521164799266899e-07,6.164295913713147e-07
2016,5.08099704532583e-07,5.667186229185717e-07
2017,5.237502600508037e-07,6.007279704789426e-07
2018,6.004491375222187e-07,6.489807313769802e-07
2019,5.660641733129523e-07,6.270327636004325e-07
