year,son_DET as_NOUN,son_DET casse_NOUN
1896,1.2383761072154442e-08,2.5357224264777045e-08
1897,2.9716238358901137e-08,5.2440420894583895e-09
1898,1.7540899954759936e-08,1.2448380548590876e-08
1899,2.5426860617017155e-08,8.291367592505594e-09
1900,1.6092264853995175e-08,1.453494924419374e-08
1901,1.7883964975595745e-08,1.0618603940582005e-08
1902,1.6203937136527458e-08,9.32953947430093e-09
1903,1.5660639007819555e-08,5.400220270956879e-09
1904,1.4511488011237361e-08,9.13686282189019e-09
1905,1.2901897716854904e-08,9.28936660926638e-09
1906,1.4403716774857855e-08,5.144184633820714e-09
1907,1.1314255032868203e-08,9.771402353919711e-09
1908,9.82277836847345e-09,6.875944480455587e-09
1909,1.595285298305882e-08,1.6502950117569526e-08
1910,1.549803652078907e-08,9.085056262847502e-09
1911,1.542908456553249e-08,9.576673565270255e-09
1912,2.4484279492753558e-08,8.856016364688912e-09
1913,1.8030165027660416e-08,2.227255713194154e-08
1914,1.473283595121444e-08,6.696743604095445e-09
1915,9.424609537234119e-09,2.3561523843085297e-09
1916,4.065360870164625e-08,3.2962386153911893e-09
1917,1.4256351876795748e-08,3.289927441585405e-09
1918,2.6418665477478953e-08,1.1486376294556067e-08
1919,2.1178050924053338e-08,3.6831393490643904e-09
1920,2.8774480576032602e-08,9.843901693784574e-09
1921,1.5902770267306465e-08,2.2718241510233383e-08
1922,2.0658219190838878e-08,1.475587119159627e-08
1923,9.554353752605493e-09,1.4862327368803108e-08
1924,1.0313299547703991e-08,3.480738541838946e-08
1925,2.3096174084358267e-08,6.598906754362588e-09
1926,1.4489980437737415e-08,4.458455382660986e-09
1927,2.4528295283765544e-08,1.2264147031260109e-08
1928,1.5996457491951332e-08,1.4853853258500749e-08
1929,2.0052731697361992e-08,2.4508894691521732e-08
1930,1.05036033204442e-08,9.453243521306831e-09
1931,6.843213995466613e-09,2.5091784650044247e-08
1932,1.0959536500543265e-08,2.4110979879310435e-08
1933,1.032359597807897e-08,1.0323596200123575e-08
1934,9.585264137967897e-09,2.036868629318178e-08
1935,1.4361940969820353e-08,2.0346082152400413e-08
1936,8.487300195980652e-09,6.0623572828433225e-09
1937,7.55467088886519e-09,3.273690651894867e-08
1938,9.075650231338273e-09,1.8151300906765755e-08
1939,6.117620188206274e-09,1.2235240376412548e-08
1940,2.028626333583361e-08,1.7750480196809804e-08
1941,1.1806010391524069e-08,3.246652724442356e-08
1942,4.247896612241675e-08,1.517105907566929e-08
1943,8.709705623388686e-09,1.7419411690866582e-08
1944,3.855823393905666e-08,3.2131861615880553e-09
1945,2.832055345791673e-08,3.485606603348401e-08
1946,1.3921104269343232e-08,1.5313215584455975e-08
1947,1.6689218895749036e-08,4.1723048349595615e-08
1948,1.0871888278529696e-08,3.370285384107774e-08
1949,1.4725512142987895e-08,1.4725512254010198e-08
1950,1.1698897184331258e-08,1.595304155443955e-08
1951,1.9190523947720806e-08,2.8785784422780125e-08
1952,8.43584291310151e-09,2.3198569065741026e-08
1953,7.541679392097933e-09,2.8011951869189033e-08
1954,1.4658803726419478e-08,2.931760767488356e-08
1955,1.220129064449793e-08,2.1586897602787758e-08
1956,1.2209597999301991e-08,1.8314396443841474e-08
1957,2.032058699086292e-08,4.4175187952077977e-08
1958,6.617794590102477e-09,2.2335056470978998e-08
1959,1.1626121398933265e-08,2.7902691712711203e-08
1960,1.2457499642959391e-08,1.3841666479663672e-08
1961,1.389631876236308e-08,2.640300600376122e-08
1962,1.2683913142019776e-08,2.8538803320543593e-08
1963,1.2285501393982656e-08,5.366824140651261e-08
1964,1.5818317211646615e-08,2.73778580917039e-08
1965,7.660860668057268e-09,2.462419479432043e-08
1966,1.8278946245509076e-08,1.7171132071780448e-08
1967,1.5777073980594025e-08,2.810291238608542e-08
1968,1.9762229824804578e-08,2.4253646202510026e-08
1969,1.226274581878073e-08,2.725054712438002e-08
1970,1.1036940444908439e-08,3.0351586133292585e-08
1971,2.1067429578636165e-08,2.3122789016838396e-08
1972,1.539044047760285e-08,2.821580763479048e-08
1973,1.3231688744674841e-08,2.3706776208776148e-08
1974,1.7439272304020648e-08,2.0814614976050194e-08
1975,1.8847884586392638e-08,2.7415104852934746e-08
1976,1.142705374768127e-08,3.8851982964160925e-08
1977,7.052138095708926e-09,2.938390863960194e-08
1978,1.7821774722648343e-08,3.089107558640336e-08
1979,1.6970723049070102e-08,6.203092084433592e-08
1980,1.4212877152974812e-08,2.7288724169238776e-08
1981,1.7078984115848073e-08,3.732074271844965e-08
1982,8.690503316977072e-09,4.407326770206055e-08
1983,2.084054362416765e-08,2.652432762317858e-08
1984,2.2036231728250755e-08,4.001315900836744e-08
1985,9.624892882698077e-09,3.729645825512051e-08
1986,1.738400823292352e-08,4.435919281897682e-08
1987,1.0388389037885304e-08,2.6887593318480896e-08
1988,9.594486094499644e-09,3.9577254973277576e-08
1989,1.042743191792539e-08,3.6770418931908466e-08
1990,1.3621627159565719e-08,2.8332984958190366e-08
1991,1.1722930182145319e-08,3.106576684785978e-08
1992,1.2672871918528728e-08,4.573253764572627e-08
1993,7.200969598386564e-09,3.7112688588969434e-08
1994,1.4242302115441419e-08,3.4814515437187055e-08
1995,1.3013881861034804e-08,2.928123493672885e-08
1996,1.1743802597052877e-08,2.882569871687224e-08
1997,8.630809955612051e-09,4.698996725061022e-08
1998,1.4781200707858488e-08,4.052909652330072e-08
1999,1.371060315280559e-08,2.7878227726318983e-08
2000,1.0161472663305915e-08,3.490244915305141e-08
2001,1.0076787043677982e-08,2.847787639037591e-08
2002,8.762442771370615e-09,2.716357272447567e-08
2003,1.1667384447466844e-08,4.5836153539369207e-08
2004,1.3214373595360485e-08,3.655976696381735e-08
2005,8.55712400937847e-09,3.8732246854245034e-08
2006,8.647569049724524e-09,4.076711090927887e-08
2007,1.3181782443361101e-08,4.3939275717885806e-08
2008,1.5752526810741685e-08,4.853481083699762e-08
2009,1.0490023516496194e-08,3.7668721253325543e-08
2010,8.975206911010503e-09,6.518834078095281e-08
2011,2.026705156477071e-08,9.024573954796722e-08
2012,2.042551716652241e-08,9.599992825681802e-08
2013,1.6455838192097616e-08,1.1546977501941669e-07
2014,1.4508482970576608e-08,1.1455204768084926e-07
2015,1.4851055413211967e-08,9.77509746480365e-08
2016,1.0149566354034079e-08,9.921718879812857e-08
2017,1.308117902887318e-08,9.28260566190886e-08
2018,1.9360999858886174e-08,1.0403310546358568e-07
2019,1.301003732523398e-08,9.566204139943579e-08
