year,un_DET ados_NOUN,un_DET cadeau_NOUN
1901,5.588738916095792e-10,9.618219518614524e-07
1902,2.455141867585553e-09,9.648708036991138e-07
1903,3.7801539676252105e-09,8.63495220215782e-07
1904,5.912087708281888e-09,9.238980460679613e-07
1905,5.676835002077496e-09,9.573207915281046e-07
1906,1.3374879870298173e-08,9.743085271907148e-07
1907,1.2857108266928208e-08,9.030832917034104e-07
1908,3.437972351250096e-09,9.488803627277775e-07
1909,7.151278680339601e-09,9.588214382461047e-07
1910,4.809735720812114e-09,9.549997272984e-07
1911,9.576673676292558e-09,8.501957751150258e-07
1912,5.2094213387476884e-09,8.939366882287914e-07
1913,4.242391771214216e-09,9.142354482349901e-07
1914,1.3393487430235496e-09,8.993726936523672e-07
1915,1.1780762143587253e-08,8.081602622667106e-07
1916,1.2086208478478966e-08,8.504295720968003e-07
1917,5.483212106582869e-09,8.696374482752844e-07
1918,0.0,9.361396955398504e-07
1919,2.762354567309444e-09,8.314687205412952e-07
1920,4.543339038320937e-09,8.761071939034082e-07
1921,4.543648568500203e-09,1.003389048293002e-06
1922,5.164555005876537e-09,9.790520287822346e-07
1923,0.0,9.681744614908894e-07
1924,5.156649773851996e-09,1.1447762791050309e-06
1925,7.698724324711748e-09,9.82137315475029e-07
1926,1.1146138456652466e-09,1.0332470772311808e-06
1927,1.1149224876660924e-09,1.214150596950958e-06
1928,0.0,1.0580514135938301e-06
1929,4.4561625500705304e-09,1.1051283337337736e-06
1930,0.0,1.1207344972063993e-06
1931,2.2810713318222042e-09,1.0549955220540141e-06
1932,2.1919073223131136e-09,1.08280221056134e-06
1933,4.588264879146209e-09,1.0323595738270797e-06
1934,7.188948103475923e-09,1.1178814460777176e-06
1935,1.196828414151696e-09,1.1094599123850912e-06
1936,6.0623572828433225e-09,1.2318709536884853e-06
1937,7.554670666820584e-09,1.1671966753112883e-06
1938,0.0,1.1707588853937523e-06
1939,0.0,1.1317597738980112e-06
1940,1.5214697057785997e-08,1.1309592338193397e-06
1941,1.7709016475464523e-08,1.1983100698387261e-06
1942,2.4273694165799498e-08,1.2925741827984893e-06
1943,0.0,1.7245216703543065e-06
1944,1.6065930807940276e-08,1.2467162058271697e-06
1945,0.0,1.2112482750126219e-06
1946,6.960552134671616e-09,1.3642682752390556e-06
1947,1.1920870957027319e-09,1.223081383727731e-06
1948,4.348755133776194e-09,1.2035179395297746e-06
1949,5.890204768377316e-09,1.13386440858676e-06
1950,4.2541445921528975e-09,1.2730527885196352e-06
1951,0.0,1.298558771622993e-06
1952,4.217921456550755e-09,1.3001743539575727e-06
1953,5.386913581872932e-09,1.41891305105446e-06
1954,1.856781906006688e-08,1.4091997329046535e-06
1955,9.385607846468247e-10,1.2764427026468184e-06
1956,9.593255967388359e-09,1.2724145790343755e-06
1957,2.6505113659425206e-09,1.3031680516917277e-06
1958,1.6544486503011768e-08,1.3227317126052185e-06
1959,4.650448914844674e-09,1.3168520212047952e-06
1960,8.997083078554624e-09,1.284506637944105e-06
1961,0.0,1.388936983204303e-06
1962,6.341956404476434e-10,1.4142563173891176e-06
1963,3.2330267352165265e-09,1.5059437714626256e-06
1964,1.8251904432275978e-09,1.3336059083712826e-06
1965,3.2832261354087677e-09,1.3729356638236823e-06
1966,3.323444963676536e-09,1.4589922443519754e-06
1967,1.4791006197611978e-09,1.3908476290680483e-06
1968,2.245707841908029e-09,1.315535747892227e-06
1969,1.3625273131978588e-09,1.325739141577742e-06
1970,8.277704743875347e-09,1.244415010148714e-06
1971,2.0553589941130213e-09,1.328789579702061e-06
1972,1.0260293725750103e-09,1.2430345961433886e-06
1973,1.102640756478479e-09,1.3656205979373226e-06
1974,1.6876715580593782e-09,1.3957043520917978e-06
1975,1.1422960355389478e-09,1.4981212430598134e-06
1976,1.7140580621521906e-09,1.5403668882640886e-06
1977,3.526069214387917e-09,1.4756598716303415e-06
1978,5.940591352171509e-10,1.51425668803995e-06
1979,5.851973350345929e-10,1.5320466246748765e-06
1980,4.548120602354544e-09,1.5730812279457496e-06
1981,6.325549528618524e-10,1.7831724079542255e-06
1982,6.207502289967692e-10,1.6716803941108083e-06
1983,2.5261264191556165e-09,1.6943993088602838e-06
1984,2.3196033982486597e-09,1.685191890032911e-06
1985,5.414002135495366e-09,1.8425653678377785e-06
1986,2.997242676272549e-09,1.8870639735268924e-06
1987,3.6664902225425067e-09,1.937740066182414e-06
1988,1.798966087207532e-09,1.852335493879309e-06
1989,2.1952488715726304e-09,1.9202939967044586e-06
1990,3.2691906959314565e-09,1.9391748651287344e-06
1991,0.0,1.8785996047654407e-06
1992,3.30596661157756e-09,1.9731110327825263e-06
1993,2.2156829704300662e-09,1.963095144219551e-06
1994,1.0549853213248639e-09,1.9744050518966105e-06
1995,5.422450821690461e-10,1.9846169863058094e-06
1996,1.0676184380997711e-08,2.0802545606102285e-06
1997,1.917957792585412e-09,2.1260562022007434e-06
1998,5.72175506974304e-09,2.0359912156209248e-06
1999,4.113180906983871e-09,2.0757853889108446e-06
2000,8.836062992401139e-10,2.1683697610797026e-06
2001,1.3143635069212678e-09,1.999585023781947e-06
2002,4.81934359086722e-09,2.217336202647857e-06
2003,4.1669229178253886e-10,2.335976915901483e-06
2004,2.642874807889939e-09,2.362289635016168e-06
2005,3.1526248278623825e-09,2.323034124174228e-06
2006,2.4707338397433887e-09,2.6679808655671877e-06
2007,1.1983438685803094e-09,3.2998395340655406e-06
2008,3.405951742863067e-09,3.367634860751423e-06
2009,9.53638501499654e-10,3.9266066096388386e-06
2010,3.3066552274085836e-09,4.8655067246272665e-06
2011,7.265546830836911e-09,5.4017430386466e-06
2012,6.808505426114664e-10,6.030293434378109e-06
2013,3.0680376017500066e-09,6.215286191491032e-06
2014,8.661780737106994e-10,6.71071467195361e-06
2015,1.7732603163622684e-09,6.089375972351263e-06
2016,2.2784739928116693e-09,6.124745198121673e-06
2017,1.2578056374223934e-09,6.838941146725119e-06
2018,7.744400121190154e-10,7.178284704423277e-06
2019,7.65296326310505e-10,6.770831532776356e-06
