year,ton_DET or_NOUN,ton_DET cor_NOUN
1861,8.064297785104202e-08,8.017138342086838e-09
1862,9.713670667821361e-08,1.490935552794781e-08
1863,7.541877550254483e-08,1.548332484446746e-08
1864,1.0212770851225628e-07,1.3425238143405238e-08
1865,6.636650229374652e-08,1.1767111063321067e-08
1866,8.855415245534459e-08,1.1190909532388105e-08
1867,6.551295683721037e-08,8.73506067478047e-09
1868,6.4218362849644e-08,1.0867722721741302e-08
1869,7.422949188651273e-08,6.836927024522765e-09
1870,4.185855440042019e-08,6.880858549607183e-09
1871,8.072094370703553e-08,1.0621177271019633e-09
1872,5.3821318624081016e-08,7.861540751719076e-09
1873,4.968383748860106e-08,1.7958013409646867e-09
1874,7.82673765797881e-08,6.572069999322139e-09
1875,6.808617553089036e-08,1.0870901845372316e-08
1876,6.227395310531847e-08,7.255217759905008e-09
1877,4.51491583008945e-08,5.566334504436554e-09
1878,3.2611077338540184e-08,6.6429977074733415e-09
1879,5.803859082220697e-08,4.276527687530063e-09
1880,6.610381309002378e-08,1.2193907439339569e-08
1881,4.183504487276224e-08,4.8807553554297556e-09
1882,6.389169482368118e-08,8.652000449416164e-09
1883,6.256145379524014e-08,3.791603475633565e-09
1884,6.931781992847164e-08,4.621187876807653e-09
1885,4.383032448096458e-08,5.156508553483263e-09
1886,6.711602551501272e-08,3.2267319927115068e-09
1887,4.635536360320103e-08,1.5016526688782506e-08
1888,5.516334833366443e-08,6.974675947901687e-09
1889,4.9494580878217675e-08,8.771191772893872e-09
1890,3.8015443237782165e-08,3.9326319978272295e-09
1891,6.756673087693343e-08,2.5496880162734215e-09
1892,4.387958751905785e-08,2.5074049503359674e-09
1893,5.234654043562159e-08,6.158416554491453e-10
1894,2.6466464575491955e-08,5.041231432301174e-09
1895,6.921406359161608e-08,6.018614495673091e-09
1896,3.597187570036908e-08,3.5382172747233653e-09
1897,2.855089586972781e-08,1.5149455023788505e-08
1898,2.82917743676947e-08,1.13167097914868e-09
1899,4.09040801230276e-08,4.9748205555033564e-09
1900,6.333085078580325e-08,5.19105292084987e-09
1901,4.3592162823902214e-08,2.794369402536745e-09
1902,3.338993082024899e-08,2.9461704187383475e-09
1903,3.186129982069019e-08,4.320176216765503e-09
1904,2.1498500757388683e-08,6.449550227216605e-09
1905,2.993240255655394e-08,1.0321518084666081e-09
1906,4.012463905578301e-08,1.5432553013283723e-09
1907,2.159994205719329e-08,5.6571278217454335e-09
1908,3.5362001771233054e-08,9.82277836847345e-09
1909,4.510806661528477e-08,2.2003934230241384e-09
1910,6.626746884563772e-08,1.549803652078907e-08
1911,4.894744243255644e-08,6.916486494645824e-09
1912,4.7405731506966475e-08,1.40654377034366e-08
1913,6.045408240673567e-08,1.1666577037772186e-08
1914,4.620753313311354e-08,4.018046340092951e-09
1915,6.479418912519463e-08,0.0
1916,4.065361070004769e-08,2.197492410260793e-09
1917,4.386569774084137e-08,2.1932848870420685e-09
1918,4.364822903113463e-08,1.1486376294556067e-09
1919,2.117805197876521e-08,6.4454939163738345e-09
1920,3.7103934591442567e-08,8.329454903588385e-09
1921,2.8019165876358443e-08,7.572747429129834e-10
1922,4.057864688711277e-08,2.2133805899215986e-09
1923,3.6094223609950404e-08,1.1677542932631013e-08
1924,2.9650736532715882e-08,0.0
1925,5.939016034517408e-08,6.598906754362588e-09
1926,4.904300876518164e-08,3.343841648018042e-09
1927,2.787306230267461e-08,8.919379901328739e-09
1928,2.742249938236796e-08,5.713020612141406e-09
1929,6.684243802901335e-08,1.1140406375176326e-09
1930,3.676261295382233e-08,6.3021621254932825e-09
1931,3.307553342324354e-08,3.4216069977333063e-09
1932,3.6166470818166374e-08,1.3151443600811774e-08
1933,2.1794258397989097e-08,1.1470662197865522e-09
1934,3.5944742293736454e-08,1.1981580172459871e-09
1935,2.393656917121234e-08,0.0
1936,3.273672799508631e-08,4.849885826274658e-09
1937,5.9178256517355976e-08,2.5182236296217297e-09
1938,2.2040865133021725e-08,3.8895642262559704e-09
1939,2.2941076593951948e-08,9.176430282309411e-09
1940,1.7750480196809804e-08,2.2822046474857416e-08
1941,3.8369532440185594e-08,1.4757512545315876e-08
1942,4.551317811518629e-08,0.0
1943,4.6451763546784264e-08,5.806470415592457e-09
1944,5.1410978585408884e-08,6.4263723231761105e-09
1945,3.267756198965799e-08,6.535512131478072e-09
1946,3.619487021211398e-08,1.2528993842408909e-08
1947,5.8412266579210836e-08,0.0
1948,3.4790040626120344e-08,2.174377566888097e-09
1949,4.908504047662632e-08,0.0
1950,4.4668516441248585e-08,4.2541445921528975e-09
1951,3.731490771929913e-08,4.264560815592233e-09
1952,6.537778207693634e-08,5.272401959466322e-09
1953,4.5250076685654506e-08,8.619061908632375e-09
1954,4.1044653009691956e-08,1.8567819282111486e-08
1955,1.970977603349411e-08,1.8771215692936494e-09
1956,5.145473469525541e-08,3.488456634670456e-09
1957,3.0922632010543794e-08,7.068030272172621e-09
1958,4.9633462229081715e-08,3.3088973783179654e-09
1959,4.5729413145068065e-08,1.9376869886400527e-08
1960,4.913791784577626e-08,8.305000243069571e-09
1961,4.933192965239641e-08,5.558527582660844e-09
1962,3.805173776072479e-08,5.0735651235811474e-09
1963,5.8841084893401785e-08,5.172842487688456e-09
1964,4.258777996923868e-08,9.125952382671443e-09
1965,5.143720827049947e-08,6.019247600352884e-09
1966,6.979234001835977e-08,4.431259692516676e-09
1967,5.078245596257247e-08,2.465167847631733e-09
1968,5.749012288447375e-08,2.6948494546985557e-09
1969,3.996746922307892e-08,4.541757636644661e-09
1970,4.3228016055607554e-08,1.3336302728816918e-08
1971,4.8300937471879024e-08,6.679916619845017e-09
1972,3.231992473651246e-08,5.643161382629103e-09
1973,3.6387143520499876e-08,6.064524216142786e-09
1974,3.037808715689039e-08,5.6255716751607565e-09
1975,2.8557400000295274e-08,1.3707552426467373e-08
1976,3.199574982737374e-08,2.8567633814091664e-09
1977,2.11564152863275e-08,7.052138428775834e-09
1978,4.514849250014663e-08,7.722768868845264e-09
1979,3.043026175486574e-08,2.925986564150662e-09
1980,2.5014662785594055e-08,6.253665696398514e-09
1981,2.8464972379182996e-08,3.795329661659963e-09
1982,4.034876344150007e-08,4.966001831974154e-09
1983,2.336666926616715e-08,6.94684787472255e-09
1984,2.7255340206977507e-08,6.95881025025713e-09
1985,2.8874678426049627e-08,1.2031116103372597e-09
1986,2.997242765090391e-08,2.997242676272549e-09
1987,1.772136820621384e-08,4.888653593049241e-09
1988,2.518552633112847e-08,4.1975875553212916e-09
1989,2.6342985570693145e-08,1.0976244357863152e-09
1990,2.9967581305356816e-08,3.2691906959314565e-09
1991,2.930732689865323e-08,3.5168792322792797e-09
1992,2.6998725921600908e-08,3.30596661157756e-09
1993,3.3235243224183364e-08,3.323524400133948e-09
1994,2.7429619020580276e-08,5.274926717646622e-09
1995,3.416143945500494e-08,1.6267352465071383e-09
1996,2.882569782869382e-08,4.80428297144897e-09
1997,3.787966806889642e-08,2.3974471297094624e-09
1998,2.8608776236893618e-08,3.337690568372409e-09
1999,3.0620348590026936e-08,3.6561608462992723e-09
2000,3.7995070645280293e-08,6.627047355323157e-09
2001,3.242096580091669e-08,8.762423564512289e-10
2002,3.1106672349068276e-08,4.819343757400674e-09
2003,2.9585152550026805e-08,1.2500769308587678e-09
2004,3.611928783842089e-08,1.7619165015858584e-09
2005,3.693074512867156e-08,2.251874686720612e-09
2006,2.5119128999051554e-08,2.8825228315376705e-09
2007,2.95591473520318e-08,7.988958938831558e-10
2008,4.470311798510096e-08,1.7029758714315335e-09
2009,3.385416791346074e-08,2.384096253749135e-09
2010,5.385123991175078e-08,2.834275814045384e-09
2011,5.238841427335217e-08,3.441574775164824e-09
2012,6.434037702618411e-08,3.0638274695071743e-09
2013,7.558528691831157e-08,6.9728123275325515e-09
2014,7.622367403925523e-08,5.413613113347537e-09
2015,8.156997455266435e-08,8.866301692833645e-09
2016,8.451067357029274e-08,6.8354220061905835e-09
2017,1.1471187910672143e-07,7.54683426862357e-09
2018,8.131620088391855e-08,5.162933303104467e-09
2019,7.219295605764842e-08,4.846876844322168e-09
