year,bon_ADJ or_NOUN,bon_ADJ corps_NOUN
2000,1.899753598877396e-08,1.1486881890121481e-08
2001,1.9277331730904734e-08,1.445799924226776e-08
2002,1.8401129509015846e-08,1.2267419968736704e-08
2003,1.2084076850271686e-08,1.2084076850271686e-08
2004,3.567880924038036e-08,1.6738207264666016e-08
2005,1.8465372453313478e-08,1.0358624180639708e-08
2006,1.647156044892739e-08,1.1530091992284497e-08
2007,9.586750421286538e-09,1.6377365241737607e-08
2008,1.4049550939310151e-08,1.3623806971452268e-08
2009,2.86091541568112e-08,1.668867355419934e-08
2010,5.668551850135373e-09,2.0784689525044087e-08
2011,1.2236710311697152e-08,1.529588808391047e-08
2012,1.2936160587173617e-08,1.463828702696901e-08
2013,2.0081699858565116e-08,2.0081699858565116e-08
2014,1.3858849179371191e-08,1.9489005964601347e-08
2015,2.1722438958704515e-08,1.573768493301486e-08
2016,2.2991875070488277e-08,2.3406142940496366e-08
2017,1.106868996458843e-08,1.7106156491308866e-08
2018,1.4456214003644163e-08,1.7553973663542166e-08
2019,1.6836519733942623e-08,2.2448691516796515e-08
