year,certain_ADJ or_NOUN,certain_ADJ corps_NOUN
1928,1.3711249802206282e-08,1.4853853258500749e-08
1929,3.342121912552898e-09,4.233354289340241e-08
1930,2.100720708497761e-09,3.466189113510154e-08
1931,3.4216069977333063e-09,4.219981875053236e-08
1932,2.1919073223131136e-09,2.6302888755935783e-08
1933,0.0,1.1470662641954732e-08
1934,1.1981580172459871e-08,1.677421224144382e-08
1935,0.0,4.6676309040094566e-08
1936,1.2124714565686645e-09,2.9099314957647948e-08
1937,0.0,3.651424407280501e-08
1938,9.075650453382877e-09,4.537825049055755e-08
1939,7.647025235257843e-09,6.270560959364957e-08
1940,0.0,3.0429394115571995e-08
1941,2.9515025978810172e-09,2.6563522936839945e-08
1942,0.0,1.517105907566929e-08
1943,8.709705845433291e-09,3.4838823381733164e-08
1944,0.0,3.855823393905666e-08
1945,0.0,2.832055301382752e-08
1946,4.1763312808029696e-09,3.201854070766785e-08
1947,5.960435478513659e-09,2.8610090296865565e-08
1948,2.174377566888097e-09,3.913879709216417e-08
1949,6.8719057111366055e-09,5.4975245689092844e-08
1950,3.190608444114673e-09,4.5732054587688253e-08
1951,4.264560704569931e-09,1.8124383771578323e-08
1952,0.0,2.4253049346611988e-08
1953,1.0773827385790469e-09,4.632745742583211e-08
1954,0.0,4.69081733456278e-08
1955,7.508486277174597e-09,5.7252208307545516e-08
1956,1.744228317335228e-09,4.186147961604547e-08
1957,2.6505113659425206e-09,3.710716001137371e-08
1958,0.0,2.8952852559882558e-08
1959,6.9756733722670106e-09,4.4179264024890585e-08
1960,5.536666791705613e-09,2.422291700554524e-08
1961,2.779263708063695e-09,2.292892631317045e-08
1962,6.341956571009888e-09,3.99543260698465e-08
1963,1.9398159745165344e-09,2.651081842941494e-08
1964,5.475571551727398e-09,3.285342842218597e-08
1965,5.472043540510896e-09,4.1040326692609597e-08
1966,1.1078149508847446e-09,2.658755882123387e-08
1967,1.9721342336964653e-09,2.662381248796919e-08
1968,1.7965663401398047e-09,4.132102743303889e-08
1969,4.995933444718048e-09,2.361714024345929e-08
1970,1.8394900047624674e-09,3.1731204330753826e-08
1971,6.166077093361366e-09,2.209510974182649e-08
1972,1.0260293725750103e-09,2.1546616935097518e-08
1973,1.102640756478479e-09,2.811733956775697e-08
1974,6.750685843659454e-09,2.81278591529599e-08
1975,1.7134440533084216e-09,1.0851811893530794e-08
1976,2.856763492431469e-09,2.3425460682346966e-08
1977,9.402850942308305e-09,1.8218024422367307e-08
1978,3.5643548113029055e-09,2.4950484345254154e-08
1979,1.7555920051037788e-09,2.399308984823989e-08
1980,2.8425753972882717e-09,2.3309118191150446e-08
1981,1.8976649140967083e-09,1.0753434587229549e-08
1982,1.2415004579935385e-09,3.1037512115972277e-08
1983,1.2630632095778083e-09,2.1472075117934253e-08
1984,4.059305780401701e-09,3.1894545948762953e-08
1985,4.210890747202711e-09,1.564045071233977e-08
1986,1.7983456390702202e-09,3.057187569766029e-08
1987,1.2221633705067347e-09,2.0776777631681398e-08
1988,1.1993107618124554e-09,3.298104539473101e-08
1989,5.488122178931576e-10,1.2073869015694072e-08
1990,1.089730194969718e-09,2.1249737969242233e-08
1991,1.7584396161396398e-09,2.3445860364290638e-08
1992,2.2039776670368383e-09,2.4243753671271406e-08
1993,5.539207426075166e-10,2.2710750613441633e-08
1994,5.274926606624319e-10,1.7407257857371405e-08
1995,3.253470381991974e-09,2.2232049090575856e-08
1996,3.2028553142993132e-09,1.5480466686312866e-08
1997,2.876936688878118e-09,1.7261619689179497e-08
1998,4.768129224785866e-10,2.193339376788117e-08
1999,1.3710603763428253e-09,2.0565904534919355e-08
2000,2.2090156370779823e-09,2.7391795498488136e-08
2001,8.762423564512289e-10,2.3220422917802352e-08
2002,4.38122149670761e-10,2.716357272447567e-08
2003,4.1669229178253886e-10,2.2084691408963408e-08
2004,4.404791253964646e-10,2.378587282692024e-08
2005,1.8014998381943315e-09,2.9724747108161864e-08
2006,8.235779835885637e-10,2.594270576139479e-08
2007,7.988958938831558e-10,3.1156940138998834e-08
2008,1.7029758714315335e-09,1.7881246705542253e-08
2009,1.430457752249481e-09,2.145686650578682e-08
2010,1.8895172093635892e-09,2.36189643953999e-08
2011,1.911985902935953e-09,1.4531093661673822e-08
2012,1.7021263287730903e-09,1.3617010630184723e-08
2013,1.3945624655065103e-09,1.5061274893923837e-08
2014,1.5158115873603606e-09,2.013864097705209e-08
2015,1.10828768384863e-09,1.3742767104862885e-08
2016,2.4856081637381067e-09,2.1334802369210593e-08
2017,7.54683426862357e-10,1.282961736848165e-08
2018,7.744400121190154e-10,9.809573597863164e-09
2019,1.02039510174734e-09,1.1734544003161318e-08
