year,un_DET are_NOUN,un_DET quart_NOUN
1883,1.4471285614270357e-07,1.609282838899162e-05
1884,9.242376020068832e-08,1.6690409779585025e-05
1885,1.6371914757229433e-07,1.5051203547500336e-05
1886,1.2777858227064343e-07,1.5095942615062086e-05
1887,1.2404956895029073e-07,1.6392824477406975e-05
1888,1.0905857417142784e-07,1.5433690350619145e-05
1889,1.2655575876152625e-07,1.5143461666866642e-05
1890,1.5075088288796223e-07,1.5752156855342037e-05
1891,1.3832057632612305e-07,1.6536001510303322e-05
1892,1.1095266749805432e-07,1.546504643101798e-05
1893,1.114673375823827e-07,1.5633756049737713e-05
1894,1.0586585896810163e-07,1.5717299334028212e-05
1895,9.509410947572405e-08,1.6124469993883395e-05
1896,7.135404911373655e-08,1.583470253763153e-05
1897,1.1303824309916166e-07,1.5532852557953447e-05
1898,1.216546299254162e-07,1.4964085153224005e-05
1899,1.1055156967643143e-07,1.5101344047252496e-05
1900,1.225088535061758e-07,1.4107206368407788e-05
1901,1.2798212334352854e-07,1.4183660539401899e-05
1902,1.0164287767011615e-07,1.4764241484499507e-05
1903,9.34238104655094e-08,1.4070273550714774e-05
1904,9.835564274141007e-08,1.4057332634820341e-05
1905,1.0115087789586141e-07,1.3707491973491415e-05
1906,1.1471531824458481e-07,1.4514831320866506e-05
1907,8.948547225440251e-08,1.3998819724747591e-05
1908,9.478980600441389e-08,1.4374653289905837e-05
1909,1.2102164137495208e-07,1.4274502120770194e-05
1910,1.1810572808634845e-07,1.4750924890449824e-05
1911,1.3354139472010473e-07,1.3458418720802001e-05
1912,1.224213976858124e-07,1.3852372035216831e-05
1913,1.4477161336401423e-07,1.3736334040004294e-05
1914,1.151839890134454e-07,1.384685685934528e-05
1915,9.778032228346945e-08,1.4551597416812001e-05
1916,1.109733647197686e-07,1.3545342881116085e-05
1917,1.0966424524028184e-07,1.4291444585978752e-05
1918,1.7344428826504554e-07,1.4403915486127516e-05
1919,1.390385036548203e-07,1.3509754751339642e-05
1920,1.4462962916184097e-07,1.233743688544564e-05
1921,1.0223209084836427e-07,1.2845651895077026e-05
1922,1.2690049722152708e-07,1.2096863315491646e-05
1923,1.1040586356259041e-07,1.1721068631231901e-05
1924,1.2118126879734348e-07,1.1779077283335937e-05
1925,9.348451457391604e-08,1.2528024456059939e-05
1926,9.697140512798796e-08,1.2184958279704006e-05
1927,9.69982593135299e-08,1.3635501602493605e-05
1928,1.4625332145357106e-07,1.2346979815447412e-05
1929,8.021092501309113e-08,1.2344683852916205e-05
1930,1.3654684727359978e-07,1.1885878052453336e-05
1931,1.1405356659111021e-07,1.1060914630434127e-05
1932,1.0630750701956515e-07,1.1397918058264622e-05
1933,8.029463227643419e-08,1.0965953435970732e-05
1934,8.626737901806791e-08,1.1238722095185949e-05
1935,1.089113839114475e-07,1.0796588867378887e-05
1936,1.4185915464537402e-07,9.933778244430869e-06
1937,1.0324717014675855e-07,1.0742741665126232e-05
1938,1.335417136871797e-07,1.0416252848699514e-05
1939,9.482311291719725e-08,1.0425954428683326e-05
1940,1.217175815693139e-07,1.0903866723310784e-05
1941,2.1841119535181974e-07,1.0905802184879576e-05
1942,3.4590012876201115e-07,1.1642270578704483e-05
1943,2.4096852158095317e-07,1.093938988105947e-05
1944,1.6065930807940276e-07,1.0834863530817529e-05
1945,1.1546071476686848e-07,1.1439324623552238e-05
1946,1.2946627681031941e-07,1.105892505393058e-05
1947,8.344609869759267e-08,1.0571428163075325e-05
1948,1.1632919849624557e-07,1.0769692039502843e-05
1949,8.344457014253237e-08,1.1057878452902514e-05
1950,1.6059396301670859e-07,1.0039780875104043e-05
1951,1.1194472115949594e-07,1.0902349742991646e-05
1952,1.2970109430909815e-07,1.029067419722196e-05
1953,1.3144069577197826e-07,1.0110159792020568e-05
1954,1.1042966008290023e-07,1.0262139937822212e-05
1955,9.76103229355374e-08,9.938420021171623e-06
1956,1.2558444195676088e-07,1.0461881458923017e-05
1957,1.4401111131379096e-07,9.398713132213743e-06
1958,8.520411026724517e-08,9.990388832648023e-06
1959,9.533419831342371e-08,9.527218765015277e-06
1960,9.82758352474633e-08,1.0112721383848111e-05
1961,8.685198760183255e-08,9.745487773216155e-06
1962,6.659053974900075e-08,9.817982629556354e-06
1963,1.1315593217986475e-07,9.7630935442794e-06
1964,6.449006278996805e-08,9.42041640428215e-06
1965,6.073968217279457e-08,9.577170203556307e-06
1966,4.3758689449724386e-08,1.2497813941081404e-05
1967,4.6345153603688516e-08,9.600842759027728e-06
1968,4.715986617886969e-08,9.65160387522701e-06
1969,3.9059117246109665e-08,1.0146287024781486e-05
1970,4.2308268943802574e-08,9.160200022506615e-06
1971,3.596878195288866e-08,9.641689416639565e-06
1972,4.719735197111774e-08,9.164494429114711e-06
1973,5.182411616511118e-08,9.212563156779652e-06
1974,3.825388633638127e-08,9.273192176806333e-06
1975,3.655347269315712e-08,8.550085567549104e-06
1976,4.228009747864192e-08,8.4788742924502e-06
1977,3.702372453062708e-08,8.600082651355478e-06
1978,3.742572596276972e-08,9.192470884045179e-06
1979,5.617894283105329e-08,9.123226561769116e-06
1980,3.4679418559058206e-08,8.569796079882508e-06
1981,3.668818771007665e-08,9.210000200710056e-06
1982,3.9728013434547904e-08,8.94438983323198e-06
1983,5.052252782800082e-08,8.952591883826244e-06
1984,2.145633087868859e-08,9.738274968640326e-06
1985,3.609334697785016e-08,9.515409828964039e-06
1986,3.237022216939778e-08,9.59237547704106e-06
1987,5.377518663696179e-08,9.659367890435533e-06
1988,3.418035615654347e-08,9.537518735669437e-06
1989,3.786804469996241e-08,9.682693701051903e-06
1990,3.650596192006361e-08,9.394019230057893e-06
1991,2.9893472863751214e-08,9.548913112666924e-06
1992,2.1488782309120324e-08,9.523938729216752e-06
1993,1.550978068198816e-08,9.834309025791299e-06
1994,2.8484603120659813e-08,9.40888645573068e-06
1995,2.1689803453295298e-08,9.228469025401864e-06
1996,3.20285518107255e-08,9.045397007412248e-06
1997,2.0138555933968405e-08,9.198525390274881e-06
1998,2.8131962537258914e-08,9.56009938590796e-06
1999,1.8280805091919206e-08,9.512873361927632e-06
2000,1.8113928690333125e-08,9.367110578750726e-06
2001,3.02303612975674e-08,9.366154586132325e-06
2002,2.0153618940366158e-08,9.523022754365229e-06
2003,1.541761440737588e-08,9.363492551983654e-06
2004,1.673820673731008e-08,9.850434594227409e-06
2005,2.2969122936977726e-08,9.829433338381932e-06
2006,1.3177248070483927e-08,9.775047431048733e-06
2007,1.5977917655618512e-08,9.794464119750046e-06
2008,1.7455502904217823e-08,1.026596424935633e-05
2009,1.4781396995289242e-08,9.675616638560314e-06
2010,1.0392344762522043e-08,1.0820792908816657e-05
2011,1.4148696353410983e-08,1.0863522447834839e-05
2012,1.0212758527750054e-08,1.2814969181818014e-05
2013,1.5898012406534434e-08,1.2309803764765093e-05
2014,1.1043770259400176e-08,1.323563412825024e-05
2015,1.2634479462647619e-08,1.3783109579890152e-05
2016,1.470651400659051e-08,1.3634596257361409e-05
2017,1.1823373391450787e-08,1.0976618341373978e-05
2018,8.260693684647435e-09,1.2553672149806516e-05
2019,1.122434656330995e-08,1.3187841432227287e-05
