year,son_DET ados_NOUN,son_DET cadeau_NOUN
1989,0.0,1.015302579787658e-07
1990,0.0,1.0406923056649475e-07
1991,0.0,1.0316178489233607e-07
1992,0.0,1.2452473274748854e-07
1993,0.0,1.1466159621775773e-07
1994,0.0,1.213233100649802e-07
1995,0.0,1.2525861481371692e-07
1996,0.0,1.1743802552643956e-07
1997,0.0,1.2946215299791675e-07
1998,9.536258449571733e-10,1.287394941762443e-07
1999,0.0,1.233954303181406e-07
2000,0.0,1.0912537895535479e-07
2001,0.0,1.2267393278975192e-07
2002,4.38122149670761e-10,1.366941044800285e-07
2003,0.0,1.7167722976552113e-07
2004,0.0,1.3346517180323758e-07
2005,0.0,1.409673608954165e-07
2006,4.1178899179428186e-10,1.5853876433880032e-07
2007,0.0,2.5804338488200074e-07
2008,0.0,2.801395346807567e-07
2009,0.0,3.6095218192144785e-07
2010,4.723793023408973e-10,4.5915268565011047e-07
2011,0.0,4.493167047314728e-07
2012,0.0,5.222123515835619e-07
2013,0.0,6.007775539274007e-07
2014,0.0,6.242978365378349e-07
2015,0.0,6.040168205601049e-07
2016,2.0713400439298368e-10,6.141523183345043e-07
2017,0.0,6.945602848418275e-07
2018,0.0,7.437205429283722e-07
2019,0.0,6.831545285024276e-07
