year,mon_DET canal_NOUN
1932,1.9727165678773417e-08
1933,9.176529758292418e-09
1934,1.0783422155213884e-08
1935,3.111753699158726e-08
1936,0.0
1937,1.2591118148108649e-09
1938,1.0372171566075394e-08
1939,1.3764645423464117e-08
1940,7.607348528892999e-09
1941,8.854508237732261e-09
1942,9.102635312174812e-09
1943,5.806470415592457e-09
1944,1.927911696952833e-08
1945,6.535512131478072e-09
1946,2.7842208538686464e-09
1947,1.7881307101674793e-08
1948,1.0871887834440486e-09
1949,4.908504269707237e-09
1950,1.0635361258337639e-08
1951,1.7058243040324328e-08
1952,1.0544804140977249e-08
1953,7.541679392097933e-09
1954,3.9090144454689835e-09
1955,8.447047505910632e-09
1956,1.5698054411927842e-08
1957,8.835037590415595e-09
1958,1.9853383936840885e-08
1959,1.3176271296266862e-08
1960,2.145458344315898e-08
1961,1.181187059273725e-08
1962,5.7077609305622445e-09
1963,7.759263787043835e-09
1964,1.0342746104008427e-08
1965,2.9001829937591594e-08
1966,9.970334780007306e-09
1967,1.5777073536504815e-08
1968,7.63540694559417e-09
1969,8.175164073476182e-09
1970,1.1496812751810026e-08
1971,9.249115473508596e-09
1972,1.0260293947794707e-08
1973,1.2129048654330177e-08
1974,7.875800511758513e-09
1975,7.996072248772634e-09
1976,7.427584769459372e-09
1977,7.052138095708926e-09
1978,7.72276909088987e-09
1979,8.192762912528906e-09
1980,1.0233271119375331e-08
1981,3.795329828193417e-09
1982,5.586751949948621e-09
1983,6.315316269933646e-09
1984,1.681712546997005e-08
1985,2.4663787234757706e-08
1986,1.2588419195935785e-08
1987,7.94406213033838e-09
1988,1.139345240375178e-08
1989,7.683371161526509e-09
1990,1.0352436519145414e-08
1991,2.9307325455363298e-09
1992,9.917899890243831e-09
1993,1.1078414630105726e-08
1994,8.967375286772494e-09
1995,8.675921314704738e-09
1996,6.4057106285986265e-09
1997,7.67183128136395e-09
1998,9.536258005482523e-09
1999,6.398281460207045e-09
2000,6.185244316725402e-09
2001,6.571817756650944e-09
2002,8.762442826881767e-09
2003,7.917153710401692e-09
2004,7.488145215006625e-09
2005,1.6213499098860495e-08
2006,9.059357708451898e-09
2007,8.787855249048349e-09
2008,8.940623352771127e-09
2009,1.1920481268745675e-08
2010,1.4171379292271524e-08
2011,1.682547690062819e-08
2012,1.4638286832679981e-08
2013,2.1197350874579968e-08
2014,2.77176991358985e-08
2015,1.8840890847471314e-08
2016,3.604131620926765e-08
2017,3.874041287765806e-08
2018,2.8137987273524345e-08
2019,6.071350805436637e-08
