year,un_DET otage_NOUN,un_DET cottage_NOUN
1905,4.541467912844155e-08,5.522012092029627e-08
1906,5.967254040895043e-08,8.076369795162464e-08
1907,6.017126830126784e-08,5.8628413568406756e-08
1908,8.30024735609669e-08,6.72860309691714e-08
1909,1.089194719972042e-07,7.041259220130769e-08
1910,1.2077780420227668e-07,6.573305622037395e-08
1911,6.810079056229768e-08,8.35298767931647e-08
1912,1.3179835950394292e-07,9.116486898719245e-08
1913,9.06811262191276e-08,6.840856991985333e-08
1914,8.839701498564168e-08,6.763710924673205e-08
1915,1.613964339952645e-07,7.539687540969453e-08
1916,1.8129312540082765e-07,7.801097723358907e-08
1917,1.3598366455092048e-07,6.579854527899442e-08
1918,1.0567466190991581e-07,7.121553391442603e-08
1919,8.931612982543413e-08,7.458357409451111e-08
1920,9.238122800070414e-08,1.113118037743277e-07
1921,7.572747584561057e-08,7.421292697040727e-08
1922,9.296198449915138e-08,6.566362892312938e-08
1923,7.218844899625765e-08,8.705077458870392e-08
1924,6.57472828402561e-08,9.539802370284178e-08
1925,1.1438105063099613e-07,4.6192347724627325e-08
1926,8.582526334066642e-08,7.022067161077672e-08
1927,1.0257287208492727e-07,9.922809995899229e-08
1928,1.0511957859726806e-07,5.5987601665918874e-08
1929,1.1251810549950392e-07,7.129860080112849e-08
1930,8.717990707118872e-08,5.566909833110145e-08
1931,1.0835089003791154e-07,5.5886248517822423e-08
1932,6.466126312165699e-08,6.246935957410216e-08
1933,7.111810251814177e-08,5.505918010406674e-08
1934,7.788027112098916e-08,5.99079026386562e-08
1935,7.779384425532498e-08,4.906996498021954e-08
1936,9.093535835447142e-08,5.577368611398015e-08
1937,9.317427673849465e-08,6.799203666751907e-08
1938,8.816345820061855e-08,7.390172385157712e-08
1939,5.505858169385647e-08,5.505858169385647e-08
1940,7.860926953817682e-08,1.01431314458722e-08
1941,7.673907065353092e-08,5.312704587367989e-08
1942,7.888950670498218e-08,4.854738722137597e-08
1943,1.5967794109172928e-07,4.3548528338988035e-08
1944,2.409889603427473e-07,8.996921252446555e-08
1945,2.2220740891754076e-07,5.664110602765504e-08
1946,2.6450097045938037e-07,4.872386316634447e-08
1947,1.8834975712422874e-07,5.7220179483508105e-08
1948,1.9460679578919837e-07,9.675979995016348e-08
1949,1.0995049037898497e-07,6.5773954949222e-08
1950,1.7122932405300162e-07,4.679559140186029e-08
1951,1.385982248969242e-07,4.584402679697064e-08
1952,8.435843090737194e-08,3.58523338794825e-08
1953,1.411371370885206e-07,2.8011951869189033e-08
1954,9.674810796944655e-08,5.961246940522358e-08
1955,9.385607580014721e-08,5.255940527248981e-08
1956,1.3953826538681824e-07,6.366433069615596e-08
1957,1.846522877935186e-07,6.184526313290917e-08
1958,1.745443358736054e-07,4.3015667028356575e-08
1959,9.84344978860463e-08,5.348016074435691e-08
1960,1.058887471039327e-07,3.875666770847275e-08
1961,1.7231434945585988e-07,3.265634729299194e-08
1962,1.6108569411699136e-07,5.010145476269656e-08
1963,1.4613280452380195e-07,5.819448034571906e-08
1964,1.2350455946830152e-07,4.4412969246732104e-08
1965,1.6908614597355154e-07,3.6662689439914686e-08
1966,1.8666682333190465e-07,3.711180018850513e-08
1967,1.0994648613760205e-07,3.845661644685805e-08
1968,1.1228539809060578e-07,4.3117591691510526e-08
1969,1.1354394491291941e-07,2.3162964879475112e-08
1970,1.1404838251571903e-07,2.943184043702196e-08
1971,1.7676087293860832e-07,4.367637995716933e-08
1972,9.388168642487926e-08,2.4624704053621826e-08
1973,1.1467463739700534e-07,2.7566018412361615e-08
1974,1.1194887561405409e-07,3.037808693484578e-08
1975,1.7362899340511717e-07,2.227477224892027e-08
1976,1.5083710347418844e-07,4.056604030466815e-08
1977,1.2047402569992371e-07,2.4682482946403184e-08
1978,1.1168311442322221e-07,2.9702957538013663e-08
1979,1.0709110975781755e-07,2.5163485517509798e-08
1980,1.6202680086507826e-07,6.651626582865333e-08
1981,1.726874950813695e-07,4.933928665629139e-08
1982,1.1173504399497602e-07,4.655626628657927e-08
1983,1.2314865971418953e-07,2.7787390166622572e-08
1984,1.6643154676643235e-07,2.9574944271359982e-08
1985,1.5279518084110322e-07,5.2936912187107055e-08
1986,2.2119651454932665e-07,4.136194864390319e-08
1987,2.419883436965975e-07,4.0942474299754394e-08
1988,2.458587111120458e-07,3.6578978013235286e-08
1989,1.9592596489648173e-07,4.3904978208608725e-08
1990,1.9833089481835486e-07,2.6698389943291545e-08
1991,2.0339283790526963e-07,4.8064014990245596e-08
1992,1.3554462552356483e-07,3.4712648755430564e-08
1993,1.3404881427092619e-07,2.714211727594673e-08
1994,1.6827016047216148e-07,3.956195004928276e-08
1995,1.5345536130695336e-07,3.0365723879821616e-08
1996,1.4359468636371275e-07,5.07118744774715e-08
1997,1.4528530845048238e-07,4.171558076748738e-08
1998,1.282626755916283e-07,4.3389977388841316e-08
1999,1.1242694944457732e-07,5.164327299134186e-08
2000,1.5772372874423013e-07,3.357704070339196e-08
2001,1.415131382631607e-07,3.94309058182607e-08
2002,1.4151344851498493e-07,4.4250335839990385e-08
2003,1.6667691360439107e-07,4.125253827425013e-08
2004,1.797154800531331e-07,3.876216220222162e-08
2005,1.7294398246825438e-07,3.6930744906626956e-08
2006,1.412436183567678e-07,6.465087087903498e-08
2007,1.3780954866149386e-07,6.590891105107133e-08
2008,1.8519863331789566e-07,1.2005979677098821e-07
2009,2.0169454018059696e-07,1.2206572463924203e-07
2010,2.215458885235222e-07,1.6391562329687304e-07
2011,2.2179038072778212e-07,2.2179038117187133e-07
2012,2.648508569125241e-07,2.2944663324864223e-07
2013,2.777968403644415e-07,2.6608252134963095e-07
2014,3.1615500195592006e-07,2.4924273844817435e-07
2015,2.7108718114732255e-07,3.191868565011191e-07
2016,2.922660834736579e-07,2.8232366133806863e-07
2017,2.618751443472789e-07,2.2338628902218716e-07
2018,2.9867569806274474e-07,2.436904580349619e-07
2019,2.5458858254889805e-07,2.497417055380424e-07
