year,un_DET are_NOUN
1879,1.2646303693131244e-07
1880,9.370055242818864e-08
1881,9.203710221727945e-08
1882,1.1513815967312269e-07
1883,1.4471285614270357e-07
1884,9.242376020068832e-08
1885,1.6371914757229433e-07
1886,1.2777858227064343e-07
1887,1.2404956895029073e-07
1888,1.0905857417142784e-07
1889,1.2655575876152625e-07
1890,1.5075088288796223e-07
1891,1.3832057632612305e-07
1892,1.1095266749805432e-07
1893,1.114673375823827e-07
1894,1.0586585896810163e-07
1895,9.509410947572405e-08
1896,7.135404911373655e-08
1897,1.1303824309916166e-07
1898,1.216546299254162e-07
1899,1.1055156967643143e-07
1900,1.225088535061758e-07
1901,1.2798212334352854e-07
1902,1.0164287767011615e-07
1903,9.34238104655094e-08
1904,9.835564274141007e-08
1905,1.0115087789586141e-07
1906,1.1471531824458481e-07
1907,8.948547225440251e-08
1908,9.478980600441389e-08
1909,1.2102164137495208e-07
1910,1.1810572808634845e-07
1911,1.3354139472010473e-07
1912,1.224213976858124e-07
1913,1.4477161336401423e-07
1914,1.151839890134454e-07
1915,9.778032228346945e-08
1916,1.109733647197686e-07
1917,1.0966424524028184e-07
1918,1.7344428826504554e-07
1919,1.390385036548203e-07
1920,1.4462962916184097e-07
1921,1.0223209084836427e-07
1922,1.2690049722152708e-07
1923,1.1040586356259041e-07
1924,1.2118126879734348e-07
1925,9.348451457391604e-08
1926,9.697140512798796e-08
1927,9.69982593135299e-08
1928,1.4625332145357106e-07
1929,8.021092501309113e-08
1930,1.3654684727359978e-07
1931,1.1405356659111021e-07
1932,1.0630750701956515e-07
1933,8.029463227643419e-08
1934,8.626737901806791e-08
1935,1.089113839114475e-07
1936,1.4185915464537402e-07
1937,1.0324717014675855e-07
1938,1.335417136871797e-07
1939,9.482311291719725e-08
1940,1.217175815693139e-07
1941,2.1841119535181974e-07
1942,3.4590012876201115e-07
1943,2.4096852158095317e-07
1944,1.6065930807940276e-07
1945,1.1546071476686848e-07
1946,1.2946627681031941e-07
1947,8.344609869759267e-08
1948,1.1632919849624557e-07
1949,8.344457014253237e-08
1950,1.6059396301670859e-07
1951,1.1194472115949594e-07
1952,1.2970109430909815e-07
1953,1.3144069577197826e-07
1954,1.1042966008290023e-07
1955,9.76103229355374e-08
1956,1.2558444195676088e-07
1957,1.4401111131379096e-07
1958,8.520411026724517e-08
1959,9.533419831342371e-08
1960,9.82758352474633e-08
1961,8.685198760183255e-08
1962,6.659053974900075e-08
1963,1.1315593217986475e-07
1964,6.449006278996805e-08
1965,6.073968217279457e-08
1966,4.3758689449724386e-08
1967,4.6345153603688516e-08
1968,4.715986617886969e-08
1969,3.9059117246109665e-08
1970,4.2308268943802574e-08
1971,3.596878195288866e-08
1972,4.719735197111774e-08
1973,5.182411616511118e-08
1974,3.825388633638127e-08
1975,3.655347269315712e-08
1976,4.228009747864192e-08
1977,3.702372453062708e-08
1978,3.742572596276972e-08
1979,5.617894283105329e-08
1980,3.4679418559058206e-08
1981,3.668818771007665e-08
1982,3.9728013434547904e-08
1983,5.052252782800082e-08
1984,2.145633087868859e-08
1985,3.609334697785016e-08
1986,3.237022216939778e-08
1987,5.377518663696179e-08
1988,3.418035615654347e-08
1989,3.786804469996241e-08
1990,3.650596192006361e-08
1991,2.9893472863751214e-08
1992,2.1488782309120324e-08
1993,1.550978068198816e-08
1994,2.8484603120659813e-08
1995,2.1689803453295298e-08
1996,3.20285518107255e-08
1997,2.0138555933968405e-08
1998,2.8131962537258914e-08
1999,1.8280805091919206e-08
2000,1.8113928690333125e-08
2001,3.02303612975674e-08
2002,2.0153618940366158e-08
2003,1.541761440737588e-08
2004,1.673820673731008e-08
2005,2.2969122936977726e-08
2006,1.3177248070483927e-08
2007,1.5977917655618512e-08
2008,1.7455502904217823e-08
2009,1.4781396995289242e-08
2010,1.0392344762522043e-08
2011,1.4148696353410983e-08
2012,1.0212758527750054e-08
2013,1.5898012406534434e-08
2014,1.1043770259400176e-08
2015,1.2634479462647619e-08
2016,1.470651400659051e-08
2017,1.1823373391450787e-08
2018,8.260693684647435e-09
2019,1.122434656330995e-08
