year,un_DET argot_NOUN,un_DET cargo_NOUN
1888,6.023583920544695e-08,3.1703073499755874e-09
1889,4.009687487593894e-08,3.759081934617825e-09
1890,3.9326319978272295e-08,5.898947996740844e-09
1891,3.378336543846672e-08,0.0
1892,4.2625885043889866e-08,5.641661360300532e-09
1893,4.3724757148311255e-08,9.237624942759481e-09
1894,4.222031435574536e-08,1.0082463086646953e-08
1895,3.370423939941247e-08,1.805584282088546e-08
1896,3.066455178668548e-08,1.5921978291366656e-08
1897,2.9133568446582103e-08,2.4472196047398143e-08
1898,3.508180057565369e-08,1.5277558773618694e-08
1899,2.819064981451902e-08,2.984892333302014e-08
1900,3.6856476981483866e-08,1.9206897405865675e-08
1901,4.694540578498163e-08,3.8003424518429085e-08
1902,5.4013121975060585e-08,4.8611808356469055e-08
1903,3.672149651023915e-08,4.860198377087954e-08
1904,3.3860139581065596e-08,3.923476299405593e-08
1905,6.657379003627284e-08,6.347733627620755e-08
1906,2.1091157265118454e-08,7.407625446376187e-08
1907,5.502842270743713e-08,5.1428433678335495e-08
1908,5.107844458507316e-08,3.879997234612631e-08
1909,1.1552065232178776e-07,4.015717891547865e-08
1910,3.954671567996115e-08,6.412980679826319e-08
1911,1.713160489025256e-07,8.512598759224943e-08
1912,2.6672237041225344e-07,1.0002088934868425e-07
1913,7.795394685317092e-08,8.962052566729994e-08
1914,6.29493897008615e-08,5.156492682845126e-08
1915,4.358881966481931e-08,2.4857408398304415e-07
1916,2.966614687238689e-08,2.384279209621809e-07
1917,1.513366605365718e-07,3.2350952849924397e-07
1918,9.878283435682533e-08,2.9290260172842864e-07
1919,5.800944435918609e-08,1.8876089136199425e-07
1920,1.1509791919550594e-07,1.9990691768612123e-07
1921,7.799930190621751e-08,1.8098866227944654e-07
1922,4.131644004701229e-08,1.7780824190793965e-07
1923,6.263409613183057e-08,1.3694572587041876e-07
1924,5.285566118118368e-08,2.2560342127775357e-07
1925,4.7292164850887275e-08,1.803701223934695e-07
1926,3.901148559748435e-08,1.315244291255624e-07
1927,5.5746123384103896e-08,1.4493992051001214e-07
1928,5.713020456710183e-08,2.0909655340517475e-07
1929,7.686880376667204e-08,2.094396425178502e-07
1930,5.2518016602220996e-08,2.1532387606271186e-07
1931,4.44808918587114e-08,1.9617213364853114e-07
1932,5.370172972973819e-08,1.917918845961708e-07
1933,2.982372149240575e-08,1.9844246068601024e-07
1934,4.4331848414458364e-08,1.7133659646617616e-07
1935,3.949533766700597e-08,2.4415300359237335e-07
1936,4.364897199238271e-08,2.2309475156134795e-07
1937,5.036447325856841e-08,1.9012589014266723e-07
1938,5.575042061334301e-08,2.554147204847368e-07
1939,3.976453033516236e-08,2.6611648351604344e-07
1940,1.7750480196809804e-08,2.155415437243846e-07
1941,7.969057236323351e-08,3.7188932111575923e-07
1942,3.9444752131245764e-08,2.488053638671772e-07
1943,5.2258235072599746e-08,2.554846965097113e-07
1944,6.7476911169706e-08,2.795471996108745e-07
1945,5.8819610515570275e-08,4.901633978704467e-07
1946,1.0997672550416837e-07,3.299301631898288e-07
1947,6.67568780254868e-08,4.243829963002099e-07
1948,8.15391567599022e-08,2.7940751223809457e-07
1949,5.693864890687905e-08,3.769731211633598e-07
1950,6.381216777207044e-08,3.6904703293316743e-07
1951,6.823297127311889e-08,3.699506496701588e-07
1952,8.64673932454707e-08,2.7416489878362427e-07
1953,7.757155728871368e-08,3.4368509727045193e-07
1954,7.329402107458804e-08,3.381297588589405e-07
1955,1.0793449067847405e-07,3.707315219259044e-07
1956,7.238547627963499e-08,3.8373022093196596e-07
1957,4.8592706747285774e-08,4.550044288009758e-07
1958,4.632456179765043e-08,3.466069991020504e-07
1959,3.5653439312000046e-08,3.80561719026673e-07
1960,6.851625095061209e-08,3.9171917265434786e-07
1961,4.5857850128339095e-08,3.939606294522946e-07
1962,5.834600003140622e-08,5.010145507355901e-07
1963,4.720218960141409e-08,4.920666505370264e-07
1964,6.205647540280523e-08,3.6260450286818013e-07
1965,6.949495290342611e-08,2.725077496990025e-07
1966,1.1521275489201344e-07,3.772109860022965e-07
1967,6.655953377343593e-08,3.96892005483096e-07
1968,6.602380947517972e-08,3.7009266051768464e-07
1969,5.0413512420188766e-08,4.182958868170772e-07
1970,6.070316943551646e-08,4.1158588004464036e-07
1971,4.8300936583700604e-08,3.139560824649834e-07
1972,5.489257115520729e-08,3.7603977176559056e-07
1973,4.5759591671412636e-08,3.9364275217224076e-07
1974,5.6255715863429145e-08,4.337315644420414e-07
1975,4.6262989439327384e-08,3.5411176924071697e-07
1976,8.855966759924172e-08,3.6509435474840757e-07
1977,4.8777289429757786e-08,4.483984561431953e-07
1978,4.81187889533885e-08,4.003958515852446e-07
1979,8.017203767529679e-08,3.733558919805091e-07
1980,3.922753866181239e-08,3.513423045831132e-07
1981,7.021360337589044e-08,3.6308653328376295e-07
1982,4.7797769187063466e-08,3.7058789104094103e-07
1983,6.757387893685518e-08,3.4039552687659125e-07
1984,5.219107634957254e-08,3.334429941048711e-07
1985,8.66240359442827e-08,3.037856881604739e-07
1986,7.193382267622894e-08,3.2010552253325386e-07
1987,7.63852071594684e-08,2.9331921425068685e-07
1988,6.776105720973646e-08,2.662469977821047e-07
1989,6.640627825404977e-08,2.7934540636209704e-07
1990,7.682598179847844e-08,3.149320164652636e-07
1991,1.0140335060526695e-07,2.3387246805839368e-07
1992,7.162927317949652e-08,3.228827321066774e-07
1993,7.256361911345266e-08,3.229357972145408e-07
1994,6.857404577509385e-08,2.6691129839662153e-07
1995,5.8562467319944744e-08,2.879321474580365e-07
1996,8.167280762805262e-08,2.935950647042773e-07
1997,6.56900565054741e-08,3.030373356693872e-07
1998,6.818424869159401e-08,2.941935743905333e-07
1999,7.495130138757133e-08,2.7786822620612384e-07
2000,6.273604880036032e-08,2.5447860707572545e-07
2001,7.491871811815543e-08,2.278230066821152e-07
2002,6.615644715379787e-08,3.1763856611632946e-07
2003,5.0419767028131446e-08,2.721000740280033e-07
2004,6.430994903272591e-08,3.034901201459661e-07
2005,6.44036214358934e-08,2.6076709147559995e-07
2006,6.465087265539182e-08,2.639567338036386e-07
2007,8.628075476302399e-08,2.3167980511829e-07
2008,7.407945168402819e-08,2.8056527856534785e-07
2009,6.055604395704961e-08,3.4998534026442485e-07
2010,1.0108917419815455e-07,3.6184255947091515e-07
2011,4.7034856676120285e-08,3.7321965606906815e-07
2012,6.263825153007829e-08,4.3472305932823474e-07
2013,5.6898149636275264e-08,4.1000136974389534e-07
2014,7.557403725044765e-08,5.374634852728377e-07
2015,5.452775420078382e-08,4.0807153212085723e-07
2016,5.799752200719155e-08,3.879619967506187e-07
2017,5.911686606907551e-08,4.276539335990037e-07
2018,5.317821499817299e-08,4.391074845955245e-07
2019,5.2550347795499164e-08,3.800971732914604e-07
