year,ton_DET cadeau_NOUN
1994,2.1627199364715466e-08
1995,1.8978576932227043e-08
1996,2.989331626679359e-08
1997,2.8289877551657128e-08
1998,3.0516027482718755e-08
1999,2.9249287103461086e-08
2000,2.6949991571711962e-08
2001,3.329720987821361e-08
2002,3.811662807606808e-08
2003,4.000246045521294e-08
2004,3.4357371170301576e-08
2005,3.602999720797584e-08
2006,4.406142029012017e-08
2007,6.431111954086077e-08
2008,7.322796236053364e-08
2009,9.488703245352781e-08
2010,1.5446803658392128e-07
2011,1.5831243338482182e-07
2012,1.8791475042689854e-07
2013,2.1281023698804802e-07
2014,2.1935959715335684e-07
2015,2.45818217337046e-07
2016,2.4400385711942363e-07
2017,2.940749794788644e-07
2018,3.015153247076796e-07
2019,2.8239435145849257e-07
