year,on_PRON ouvrait_VERB,on_PRON couvrait_VERB
1890,2.6872984015824386e-07,4.653614382732485e-08
1891,2.925766899863902e-07,6.565446852846435e-08
1892,2.745608451704129e-07,7.898325549149376e-08
1893,3.22085188741994e-07,7.143763358641309e-08
1894,2.829391050340746e-07,6.679631781025819e-08
1895,2.8046743594245527e-07,1.0352016843739875e-07
1896,2.3116353986551985e-07,5.071444864057639e-08
1897,3.024064234580237e-07,6.467651969543908e-08
1898,2.60850157474124e-07,8.770449966277738e-08
1899,2.918561285980559e-07,6.798921425854587e-08
1900,2.533233889323583e-07,6.696458498822722e-08
1901,2.1404870587105052e-07,6.538824326440817e-08
1902,2.3372951218902926e-07,5.9414436037741325e-08
1903,1.9224784253424332e-07,5.886239939911775e-08
1904,1.918741148188019e-07,7.363236598223466e-08
1905,2.3739491616936448e-07,6.192911206071017e-08
1906,2.500073712496942e-07,7.356183662210469e-08
1907,2.026280299105565e-07,5.6056992825403995e-08
1908,2.2248592657092559e-07,5.451641804654628e-08
1909,2.1398826532958992e-07,5.335954078589111e-08
1910,3.0515100135630746e-07,4.8631769722362606e-08
1911,2.2984016645466454e-07,5.533189195716659e-08
1912,2.2556793766170813e-07,5.730363472622457e-08
1913,1.8772584198245568e-07,4.719660906538081e-08
1914,1.942055636305895e-07,3.4823067096567684e-08
1915,1.96738717761491e-07,7.421880265923164e-08
1916,2.0766302455399455e-07,8.460345846117434e-08
1917,2.0945870637945063e-07,3.289927352767563e-08
1918,2.2743025596128064e-07,4.2499591401679027e-08
1919,1.906024635900394e-07,4.4197672188772685e-08
1920,2.445830880049016e-07,6.512119377077852e-08
1921,1.984059814219563e-07,5.300923078266351e-08
1922,2.464230455245797e-07,4.205423098646577e-08
1923,2.0807258138688667e-07,4.0340603302269074e-08
1924,2.2818175082761627e-07,4.254235985712285e-08
1925,2.419599134384498e-07,5.71905269808326e-08
1926,1.9617203861344024e-07,4.681378040771733e-08
1927,2.341337186351211e-07,5.4631201340527014e-08
1928,2.0681135382005778e-07,4.1133747963328915e-08
1929,2.4843106061211984e-07,3.6763341038081876e-08
1930,1.9641738191467084e-07,3.991369412759127e-08
1931,1.8818838043443975e-07,5.360517540964338e-08
1932,2.4330170944608653e-07,3.7262425145456746e-08
1933,2.0532485223156982e-07,5.505918010406674e-08
1934,2.1806475558605598e-07,3.5944740517379614e-08
1935,1.412257510935433e-07,3.949533855518439e-08
1936,1.745958950749582e-07,3.758661470953939e-08
1937,1.5109341688912536e-07,5.414180881402331e-08
1938,2.0355386354253824e-07,2.981999247531064e-08
1939,1.8352860564618823e-07,3.364691192331293e-08
1940,1.6229010491031204e-07,4.3108308922512606e-08
1941,1.269146103766161e-07,3.5418031174572207e-08
1942,1.6991586093695332e-07,3.3376329255929704e-08
1943,1.7709735189441744e-07,3.7742058811574e-08
1944,2.249230242057365e-07,4.4984606262232774e-08
1945,2.483494592198099e-07,5.010559167573092e-08
1946,1.9767967884831705e-07,3.201853981948943e-08
1947,2.0146272206034155e-07,4.053096169798209e-08
1948,2.0547868828657556e-07,3.587722940956439e-08
1949,1.659074460036436e-07,3.8286332326720185e-08
1950,1.6484810672068306e-07,3.828730310573292e-08
1951,2.0576505832536895e-07,3.411648485940333e-08
1952,2.056236745318074e-07,4.323369662273535e-08
1953,1.206668684972101e-07,3.2321481602259894e-08
1954,1.6613311615287785e-07,2.2476833949625075e-08
1955,1.633095720876554e-07,2.815682309531553e-08
1956,1.238402109748904e-07,2.7907652411229833e-08
1957,1.634481989754022e-07,3.003912896204497e-08
1958,1.927432666803952e-07,2.0680608781020737e-08
1959,1.6044048045671389e-07,2.712761659751095e-08
1960,1.418770887440246e-07,3.252791702657021e-08
1961,1.4174244356013332e-07,2.709782176424369e-08
1962,1.6045149742183185e-07,3.4880759613997725e-08
1963,1.681173777967615e-07,4.0089529473874563e-08
1964,1.6061676433309913e-07,4.867174530076568e-08
1965,1.351594729470662e-07,3.6115486157228816e-08
1966,1.667261564364253e-07,3.5450078428311826e-08
1967,1.4445883422808947e-07,3.451234942275505e-08
1968,1.6528410462512966e-07,2.9643344667817928e-08
1969,1.5124053298620765e-07,3.0429776476381676e-08
1970,1.411808554507843e-07,2.5292988148351014e-08
1971,1.5158272859139288e-07,3.08303840235169e-08
1972,1.5133933572997194e-07,3.9502132231916676e-08
1973,1.43343294567444e-07,2.095017470615801e-08
1974,1.468274248850321e-07,2.0814615142583648e-08
1975,1.2793715953307583e-07,3.198428855100133e-08
1976,1.2855435116421177e-07,2.9710340410105118e-08
1977,1.428057974095509e-07,2.9971587434118874e-08
1978,1.532672637694077e-07,3.9207901814108936e-08
1979,1.2347663513878615e-07,3.2771049873758784e-08
1980,1.4838243878045887e-07,4.15015994903456e-08
1981,1.4485508614825449e-07,3.289285777086093e-08
1982,1.514630518784088e-07,3.041676055470788e-08
1983,1.4146307769635769e-07,2.273513732831134e-08
1984,1.4845461393520054e-07,3.073474497128359e-08
1985,1.4798272829352754e-07,3.428867989541118e-08
1986,1.5645606410430446e-07,2.6375735595607352e-08
1987,1.1977200919943698e-07,2.81097576326772e-08
1988,1.4751522137146367e-07,3.238138979178018e-08
1989,1.399471205587588e-07,3.0733484202016825e-08
1990,1.5419681886896797e-07,3.59610967670676e-08
1991,1.5005350917363103e-07,2.4618153127153874e-08
1992,1.5262545005612083e-07,3.691662575633359e-08
1993,1.4955859661824888e-07,2.2710749947307818e-08
1994,1.3767558293409365e-07,2.3737170007365194e-08
1995,1.1820942624751751e-07,2.223204798035283e-08
1996,1.1209993999727885e-07,2.2953796419145078e-08
1997,1.3138011034641295e-07,2.8769367776959598e-08
1998,1.3255399089473485e-07,1.8595704198709484e-08
1999,1.3573497881225194e-07,3.244842883276533e-08
2000,1.4932946790224833e-07,2.5182779417320944e-08
2001,1.1829271784336015e-07,3.3735331861350915e-08
2002,1.318747706591239e-07,2.409671751024689e-08
2003,1.4542560755614886e-07,1.7084384351662152e-08
2004,1.2641750757325099e-07,1.4535810777260849e-08
2005,1.6123423129954517e-07,1.5763123362155795e-08
2006,1.3424320854937832e-07,2.2648394271129746e-08
2007,1.2542665750459037e-07,2.2768532836892064e-08
2008,1.5667378683303923e-07,2.2138686217587633e-08
2009,1.6354900544968132e-07,2.860915548907883e-08
2010,1.5682993392829303e-07,1.9839930587295385e-08
2011,1.9234579085036785e-07,2.0267051925593194e-08
2012,2.297870551615233e-07,2.6212745307674368e-08
2013,2.3372867374860107e-07,2.4823213262692434e-08
2014,2.730626427194238e-07,2.6634975336392586e-08
2015,2.6754064919032317e-07,3.236200152301194e-08
2016,2.51874951118225e-07,3.5212781579474495e-08
2017,1.8514900013144597e-07,2.1382695614136082e-08
2018,2.4678821120005523e-07,2.4265786713328907e-08
2019,2.3647655922331978e-07,2.3724187059315227e-08
