year,on_PRON offre_VERB,on_PRON coffre_VERB
1871,4.205986172678422e-07,0.0
1872,4.771350603505198e-07,1.8142017887967654e-09
1873,4.573307421651407e-07,1.7958013409646867e-09
1874,4.702017264435199e-07,0.0
1875,4.262537629529106e-07,1.7164581422868253e-09
1876,4.818673744466651e-07,6.04601479992084e-10
1877,4.1438266862314777e-07,6.184815992682502e-10
1878,6.045127989295906e-07,1.2078177347163432e-09
1879,5.076849376450809e-07,1.221865053580018e-09
1880,5.179201991722948e-07,2.5671385017744797e-09
1881,4.1765321867615057e-07,4.183504653809678e-09
1882,5.850083510949844e-07,8.652000893505374e-09
1883,4.967000464262128e-07,6.319338941018771e-10
1884,5.519018770883122e-07,6.601696966868076e-10
1885,5.034041521412291e-07,1.2891271383708158e-09
1886,6.182418132993917e-07,1.2906927748801422e-09
1887,6.045784175512381e-07,1.3057849246322917e-09
1888,4.666692348109791e-07,5.07249175996094e-09
1889,5.632357868989857e-07,4.385595886446936e-09
1890,4.935453148391389e-07,1.9663159434024635e-09
1891,5.016511153144165e-07,2.5496880162734215e-09
1892,5.146448671666803e-07,1.2537024751679837e-09
1893,5.28392135379363e-07,0.0
1894,7.00731149549938e-07,3.780923574225881e-09
1895,4.965356907860041e-07,3.611168697403855e-09
1896,4.3814926442564683e-07,5.89702897624278e-10
1897,4.6322373492557745e-07,5.826713556089658e-10
1898,4.685117929170701e-07,5.6583548957434e-10
1899,5.273309682252147e-07,2.7637891975018647e-09
1900,4.6408015919041645e-07,0.0
1901,4.543644891441545e-07,3.3532433496574754e-09
1902,3.771097922822264e-07,1.4730851538580225e-09
1903,3.9961630449170116e-07,2.7001101354784396e-09
1904,4.2943253930616265e-07,6.449550227216605e-09
1905,4.386645073850559e-07,2.580379465655369e-09
1906,5.262500764047218e-07,6.173021205313489e-09
1907,4.6851304347228506e-07,5.142843484406967e-09
1908,4.2434403013658084e-07,7.367083831866239e-09
1909,4.752849847022844e-07,2.200393367512987e-09
1910,4.7135407754694825e-07,3.2064905175488434e-09
1911,4.628725349675733e-07,5.852411666396051e-09
1912,4.131070951984839e-07,1.0418842455450772e-09
1913,4.5605710141671807e-07,1.5908969142053309e-09
1914,4.681023710872978e-07,0.0
1915,5.772573530293812e-07,0.0
1916,5.779404972372504e-07,1.0987462051303964e-09
1917,5.856070615095632e-07,3.289927441585405e-09
1918,5.433055889625393e-07,1.1486376294556067e-08
1919,5.266889218091819e-07,1.8415696745321952e-09
1920,5.209695430608008e-07,5.300562211374427e-09
1921,4.58908502309896e-07,2.2718242842501013e-09
1922,4.603831769145472e-07,1.4755870969551665e-09
1923,3.8323573292586843e-07,0.0
1924,4.7570095773608045e-07,1.289162443462999e-09
1925,5.334116224275931e-07,3.299453377181294e-09
1926,4.815131902091707e-07,1.1146138456652466e-09
1927,5.708403207904666e-07,2.2298449753321847e-09
1928,3.5534988640506526e-07,6.85562484559199e-09
1929,4.7346726717023557e-07,3.342121912552898e-09
1930,4.516549481081711e-07,8.402882833991043e-09
1931,5.600030021923885e-07,1.1405356659111021e-09
1932,4.624924372365058e-07,4.383814644626227e-09
1933,3.8656131806646954e-07,2.2941324395731044e-09
1934,4.1695898289617617e-07,0.0
1935,4.176931014399088e-07,0.0
1936,4.619516218440367e-07,1.2124714565686645e-09
1937,5.300860692614151e-07,1.2591118148108649e-09
1938,4.097007817449594e-07,1.2965214457594243e-09
1939,4.7564498117935727e-07,4.588215141154706e-09
1940,4.894060907645326e-07,0.0
1941,3.9254985750858395e-07,5.9030051957620344e-09
1942,5.249186472155998e-07,0.0
1943,5.080661580336709e-07,0.0
1944,5.590943814581806e-07,1.2852744646352221e-08
1945,4.574858607497845e-07,4.357008087652048e-09
1946,4.621806581894816e-07,1.3921104269343232e-09
1947,4.446484922482341e-07,1.1920870957027319e-09
1948,4.424858417451105e-07,4.348755133776194e-09
1949,4.221313645302871e-07,9.817008317369869e-10
1950,4.711465280138327e-07,2.1270722960764488e-09
1951,4.808292146663007e-07,2.1322803522849654e-09
1952,4.175742276402161e-07,7.381362632230548e-09
1953,4.912865421147217e-07,2.1547654771580937e-09
1954,4.153327708422694e-07,8.795282502305213e-09
1955,6.053717243048595e-07,3.754243138587299e-09
1956,3.898350229292191e-07,2.616342476002842e-09
1957,3.6665407066038824e-07,2.6505113104313693e-09
1958,3.987221361967386e-07,4.136121722897457e-09
1959,4.0381396715361006e-07,3.8753740216890264e-09
1960,4.2563124935668384e-07,0.0
1961,4.42597738015138e-07,2.08444772553662e-09
1962,4.5218148869707875e-07,1.9025869213429303e-09
1963,4.739616912274869e-07,1.2932106496776896e-09
1964,5.244380645308411e-07,1.8251904432275978e-09
1965,4.935783195492149e-07,5.472043373977442e-10
1966,4.652822838124848e-07,2.215629901769489e-09
1967,5.37406585010558e-07,2.4651677366094304e-09
1968,5.075299895906937e-07,1.7965663401398047e-09
1969,5.30477301197152e-07,1.3625273409534344e-09
1970,5.440291630520733e-07,2.7592350626548523e-09
1971,4.552620254116846e-07,4.624557625731995e-09
1972,4.673563651635959e-07,1.0260293725750103e-09
1973,4.515313847264224e-07,1.6539611347177186e-09
1974,4.534210731321764e-07,3.3753429495853027e-09
1975,5.031813969935683e-07,1.7134440533084216e-09
1976,4.290858655053853e-07,1.142705374768127e-09
1977,5.024648501716911e-07,1.1753563677885381e-09
1978,5.910888347671062e-07,1.7821774056514528e-09
1979,4.974177230110399e-07,1.7555920051037788e-09
1980,5.167801901961866e-07,2.2740603289328476e-09
1981,6.464711361786613e-07,0.0
1982,5.052906928426637e-07,6.207502289967692e-10
1983,5.405910599165509e-07,1.2630632095778083e-09
1984,5.352484819809433e-07,5.799008495621649e-10
1985,4.992913105184016e-07,0.0
1986,5.520921249058119e-07,6.593934065435292e-09
1987,5.224748491627906e-07,3.055408426266837e-09
1988,4.4854223091306267e-07,5.996553809062277e-10
1989,4.7088088450664145e-07,1.0976244357863152e-09
1990,4.179115293823088e-07,1.6345953479657283e-09
1991,5.556669080419852e-07,0.0
1992,5.66422258430066e-07,5.509944167592096e-10
1993,5.827246098988326e-07,2.2156829704300662e-09
1994,5.470098827231595e-07,5.274926606624319e-10
1995,4.4952116695640143e-07,1.6267352465071383e-09
1996,5.172611423631679e-07,1.067618438099771e-09
1997,5.255204342802244e-07,2.876936688878118e-09
1998,4.3103887747975023e-07,1.43043876743576e-09
1999,4.93124694855851e-07,1.8280804647829996e-09
2000,4.890761005071909e-07,8.836062992401139e-10
2001,4.937625774914522e-07,1.7524846851468823e-09
2002,4.981448924468168e-07,1.7524885431718928e-09
2003,4.408604539207772e-07,8.333845835650777e-10
2004,4.840865486244184e-07,1.3214373761893938e-09
2005,4.769470933752018e-07,4.5037495954858286e-10
2006,4.389670635873699e-07,4.1178899179428186e-10
2007,4.689518888767452e-07,1.5977918155218873e-09
2008,4.334073544498551e-07,2.1287198670449925e-09
2009,4.849251666882992e-07,2.384096253749135e-09
2010,4.7190692242793375e-07,1.4171379625338432e-09
2011,4.52758271762832e-07,4.971163591882544e-09
2012,4.326805225218777e-07,5.106378986319271e-09
2013,4.576954211188422e-07,3.3469500504423877e-09
2014,4.4521554087850745e-07,7.795602829929749e-09
2015,3.9144721597494936e-07,4.876465897751814e-09
2016,4.260746493400802e-07,2.485608052715804e-09
2017,5.104175500036945e-07,3.7734170232894826e-09
2018,3.7044047829226656e-07,2.5814667070633845e-09
2019,3.5535260423102955e-07,5.1019755087367e-09
