year,son_DET ouvert_ADJ,son_DET couvert_NOUN
1852,1.3672145193766028e-08,1.0416872697760482e-07
1853,2.8068079416243563e-08,1.6004777214639887e-07
1854,1.0391328908454511e-09,1.0391329219316958e-07
1855,1.4859423913549108e-08,1.1622191919968827e-07
1856,8.28350277259915e-09,1.4547901971972976e-07
1857,3.4170564155999728e-09,1.610897939485767e-07
1858,1.3212924976357954e-08,1.4925711511182271e-07
1859,5.0412516827691434e-08,1.5785736939832873e-07
1860,3.661747127736703e-09,1.7301754784426748e-07
1861,1.4147890858851042e-08,1.292174069966734e-07
1862,1.2198563048571032e-08,1.1023886559158314e-07
1863,1.048870412745373e-08,8.64069384931554e-08
1864,2.3973640850272204e-09,1.615823288503293e-07
1865,4.23615986733239e-09,1.124935786744885e-07
1866,4.865612801552288e-09,1.3185810487925664e-07
1867,3.105799351033056e-08,1.7178952660401592e-07
1868,8.348386870693503e-08,1.2744875466097483e-07
1869,4.883519366671862e-09,1.6506295086315959e-07
1870,4.931282049369656e-08,9.977244763703652e-08
1871,4.885741589077952e-08,9.559059233055223e-08
1872,1.2094679036067646e-08,1.0038583253546562e-07
1873,1.9155214303623325e-08,1.2211449051946488e-07
1874,5.078417686377179e-08,1.5952206378067046e-07
1875,2.574687130163511e-08,1.0756470913975136e-07
1876,1.6928840551599933e-08,1.2212949296319664e-07
1877,1.0514186854493346e-08,1.564758487226925e-07
1878,1.8117265909722846e-08,1.73321840435392e-07
1879,1.0385853066452455e-08,1.4234727530038072e-07
1880,7.059631101924424e-09,1.3605833704133374e-07
1881,1.673401861523871e-08,1.0528486349414834e-07
1882,1.7304001787010748e-08,2.029892414157075e-07
1883,2.7173157945981075e-08,1.4660866964888442e-07
1884,1.5844072720483382e-08,1.6966361648940165e-07
1885,3.7384687345820566e-08,1.6049632467485253e-07
1886,1.1616235084943582e-08,1.5101105610426657e-07
1887,2.2198344495905076e-08,1.3384295538543256e-07
1888,1.7119660356001987e-08,1.4646819224140017e-07
1889,1.50363277384713e-08,1.6289355020404628e-07
1890,6.554386544621593e-08,2.195719410735819e-07
1891,1.1473596295275001e-08,1.759284784519366e-07
1892,1.7551833764173352e-08,1.6862298579667367e-07
1893,6.774258043407144e-09,1.102356537163729e-07
1894,5.041231432301174e-09,1.8589541195268566e-07
1895,1.6852119699706236e-08,1.691230684386369e-07
1896,4.1279202278587945e-09,1.4211840326794345e-07
1897,1.2236098356765979e-08,2.0102161712998168e-07
1898,1.0750873968845553e-08,1.6635562793965164e-07
1899,1.1055156790007459e-08,1.7577699118476175e-07
1900,1.038210584169974e-08,1.5884622950324e-07
1901,1.900171220370339e-08,2.0454783911105778e-07
1902,1.3748794991386148e-08,1.600752481678569e-07
1903,2.3220946943069976e-08,1.841475167907447e-07
1904,4.2997001514777367e-08,1.5640159301000267e-07
1905,3.251278357652154e-08,1.5275846543261196e-07
1906,2.6749759740596346e-08,1.990799463058579e-07
1907,5.65712765521198e-09,1.6559955245964986e-07
1908,1.3260750719723546e-08,1.645315397258429e-07
1909,1.7603147384193107e-08,2.0243619536230995e-07
1910,9.619471441624228e-09,1.9987123689446662e-07
1911,9.576673676292558e-09,1.585471487430823e-07
1912,1.0418842677495377e-08,1.2815175587377325e-07
1913,1.4318072061314524e-08,1.3787773922580016e-07
1914,1.2054139020278853e-08,1.3862258807506578e-07
1915,1.4136913861761968e-08,1.6021836257706923e-07
1916,2.197492410260793e-09,1.5272572007063445e-07
1917,0.0,1.6997957263953367e-07
1918,6.89182577673364e-09,9.763420205644024e-08
1919,8.287063479883727e-09,2.071765878852716e-07
1920,2.7260034229925623e-08,1.5523075447276824e-07
1921,9.844571380313027e-09,1.8780413135743856e-07
1922,7.377935595798135e-09,1.696925187033571e-07
1923,6.369568872344189e-09,1.7728632695224178e-07
1924,5.156649773851996e-09,1.9595268674343913e-07
1925,1.6497267552040284e-08,1.7487102743629634e-07
1926,4.458455382660986e-09,1.9282819474497614e-07
1927,3.5677519605314956e-08,2.72041098536846e-07
1928,1.7139061725401916e-08,1.95385305268303e-07
1929,7.798284684668033e-09,2.2726428561270495e-07
1930,8.402882833991043e-09,1.7120873518905455e-07
1931,4.5621426636444085e-09,1.7108035610391426e-07
1932,2.520693342944469e-08,1.6329709495721545e-07
1933,8.02946331646126e-09,1.6632459676202416e-07
1934,1.1981580172459871e-09,1.7972370081054123e-07
1935,2.393656828303392e-09,1.7354012182835277e-07
1936,8.487299751891442e-09,1.612587050559e-07
1937,2.0145789036973838e-08,1.2339295762942015e-07
1938,9.075650453382877e-09,2.009608207620417e-07
1939,9.176430282309411e-09,1.6823454807024518e-07
1940,5.0715658339584024e-09,1.3186071612381056e-07
1941,6.198155233505531e-08,1.8004165447393916e-07
1942,1.2136847082899749e-08,2.123948235066564e-07
1943,2.9032352077962287e-09,1.5967793931537244e-07
1944,1.6065930807940276e-08,2.7312083084041205e-07
1945,2.178504043826024e-09,2.00422371587905e-07
1946,9.744772988540262e-09,2.0324812410876802e-07
1947,1.1920870957027319e-09,2.074231568727214e-07
1948,3.2615663503321457e-09,1.9460679467897535e-07
1949,1.9634017078828947e-08,2.1302908637110818e-07
1950,2.7651939404904624e-08,2.212155205683075e-07
1951,9.595261474260042e-09,2.0789733667925248e-07
1952,5.272402070488624e-09,2.077326430871551e-07
1953,7.54167928107563e-09,2.1116701454104714e-07
1954,7.818028890937967e-09,1.9056445754728202e-07
1955,5.631364707880948e-09,1.8771216137025704e-07
1956,1.0465369904011368e-08,1.89248779314255e-07
1957,8.835037701437898e-10,1.8553579295144118e-07
1958,4.1361216673863055e-09,1.3318311398169413e-07
1959,4.650448914844674e-09,1.9376870241671895e-07
1960,7.612916519406099e-09,1.474137458767899e-07
1961,5.55852741612739e-09,1.827365885276322e-07
1962,1.9025868880362395e-08,1.30010101184741e-07
1963,1.0992290633282664e-08,1.2220840694965318e-07
1964,1.3384730657151067e-08,1.575747758941759e-07
1965,3.009623839034248e-08,1.614252838066932e-07
1966,2.215629990587331e-08,1.634027038122099e-07
1967,8.381570104631919e-09,1.493891677029069e-07
1968,7.635406973349745e-09,1.1498024266032303e-07
1969,1.090021850558287e-08,1.3171097479336424e-07
1970,1.241655755990223e-08,1.43020351783818e-07
1971,7.707596338946132e-09,1.3822289224307838e-07
1972,3.5911027485013847e-09,1.3184476843619564e-07
1973,1.1577728109557484e-08,9.868634509579977e-08
1974,1.1251143128276908e-08,1.2488769263185873e-07
1975,3.998036124386317e-09,1.0794697846705503e-07
1976,6.2848797277581525e-09,1.2855435449488084e-07
1977,6.464460078348111e-09,1.2811384397792835e-07
1978,8.910887139279566e-09,1.1465340987726336e-07
1979,1.404473604083023e-08,1.0416512885580431e-07
1980,4.548120546843393e-09,1.1881965145121853e-07
1981,2.5302198114474095e-09,1.1828777934930201e-07
1982,1.9864007327896616e-08,1.0490679080987775e-07
1983,1.1999100379966876e-08,9.220361363304619e-08
1984,8.118611560803402e-09,1.298977931885048e-07
1985,6.617113967877231e-09,1.251236070309858e-07
1986,2.3977941854269602e-09,1.1689246592894165e-07
1987,3.0554083707556856e-09,1.0999470489991836e-07
1988,4.197587610832443e-09,1.2352901190837429e-07
1989,3.2928733073589456e-09,1.5696029009859558e-07
1990,4.358920779878872e-09,1.1660112764211306e-07
1991,6.4476117778156095e-09,1.1136784161536184e-07
1992,7.713921945651236e-09,1.2287175366054726e-07
1993,4.4313659408601325e-09,1.1743120076346258e-07
1994,9.494868002946077e-09,9.969611580729065e-08
1995,4.337960657352369e-09,1.0194207877844974e-07
1996,1.067618438099771e-09,1.0569422492778813e-07
1997,4.794894259418925e-09,9.062350758703985e-08
1998,6.198567881199324e-09,9.05944526063962e-08
1999,9.140402323914998e-10,8.774786430798542e-08
2000,7.068850393920911e-09,9.454587368562528e-08
2001,4.3812117822561447e-10,8.455738664814305e-08
2002,4.38122149670761e-10,1.1303551117336497e-07
2003,2.083461403401543e-09,1.0375638193060865e-07
2004,4.404791198453495e-09,9.60244479486505e-08
2005,4.954124666056714e-09,8.196824241579748e-08
2006,6.1768350434476815e-09,1.0006472361823171e-07
2007,6.7906151812735516e-09,1.0825039509221313e-07
2008,5.108927503272298e-09,1.0473301648161737e-07
2009,3.814554005998616e-09,1.2397301007993633e-07
2010,4.723792912386671e-09,1.2659765746825258e-07
2011,3.4415748029203996e-09,1.3689820099749284e-07
2012,7.489355802192676e-09,1.753190157494089e-07
2013,6.136075203500013e-09,1.6232707800156732e-07
2014,4.980523993225461e-09,2.070165545653424e-07
2015,1.5516027351836215e-09,1.955019484078946e-07
2016,1.86420612280358e-09,2.0879108220128728e-07
2017,1.7609279590047322e-09,1.521944863469571e-07
2018,4.3884935685412074e-09,1.8483301111871242e-07
2019,2.806086474294034e-09,1.8826289593931733e-07
