year,son_DET an_NOUN,son_DET camp_NOUN
1840,9.427138925044432e-08,8.262122719315812e-06
1841,6.741575964142044e-08,4.588123829307733e-06
1842,7.714504635103481e-08,6.21721983407042e-06
1843,7.560846043697111e-08,3.8123203012219165e-06
1844,8.232841669508772e-08,5.451238848763751e-06
1845,7.812318997268974e-08,4.176242782705231e-06
1846,6.557041376531458e-08,4.558900400297716e-06
1847,7.065122886729114e-08,5.046439582656603e-06
1848,6.75798647598036e-08,4.651747076422907e-06
1849,6.703532084983976e-08,3.0325102216011146e-06
1850,6.992665557703504e-08,6.242481958906865e-06
1851,6.384944617465749e-08,4.186975729680853e-06
1852,6.64075603395986e-08,3.0124292607069947e-06
1853,1.361600512339578e-07,3.4290833355044015e-06
1854,8.78067258902604e-08,4.785206783708418e-06
1855,8.384960636931282e-08,4.039640316477744e-06
1856,6.885661679723043e-08,3.413838612686959e-06
1857,6.882927949813933e-08,4.717490355687914e-06
1858,7.780944633051234e-08,3.910536634066375e-06
1859,7.027199155906771e-08,3.490175686238217e-06
1860,6.316513795345813e-08,4.165237442066427e-06
1861,5.4233584068086316e-08,2.592836835901835e-06
1862,4.9246050931595065e-08,3.387134256627178e-06
1863,6.842630428938179e-08,2.735553835009341e-06
1864,6.376988459511068e-08,2.6586767489789054e-06
1865,5.64821325821363e-08,3.3536266528244596e-06
1866,5.936047775545461e-08,3.886164904542966e-06
1867,8.589476685472164e-08,3.010198952324572e-06
1868,1.0027944497004171e-07,2.2194853954715654e-06
1869,5.71371735480497e-08,3.3198164146597264e-06
1870,7.511604183108034e-08,3.3595792956475634e-06
1871,7.22240054429335e-08,2.1624716737278504e-06
1872,6.228759585891197e-08,2.7267453788226703e-06
1873,5.028243821314504e-08,1.970592620637035e-06
1874,6.03435516555173e-08,2.5732640551723307e-06
1875,6.122034090783046e-08,2.0729091829707613e-06
1876,6.227395332736307e-08,1.8942164388136007e-06
1877,6.061119739442233e-08,2.024290324698086e-06
1878,6.52221585073498e-08,2.383628270763438e-06
1879,5.254019630474005e-08,2.2311255634122062e-06
1880,6.096953786283166e-08,1.9689953205670463e-06
1881,6.414706832380546e-08,2.3176614831754705e-06
1882,6.988154366283084e-08,2.0751490410475526e-06
1883,6.192952090033899e-08,1.909072352646035e-06
1884,5.0172896060018957e-08,2.3039922325551743e-06
1885,6.832373844467554e-08,2.0903196400468005e-06
1886,4.0656823463436353e-08,1.8889288639911683e-06
1887,5.8760320276185496e-08,2.661189682839904e-06
1888,7.355113318396889e-08,1.7804445633373689e-06
1889,3.696430755928404e-08,1.7110088492700015e-06
1890,4.653614438243636e-08,1.7388787227901048e-06
1891,4.398211705947119e-08,1.4769067320230533e-06
1892,5.955086601616699e-08,1.3257903219709988e-06
1893,4.3108915770417866e-08,1.1645565791695844e-06
1894,5.6713853835432815e-08,1.3857085150448256e-06
1895,4.333402414680165e-08,1.622016611690924e-06
1896,4.8945341502015793e-08,1.4194148434398812e-06
1897,3.7290966981018414e-08,1.257404733223666e-06
1898,2.4330925163518202e-08,1.1486459925436066e-06
1899,4.2009595802028343e-08,1.2077758810846717e-06
1900,3.062721309898819e-08,1.2775182085533743e-06
1901,5.58873880507349e-08,1.0803032637340948e-06
1902,3.830021277906326e-08,1.1706116538334754e-06
1903,4.3201761279476614e-08,1.737250840960769e-06
1904,4.245953988402107e-08,1.3028090961597627e-06
1905,3.767354206374307e-08,1.2009086276520975e-06
1906,3.7552547016428406e-08,1.3045652167420485e-06
1907,5.2457003574257755e-08,9.581117410562001e-07
1908,4.2729083382653243e-08,1.0412144320071093e-06
1909,4.950885273968808e-08,1.024833181872964e-06
1910,3.7409056519166484e-08,8.262056780949933e-07
1911,3.617854271720233e-08,1.0273641919411602e-06
1912,4.1675368378513156e-08,1.1158580264236662e-06
1913,7.424185671789374e-08,1.013401288219029e-06
1914,6.76371111341112e-08,9.92457444226602e-07
1915,3.062998121805549e-08,9.64844389272912e-07
1916,3.515987700986045e-08,8.735032110962493e-07
1917,3.9479127189601115e-08,7.522967280237935e-07
1918,4.020231880730307e-08,1.0372198175900849e-06
1919,3.9593748335509105e-08,7.762216114315379e-07
1920,3.256059644130005e-08,6.587841880900669e-07
1921,4.695103461571648e-08,5.051022640145675e-07
1922,3.246291635505827e-08,5.186688554204011e-07
1923,2.866305903737043e-08,7.261308496708807e-07
1924,3.996403508121915e-08,8.121723453768936e-07
1925,4.289289257108919e-08,9.293460152548505e-07
1926,4.0126098888038086e-08,8.103242521428911e-07
1927,3.2332752919472796e-08,8.428813771388377e-07
1928,2.5137290693422187e-08,7.23268385627307e-07
1929,3.7877380565376484e-08,8.678376843818114e-07
1930,3.886333299618627e-08,7.489069275834481e-07
1931,2.737285687004487e-08,8.451369239992346e-07
1932,3.835837958376942e-08,8.175814514288504e-07
1933,3.6706119699303486e-08,6.882397087792924e-07
1934,2.156684431042777e-08,1.2652549230551813e-06
1935,2.992071124197082e-08,8.13843314517726e-07
1936,2.9099315845826368e-08,7.711318517067411e-07
1937,2.392312392629492e-08,9.92180162029399e-07
1938,2.852347158466273e-08,7.143833045120118e-07
1939,3.823512795264605e-08,7.218791893137677e-07
1940,1.7750480196809804e-08,1.1411023024265887e-06
1941,5.31270463177691e-08,7.585361458950501e-07
1942,4.2478965012193726e-08,7.706897804382606e-07
1943,4.354852944921106e-08,1.0945196891043452e-06
1944,2.8918675454292497e-08,1.5326897937484318e-06
1945,1.742803235060819e-08,9.520062462797796e-07
1946,2.7842208538686464e-08,7.489554150197364e-07
1947,2.980217805870211e-08,1.094335971174587e-06
1948,3.261566305923225e-08,8.599663487984799e-07
1949,2.4542519905246252e-08,6.695199772366323e-07
1950,2.4461331626923766e-08,8.837985205900623e-07
1951,3.624876732111204e-08,8.806317737253266e-07
1952,4.007025555807786e-08,7.50790036363469e-07
1953,2.2625038065271497e-08,6.356557946674002e-07
1954,2.9317608785106586e-08,8.326200600095035e-07
1955,2.5341140741375057e-08,5.969246785753057e-07
1956,1.8314397332019894e-08,4.831512683267647e-07
1957,1.943708272111877e-08,6.202196232152346e-07
1958,2.4816729671250926e-08,7.77590855705057e-07
1959,1.705164498488898e-08,5.34801586127287e-07
1960,2.9067500517676592e-08,7.294558486137248e-07
1961,3.474079651732964e-08,7.761094025227067e-07
1962,1.775747771048941e-08,8.073310482359375e-07
1963,2.7157423310164575e-08,7.338970249293197e-07
1964,2.2510682928800207e-08,6.777540875191335e-07
1965,3.666269171587189e-08,8.443362844445801e-07
1966,3.4342264032538594e-08,6.519491080325679e-07
1967,4.585212198815469e-08,1.030933162837755e-06
1968,4.805814923791729e-08,1.3878475328965578e-06
1969,3.0883953477944814e-08,1.2785047829311225e-06
1970,3.495030997946458e-08,8.070762191891845e-07
1971,3.442726392854922e-08,9.906830200634431e-07
1972,3.026786543625093e-08,8.059460583353939e-07
1973,3.19765822709428e-08,8.076843300841574e-07
1974,3.431598794012558e-08,8.072695436567301e-07
1975,3.1413141421410273e-08,8.281646159957745e-07
1976,3.4281162297755685e-08,8.78169089446601e-07
1977,2.4094806150287695e-08,9.12664233965188e-07
1978,3.0891073921068823e-08,8.613857289674343e-07
1979,3.39414459871179e-08,8.467805514555948e-07
1980,2.842575275163739e-08,8.647114100313047e-07
1981,3.921840530107801e-08,8.779862810115446e-07
1982,4.469401748696811e-08,9.118820685216633e-07
1983,3.599730202807905e-08,8.721451649762457e-07
1984,3.131464598737921e-08,9.41758969474904e-07
1985,2.827312228781409e-08,8.752637086217874e-07
1986,4.07625022069702e-08,8.955761359175085e-07
1987,4.399788133824245e-08,9.306774018114083e-07
1988,2.9383113941960914e-08,1.0410017239337321e-06
1989,2.4147736810142817e-08,9.505427556177892e-07
1990,7.79157096619798e-08,1.1028070048269e-06
1991,3.0479618662315744e-08,1.1429857522671227e-06
1992,2.7549721615116596e-08,1.1378034514564206e-06
1993,3.877445237110422e-08,1.0696209074012586e-06
1994,3.059457520659947e-08,1.2543775937956525e-06
1995,3.958388955505043e-08,1.2894588508061133e-06
1996,4.2704737523990843e-08,1.0788284043883323e-06
1997,4.363353844905049e-08,1.265852120013733e-06
1998,5.6263925851673946e-08,1.348903765574505e-06
1999,3.9760751607831324e-08,1.3971105090604397e-06
2000,3.843687301774423e-08,1.2131914672863786e-06
2001,2.716351366061076e-08,1.5873130223553744e-06
2002,3.811662852015729e-08,1.4953109257476171e-06
2003,3.5418845301116164e-08,1.5580125136693823e-06
2004,3.611928783842089e-08,1.4993909189797705e-06
2005,4.4136746257805726e-08,1.3907579159422312e-06
2006,3.62374311668745e-08,1.4272605994847254e-06
2007,3.8347003267213964e-08,1.5973923837009352e-06
2008,2.3415917621560922e-08,1.5275693385774503e-06
2009,2.384096209340214e-08,1.5220070963550825e-06
2010,1.936755145148794e-08,1.452094011256122e-06
2011,1.2619107203626356e-08,1.5861835436226102e-06
2012,8.170206400315294e-09,1.679317847447237e-06
2013,8.646287685820653e-09,1.529835117253242e-06
2014,2.9016966135442246e-08,1.6357772665287484e-06
2015,6.871383573248124e-09,1.4454287793341791e-06
2016,9.113895860224375e-09,1.7150695157397422e-06
2017,6.540589680970044e-09,1.5523837646469474e-06
2018,5.162933414126769e-09,1.3841824966220884e-06
2019,1.0459050070465992e-08,1.3053404472884722e-06
