year,non_ADV ouvert_ADJ,non_ADV couvert_ADJ
1990,9.262707045820662e-09,4.794812724639996e-08
1991,8.20605094986604e-09,4.9822453718206816e-08
1992,9.366905473484621e-09,4.4630546369717194e-08
1993,6.093128224193833e-09,3.10195602537533e-08
1994,5.274926717646622e-09,5.1694279079583794e-08
1995,4.880205572987961e-09,5.259777324795323e-08
1996,2.6690460952494277e-09,4.3238546965085334e-08
1997,9.58978851883785e-09,3.931813452595634e-08
1998,6.675381136744818e-09,4.625085381348981e-08
1999,5.941261704833778e-09,6.809599994994642e-08
2000,7.95245647111642e-09,4.9040149718848625e-08
2001,1.664860427297299e-08,4.775520778821374e-08
2002,8.324320788233308e-09,3.7678503872484725e-08
2003,1.7917768602160322e-08,4.041915246943972e-08
2004,1.3214373595360485e-08,5.550036874524267e-08
2005,1.261049931144953e-08,3.557962102718193e-08
2006,1.4824403926638752e-08,3.047238550379916e-08
2007,1.1184542181297275e-08,2.7961355897332396e-08
2008,1.4049550856043425e-08,4.257439556454301e-08
2009,1.192048149079028e-08,6.103286409597786e-08
2010,8.030448306328708e-09,6.518834538837837e-08
2011,1.1471915861704929e-08,5.46828005099087e-08
2012,1.5659562535574878e-08,2.5872321174347235e-08
2013,1.2551062411603198e-08,3.123820135897404e-08
2014,1.4508482415465096e-08,2.9016964830930192e-08
2015,1.3521109565317602e-08,3.2583656661699933e-08
2016,1.1599504468051691e-08,3.0034431830472386e-08
2017,1.106868996458843e-08,3.8740413543791874e-08
2018,1.523065407127433e-08,3.071945542387766e-08
2019,1.4795729086358733e-08,2.423438338894357e-08
