year,ton_DET or_NOUN,ton_DET corps_NOUN
1846,8.196302081486806e-08,5.860356075970685e-07
1847,5.662884650092792e-08,5.20985423690945e-07
1848,4.263967567919025e-08,5.62361009315282e-07
1849,5.614208120618969e-08,4.1226721592124704e-07
1850,3.937617609750532e-08,5.41082997074227e-07
1851,7.22337163416853e-08,4.1921352078588825e-07
1852,5.9245962802378926e-08,5.078225342458609e-07
1853,5.4344578614973216e-08,4.956703456571177e-07
1854,5.6632741163298306e-08,5.923057493362194e-07
1855,8.331890910540096e-08,7.058226358935826e-07
1856,4.245295315286057e-08,6.134969421367487e-07
1857,1.1081025430570435e-07,7.400367643128902e-07
1858,9.542668333306636e-08,7.223065789929706e-07
1859,6.517981754328162e-08,7.225793829945815e-07
1860,8.833965159382728e-08,6.559104583914177e-07
1861,8.064297785104202e-08,7.2437203968434e-07
1862,9.713670667821361e-08,7.260404011333321e-07
1863,7.541877550254483e-08,7.971414781593467e-07
1864,1.0212770851225628e-07,7.077018651102662e-07
1865,6.636650229374652e-08,6.551927462794538e-07
1866,8.855415245534459e-08,6.734008266562341e-07
1867,6.551295683721037e-08,5.954399640017982e-07
1868,6.4218362849644e-08,4.747218866896219e-07
1869,7.422949188651273e-08,6.011611954903628e-07
1870,4.185855440042019e-08,6.789113733418617e-07
1871,8.072094370703553e-08,5.915995942018526e-07
1872,5.3821318624081016e-08,6.41622673214215e-07
1873,4.968383748860106e-08,4.4236573160105763e-07
1874,7.82673765797881e-08,4.277820195852655e-07
1875,6.808617553089036e-08,5.109323524266074e-07
1876,6.227395310531847e-08,6.269717118811968e-07
1877,4.51491583008945e-08,6.2590336113999e-07
1878,3.2611077338540184e-08,6.027010730491611e-07
1879,5.803859082220697e-08,5.382315286794892e-07
1880,6.610381309002378e-08,5.570690362333153e-07
1881,4.183504487276224e-08,4.887727840241496e-07
1882,6.389169482368118e-08,4.865086609129321e-07
1883,6.256145379524014e-08,5.257689821291933e-07
1884,6.931781992847164e-08,6.27821364673764e-07
1885,4.383032448096458e-08,4.969584992409182e-07
1886,6.711602551501272e-08,4.775563233749835e-07
1887,4.635536360320103e-08,5.640990643485111e-07
1888,5.516334833366443e-08,5.281732171624753e-07
1889,4.9494580878217675e-08,5.005844361249956e-07
1890,3.8015443237782165e-08,4.778147655315479e-07
1891,6.756673087693343e-08,4.602186791657914e-07
1892,4.387958751905785e-08,5.409726355765088e-07
1893,5.234654043562159e-08,5.246971035433035e-07
1894,2.6466464575491955e-08,5.51384665925525e-07
1895,6.921406359161608e-08,4.0926579103484073e-07
1896,3.597187570036908e-08,4.5407121795904004e-07
1897,2.855089586972781e-08,4.195233636039575e-07
1898,2.82917743676947e-08,5.222661698667252e-07
1899,4.09040801230276e-08,5.312002713253605e-07
1900,6.333085078580325e-08,4.7186673768351284e-07
1901,4.3592162823902214e-08,4.2865626781463106e-07
1902,3.338993082024899e-08,4.5321919373009223e-07
1903,3.186129982069019e-08,5.04380576415997e-07
1904,2.1498500757388683e-08,4.589929822884642e-07
1905,2.993240255655394e-08,5.2020452301349e-07
1906,4.012463905578301e-08,4.922984544464271e-07
1907,2.159994205719329e-08,6.81941003222164e-07
1908,3.5362001771233054e-08,6.389717341903633e-07
1909,4.510806661528477e-08,6.760708686215366e-07
1910,6.626746884563772e-08,7.385616171973197e-07
1911,4.894744243255644e-08,5.910935882980084e-07
1912,4.7405731506966475e-08,6.511776220463616e-07
1913,6.045408240673567e-08,6.093135169749075e-07
1914,4.620753313311354e-08,6.549415587642216e-07
1915,6.479418912519463e-08,3.8287477543974546e-07
1916,4.065361070004769e-08,5.526693662716298e-07
1917,4.386569774084137e-08,5.998634371451317e-07
1918,4.364822903113463e-08,7.316821992731093e-07
1919,2.117805197876521e-08,7.817463441028849e-07
1920,3.7103934591442567e-08,8.223443757060522e-07
1921,2.8019165876358443e-08,8.07254878054664e-07
1922,4.057864688711277e-08,9.318332772068061e-07
1923,3.6094223609950404e-08,1.1868629883338144e-06
1924,2.9650736532715882e-08,9.746067988203322e-07
1925,5.939016034517408e-08,9.876363833427604e-07
1926,4.904300876518164e-08,1.018757046722385e-06
1927,2.787306230267461e-08,9.175812181183574e-07
1928,2.742249938236796e-08,8.935164146350871e-07
1929,6.684243802901335e-08,7.675740079093885e-07
1930,3.676261295382233e-08,6.932378084911761e-07
1931,3.307553342324354e-08,7.242401522944419e-07
1932,3.6166470818166374e-08,5.797595150625057e-07
1933,2.1794258397989097e-08,6.056509569418722e-07
1934,3.5944742293736454e-08,5.89493751590453e-07
1935,2.393656917121234e-08,6.259412685949428e-07
1936,3.273672799508631e-08,6.826214082877868e-07
1937,5.9178256517355976e-08,7.239892667598724e-07
1938,2.2040865133021725e-08,7.999537601222073e-07
1939,2.2941076593951948e-08,6.362324995734525e-07
1940,1.7750480196809804e-08,7.455201682660118e-07
1941,3.8369532440185594e-08,1.0891044297522967e-06
1942,4.551317811518629e-08,1.0983846863155122e-06
1943,4.6451763546784264e-08,1.1816167102551844e-06
1944,5.1410978585408884e-08,1.5101975492370912e-06
1945,3.267756198965799e-08,1.2787818803872142e-06
1946,3.619487021211398e-08,1.2501151616106654e-06
1947,5.8412266579210836e-08,1.071686270393002e-06
1948,3.4790040626120344e-08,1.0621834292123822e-06
1949,4.908504047662632e-08,8.138300060522852e-07
1950,4.4668516441248585e-08,1.062472570367845e-06
1951,3.731490771929913e-08,8.283909167516867e-07
1952,6.537778207693634e-08,1.0481535213102688e-06
1953,4.5250076685654506e-08,1.0278231101779056e-06
1954,4.1044653009691956e-08,1.1619546000929404e-06
1955,1.970977603349411e-08,9.338679660686466e-07
1956,5.145473469525541e-08,1.1651444822291523e-06
1957,3.0922632010543794e-08,8.658336909661557e-07
1958,4.9633462229081715e-08,1.0505749372669015e-06
1959,4.5729413145068065e-08,9.796944979711952e-07
1960,4.913791784577626e-08,9.848345996488206e-07
1961,4.933192965239641e-08,1.0915557737689596e-06
1962,3.805173776072479e-08,1.3153217253147886e-06
1963,5.8841084893401785e-08,1.2621735976381387e-06
1964,4.258777996923868e-08,1.196716524987096e-06
1965,5.143720827049947e-08,1.154601193320559e-06
1966,6.979234001835977e-08,1.283957516307055e-06
1967,5.078245596257247e-08,1.2518121792481907e-06
1968,5.749012288447375e-08,1.3613481542051886e-06
1969,3.996746922307892e-08,1.0959261871335002e-06
1970,4.3228016055607554e-08,1.1823321983683854e-06
1971,4.8300937471879024e-08,1.3179989508671497e-06
1972,3.231992473651246e-08,1.0116649420410795e-06
1973,3.6387143520499876e-08,1.1754150506249061e-06
1974,3.037808715689039e-08,9.484713956453561e-07
1975,2.8557400000295274e-08,1.227968240868904e-06
1976,3.199574982737374e-08,1.044432721641897e-06
1977,2.11564152863275e-08,1.00728038177067e-06
1978,4.514849250014663e-08,1.3704944734627134e-06
1979,3.043026175486574e-08,1.2254032526470837e-06
1980,2.5014662785594055e-08,1.0426566205978816e-06
1981,2.8464972379182996e-08,1.3201421538155955e-06
1982,4.034876344150007e-08,1.4569007475984108e-06
1983,2.336666926616715e-08,1.4967299506452036e-06
1984,2.7255340206977507e-08,1.4497521334533303e-06
1985,2.8874678426049627e-08,1.2506344972962324e-06
1986,2.997242765090391e-08,1.3727372163430118e-06
1987,1.772136820621384e-08,1.1262235375397722e-06
1988,2.518552633112847e-08,1.0080207033524857e-06
1989,2.6342985570693145e-08,1.1003685003174724e-06
1990,2.9967581305356816e-08,1.222132368638995e-06
1991,2.930732689865323e-08,1.2473198580664757e-06
1992,2.6998725921600908e-08,1.1383545128751393e-06
1993,3.3235243224183364e-08,1.1504933752348734e-06
1994,2.7429619020580276e-08,1.3134566785311108e-06
1995,3.416143945500494e-08,1.3046416142969974e-06
1996,2.882569782869382e-08,1.2955549948401313e-06
1997,3.787966806889642e-08,1.7415056561276288e-06
1998,2.8608776236893618e-08,1.355102355660165e-06
1999,3.0620348590026936e-08,1.2855975484171722e-06
2000,3.7995070645280293e-08,1.3258512581160176e-06
2001,3.242096580091669e-08,1.381834167091256e-06
2002,3.1106672349068276e-08,1.362121807346739e-06
2003,2.9585152550026805e-08,1.3025801166577367e-06
2004,3.611928783842089e-08,1.4689978939941284e-06
2005,3.693074512867156e-08,1.2754618836652298e-06
2006,2.5119128999051554e-08,1.3514914485313057e-06
2007,2.95591473520318e-08,1.680078042909372e-06
2008,4.470311798510096e-08,1.7651344563773819e-06
2009,3.385416791346074e-08,1.8314627681093043e-06
2010,5.385123991175078e-08,2.394490735468935e-06
2011,5.238841427335217e-08,2.505466369484566e-06
2012,6.434037702618411e-08,3.0665508461424906e-06
2013,7.558528691831157e-08,3.1249356595708377e-06
2014,7.622367403925523e-08,3.629502629109993e-06
2015,8.156997455266435e-08,3.5376542939502542e-06
2016,8.451067357029274e-08,3.7864095929762698e-06
2017,1.1471187910672143e-07,4.493133417327044e-06
2018,8.131620088391855e-08,4.738540269499936e-06
2019,7.219295605764842e-08,4.531574404609273e-06
