year,aucun_DET an_NOUN,aucun_DET camp_NOUN
1890,0.0,5.898947996740844e-09
1891,6.374220040683554e-10,7.649063604731055e-09
1892,3.1342561879199593e-09,3.761107425503951e-09
1893,0.0,1.1700991287000306e-08
1894,4.411077725308132e-09,4.4110775032635274e-09
1895,6.018614495673091e-10,6.018614495673091e-09
1896,0.0,1.7691086373616827e-09
1897,1.1653427112179315e-09,1.0488084178916779e-08
1898,0.0,3.960848538042683e-09
1899,5.527578395003729e-10,6.633094074004475e-09
1900,5.191053142894475e-10,8.30568502863116e-09
1901,5.588738916095792e-10,3.912117185755903e-09
1902,4.910283846193408e-10,1.2275709893039277e-08
1903,3.7801539676252105e-09,2.5381034607363517e-08
1904,0.0,1.4511488011237361e-08
1905,0.0,8.257214467732865e-09
1906,1.5432553013283723e-09,2.0576738091193647e-09
1907,1.5428529565042481e-09,1.131425531042396e-08
1908,9.822778146428846e-10,1.3260750719723546e-08
1909,1.1001967115120692e-09,9.351672325408344e-09
1910,5.344150677544235e-10,1.0153886620400954e-08
1911,2.128149656499545e-09,1.2236860413850081e-08
1912,4.688478938419394e-09,2.6047106693738442e-09
1913,5.30298971401777e-10,4.242391771214216e-09
1914,2.0090231700464756e-09,2.678697486047099e-09
1915,2.3561523843085297e-09,1.5314990164938536e-08
1916,0.0,2.1974923436474114e-08
1917,1.0966424435210342e-09,1.0966424213165737e-08
1918,1.1486376294556067e-09,1.2635013924011673e-08
1919,0.0,1.1049418269237776e-08
1920,7.572231730534895e-10,1.3630017559052021e-08
1921,7.572747429129834e-10,2.9533714140939082e-08
1922,1.4755870969551665e-09,1.4018077088007175e-08
1923,0.0,1.1677543376720223e-08
1924,2.578324886925998e-09,2.578324886925998e-09
1925,1.0998177923937646e-09,6.598906754362588e-09
1926,0.0,1.0031524610987219e-08
1927,2.2298449753321847e-09,1.5608914605280688e-08
1928,0.0,1.1426041224282812e-09
1929,1.1140406375176326e-09,1.7824649978237517e-08
1930,2.100720708497761e-09,6.30216201447098e-09
1931,4.5621426636444085e-09,6.843213995466613e-09
1932,1.0959536611565568e-09,8.767629289252454e-09
1933,0.0,3.4411986593596566e-09
1934,0.0,1.1981580172459871e-09
1935,1.196828414151696e-09,5.98414207075848e-09
1936,0.0,1.2124714565686645e-08
1937,0.0,1.1332006444320086e-08
1938,0.0,7.779128674556546e-09
1939,0.0,7.647025235257843e-09
1940,0.0,1.2678914362851401e-08
1941,0.0,8.854507793643052e-09
1942,3.034211770724937e-09,1.2136847082899749e-08
1943,0.0,1.4516175816936538e-08
1944,0.0,1.927911696952833e-08
1945,0.0,2.178504043826024e-08
1946,0.0,1.3921104269343232e-08
1947,1.1920870957027319e-09,1.7881307101674793e-08
1948,0.0,9.784699273041042e-09
1949,9.817008317369869e-10,1.570721286370258e-08
1950,1.0635361480382244e-09,1.808011429460521e-08
1951,0.0,2.345508343104541e-08
1952,0.0,7.381362632230548e-09
1953,0.0,4.3095309543161875e-09
1954,0.0,9.772536113672459e-09
1955,9.385607846468247e-10,1.407841132561316e-08
1956,8.72114158667614e-10,1.0465370126055973e-08
1957,8.835037701437898e-10,1.1485548956358116e-08
1958,8.272243445794913e-10,1.5717262158432277e-08
1959,7.750747821333448e-10,6.975673039200103e-09
1960,6.920833350854139e-10,1.2457499920515147e-08
1961,0.0,1.8065214379969774e-08
1962,0.0,1.2049717501572133e-08
1963,2.5864212993553792e-09,1.4871922138226523e-08
1964,6.083968329129164e-10,1.46015243229769e-08
1965,1.0944086747954884e-09,1.751053818610515e-08
1966,1.1078149508847446e-09,1.3847687219126215e-08
1967,9.860671168482327e-10,1.627010703941778e-08
1968,0.0,1.7067380175816993e-08
1969,9.083515606356229e-10,1.9983733778872192e-08
1970,9.197450023812337e-10,1.793502790725654e-08
1971,2.0553589941130213e-09,1.644287195290417e-08
1972,0.0,1.0260293503705498e-08
1973,2.2052815684681093e-09,1.3231688633652539e-08
1974,0.0,1.406392913239074e-08
1975,0.0,1.7134440533084216e-08
1976,2.285410749536254e-09,1.4283817462157344e-08
1977,5.876781838942691e-10,1.8218024422367307e-08
1978,5.940591352171509e-10,2.1980187225878467e-08
1979,0.0,1.6385524936879392e-08
1980,1.1370301367108482e-09,1.8192482298395873e-08
1981,6.325549528618524e-10,1.2651098946214745e-08
1982,1.2415004579935385e-09,2.3588509479033348e-08
1983,0.0,2.5892795463278162e-08
1984,0.0,3.189454744756404e-08
1985,0.0,2.285912081845254e-08
1986,0.0,2.997242765090391e-08
1987,1.8332451112712533e-09,2.199894133525504e-08
1988,1.798966087207532e-09,3.777828883055889e-08
1989,0.0,1.6464367313950845e-08
1990,5.44865097484859e-10,2.1249738857420652e-08
1991,0.0,2.2859714399192654e-08
1992,0.0,3.7467621893938485e-08
1993,1.6617622278225497e-09,3.822053251667512e-08
1994,2.1099706426497278e-09,3.0594573541264936e-08
1995,0.0,3.904164547208211e-08
1996,1.067618438099771e-09,2.88256969405154e-08
1997,9.58978851883785e-09,3.452324137676044e-08
1998,4.768129224785866e-10,3.24232791726331e-08
1999,9.140402323914998e-10,3.65616097397492e-08
2000,0.0,3.401884351994511e-08
2001,8.762423564512289e-10,3.242096580091669e-08
2002,0.0,3.5926015939935496e-08
2003,0.0,3.500215095542103e-08
2004,8.809582507929292e-10,3.3035934210445816e-08
2005,1.3511248786457486e-09,4.1884869794728274e-08
2006,4.1178899179428186e-10,3.500206524620353e-08
2007,0.0,3.595031539127547e-08
2008,0.0,3.746547072580597e-08
2009,0.0,3.9575997590191037e-08
2010,0.0,4.912744788754253e-08
2011,0.0,4.015170551596725e-08
2012,0.0,3.9148907227115615e-08
2013,0.0,3.793210234803723e-08
2014,4.330890368553497e-10,4.3741991806456326e-08
2015,8.86630172058922e-10,3.590852104551345e-08
2016,2.0713400439298368e-10,3.976972950958668e-08
2017,0.0,4.1507585368805167e-08
2018,0.0,4.207790826882274e-08
2019,0.0,3.443833618277381e-08
