year,en_ADP or_NOUN,en_ADP cor_NOUN
1861,8.377909580303822e-06,3.254015012998934e-08
1862,9.247414709534496e-06,4.382446811002083e-08
1863,7.2911475399450865e-06,3.9457503930862003e-08
1864,7.302370704564964e-06,2.924784103797151e-08
1865,7.4099853009101935e-06,4.0478861262904786e-08
1866,8.710906513442751e-06,3.3572729041253524e-08
1867,9.209665222442709e-06,6.163070409570537e-08
1868,8.792975677351933e-06,4.841076495232244e-08
1869,6.798835329391295e-06,8.008971197348558e-08
1870,7.445089067914523e-06,8.371711501808932e-08
1871,6.073189069866203e-06,5.3105886355098164e-08
1872,7.06631590219331e-06,4.475031190054324e-08
1873,8.139169949572533e-06,3.112722229969833e-08
1874,7.414490028168075e-06,3.943242221637888e-08
1875,7.726350304437801e-06,5.034943961756966e-08
1876,7.484966317861108e-06,7.013376879250188e-08
1877,9.371233318233863e-06,4.63861216104533e-08
1878,1.0096752703248058e-05,5.737134362027163e-08
1879,9.032026355271228e-06,4.643087381239752e-08
1880,7.997919965418987e-06,4.299957057085635e-08
1881,1.044342207023874e-05,3.41652880431198e-08
1882,7.564510724478168e-06,4.392554253662695e-08
1883,9.607290849089622e-06,4.2339572403626846e-08
1884,7.816409379302058e-06,4.027035238607368e-08
1885,9.4944216471049e-06,4.1896630720295036e-08
1886,9.35300522542093e-06,3.0976625708944994e-08
1887,7.971164450282231e-06,3.982644036781835e-08
1888,8.393071766477078e-06,3.9311809363340444e-08
1889,8.273739695141558e-06,4.072338882776805e-08
1890,7.080048362695379e-06,4.719158247512567e-08
1891,8.761365279497113e-06,3.569563133964948e-08
1892,9.089342711376958e-06,5.077495024430334e-08
1893,9.538771337247454e-06,4.00297078817502e-08
1894,1.042841722664889e-05,4.537108200253215e-08
1895,9.170563316729385e-06,7.282523606377822e-08
1896,9.294896699429955e-06,4.717623280914296e-08
1897,1.0751451554824598e-05,3.496028144756025e-08
1898,8.204048754123505e-06,5.432020622198053e-08
1899,8.074133802438155e-06,5.638130140539488e-08
1900,9.301328645960893e-06,3.426095063208123e-08
1901,7.562681275885552e-06,6.259387452800524e-08
1902,7.296681815205375e-06,5.05759254476601e-08
1903,7.375620953098405e-06,3.9961630893259326e-08
1904,6.838135504949605e-06,4.729670255443352e-08
1905,7.16468184691621e-06,5.418797199840952e-08
1906,7.4348899943288416e-06,5.1956263957819715e-08
1907,7.372780146397417e-06,6.634267668559346e-08
1908,7.036056103970623e-06,3.9782251937126034e-08
1909,6.1825553530070465e-06,4.895875499455471e-08
1910,6.2622757468489e-06,4.114996077220212e-08
1911,6.615885467908811e-06,5.054355556310952e-08
1912,6.261724138312275e-06,5.001044278696298e-08
1913,6.590555585717084e-06,6.151468012749461e-08
1914,7.541872946603689e-06,5.0895253012051e-08
1915,8.198232535505667e-06,5.772573397067049e-08
1916,7.160529094107915e-06,1.17565843060774e-07
1917,5.998634151183069e-06,4.934890895924582e-08
1918,5.382516064855736e-06,5.168869421368072e-08
1919,6.98139047017321e-06,6.445493583306927e-08
1920,7.841045771783683e-06,4.467616721015588e-08
1921,7.103237294359133e-06,4.240738671335009e-08
1922,8.12753387435805e-06,5.01699607968753e-08
1923,8.043703928706236e-06,6.263409391138453e-08
1924,8.326700481120497e-06,3.996403508121915e-08
1925,8.824938049656339e-06,5.609070785617121e-08
1926,8.1400248745922e-06,4.5699169337609646e-08
1927,8.067579074122477e-06,4.125213293182384e-08
1928,8.855182386469096e-06,3.88485418278961e-08
1929,1.1270749382674694e-05,5.1245867327409655e-08
1930,7.525831733801169e-06,3.5712252599573446e-08
1931,7.273195933521492e-06,4.448089097053298e-08
1932,7.509474471589783e-06,3.616647115123328e-08
1933,7.3159885687346105e-06,4.1294384578449694e-08
1934,7.547197128587868e-06,4.073737258636356e-08
1935,7.015808023425052e-06,2.5133395809007197e-08
1936,6.872288395243231e-06,2.3036957230715416e-08
1937,7.155532330216374e-06,4.155068900058012e-08
1938,6.883232344989665e-06,2.9819993141444456e-08
1939,7.052086857584072e-06,5.047036744088018e-08
1940,5.931196028541308e-06,2.02862628917444e-08
1941,5.746575425291667e-06,2.066051907334554e-08
1942,5.1793995226034895e-06,4.551317567269564e-08
1943,5.707760465156753e-06,3.7742058811574e-08
1944,6.905137070134515e-06,4.4984604485875934e-08
1945,6.2893413996789604e-06,4.574858669670334e-08
1946,6.498371476482134e-06,3.341064935824534e-08
1947,6.525484877784038e-06,3.9338875712502386e-08
1948,5.5359651014441624e-06,5.762100396822234e-08
1949,6.833619409007952e-06,4.123143426681963e-08
1950,6.2078606788418256e-06,4.5732054143599044e-08
1951,6.310483513516374e-06,3.944718640624956e-08
1952,6.2530689319828525e-06,3.1634411978842536e-08
1953,6.049504008842632e-06,2.154765532669245e-08
1954,6.1772202570864465e-06,3.9090142678332995e-08
1955,6.206702437339118e-06,2.4402579512639022e-08
1956,6.0036336435587145e-06,3.226822453683553e-08
1957,6.971728453208925e-06,3.79906637815175e-08
1958,4.993953552911989e-06,5.046068451974861e-08
1959,5.545659860217711e-06,2.9452841054933288e-08
1960,5.3352705435827374e-06,2.422291744963445e-08
1961,6.085892891860567e-06,3.613042887096185e-08
1962,6.563290753547335e-06,3.4246564972750804e-08
1963,6.0923152886971366e-06,2.5864213881732212e-08
1964,5.8765049288922455e-06,3.2853429532408995e-08
1965,6.6567408794071525e-06,4.9795596090973504e-08
1966,6.204317742231069e-06,3.378835633505162e-08
1967,6.0919228417333215e-06,3.845661722401417e-08
1968,6.53456072541303e-06,4.850729096173012e-08
1969,7.288158940355061e-06,3.133812909172917e-08
1970,6.666771696473006e-06,5.932355184867788e-08
1971,6.522681815113174e-06,4.727325553233186e-08
1972,6.21466006123228e-06,4.309323420326194e-08
1973,5.915667770750588e-06,3.032262052560242e-08
1974,5.516998044186039e-06,3.8253888723360774e-08
1975,6.028467396390624e-06,3.8838063431967385e-08
1976,6.0900483731529675e-06,4.056603986057894e-08
1977,6.050147021596786e-06,3.643604734593353e-08
1978,5.6108883654815145e-06,3.980196328079444e-08
1979,5.7173779168806504e-06,3.511183954696406e-08
1980,5.888678970222827e-06,3.63849648743475e-08
1981,5.95044457440963e-06,2.3404533089355084e-08
1982,5.961064289294882e-06,3.0416760443685575e-08
1983,5.759568011853844e-06,1.326216381158929e-08
1984,6.095917797210859e-06,2.493573730832921e-08
1985,6.118424153100932e-06,1.6242007072619913e-08
1986,5.735523700423073e-06,4.1961398355994106e-08
1987,5.65678328712238e-06,1.5277042242356487e-08
1988,5.375311047828291e-06,2.878345867207699e-08
1989,6.06547246206901e-06,2.3050113484579526e-08
1990,5.819704256282421e-06,2.016000844040633e-08
1991,5.580114702752326e-06,2.6376592909826968e-08
1992,5.430049895949196e-06,3.691662686655661e-08
1993,5.8560499383020215e-06,2.3818591987634363e-08
1994,5.764439720223891e-06,2.6902126082362088e-08
1995,5.808529294881737e-06,2.060531345549066e-08
1996,5.747524028265616e-06,1.6014276571496566e-08
1997,5.329525265551638e-06,2.0618046603360085e-08
1998,5.069474809715757e-06,1.7642078242730008e-08
1999,5.412489372247364e-06,2.1022924651115105e-08
2000,5.48984598935931e-06,2.0764748365209584e-08
2001,5.306085768097546e-06,3.066848230925956e-08
2002,6.18234162175213e-06,2.7601695151702188e-08
2003,6.024537015036913e-06,1.6667692226413067e-08
2004,5.382214567362098e-06,2.0702519532012076e-08
2005,5.035642516304506e-06,1.666387361431987e-08
2006,5.536914613912813e-06,1.4824403704594147e-08
2007,6.016085535520688e-06,1.5977917433573907e-08
2008,6.0127822507638484e-06,8.940623574815731e-09
2009,6.098518042563228e-06,2.050322822633177e-08
2010,6.364838554873131e-06,9.211396045927245e-08
2011,6.975689757382497e-06,7.265546803081335e-09
2012,7.917270522739273e-06,1.1914884079367027e-08
2013,8.129462912620511e-06,6.414987430147789e-09
2014,8.145538231474347e-06,1.2559582263094171e-08
2015,8.120645361486822e-06,3.502189055426541e-08
2016,8.165222425304819e-06,1.7399256979633293e-08
2017,7.38835069569177e-06,8.301517473441322e-09
2018,8.043333764362615e-06,7.2281069463109304e-09
2019,7.576943971798755e-06,6.887666770261092e-09
