year,mon_DET or_NOUN,mon_DET corps_NOUN
1918,3.44591288836682e-08,2.2375460417833892e-06
1919,3.775217927159957e-08,2.63896930619012e-06
1920,4.24044972469062e-08,2.5957609324223085e-06
1921,6.891199966219119e-08,2.5338411830944096e-06
1922,4.5743199228454046e-08,2.6612214298893377e-06
1923,4.0340602414090654e-08,3.277143150626216e-06
1924,4.125319807979366e-08,3.113327323944759e-06
1925,6.1589795707917e-08,3.17847336361865e-06
1926,4.792839447542718e-08,2.8968812983976022e-06
1927,3.4562597228671166e-08,3.108403845430985e-06
1928,6.17006229441941e-08,3.4449514032530715e-06
1929,6.68424400274148e-08,3.0602696767800808e-06
1930,5.7769819150621515e-08,2.6626635900584006e-06
1931,3.421607086551148e-08,2.4122330017917193e-06
1932,6.794912910113027e-08,2.214922446341916e-06
1933,2.867665616079762e-08,2.2803676671401263e-06
1934,3.5944742293736454e-08,2.2237812657976974e-06
1935,6.462873614054843e-08,2.272777194889386e-06
1936,5.577368789033699e-08,2.5146657804953065e-06
1937,3.7773354000236736e-08,2.1606359155157406e-06
1938,4.019216381934143e-08,2.6656479974462854e-06
1939,2.5999885799876665e-08,2.448577376412686e-06
1940,2.02862628917444e-08,3.268624169550094e-06
1941,3.246652724442356e-08,3.2761679591430948e-06
1942,4.551317678291866e-08,3.3194276056747185e-06
1943,2.9032351855917682e-08,5.321629942045547e-06
1944,8.996921074810871e-08,4.247832066539559e-06
1945,6.099811189486104e-08,5.30247893948399e-06
1946,7.378185351569755e-08,4.4993008998517325e-06
1947,5.602809283189458e-08,3.9112378260597325e-06
1948,6.196976110039998e-08,4.012813889175959e-06
1949,4.810333908977782e-08,3.141442562082375e-06
1950,8.61464248824717e-08,3.7840616187168052e-06
1951,5.970385164033587e-08,3.8029220945645648e-06
1952,8.857635369619032e-08,3.1697681777131947e-06
1953,3.87857791439572e-08,4.4679063648800366e-06
1954,5.179444317882087e-08,4.208053837828629e-06
1955,3.848099261460902e-08,3.13948581265322e-06
1956,1.0552581453104892e-07,6.255674691146851e-06
1957,4.329168429295649e-08,3.2504104581221327e-06
1958,6.617794856556003e-08,3.4329811171573965e-06
1959,4.417926346977907e-08,3.7753892172531778e-06
1960,5.6750832033714005e-08,3.7289450460775697e-06
1961,5.141637993144599e-08,3.7943897552850103e-06
1962,5.327243290942363e-08,3.932013072471818e-06
1963,5.1728425987107585e-08,3.855060867863358e-06
1964,5.962289084671113e-08,4.1474411034414516e-06
1965,4.4870755666615025e-08,4.118807169106731e-06
1966,9.693380720321443e-08,3.876798501778467e-06
1967,7.395503398566206e-08,4.258330676520927e-06
1968,8.758261038632753e-08,4.595616616143161e-06
1969,7.130559692702931e-08,3.637948111645528e-06
1970,4.4607632171400624e-08,4.003650104777989e-06
1971,6.011925224314041e-08,4.145659119103584e-06
1972,3.950213234293898e-08,3.3551161493505788e-06
1973,4.5759593003680266e-08,3.8002514202162274e-06
1974,3.431598788461443e-08,3.3027730808044e-06
1975,4.283610000044291e-08,3.469724134674834e-06
1976,3.942333526296693e-08,3.509819549663007e-06
1977,3.819908062085986e-08,3.4861070901115454e-06
1978,5.7029677313913396e-08,3.943958688523708e-06
1979,3.9793420336664553e-08,4.373764767251487e-06
1980,3.8090508192034633e-08,3.968803582665714e-06
1981,3.479052185229037e-08,4.1305837612526375e-06
1982,5.46260205958049e-08,4.447675223673286e-06
1983,4.8627932125455686e-08,4.270416724239112e-06
1984,4.2912663311689414e-08,4.513368111247473e-06
1985,3.2484012701949894e-08,4.386545072065928e-06
1986,5.155257531974655e-08,4.317827972499799e-06
1987,5.133086067310444e-08,4.281849385279202e-06
1988,2.9383114108494368e-08,4.264149481514323e-06
1989,3.4026357731420376e-08,4.117738171771634e-06
1990,4.19546128949122e-08,4.2058137523781625e-06
1991,3.868566977871524e-08,4.531498859705607e-06
1992,4.0222590869110064e-08,3.986995551485961e-06
1993,4.6529340824719156e-08,4.691708483051116e-06
1994,5.116678947203468e-08,4.695212339811405e-06
1995,3.958388994362849e-08,4.613421339172419e-06
1996,3.8968072990641645e-08,4.506951057692277e-06
1997,4.3154051110327885e-08,5.268150630399759e-06
1998,4.29131632451174e-08,4.8544324613430945e-06
1999,3.976074980371891e-08,5.059212810465397e-06
2000,3.71114652342186e-08,5.291034710808162e-06
2001,3.811654292196209e-08,5.621971070013387e-06
2002,3.417352778534166e-08,5.877846547264198e-06
2003,3.791899783056607e-08,5.794939852421521e-06
2004,5.638132671847984e-08,5.8526460975372174e-06
2005,3.602999687490893e-08,5.752639538059157e-06
2006,4.3649631242814735e-08,5.9643518852681154e-06
2007,3.7548105791263e-08,6.826964920492173e-06
2008,5.15150195279368e-08,7.46158900710725e-06
2009,4.243691442695763e-08,7.650565066796844e-06
2010,6.613310210568102e-08,1.070694895588531e-05
2011,7.30378623692296e-08,1.1978974839621515e-05
2012,8.102121512587601e-08,1.406569106165989e-05
2013,1.1240173802828934e-07,1.6887314927771513e-05
2014,1.0459100341364547e-07,1.7885062106870464e-05
2015,1.2634479436279822e-07,1.8723412495091907e-05
2016,1.3173722290815704e-07,2.0800189304281957e-05
2017,1.343336428760722e-07,2.692760608624667e-05
2018,1.1306824038159746e-07,3.0148949463182362e-05
2019,9.642733844739126e-08,2.988431151607074e-05
