year,on_PRON osera_VERB,on_PRON causera_VERB
1843,2.4218335115122613e-08,1.7720733769266417e-09
1844,4.335963277313226e-08,1.3172547053130756e-08
1845,2.1204866751389773e-08,1.2834524554250493e-08
1846,2.4588906244460418e-08,5.269051195355701e-09
1847,2.2112216946368335e-08,2.1572894581822766e-09
1848,2.413566502212916e-08,8.04522137798358e-09
1849,1.8434712201198522e-08,4.1897072478036534e-09
1850,2.5798184921654865e-08,5.431196825611551e-09
1851,2.5797754377165916e-08,2.579775504329973e-09
1852,2.929745512858517e-08,3.2552727180501506e-09
1853,2.090176032254476e-08,1.19438634538227e-08
1854,4.312401546968658e-08,8.832629405652881e-09
1855,2.0166361025530932e-08,1.0613874223963649e-08
1856,3.054541508618058e-08,6.212626857404757e-09
1857,2.7336450492132514e-08,1.4644527368545823e-08
1858,1.7127865348243176e-08,1.0766087354951992e-08
1859,4.226503769189094e-08,1.018434714339378e-08
1860,2.8378539740359088e-08,1.6477862629926676e-08
1861,4.904602413091652e-08,6.6023493339173456e-09
1862,3.34330998441601e-08,1.2198563159593334e-08
1863,4.5950511839976116e-08,1.4983862151041194e-08
1864,4.938569642121138e-08,6.712619016191468e-09
1865,3.012380478395471e-08,8.943004337069738e-09
1866,3.697865924578991e-08,9.731226158216089e-09
1867,3.54255238477208e-08,5.338092634588065e-09
1868,3.803703052529528e-08,2.1735445443482604e-08
1869,1.953407702259824e-08,1.2697149998075474e-08
1870,2.9243648391741317e-08,7.454262984651905e-09
1871,3.080141386391233e-08,6.37270636261178e-09
1872,2.4189356739867662e-08,7.861541195808286e-09
1873,3.6514625545436274e-08,8.380406146812902e-09
1874,1.3144139776599673e-08,1.0754296786430473e-08
1875,2.803548282415136e-08,2.8607636259891933e-09
1876,1.3905833595728723e-08,7.859819239897092e-09
1877,5.071549136204112e-08,8.040261012531857e-09
1878,1.5701630662334765e-08,3.0195443923020093e-09
1879,6.109325378922392e-09,9.163987901850135e-09
1880,2.5029599726167362e-08,2.5671385017744797e-09
1881,3.067903264764027e-08,4.880755410940907e-09
1882,3.194585018739815e-08,1.3310770263785798e-08
1883,1.9589950550624735e-08,5.6874050469168935e-09
1884,2.1125430293977843e-08,5.281357573494461e-09
1885,2.4493415295978593e-08,5.8010721781798225e-09
1886,2.000573828819796e-08,4.517424767591649e-09
1887,1.5016526688782506e-08,1.697520390919749e-08
1888,1.3949352339892584e-08,1.3315290647852862e-08
1889,3.3205224347909734e-08,1.7542382657609323e-08
1890,2.0974037007182034e-08,1.1142457290169716e-08
1891,3.314594421155448e-08,1.2111018299343357e-08
1892,3.259626502050139e-08,1.629813217718379e-08
1893,2.7097032229139728e-08,1.4164357742263434e-08
1894,3.024738792767323e-08,1.1342770278588432e-08
1895,4.814891596538473e-08,2.166701129624471e-08
1896,8.255840455717589e-09,7.66613794667137e-09
1897,1.2818769379308037e-08,1.2818769379308037e-08
1898,2.0935913225272884e-08,1.9804241802034994e-08
1899,2.4874102777516782e-08,1.8241008703512307e-08
1900,3.2703633467967563e-08,1.8168686111152965e-08
1901,1.453072162593827e-08,2.235495522029396e-08
1902,2.2096277918493e-08,1.915010683362084e-08
1903,3.456140884594561e-08,1.7820727116202306e-08
1904,3.117282609821359e-08,9.13686282189019e-09
1905,1.8578732885465854e-08,1.651442937955494e-08
1906,9.259532141037141e-09,2.1605574218597212e-08
1907,1.8514236699296305e-08,2.4171364465530587e-08
1908,2.0627833219322156e-08,8.349361202419914e-09
1909,2.2003933786152174e-08,1.2102163715610459e-08
1910,1.549803685385598e-08,3.20649036211762e-08
1911,1.755723388896513e-08,1.5429085564733214e-08
1912,1.510732161591477e-08,2.6568048205888317e-08
1913,3.075733978619155e-08,1.5378670337184985e-08
1914,3.080502103403049e-08,1.7411533992373052e-08
1915,1.8849219074468238e-08,2.1205371680821372e-08
1916,2.0876178119522137e-08,2.966614820465452e-08
1917,2.3029491202919417e-08,3.289927263949721e-08
1918,2.1824114959656526e-08,3.9053679401490626e-08
1919,1.9336480860943084e-08,3.314825314237879e-08
1920,1.0601123978659643e-08,2.3473919252836595e-08
1921,1.438822039290244e-08,2.196096815509918e-08
1922,1.992042591991705e-08,3.024953443286904e-08
1923,3.1847844805810155e-08,3.6094224498128824e-08
1924,2.0626599095407983e-08,2.9650736532715882e-08
1925,1.0998178145982251e-08,2.4195992320841242e-08
1926,2.89799594321849e-08,2.7865346474698072e-08
1927,3.233275258640589e-08,3.2332753363562006e-08
1928,1.1426041224282812e-08,1.7139062169491126e-08
1929,2.6736975966556997e-08,3.8991421646983326e-08
1930,1.1553964007759987e-08,2.520864805788392e-08
1931,1.8248570654577634e-08,1.9389106320488736e-08
1932,1.972716578979572e-08,2.9590748074070916e-08
1933,1.3764794637438627e-08,1.9500125958415992e-08
1934,1.9170528275935794e-08,1.9170528275935794e-08
1935,2.0346082152400413e-08,1.555876938397205e-08
1936,7.274828739411987e-09,1.6974600836050513e-08
1937,1.1332006222275481e-08,1.6368453148452033e-08
1938,5.186085783037697e-09,1.6854778350783306e-08
1939,1.988226472349197e-08,1.988226649984881e-08
1940,7.607348750937604e-09,1.01431314458722e-08
1941,3.24665290207804e-08,2.066051862925633e-08
1942,1.2136847082899749e-08,2.4273694165799498e-08
1943,2.6129117536299873e-08,1.7419411024732767e-08
1944,2.2492303131116387e-08,3.213186161588055e-08
1945,3.921307190069001e-08,2.83205521256491e-08
1946,1.6705325123211878e-08,1.80974355501462e-08
1947,1.7881306657585583e-08,2.3841742802233057e-08
1948,2.9354096486855497e-08,1.9569397657903664e-08
1949,2.2579118574839185e-08,3.043272478464587e-08
1950,1.9143651330821854e-08,7.444753036267571e-09
1951,2.7719645245838365e-08,1.3859822622919182e-08
1952,5.272401959466322e-09,2.003512733494972e-08
1953,1.9392889294422844e-08,7.54167928107563e-09
1954,1.4658804392553293e-08,2.149957945007941e-08
1955,2.9095384768140775e-08,5.631364707880948e-09
1956,1.6570168570595456e-08,1.744228317335228e-09
1957,8.835037590415595e-09,1.3252556385623393e-08
1958,1.6544487113634432e-08,1.1581140935135181e-08
1959,2.0927020116801032e-08,2.402731746897757e-08
1960,1.8686249991795023e-08,1.7302083321624195e-08
1961,2.2234110330643375e-08,1.59807664878997e-08
1962,3.361236888821395e-08,1.775747815457862e-08
1963,2.0691370838932244e-08,1.5518528240221485e-08
1964,1.4601523989909992e-08,2.068549243006146e-08
1965,1.8057743300659013e-08,1.641613067704384e-08
1966,1.5509409312386424e-08,2.547974364830452e-08
1967,3.303324724868162e-08,1.7749207881223583e-08
1968,2.155879541554384e-08,1.3474247273492779e-08
1969,2.8613074576355757e-08,1.1354394313656258e-08
1970,1.9314644994494756e-08,1.3336302728816918e-08
1971,2.2608949379332444e-08,1.49013525962971e-08
1972,2.3598676346381353e-08,1.3338381510408226e-08
1973,1.8193572648428358e-08,9.37244637455592e-09
1974,2.7565300708687346e-08,5.06301445213353e-09
1975,2.1132476657470534e-08,1.1994108817248161e-08
1976,3.028169270891112e-08,1.0855701004786056e-08
1977,2.291944989352146e-08,7.052138428775834e-09
1978,2.4356423988791676e-08,7.128709622605811e-09
1979,3.043026142179883e-08,1.580032815695631e-08
1980,2.6720208712305293e-08,7.390696055153967e-09
1981,2.909752883084593e-08,1.4548763971333756e-08
1982,2.110550756384555e-08,1.42772555999926e-08
1983,2.4629731809611144e-08,1.1999100157922271e-08
1984,2.3196034870665017e-08,1.101811641923689e-08
1985,2.4062232206745193e-08,8.421781050316213e-09
1986,3.956360394852254e-08,1.2588419640024995e-08
1987,4.1553553042916747e-08,8.555143704569446e-09
1988,2.7584147410664173e-08,1.199310739607995e-08
1989,2.6342987347049984e-08,6.036934507847036e-09
1990,2.1249738857420652e-08,1.5256222951620657e-08
1991,2.3445860808379848e-08,1.2895223555631219e-08
1992,3.305966522759718e-08,7.162927362358573e-09
1993,2.2156829260211452e-08,4.4313659408601325e-09
1994,2.63746331441439e-08,1.1077345707377617e-08
1995,3.253470381991974e-08,7.591431261388948e-09
1996,3.042712570788808e-08,7.473329066698398e-09
1997,2.5412941084823615e-08,1.006927830005111e-08
1998,3.099283940599662e-08,8.582632715636862e-09
1999,2.7878227060185168e-08,5.941261482789173e-09
2000,3.6227858934978485e-08,8.39425973175878e-09
2001,3.98690254144185e-08,4.8193329327261836e-09
2002,2.3220473988061485e-08,6.571832189550264e-09
2003,2.4584845714770154e-08,1.1667384169911088e-08
2004,2.8631142789947717e-08,7.928624423669817e-09
2005,2.9724747108161864e-08,6.3052495447024626e-09
2006,2.594270576139479e-08,6.176834821403077e-09
2007,3.195583597737084e-08,1.2382886716011399e-08
2008,4.0871421802535224e-08,1.0217855006544596e-08
2009,2.2887324035991696e-08,9.059565764246713e-09
2010,1.9839930587295385e-08,1.6533275637442557e-08
2011,2.0267051592526286e-08,1.682547656756128e-08
2012,2.0765941410871847e-08,2.2808492872172792e-08
2013,1.561910067948702e-08,2.147626254611623e-08
2014,2.5552253424265814e-08,3.3564399259944366e-08
2015,1.884089106951592e-08,1.8175917659846164e-08
2016,1.9884864421726434e-08,2.6927420293532123e-08
2017,1.685459594114036e-08,1.735771881783421e-08
2018,1.3423626654684995e-08,2.6589107804397827e-08
2019,1.632632207204665e-08,1.836711227554133e-08
