year,bien_ADV ouvrir_VERB,bien_ADV couvrir_VERB
1893,5.850495554682311e-08,4.6803965148001225e-08
1894,6.112492911825029e-08,6.805662167153059e-08
1895,6.018614584490933e-08,6.138986918813316e-08
1896,5.838058569906934e-08,3.538217541176891e-08
1897,5.5936450138460714e-08,4.952706689209663e-08
1898,1.0637707248406514e-07,5.997856078465702e-08
1899,9.894365149420992e-08,4.919544949189003e-08
1900,6.748368974740515e-08,5.710158390570541e-08
1901,7.2653605798223e-08,4.470991044058792e-08
1902,6.677986164049798e-08,4.6647695484125506e-08
1903,7.34429974613704e-08,6.210253644667318e-08
1904,7.900698761886815e-08,2.8485512615361586e-08
1905,9.289366431630697e-08,2.9932401446330914e-08
1906,7.047533046034005e-08,4.218231453023691e-08
1907,7.86855025580735e-08,4.525702124169584e-08
1908,6.826830656336824e-08,3.58531409005991e-08
1909,8.581534416407521e-08,3.4656196135074424e-08
1910,5.878565900729882e-08,3.4202564336283103e-08
1911,7.235708920916295e-08,4.5223181643905264e-08
1912,5.83455168623459e-08,5.053138707467042e-08
1913,8.272663620800813e-08,4.7726906871048413e-08
1914,6.964613419313537e-08,3.9510787530616653e-08
1915,4.947920118070215e-08,4.830112487752558e-08
1916,7.361599330124591e-08,4.8344833913915863e-08
1917,7.676496949216016e-08,2.4126133979507358e-08
1918,4.135095466040184e-08,2.412139110674616e-08
1919,8.01082791213048e-08,4.1435317399418636e-08
1920,7.420786829470671e-08,2.4988365154854364e-08
1921,6.436835064960178e-08,2.196096815509918e-08
1922,8.410846419337759e-08,3.467629738906908e-08
1923,5.732611896291928e-08,2.7601466001669905e-08
1924,5.414482373566898e-08,4.2542360745301266e-08
1925,8.13865170812278e-08,3.189471442510694e-08
1926,7.467912865877224e-08,4.2355324580967135e-08
1927,5.9090890403012963e-08,2.8987985345452216e-08
1928,4.4561559775502246e-08,2.2852082892654835e-08
1929,7.798284684668033e-08,3.5649300400564243e-08
1930,4.20144132817768e-08,2.3107928015519974e-08
1931,6.50105320687544e-08,3.649714130915527e-08
1932,5.370172928564898e-08,3.7262424257278326e-08
1933,5.6206243215228824e-08,2.7529589274877253e-08
1934,5.870974462141021e-08,1.0783422155213884e-08
1935,4.188899538348778e-08,1.9149254626427137e-08
1936,3.758661648589623e-08,3.031178508194898e-08
1937,4.280980192561401e-08,2.2664012888640173e-08
1938,4.926781471681352e-08,3.759912203804561e-08
1939,5.8117393564316444e-08,2.4470480752825097e-08
1940,3.0429394115571995e-08,2.028626333583361e-08
1941,6.788455664263893e-08,4.7224041566096275e-08
1942,9.102635090130207e-08,3.3376331032286544e-08
1943,9.00002916637277e-08,2.6129116648121453e-08
1944,8.032965581605822e-08,9.639558484764166e-09
1945,4.1391576388605245e-08,2.3963544037997053e-08
1946,5.568441707737293e-08,2.0881657292193267e-08
1947,4.887557025767819e-08,2.8610090296865565e-08
1948,5.109787437618252e-08,1.848220954059343e-08
1949,4.908504180889395e-08,3.7304630495782476e-08
1950,6.168509969484148e-08,2.7651939404904624e-08
1951,4.691016641800161e-08,2.4521224162299404e-08
1952,6.115985939914026e-08,2.003512733494972e-08
1953,4.0940545176226806e-08,3.016671712430252e-08
1954,3.8112890621277984e-08,1.2704297169818801e-08
1955,4.129667274810345e-08,3.0972504561077585e-08
1956,3.9245136917998025e-08,2.9651880950609666e-08
1957,6.449577227840564e-08,2.297109880089465e-08
1958,5.873292963087806e-08,3.1434524316864554e-08
1959,4.5729411368711226e-08,3.797866554577922e-08
1960,5.6750835142338474e-08,3.0451666077624395e-08
1961,5.766972321907815e-08,4.655266749864495e-08
1962,7.10299090656008e-08,2.2831043722248978e-08
1963,6.595374202333915e-08,2.5217607557692645e-08
1964,5.658090529436777e-08,2.3727476872181796e-08
1965,5.4720434405908236e-08,2.407699106754535e-08
1966,5.317511764246774e-08,3.8773524835278295e-08
1967,5.0289422404148354e-08,3.056808139945133e-08
1968,6.018497344939533e-08,2.3355362088750553e-08
1969,5.223021304345821e-08,1.9075383050903838e-08
1970,5.0126104156333895e-08,2.115413444414571e-08
1971,5.7550053611521435e-08,3.237190426830239e-08
1972,5.284051241005727e-08,1.4364410994005539e-08
1973,5.2375437320506535e-08,2.4258095976392724e-08
1974,3.6566216721212186e-08,2.3627400480563665e-08
1975,4.283610266497817e-08,2.1132477101559743e-08
1976,4.399415587386102e-08,1.7711933253394818e-08
1977,5.7004783116099134e-08,3.114694280270669e-08
1978,4.633661276898238e-08,1.7227714366185864e-08
1979,5.851973483572692e-08,3.6282234106010947e-08
1980,5.230338473438678e-08,2.8994268319593175e-08
1981,5.629739163737213e-08,3.226030287351023e-08
1982,6.145427278170246e-08,2.110550845202397e-08
1983,5.494324994970157e-08,2.1472073896688926e-08
1984,5.3930779841948606e-08,2.9574943383181562e-08
1985,5.8350913434424e-08,1.6843562988810845e-08
1986,5.395036950517351e-08,1.978180286243969e-08
1987,4.0942474299754394e-08,3.483165755824302e-08
1988,4.557380961500712e-08,3.537966719591168e-08
1989,5.268597291774313e-08,2.9635859988275115e-08
1990,5.4486509526441296e-08,2.669838927715773e-08
1991,5.0408601737217396e-08,2.989347080983862e-08
1992,4.848750734254281e-08,2.5345743281945943e-08
1993,5.206855036021807e-08,2.3818591543545153e-08
1994,5.591422080897246e-08,1.8462243289718572e-08
1995,7.049185768437383e-08,1.9520822291951845e-08
1996,7.09966272438578e-08,2.4555223632205525e-08
1997,4.5551498573104254e-08,2.3494983736327413e-08
1998,4.577404055794432e-08,1.9072516010965046e-08
1999,4.113180906983871e-08,3.838968964942069e-08
2000,4.771473882669852e-08,2.1206551181762734e-08
2001,4.4688359679412315e-08,3.0230360437144554e-08
2002,5.958461102295587e-08,2.4534839937473407e-08
2003,5.792022861328405e-08,1.8751153518792307e-08
2004,5.329797403419434e-08,2.1583476339515073e-08
2005,5.224349663990324e-08,2.477062288619436e-08
2006,5.60033015517547e-08,2.5530917824312382e-08
2007,5.831940086409304e-08,2.3966876483427768e-08
2008,6.85447787418525e-08,2.937633425403874e-08
2009,7.486062258976744e-08,2.6701878041990312e-08
2010,7.558068659818673e-08,2.3618964561933353e-08
2011,9.254011956727481e-08,3.097417433650662e-08
2012,1.0519141113718433e-07,2.8595723122748495e-08
2013,1.0152415086395195e-07,2.5659950608769577e-08
2014,1.0610681755451878e-07,2.6201886882404324e-08
2015,1.1105042574399704e-07,2.7263876489769245e-08
2016,1.087453540549177e-07,4.101253381350034e-08
2017,9.559322933228032e-08,2.264050280587071e-08
2018,1.0248422910308363e-07,2.6330960523068825e-08
2019,1.0714148857005057e-07,3.1122048937959335e-08
