year,rien_PRON omis_VERB,rien_PRON commis_VERB
1950,4.1477910883713776e-08,1.3825969702452312e-08
1951,6.823297127311889e-08,1.4925962688039363e-08
1952,4.956057964022875e-08,1.1599284199803606e-08
1953,6.679773179030235e-08,9.69644453618912e-09
1954,4.10446503451567e-08,1.6613311615287785e-08
1955,4.223523575319632e-08,4.6928039232341234e-09
1956,7.238547539145657e-08,6.976913269340912e-09
1957,6.272876618140799e-08,1.501956425897788e-08
1958,4.4670112941957996e-08,2.1507833736222892e-08
1959,5.658045765244424e-08,5.425523585955716e-09
1960,6.021124931976374e-08,1.1073333361366622e-08
1961,5.766972321907815e-08,4.16889545107324e-09
1962,7.10299090656008e-08,1.331810839388936e-08
1963,6.078089853644997e-08,1.2285501505004959e-08
1964,7.665800438871884e-08,7.300761772910391e-09
1965,6.949495201524769e-08,7.1136563306595235e-09
1966,7.034624616153451e-08,9.970334780007306e-09
1967,8.332266787647313e-08,9.860671390526932e-09
1968,5.749012288447375e-08,2.1558795637588446e-08
1969,6.449295852917203e-08,1.4987801222332564e-08
1970,6.668151542044143e-08,7.3579600190498695e-09
1971,6.063309143655715e-08,9.762954888969944e-09
1972,6.66919106606656e-08,1.0260293947794707e-08
1973,5.843995865006946e-08,6.615844760915479e-09
1974,5.0630145409513716e-08,1.012602890426706e-08
1975,5.425906124401081e-08,8.567219822452898e-09
1976,4.285145038807059e-08,1.314111219841152e-08
1977,3.2322301279918975e-08,5.876781727920388e-09
1978,3.148513272321907e-08,1.6633656230169436e-08
1979,4.6230589134665934e-08,1.2289143924704149e-08
1980,4.036456857647863e-08,1.3644362084619388e-08
1981,4.7441620409927054e-08,1.5181319312773667e-08
1982,3.227901146374279e-08,1.6139505731871395e-08
1983,2.5261265079734585e-08,9.47297440490047e-09
1984,3.015484395518797e-08,9.278413592994639e-09
1985,2.2257564680217e-08,8.421781494405423e-09
1986,2.577628777089558e-08,1.0790073723399018e-08
1987,3.5442738521851425e-08,1.3443797186596385e-08
1988,2.7584148298842592e-08,1.2592763276586538e-08
1989,3.4026356843241956e-08,9.878619700032232e-09
1990,3.0512445903241314e-08,1.471135746555774e-08
1991,2.5790447111262438e-08,1.582595565707834e-08
1992,2.8651710337612712e-08,8.264915862810085e-09
1993,3.489700617365088e-08,9.970573700002205e-09
1994,2.2154692302933654e-08,1.160483886764041e-08
1995,3.199246023655178e-08,7.591431483433553e-09
1996,3.3629980578098184e-08,1.014237493990322e-08
1997,2.3974472185273044e-08,1.006927874414032e-08
1998,3.57609692969163e-08,1.3350762273489636e-08
1999,3.93037282719888e-08,2.0565904534919355e-08
2000,2.1206551181762734e-08,1.590491294223284e-08
2001,3.504969470213837e-08,1.4019877703219663e-08
2002,3.066855214228781e-08,1.5334276071143904e-08
2003,1.8334461060476315e-08,1.8334461060476315e-08
2004,2.5988267537968568e-08,1.4095332012686868e-08
2005,2.2518747755384538e-08,1.6663873836364473e-08
2006,3.5413854959642777e-08,1.8118715416903797e-08
2007,2.75619083112133e-08,1.7176262190332636e-08
2008,3.4911003865545354e-08,2.554463840453991e-08
2009,4.052963475942306e-08,1.9549588614609092e-08
2010,3.7790343299093365e-08,3.3066552163063534e-08
2011,3.6710130046913036e-08,2.791499476018089e-08
2012,4.289358557230116e-08,3.302125151094515e-08
2013,3.765318723480959e-08,3.932666459149914e-08
2014,3.724565544871439e-08,3.204858955996315e-08
2015,4.65480844979993e-08,3.812509774547834e-08
2016,4.991929358766356e-08,2.941302845727023e-08
2017,3.9243538196842565e-08,3.5218558736005434e-08
2018,4.1561612817986315e-08,3.8205708818850326e-08
2019,4.872386583087973e-08,3.5458729286119706e-08
