year,un_DET or_NOUN,un_DET corps_NOUN
1891,2.581559104264386e-07,3.113742718596768e-05
1892,2.062340609398916e-07,2.8811335823775153e-05
1893,2.0630695130030574e-07,2.7830500755499088e-05
1894,1.7959387621502287e-07,2.718484034858193e-05
1895,2.2028128654483226e-07,2.84957325789037e-05
1896,2.305738274754887e-07,2.993273005813535e-05
1897,1.526598898404785e-07,2.7563851006107143e-05
1898,1.9691074593097824e-07,2.639339589904921e-05
1899,2.1391728921571485e-07,2.6042079298349563e-05
1900,2.429412844229262e-07,2.647385144882719e-05
1901,1.9616473878603102e-07,2.710873781097689e-05
1902,2.3569362550546202e-07,3.038189089465959e-05
1903,1.7064696722357553e-07,2.7572445219448127e-05
1904,1.5102696426794182e-07,2.895525528856524e-05
1905,2.2758947837431265e-07,2.564278008776455e-05
1906,1.9599343009657488e-07,2.6751302982574998e-05
1907,1.7279953024029737e-07,2.5712673561884003e-05
1908,2.2445048664110345e-07,2.7261155423730088e-05
1909,2.4644406049212364e-07,2.544920079117219e-05
1910,2.2552315703805448e-07,2.5088115535254474e-05
1911,2.027062564469162e-07,2.5909689213676756e-05
1912,2.3650772540406706e-07,2.450251361096889e-05
1913,2.2378616071350166e-07,2.759092524229345e-05
1914,2.2434091140333123e-07,2.631820262877227e-05
1915,1.9556064301262666e-07,2.58941138326918e-05
1916,2.2524296805492838e-07,2.5505195594632823e-05
1917,2.5442104623074613e-07,2.3663351555569534e-05
1918,2.1134932559618846e-07,2.4358010307423683e-05
1919,2.900472335642945e-07,2.167067145819601e-05
1920,2.83958701441378e-07,2.39055353290496e-05
1921,2.1430874874717176e-07,2.2913619488917902e-05
1922,2.700324364113271e-07,2.2302022728126758e-05
1923,2.781378549698843e-07,2.17382778373576e-05
1924,3.081098132184934e-07,2.150193995476002e-05
1925,2.3756064404523158e-07,2.101421767974898e-05
1926,2.7642422395501853e-07,2.0476571194194548e-05
1927,2.0403081357756037e-07,2.002289284064318e-05
1928,2.787953921057351e-07,2.1009061640597793e-05
1929,2.2280813460895388e-07,2.0122916339460062e-05
1930,1.9746774748696794e-07,2.0355984190700838e-05
1931,2.2696660373355826e-07,2.1322314125882258e-05
1932,2.2357455264909731e-07,1.842846012323207e-05
1933,2.1106018088801193e-07,1.9370508141491882e-05
1934,2.3963159989648375e-07,2.035790220134004e-05
1935,1.9867351674918154e-07,1.9821872911052196e-05
1936,1.9520790317528736e-07,2.0157338326498575e-05
1937,1.825712123704193e-07,1.9059175770053116e-05
1938,2.4115299090965436e-07,2.034371857462247e-05
1939,1.9117562644055397e-07,2.0304381450841902e-05
1940,1.3186070790816018e-07,3.0581542716845433e-05
1941,2.508777141585483e-07,2.0344707024833042e-05
1942,1.9115534199976025e-07,2.0793453074929857e-05
1943,2.467749915524564e-07,2.2334589232286817e-05
1944,2.2170985047864633e-07,2.2209543033113732e-05
1945,3.071690679590233e-07,2.3109570406631974e-05
1946,2.519719863869341e-07,2.1623650923174864e-05
1947,2.467620250357072e-07,2.3494844413107785e-05
1948,2.2504807328793675e-07,2.100992253417644e-05
1949,1.6787084566871613e-07,1.9151019955643278e-05
1950,2.392956330865559e-07,2.143982436564329e-05
1951,1.8124383416306955e-07,1.9641500273337442e-05
1952,1.5079069926038358e-07,1.8498750137041498e-05
1953,1.63762175486859e-07,1.878093621598964e-05
1954,1.7688290654405137e-07,1.9960405268193426e-05
1955,2.0554480517631646e-07,1.9078124182669853e-05
1956,2.284939024654875e-07,2.2089779633915896e-05
1957,2.085068859791761e-07,1.7640035878230265e-05
1958,1.7619878889263418e-07,1.847853826575374e-05
1959,2.418233284728899e-07,1.9140472602430236e-05
1960,2.0693291524764845e-07,1.9393559398395155e-05
1961,1.5702839251119372e-07,1.771085834434416e-05
1962,1.6235407795939238e-07,1.8514707051053847e-05
1963,2.172593909222087e-07,1.845605623884694e-05
1964,1.843442358762104e-07,1.9322682760503085e-05
1965,1.8933270418131087e-07,1.872040689931964e-05
1966,1.7558866582945143e-07,1.9455445794847037e-05
1967,1.8488758657397852e-07,1.8901428347817273e-05
1968,2.1918108839003025e-07,2.0128280311837443e-05
1969,2.089208512856544e-07,1.8676615582080558e-05
1970,1.926865720314197e-07,1.6734300686493953e-05
1971,2.04508219692201e-07,1.7628814646286628e-05
1972,1.6416469428293112e-07,1.7945767012861324e-05
1973,1.6649875078655896e-07,1.7063917653104e-05
1974,1.282630317511746e-07,1.6275341465643578e-05
1975,1.4221585997731268e-07,1.5147987625141468e-05
1976,1.605501056545222e-07,1.6751488772115408e-05
1977,1.7806648999751928e-07,1.6055955967431146e-05
1978,1.6990090667690083e-07,1.7082171268612e-05
1979,1.5624769433841834e-07,1.7647210825089132e-05
1980,1.4042322349361314e-07,1.6523889655672974e-05
1981,1.3663186382295578e-07,1.8204931905074773e-05
1982,1.4960080729764513e-07,1.730713705683229e-05
1983,1.7430272425400517e-07,1.641603324742391e-05
1984,2.0644470088981848e-07,1.6773051981999743e-05
1985,1.6843561922996741e-07,1.6953648128037457e-05
1986,1.5166047662162896e-07,1.6700036439942778e-05
1987,1.6865854401970637e-07,1.7495879035323014e-05
1988,1.5890867549606114e-07,1.638738183373789e-05
1989,1.597043612910909e-07,1.6197094169001502e-05
1990,2.075936054168892e-07,1.7618212837078318e-05
1991,1.5298424571597025e-07,1.684760866282886e-05
1992,1.526254580497266e-07,1.7626311432650255e-05
1993,1.6340661534997025e-07,1.7805227685130376e-05
1994,1.5561033483990627e-07,1.7866703728941502e-05
1995,1.697227065555751e-07,1.7533494542476546e-05
1996,1.6441323813509712e-07,1.770538455048154e-05
1997,1.380929672833986e-07,1.8245532828586875e-05
1998,1.325539886742888e-07,1.7927688531926833e-05
1999,1.2705159235792962e-07,1.887264625111129e-05
2000,1.4049340268940114e-07,1.9607666445153882e-05
2001,1.1697835455848349e-07,1.9293542663945118e-05
2002,1.3888471617207188e-07,1.9673874533054914e-05
2003,1.4875914144951707e-07,2.0229993424436543e-05
2004,1.1364361629517816e-07,1.9949740590163856e-05
2005,1.328606158423895e-07,2.0410092702149996e-05
2006,1.288899516005415e-07,2.1301020581177e-05
2007,1.2982058628097093e-07,2.1158359004402882e-05
2008,1.4560443784006338e-07,1.9686827613440983e-05
2009,1.258802806436421e-07,2.0713505932690168e-05
2010,1.2848717245717012e-07,1.998022702309754e-05
2011,1.4148695681726053e-07,1.958332472895563e-05
2012,1.6714880723966985e-07,2.0038453158122138e-05
2013,1.7794617912514354e-07,2.0458231233533297e-05
2014,1.5980985668129222e-07,2.0347604959169985e-05
2015,1.9395035044666997e-07,2.0780394265784707e-05
2016,1.9367029446826223e-07,2.103673625697411e-05
2017,1.5420698051826776e-07,1.937221929892985e-05
2018,2.0858250815436463e-07,1.9395076265027456e-05
2019,1.992321396748764e-07,1.8926798247775878e-05
