year,son_DET or_NOUN,son_DET corps_NOUN
1901,4.4989349268220735e-07,1.1787768244175822e-05
1902,4.104997359810625e-07,1.1880431543431769e-05
1903,3.866557785059399e-07,1.2613834201147256e-05
1904,3.568751072435816e-07,1.1784403511683195e-05
1905,4.2576262693216904e-07,1.1362443103735131e-05
1906,4.0381847998816056e-07,1.1418546591812628e-05
1907,3.908560906040748e-07,1.1626425930444384e-05
1908,4.543034899384679e-07,1.194990051089917e-05
1909,4.2357574336904236e-07,1.2927861803291307e-05
1910,4.6440669576597315e-07,1.3096909810883517e-05
1911,4.080726885291597e-07,1.3071627449789958e-05
1912,4.3550760508992425e-07,1.20754384056454e-05
1913,4.5923891800470074e-07,1.2432859534783347e-05
1914,5.156492521862788e-07,1.2382279351186298e-05
1915,7.056676145644758e-07,1.0242194605325494e-05
1916,8.735032057671788e-07,1.1229186441141792e-05
1917,7.204940737359777e-07,1.1521325120611436e-05
1918,6.133725038992566e-07,1.0747802150490315e-05
1919,5.312928510470272e-07,1.1469295543520275e-05
1920,6.125935283485262e-07,1.256157531770441e-05
1921,4.369475385956889e-07,1.1858165294142964e-05
1922,5.179310766934009e-07,1.265463464505956e-05
1923,5.509677052373263e-07,1.365210937365191e-05
1924,5.053516742847819e-07,1.3565856761488249e-05
1925,5.279125154800113e-07,1.322860799746195e-05
1926,5.305561736612674e-07,1.3275050719130377e-05
1927,4.86106193520186e-07,1.3971093835607462e-05
1928,4.821789429954038e-07,1.379351738250989e-05
1929,3.7654574125411955e-07,1.2608711585926358e-05
1930,4.190937912262882e-07,1.2169474871370767e-05
1931,4.5621427080533294e-07,1.1682507249588525e-05
1932,5.446889931315368e-07,1.128393910221348e-05
1933,3.590317374513319e-07,1.0533508998378238e-05
1934,4.52903742953481e-07,1.1114113476651255e-05
1935,4.1769310410444405e-07,1.218491013332823e-05
1936,4.38914678824176e-07,1.2099252387542947e-05
1937,4.0669312006968994e-07,1.1382370644241746e-05
1938,4.200729367687117e-07,1.1878729367253982e-05
1939,3.8235127419739e-07,1.1655595585580159e-05
1940,4.057252613876017e-07,1.0642681161243672e-05
1941,4.899494241428215e-07,1.2886260037703323e-05
1942,3.9444752530926053e-07,1.2740655392917688e-05
1943,4.412917617990786e-07,1.5767470699756814e-05
1944,4.3378013181438746e-07,1.896422509162221e-05
1945,4.5530733450149796e-07,1.532577618945652e-05
1946,4.329463472174666e-07,1.4782820812797581e-05
1947,3.7073909719964604e-07,1.526705921151006e-05
1948,4.533577246945697e-07,1.3820343951920222e-05
1949,3.7402802854913375e-07,1.2291875748360326e-05
1950,3.935083658923588e-07,1.3695154621018446e-05
1951,4.2219152396327786e-07,1.2970661089184432e-05
1952,3.4481507549255497e-07,1.2722305598344974e-05
1953,3.436851003790764e-07,1.260106807876582e-05
1954,3.3617524453077863e-07,1.4310901462977199e-05
1955,3.2286490858624006e-07,1.2074584560650692e-05
1956,3.505898824585074e-07,1.3323287646471726e-05
1957,2.9155624492460674e-07,1.2848795506670285e-05
1958,3.069002305622348e-07,1.300479345900385e-05
1959,2.666257157279972e-07,1.2434524819582293e-05
1960,3.4604165533025366e-07,1.2446426978840464e-05
1961,3.119723412936537e-07,1.3746238721523696e-05
1962,3.7227282811969076e-07,1.3623791119243833e-05
1963,3.4464063247696686e-07,1.371320604448556e-05
1964,3.473945788812216e-07,1.3642690475990094e-05
1965,3.5130519604464894e-07,1.3521419077733299e-05
1966,4.1266106931558966e-07,1.4072019098421151e-05
1967,3.860452744142151e-07,1.4515893667521595e-05
1968,4.275827796274001e-07,1.4637524145655334e-05
1969,3.9422457165372293e-07,1.3434973766379699e-05
1970,3.453642425377268e-07,1.2830442983613466e-05
1971,3.653400506564708e-07,1.4035532899470127e-05
1972,3.4474587895516606e-07,1.2760726974647696e-05
1973,3.5946089393945613e-07,1.2786222043814632e-05
1974,2.700274317479767e-07,1.1844078414924297e-05
1975,2.7357990672882693e-07,1.2328229956892756e-05
1976,3.4452568264953243e-07,1.3187391175506491e-05
1977,3.2145996753385475e-07,1.3161640197267843e-05
1978,3.3326716497583675e-07,1.4523557922530017e-05
1979,3.721855139637853e-07,1.4789106899115723e-05
1980,2.9505933341056334e-07,1.3980354424347752e-05
1981,3.479052332888699e-07,1.527050915228756e-05
1982,3.1223736085550513e-07,1.5539861180968728e-05
1983,3.2334418254009734e-07,1.5460525105481793e-05
1984,2.992288292702483e-07,1.6063833527368843e-05
1985,2.863405677011599e-07,1.6116281244649144e-05
1986,2.967270318343651e-07,1.663469788582006e-05
1987,3.4220575306775913e-07,1.6114224422381085e-05
1988,2.770407956376175e-07,1.6095350360956218e-05
1989,2.936145406806645e-07,1.5866710441514442e-05
1990,2.8278498986900047e-07,1.6004322105800384e-05
1991,2.707997031059506e-07,1.5835920862627972e-05
1992,2.8486410208472535e-07,1.694969000709534e-05
1993,3.2902893165598357e-07,1.722305682960723e-05
1994,3.054182382555837e-07,1.8077173990604933e-05
1995,2.835941703693834e-07,1.708939601030579e-05
1996,2.6690460774858593e-07,1.7348265600958257e-05
1997,2.5556786820146726e-07,1.8911543520516716e-05
1998,2.8561095177792595e-07,1.84283429689458e-05
1999,2.82438437526622e-07,1.8109879647454363e-05
2000,2.7391793988584823e-07,1.9376602608645044e-05
2001,2.435953778689992e-07,1.939168146236625e-05
2002,2.523583599867152e-07,2.0885283447569236e-05
2003,2.7001660463099597e-07,2.0785445713045192e-05
2004,2.669303444946536e-07,2.0950068687852763e-05
2005,2.751790941779575e-07,2.070103391815792e-05
2006,2.8536977936255425e-07,2.2609686538999085e-05
2007,2.684290274501677e-07,2.9384989147729357e-05
2008,3.167535098658192e-07,2.923583883784886e-05
2009,3.0230341163672847e-07,3.4474983976906515e-05
2010,2.909856564592417e-07,4.1004886725204415e-05
2011,2.829739247367513e-07,4.484601322474191e-05
2012,3.686805802871618e-07,5.105698164697969e-05
2013,3.784842546039613e-07,5.547597493205103e-05
2014,4.6795270147725887e-07,6.0450350702012656e-05
2015,4.659241614746179e-07,5.782867719972273e-05
2016,5.132780407368642e-07,6.0434037550294306e-05
2017,3.03382727495638e-07,6.642044218096999e-05
2018,3.7689413545649586e-07,6.889650740049547e-05
2019,3.974438851361839e-07,6.511090168714873e-05
