year,bien_ADV ôté_VERB,bien_ADV coté_VERB
1925,1.0998177923937646e-09,5.499089184013428e-09
1926,1.1146138456652466e-09,1.0031524944054127e-08
1927,0.0,4.4596899506643695e-09
1928,0.0,4.570416489713125e-09
1929,2.2280812750352652e-09,5.570202965543558e-09
1930,1.0503603542488804e-09,7.352522590764465e-09
1931,1.1405356659111021e-09,6.843213995466613e-09
1932,0.0,1.4247397928102146e-08
1933,2.2941324395731044e-09,2.2941324395731044e-09
1934,1.1981580172459871e-09,4.7926320689839486e-09
1935,0.0,7.180970484910176e-09
1936,0.0,7.274828739411987e-09
1937,1.2591118148108649e-09,1.7627565185307503e-08
1938,1.2965214457594243e-09,7.779128452511941e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,0.0,1.0143131667916805e-08
1941,2.9515025978810172e-09,1.1806010391524069e-08
1942,3.034211770724937e-09,2.1239483061208375e-08
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,0.0,1.6065930807940276e-08
1945,0.0,6.535512131478072e-09
1946,0.0,1.8097434661967782e-08
1947,1.1920870957027319e-09,8.344609447874518e-09
1948,3.2615663503321457e-09,5.435944139264848e-09
1949,9.817008317369869e-10,6.8719057111366055e-09
1950,3.190608444114673e-09,9.571825110299415e-09
1951,0.0,8.529121409139861e-09
1952,0.0,3.1634410646574906e-09
1953,1.0773827385790469e-09,1.1851209791302608e-08
1954,0.0,1.8567818393933067e-08
1955,9.385607846468247e-10,4.6928039232341234e-09
1956,0.0,1.0465369904011368e-08
1957,8.835037701437898e-10,8.835037590415595e-09
1958,0.0,1.1581140491045971e-08
1959,0.0,8.525822714489095e-09
1960,2.7683333403416555e-09,6.920833239831836e-09
1961,3.47407969059077e-09,6.94815938118154e-09
1962,6.341956404476434e-10,9.512934440181198e-09
1963,3.879631726988464e-09,1.4225316924409981e-08
1964,6.083968329129164e-10,1.3384730657151067e-08
1965,1.6416130677043839e-09,8.755269398363907e-09
1966,1.1078149508847446e-09,9.416426749453422e-09
1967,1.4791006197611978e-09,1.4791006641701188e-08
1968,1.7965663401398047e-09,1.3025106326836067e-08
1969,9.083515606356229e-10,1.090021850558287e-08
1970,1.3796175313274261e-09,1.0117195442527205e-08
1971,2.0553589941130213e-09,1.798439086542203e-08
1972,2.0520587451500205e-09,1.2825366879631872e-08
1973,1.102640756478479e-09,1.929621262775072e-08
1974,2.2502286700643026e-09,1.6876715136504572e-08
1975,1.1422960355389478e-09,1.0851812337620004e-08
1976,0.0,1.3141112142900369e-08
1977,5.876781838942691e-10,1.2928920156696222e-08
1978,0.0,1.0099005298691566e-08
1979,3.5111840102075575e-09,7.0223681314374176e-09
1980,2.8425752862659692e-09,2.38776323158163e-08
1981,2.5302198114474095e-09,1.5181319312773667e-08
1982,3.7245013739806154e-09,2.048475689075957e-08
1983,6.315316047889041e-10,1.5788289786655696e-08
1984,4.059305780401701e-09,2.0296528902008504e-08
1985,0.0,1.8648229627160617e-08
1986,2.3977941854269602e-09,1.6185110141009318e-08
1987,3.0554083707556856e-09,1.3443797186596385e-08
1988,1.1993107618124554e-09,1.739000587974715e-08
1989,1.6464366536794728e-09,1.7013178421620978e-08
1990,1.6345953479657283e-09,1.961514328741032e-08
1991,5.861465202094962e-10,2.2273567878983158e-08
1992,2.2039776670368383e-09,2.2039776448323778e-08
1993,1.1078414852150331e-09,1.717154241021035e-08
1994,1.5824779264761446e-09,1.7407257857371405e-08
1995,1.626735190995987e-09,1.9520822291951845e-08
1996,1.067618438099771e-09,1.2277612260191972e-08
1997,1.917957792585412e-09,1.6782131240233866e-08
1998,9.536258449571733e-10,1.5734826330771057e-08
1999,2.285100553223174e-09,1.553868322901053e-08
2000,0.0,1.1486881668076876e-08
2001,3.066848330846028e-09,2.14679372889659e-08
2002,8.76244299341522e-10,1.8839251936242363e-08
2003,4.1669229178253886e-10,2.0834613867481977e-08
2004,3.523833003171717e-09,1.1892936246926666e-08
2005,4.053374524914943e-09,1.711424801875694e-08
2006,1.2353669198716943e-09,1.4412614379732958e-08
2007,1.5977917877663117e-09,1.1184542181297275e-08
2008,2.1287198670449925e-09,2.7673358715674112e-08
2009,9.53638501499654e-10,2.1933685312447437e-08
2010,4.723793023408973e-10,2.0312309889636282e-08
2011,4.206369030868018e-09,2.141424360058153e-08
2012,5.446804340891731e-09,2.7234022592637075e-08
2013,5.020424964641279e-09,1.5898012906134795e-08
2014,4.547434873103384e-09,1.7756649595135343e-08
2015,5.319781060109108e-09,2.4603986584215143e-08
2016,3.1070099826280284e-09,2.216333810922677e-08
2017,3.018733707449428e-09,1.4842106488277551e-08
2018,6.453666934191915e-09,2.039358665273383e-08
2019,3.5713827450933877e-09,2.11731980281904e-08
