year,un_DET an_NOUN,un_DET camp_NOUN
1859,2.2499768192574265e-05,2.9463315200928264e-06
1860,2.318297811143566e-05,2.8772178595204423e-06
1861,2.3103035232452385e-05,2.8621182792676336e-06
1862,2.4454505023641104e-05,3.4323142443781762e-06
1863,2.4611993467260618e-05,2.9877822811386068e-06
1864,2.474175516908872e-05,2.4942173943998114e-06
1865,2.437862940496416e-05,2.392959611796641e-06
1866,2.334715657070774e-05,2.948074758535313e-06
1867,2.4310645130753983e-05,2.129898874159153e-06
1868,2.4710238449188182e-05,2.42844201991943e-06
1869,2.4774581220299297e-05,2.238116913133581e-06
1870,2.4546889108023606e-05,2.6066984730732656e-06
1871,2.594647332898603e-05,3.452944817183834e-06
1872,2.82942912690487e-05,2.787823518701771e-06
1873,2.694480235732044e-05,2.643419485082177e-06
1874,2.7689326543622883e-05,2.5212851006983783e-06
1875,2.7299123075863463e-05,2.306919654415651e-06
1876,2.7892685466213152e-05,2.06894627652332e-06
1877,2.7294210667605512e-05,1.810914096012084e-06
1878,2.6071350475831423e-05,1.973574260460964e-06
1879,2.6424664724800095e-05,1.9812542042529913e-06
1880,2.8336716695775976e-05,1.84769792355155e-06
1881,2.9624092121594003e-05,2.0819907469160626e-06
1882,2.9720954216827522e-05,1.9526900381094947e-06
1883,2.915806226155837e-05,1.8521982241281876e-06
1884,2.921515010712028e-05,2.0848158754915858e-06
1885,2.9382429829638568e-05,2.2798213521468824e-06
1886,2.9132226245565107e-05,2.018643456835889e-06
1887,2.9009317131567514e-05,2.1029666541494407e-06
1888,2.9781233479297953e-05,1.9167678786402575e-06
1889,2.880459328480356e-05,1.9484574700356916e-06
1890,2.985785295095411e-05,1.7231482090096506e-06
1891,2.969302931887796e-05,1.8491612010507197e-06
1892,2.9892654538343777e-05,1.6530067306064211e-06
1893,3.0445980200966005e-05,1.5519209490832964e-06
1894,2.9272540132296854e-05,1.7304026940223594e-06
1895,2.9982932119310135e-05,2.0108191662870922e-06
1896,3.035790450667264e-05,1.8557949879038915e-06
1897,3.0130519007798284e-05,1.5300949289809296e-06
1898,3.161209656354913e-05,1.6081044691418356e-06
1899,3.211246598766593e-05,1.6256607509035348e-06
1900,3.072947743021359e-05,1.5131919433031271e-06
1901,3.1280170787795214e-05,1.586642998319121e-06
1902,2.9502948791559902e-05,1.5148226175654145e-06
1903,3.097296303167241e-05,1.6832487048645817e-06
1904,3.318723611300811e-05,1.595726214276283e-06
1905,3.277701262049959e-05,1.6096407762233866e-06
1906,3.453342469583731e-05,1.4624916673255939e-06
1907,3.137237240480317e-05,1.3931962854485391e-06
1908,3.263274311393616e-05,1.4660496923113442e-06
1909,3.1107511176742264e-05,1.3779964174176484e-06
1910,3.1720206834506826e-05,1.3558110829592351e-06
1911,3.060332437598845e-05,1.560465761940577e-06
1912,3.375548612893908e-05,1.3403840455339378e-06
1913,3.281596059423464e-05,1.3570350390068597e-06
1914,3.254952207498718e-05,1.5315452550623831e-06
1915,3.528573711264471e-05,3.1584221673597312e-06
1916,3.7198051359155215e-05,3.4149032401842305e-06
1917,3.3523263709867024e-05,2.923648672492618e-06
1918,3.312326248305908e-05,2.983011924584389e-06
1919,3.3388580504833953e-05,2.3811496276948674e-06
1920,3.45490661857184e-05,1.8135495025717319e-06
1921,3.5154208262611064e-05,1.6925090733366233e-06
1922,3.6175492368784035e-05,1.514690126214191e-06
1923,3.416636832298536e-05,1.6783813521215052e-06
1924,3.598696980589011e-05,1.5727782098906573e-06
1925,3.3587336702112225e-05,1.303284065556909e-06
1926,3.462659469732898e-05,1.4099864955596786e-06
1927,3.3354021525155986e-05,1.5441676382010883e-06
1928,3.851947030852898e-05,1.5322321722521792e-06
1929,3.498310411487182e-05,1.3179101117088976e-06
1930,3.4511691865191096e-05,1.5429793585042262e-06
1931,3.524483372530085e-05,1.951456539472929e-06
1932,3.519326310197357e-05,1.674617220004393e-06
1933,3.501763762869814e-05,1.576068935804642e-06
1934,3.4222988006149535e-05,1.7732738442077789e-06
1935,3.49174683833553e-05,1.6193088612226347e-06
1936,3.470093247415207e-05,1.4646655515093698e-06
1937,3.752027441805694e-05,1.675877804530046e-06
1938,3.602903279897873e-05,1.6841813845758224e-06
1939,3.392985172467888e-05,1.8796388019381993e-06
1940,3.413924628148379e-05,2.2822045266934765e-06
1941,3.2215650207945146e-05,2.4645045613169714e-06
1942,2.9865746682844474e-05,2.7793379295815157e-06
1943,2.9853967589588137e-05,3.083235846190746e-06
1944,2.7986850682282238e-05,3.6180476925551375e-06
1945,3.248585267101589e-05,4.729532406599901e-06
1946,3.4439420687704114e-05,3.5415290113860465e-06
1947,3.399951697247161e-05,3.149494062881786e-06
1948,3.223406042707211e-05,2.5135803767284415e-06
1949,3.7681603089367854e-05,2.5642025462957463e-06
1950,3.373749405000126e-05,2.6875558205574634e-06
1951,3.472205412435869e-05,2.7037315106781534e-06
1952,3.4287483686057385e-05,2.1711750193276202e-06
1953,3.339670911373105e-05,2.6374329564760046e-06
1954,3.455275441410777e-05,2.3864532963102647e-06
1955,3.4060369443977834e-05,2.175583944108439e-06
1956,3.4037741670545074e-05,2.036386490544828e-06
1957,3.2210781228059204e-05,2.051495854971108e-06
1958,3.4995727673958754e-05,1.9282599978964754e-06
1959,3.4730324614429264e-05,2.187260953689929e-06
1960,3.3031753218892845e-05,2.252039216443791e-06
1961,3.346511289237242e-05,2.11918854375881e-06
1962,3.380896851012949e-05,2.296422522363173e-06
1963,3.2984630479404586e-05,2.4764983308500632e-06
1964,3.346000085002743e-05,2.2851384713362677e-06
1965,3.155125500597933e-05,2.326165549959569e-06
1966,3.1017710170999635e-05,2.206767440782187e-06
1967,3.258557444496546e-05,2.4000874248031323e-06
1968,3.295037345196761e-05,2.653977674071939e-06
1969,3.405546226531442e-05,2.573359935809094e-06
1970,3.4959509093823726e-05,2.2119866471825844e-06
1971,3.5074702282145154e-05,2.1894711252912202e-06
1972,3.7289497413439676e-05,2.302922858632428e-06
1973,3.58964714450849e-05,2.4522729873410753e-06
1974,3.6983632071496686e-05,2.3700532949533226e-06
1975,3.883178214891814e-05,2.4148138635382566e-06
1976,3.787497053053812e-05,2.4036806820504353e-06
1977,3.567441490304191e-05,2.3607031849337545e-06
1978,3.426236071391031e-05,2.4273255974094354e-06
1979,3.388175377949665e-05,2.5426824663554726e-06
1980,3.336160034450586e-05,2.641321046326084e-06
1981,3.475003813946387e-05,2.5352803234568455e-06
1982,3.5889295759261586e-05,2.8144815829023173e-06
1983,3.4388789117656415e-05,2.848839180558116e-06
1984,3.530842423060676e-05,2.602595031930832e-06
1985,3.640435079432791e-05,2.925967507394489e-06
1986,3.707829205268354e-05,2.7748472248845246e-06
1987,3.676084224935039e-05,2.548210602526524e-06
1988,3.607107009884203e-05,2.831572807338034e-06
1989,3.7536011177508044e-05,2.9103512204642357e-06
1990,3.68007331417175e-05,2.916662921848001e-06
1991,3.602749620768009e-05,2.9090451008073615e-06
1992,3.53181894752197e-05,3.2613359763900007e-06
1993,3.5620427297544666e-05,3.2000000942389306e-06
1994,3.597605473260046e-05,3.271509569913178e-06
1995,3.59530176865519e-05,3.62382388630067e-06
1996,3.502535923871619e-05,3.0880863306492756e-06
1997,3.434247196310025e-05,3.260528160353715e-06
1998,3.603132336138515e-05,3.2361291957272442e-06
1999,3.485235288280819e-05,3.44318956990719e-06
2000,3.479111410342739e-05,3.5635842294823306e-06
2001,3.466677685537434e-05,3.389743611137419e-06
2002,3.388305344742548e-05,3.320965845432511e-06
2003,3.433836036492721e-05,3.695227206890195e-06
2004,3.465205395514204e-05,3.920264319390299e-06
2005,3.312913099762227e-05,3.9020486823915235e-06
2006,3.3422030128349434e-05,3.5574451757725e-06
2007,3.3511286574139376e-05,3.557483367444547e-06
2008,3.3643991400822415e-05,3.8078540498531765e-06
2009,3.152204362777411e-05,3.6324089762729272e-06
2010,3.162768462061649e-05,3.673693775851916e-06
2011,3.0130988079690724e-05,3.605240721071823e-06
2012,3.136644363621599e-05,3.661614321970319e-06
2013,3.1708446840639226e-05,3.745515954278744e-06
2014,3.334828943479806e-05,3.983986061939504e-06
2015,3.197853266101447e-05,3.2951610080544924e-06
2016,3.05854066482425e-05,3.3756628283754253e-06
2017,3.302997720311396e-05,3.440601695103851e-06
2018,3.129615288344212e-05,3.499952669017148e-06
2019,3.147714801343682e-05,3.1757246290453622e-06
