year,non_ADV ouverte_ADJ,non_ADV couverte_ADJ
1922,4.0578644444622114e-08,4.721878654745382e-08
1923,5.520293200333981e-08,3.715581797791856e-08
1924,3.9964035636330664e-08,4.383152329978657e-08
1925,2.969508017258704e-08,4.289289345926761e-08
1926,4.56991671171636e-08,4.346993875969929e-08
1927,5.2401357919507063e-08,4.6826745148109694e-08
1928,4.34189573184085e-08,3.999114284169991e-08
1929,4.0105462062456354e-08,3.230717737778832e-08
1930,5.04172987803031e-08,5.98705410803646e-08
1931,2.2810713318222042e-08,3.5356606531422585e-08
1932,3.1782654730250215e-08,4.055028668403793e-08
1933,4.588265056781893e-08,4.588265056781893e-08
1934,3.9539216345474415e-08,7.7880272897346e-08
1935,6.462873614054843e-08,4.308582290946106e-08
1936,4.364897421282876e-08,2.182448710641438e-08
1937,4.658713592675667e-08,5.288269733227935e-08
1938,2.7226949583791793e-08,7.908780597087883e-08
1939,7.341144225847529e-08,7.18820407641374e-08
1940,5.0715659227762444e-08,4.817987386829259e-08
1941,5.312704587367989e-08,4.132103814669108e-08
1942,2.730790527039062e-08,6.068423630267716e-08
1943,1.1612940831184915e-08,4.3548528338988035e-08
1944,5.7837350908584995e-08,5.462416652335378e-08
1945,3.703456741277478e-08,2.832055301382752e-08
1946,3.062643116891195e-08,1.1554516277101357e-07
1947,3.5762614203349585e-08,1.3947418642246134e-07
1948,1.6307831529616124e-08,4.348755311411878e-08
1949,1.2762110479513922e-08,6.773736060949886e-08
1950,4.998619829166273e-08,2.5524867552917385e-08
1951,4.051332780363737e-08,6.396840745992449e-08
1952,5.061505703451985e-08,4.007025466989944e-08
1953,9.69644453618912e-09,4.632745742583211e-08
1954,3.420387528763058e-08,2.5408594339637602e-08
1955,4.129667274810345e-08,3.378819002364253e-08
1956,4.360570926564833e-08,2.52913103793162e-08
1957,5.03597163969971e-08,3.7107157180304995e-08
1958,2.2335056470978998e-08,2.9780077070995503e-08
1959,4.417926291466756e-08,2.557746836551189e-08
1960,1.868625076895114e-08,1.9378333604436193e-08
1961,5.072156383789661e-08,5.211119358250471e-08
1962,2.4099433559854333e-08,3.868593267952747e-08
1963,3.879631904624148e-08,4.073613624200334e-08
1964,3.1636634645337836e-08,3.102823953327061e-08
1965,3.6662690661160013e-08,2.681301225493371e-08
1966,2.0494576702390077e-08,2.547974453648294e-08
1967,3.500538170442269e-08,3.747054933000982e-08
1968,1.661823922916028e-08,3.6829611360644776e-08
1969,2.2708789515490935e-08,4.1329997202410595e-08
1970,3.2650948611490094e-08,4.414776100247764e-08
1971,1.644287195290417e-08,3.494110245583215e-08
1972,2.7189777540570503e-08,9.695977354340357e-08
1973,1.543697081274331e-08,5.127279578687194e-08
1974,1.6876715136504572e-08,3.825388716904854e-08
1975,1.8847885030481848e-08,2.627280792921738e-08
1976,2.9138986334942274e-08,3.9994688449951354e-08
1977,2.2331770210826107e-08,3.349765620441758e-08
1978,1.7821774278559133e-08,2.970295653881294e-08
1979,4.213420723431227e-08,2.867466974976196e-08
1980,2.1035058139773355e-08,5.002932468300969e-08
1981,1.5813874654213578e-08,1.6509683575804956e-07
1982,1.924325765401136e-08,2.669225906970496e-08
1983,3.536576898000021e-08,4.16810870262907e-08
1984,2.551563760277986e-08,4.349256244040589e-08
1985,1.4437339324047116e-08,2.947623478632977e-08
1986,2.577628777089558e-08,4.076250093021372e-08
1987,2.0165694891716157e-08,3.849814689260711e-08
1988,1.6190695006912392e-08,3.1182079140990027e-08
1989,2.7440611560791695e-08,4.006329135108899e-08
1990,2.7788120249283565e-08,4.140974851907231e-08
1991,2.3445860364290638e-08,6.50622666853451e-08
1992,1.3774860363469088e-08,5.56504353710352e-08
1993,1.3294098266669607e-08,7.47793009736597e-08
1994,2.637463225596548e-08,6.224413318101085e-08
1995,2.114755837112625e-08,3.470368525881895e-08
1996,2.829188794351012e-08,6.672615104896806e-08
1997,1.4864173003559245e-08,6.137465136113462e-08
1998,1.5734826774860267e-08,5.2926235172279235e-08
1999,2.0565904534919355e-08,5.164327437912064e-08
2000,2.2090157258958243e-08,4.373851325567557e-08
2001,1.7086726700199506e-08,4.8631449089953094e-08
2002,1.7086764003693133e-08,4.2497848795619575e-08
2003,1.8334461060476315e-08,4.5836150708300494e-08
2004,1.3214373595360485e-08,2.686922684347337e-08
2005,2.296912349208924e-08,2.7472871977352042e-08
2006,1.8118715416903797e-08,4.20024772185279e-08
2007,1.2382886716011399e-08,3.674920989737984e-08
2008,2.171294255504108e-08,5.279225331888959e-08
2009,1.3350939020995156e-08,5.435739325321265e-08
2010,1.4643758206034363e-08,6.707786326387577e-08
2011,2.370862617340208e-08,4.474047088365296e-08
2012,1.736168897537027e-08,3.710635354536862e-08
2013,3.123820135897404e-08,2.900689999307815e-08
2014,2.8800421603136783e-08,2.8583876113263962e-08
2015,3.2805317573547654e-08,2.9480452412578018e-08
2016,2.9620162322885335e-08,3.583418362040902e-08
2017,3.773417134311785e-08,3.270294612889302e-08
2018,2.942872079358949e-08,2.7621693377000156e-08
2019,2.219359274135968e-08,3.1377147990951926e-08
