year,son_DET or_NOUN,son_DET cor_NOUN
1852,7.747549211067906e-07,1.3151301914149371e-07
1853,8.181546871099954e-07,9.07733630484131e-08
1854,6.785537687292731e-07,1.1534375166100119e-07
1855,8.761753029773445e-07,1.0295457997244739e-07
1856,6.947788167011026e-07,1.3564235135099523e-07
1857,8.630508023799166e-07,1.2838368901313402e-07
1858,8.015841483910435e-07,8.417122598913807e-08
1859,9.57837786197402e-07,1.1304624791819151e-07
1860,9.07655541837471e-07,9.749401908010213e-08
1861,8.328392091527803e-07,1.3204698312563323e-07
1862,8.588691873256948e-07,1.504489479664528e-07
1863,8.161210391932627e-07,1.0938219957568052e-07
1864,7.091402398629043e-07,1.275397578659465e-07
1865,8.458199216576645e-07,1.8262556578108047e-07
1866,8.037992778042735e-07,1.2747906197319026e-07
1867,8.201251535666643e-07,1.6936312619009186e-07
1868,6.871364561789051e-07,1.5610002002119927e-07
1869,7.676892104235833e-07,1.1866951377115242e-07
1870,7.012741516376764e-07,1.4564484462908922e-07
1871,6.691341827291808e-07,1.2320565545564932e-07
1872,6.839540471759165e-07,1.6448763417997725e-07
1873,5.596914229855088e-07,1.035578751640287e-07
1874,6.10007602652729e-07,1.386109254042367e-07
1875,6.60264239726871e-07,1.3159512946003815e-07
1876,6.511557675281665e-07,1.19711091706165e-07
1877,6.957918161631937e-07,1.045233911645127e-07
1878,5.284202395650084e-07,1.1051532133876663e-07
1879,6.763023017164471e-07,7.942122515203209e-08
1880,6.052028771463824e-07,1.3798369291606605e-07
1881,6.066081423838909e-07,1.1922987852575062e-07
1882,6.442412558982369e-07,1.9234063741713214e-07
1883,5.207135540530317e-07,8.531107553721995e-08
1884,6.03395125864381e-07,7.723985362417807e-08
1885,5.240301841347161e-07,1.0699755592646909e-07
1886,6.434103374530764e-07,8.905780246593054e-08
1887,4.642065440929599e-07,1.1229750246366521e-07
1888,5.788981156662487e-07,6.530833251972012e-08
1889,4.836685678633046e-07,1.1214594586306248e-07
1890,4.771593222763215e-07,5.898947669225052e-08
1891,5.341596658325898e-07,1.1601080718293133e-07
1892,5.353309795452788e-07,1.1910173425278003e-07
1893,5.129961102579017e-07,8.806535611860511e-08
1894,4.801772890417055e-07,9.515324395081848e-08
1895,6.157042493626363e-07,1.3361324713301315e-07
1896,4.876842885082056e-07,8.255840677762194e-08
1897,4.876959378563583e-07,8.856604771789733e-08
1898,4.6002423870206144e-07,8.996784028880711e-08
1899,5.162758043297799e-07,9.286331348334897e-08
1900,5.684203263633947e-07,1.1264585331183241e-07
1901,4.4989349268220735e-07,5.6446264551368586e-08
1902,4.104997359810625e-07,7.316322836459221e-08
1903,3.866557785059399e-07,8.478346091855826e-08
1904,3.568751072435816e-07,5.320879026271541e-08
1905,4.2576262693216904e-07,8.928113270911808e-08
1906,4.0381847998816056e-07,1.0082601908933952e-07
1907,3.908560906040748e-07,5.348557274853505e-08
1908,4.543034899384679e-07,9.184297256048524e-08
1909,4.2357574336904236e-07,7.316308003879612e-08
1910,4.6440669576597315e-07,7.268044588393252e-08
1911,4.080726885291597e-07,6.597263846330748e-08
1912,4.3550760508992425e-07,8.491356773276948e-08
1913,4.5923891800470074e-07,7.318126038491357e-08
1914,5.156492521862788e-07,5.826167132072513e-08
1915,7.056676145644758e-07,5.301343009023185e-08
1916,8.735032057671788e-07,9.778841247864989e-08
1917,7.204940737359777e-07,4.7155623406069935e-08
1918,6.133725038992566e-07,6.776961924970237e-08
1919,5.312928510470272e-07,8.839534615390221e-08
1920,6.125935283485262e-07,6.815008468663564e-08
1921,4.369475385956889e-07,9.163024516922746e-08
1922,5.179310766934009e-07,7.673052948575787e-08
1923,5.509677052373263e-07,7.855801698042342e-08
1924,5.053516742847819e-07,7.219309572370491e-08
1925,5.279125154800113e-07,8.138651841349542e-08
1926,5.305561736612674e-07,7.690835612805813e-08
1927,4.86106193520186e-07,5.6861046648926106e-08
1928,4.821789429954038e-07,8.341010349077749e-08
1929,3.7654574125411955e-07,1.1029002511264707e-07
1930,4.190937912262882e-07,7.35252236871986e-08
1931,4.5621427080533294e-07,5.360517718600022e-08
1932,5.446889931315368e-07,9.5347971296178e-08
1933,3.590317374513319e-07,4.9323846118554115e-08
1934,4.52903742953481e-07,6.949316500026725e-08
1935,4.1769310410444405e-07,5.744776476745983e-08
1936,4.38914678824176e-07,7.63856986552014e-08
1937,4.0669312006968994e-07,6.421470288842102e-08
1938,4.200729367687117e-07,8.945998319909165e-08
1939,3.8235127419739e-07,5.199977071157491e-08
1940,4.057252613876017e-07,2.3329202925026493e-07
1941,4.899494241428215e-07,9.444808668490623e-08
1942,3.9444752530926053e-07,9.102635090130207e-08
1943,4.412917617990786e-07,6.967764698551093e-08
1944,4.3378013181438746e-07,1.221010741403461e-07
1945,4.5530733450149796e-07,4.1391576388605245e-08
1946,4.329463472174666e-07,8.213451252458981e-08
1947,3.7073909719964604e-07,3.695469885656166e-08
1948,4.533577246945697e-07,6.305694899566561e-08
1949,3.7402802854913375e-07,5.792034940554913e-08
1950,3.935083658923588e-07,6.593924251063754e-08
1951,4.2219152396327786e-07,9.915103760249622e-08
1952,3.4481507549255497e-07,4.217921545368597e-08
1953,3.436851003790764e-07,5.171437067463813e-08
1954,3.3617524453077863e-07,6.25442342361282e-08
1955,3.2286490858624006e-07,7.41462997666531e-08
1956,3.505898824585074e-07,5.755953558228555e-08
1957,2.9155624492460674e-07,8.569986253981199e-08
1958,3.069002305622348e-07,4.384289198355873e-08
1959,2.666257157279972e-07,3.8753739772801055e-08
1960,3.4604165533025366e-07,5.6058751196630396e-08
1961,3.119723412936537e-07,4.377340445671507e-08
1962,3.7227282811969076e-07,8.751899693848486e-08
1963,3.4464063247696686e-07,3.620989807995301e-08
1964,3.473945788812216e-07,5.840609590412882e-08
1965,3.5130519604464894e-07,8.37222629002099e-08
1966,4.1266106931558966e-07,1.0302678921103592e-07
1967,3.860452744142151e-07,5.916402734396087e-08
1968,4.275827796274001e-07,5.614269665832339e-08
1969,3.9422457165372293e-07,5.722614682124316e-08
1970,3.453642425377268e-07,5.7484061954937715e-08
1971,3.653400506564708e-07,7.553444469898807e-08
1972,3.4474587895516606e-07,6.874397084910555e-08
1973,3.5946089393945613e-07,4.851619195278545e-08
1974,2.700274317479767e-07,4.162923095130111e-08
1975,2.7357990672882693e-07,6.682431896720686e-08
1976,3.4452568264953243e-07,5.427850696682057e-08
1977,3.2145996753385475e-07,4.9364969001430836e-08
1978,3.3326716497583675e-07,6.415838371687244e-08
1979,3.721855139637853e-07,5.442335293537326e-08
1980,2.9505933341056334e-07,6.08311109262516e-08
1981,3.479052332888699e-07,5.7562501543095834e-08
1982,3.1223736085550513e-07,5.152226723037501e-08
1983,3.2334418254009734e-07,3.4102705881444706e-08
1984,2.992288292702483e-07,3.94332572151157e-08
1985,2.863405677011599e-07,5.6546244353583575e-08
1986,2.967270318343651e-07,4.7955882820360785e-08
1987,3.4220575306775913e-07,3.5442738521851425e-08
1988,2.770407956376175e-07,5.396898572485043e-08
1989,2.936145406806645e-07,4.829547539664247e-08
1990,2.8278498986900047e-07,4.2499479102620086e-08
1991,2.707997031059506e-07,6.213153069811739e-08
1992,2.8486410208472535e-07,4.5732536646525546e-08
1993,3.2902893165598357e-07,6.370088689866549e-08
1994,3.054182382555837e-07,3.9034457388620325e-08
1995,2.835941703693834e-07,3.036572593373421e-08
1996,2.6690460774858593e-07,3.790045544072029e-08
1997,2.5556786820146726e-07,4.363354066949654e-08
1998,2.8561095177792595e-07,7.676688085211936e-08
1999,2.82438437526622e-07,4.707307157958418e-08
2000,2.7391793988584823e-07,5.522539414659633e-08
2001,2.435953778689992e-07,4.293587563264367e-08
2002,2.523583599867152e-07,4.425033739430262e-08
2003,2.7001660463099597e-07,5.166984512472439e-08
2004,2.669303444946536e-07,5.990516119269707e-08
2005,2.751790941779575e-07,4.3235996116663955e-08
2006,2.8536977936255425e-07,5.270899200437995e-08
2007,2.684290274501677e-07,5.352602344688151e-08
2008,3.167535098658192e-07,2.5970381400952647e-08
2009,3.0230341163672847e-07,4.243691265060079e-08
2010,2.909856564592417e-07,4.959982602414925e-08
2011,2.829739247367513e-07,4.894684210721145e-08
2012,3.686805802871618e-07,6.127654750276434e-08
2013,3.784842546039613e-07,8.088462677413588e-08
2014,4.6795270147725887e-07,6.886115451465447e-08
2015,4.659241614746179e-07,9.287450697392785e-08
2016,5.132780407368642e-07,8.699628528674452e-08
2017,3.03382727495638e-07,5.861374435811584e-08
2018,3.7689413545649586e-07,5.653412071815467e-08
2019,3.974438851361839e-07,9.209065598980715e-08
