year,son_DET art_NOUN,son_DET quart_NOUN
1981,4.873835862895248e-06,1.0690178942063255e-07
1982,5.115602419891729e-06,1.0801054117770548e-07
1983,4.882370973291472e-06,1.2188559783687936e-07
1984,5.046877220138413e-06,1.304776926502882e-07
1985,5.179997273785375e-06,1.2211582522958508e-07
1986,5.016185426143238e-06,1.354753775828499e-07
1987,5.203360785799305e-06,9.105117082519598e-08
1988,5.178624036261681e-06,9.414589552392272e-08
1989,5.061695119934484e-06,1.015302580897881e-07
1990,5.818069581664531e-06,9.753085500330272e-08
1991,5.1405048679953325e-06,1.1488471668430478e-07
1992,5.452089823165807e-06,1.085458982696963e-07
1993,5.5995845684719825e-06,1.285096153935683e-07
1994,5.272289257618468e-06,1.302906856848196e-07
1995,5.391543055566217e-06,1.6701148797260146e-07
1996,5.478483871002027e-06,1.024913733882471e-07
1997,5.283494147079182e-06,1.5439560518970552e-07
1998,5.590154614765197e-06,1.1395829069282826e-07
1999,5.475100977037073e-06,9.643124099234512e-08
2000,5.253481276668026e-06,9.63130859510386e-08
2001,5.190859752701726e-06,1.6560980364843658e-07
2002,5.641260713673546e-06,1.3318913305582214e-07
2003,5.425333540642896e-06,1.2125745368907204e-07
2004,5.127617541234031e-06,1.1981032121965995e-07
2005,5.461246843196932e-06,1.1934936783308814e-07
2006,5.803754049793497e-06,1.4124363101331028e-07
2007,5.238759641201796e-06,1.2342941313470135e-07
2008,4.852204071426058e-06,1.4688166172227568e-07
2009,4.872139058420544e-06,1.401848535032002e-07
2010,4.029395540783298e-06,1.847003070487574e-07
2011,3.671013146799851e-06,1.686371708942147e-07
2012,3.712337630190632e-06,2.304679083131589e-07
2013,3.5882093101236023e-06,2.261980478479586e-07
2014,4.054362918282095e-06,2.620188679358648e-07
2015,5.91559656015761e-06,2.912579981639851e-07
2016,3.9347175828652325e-06,2.2867593996167557e-07
2017,3.2094168389562583e-06,2.052738787838848e-07
2018,3.6148277686720576e-06,2.3155756290194063e-07
2019,3.592045850098202e-06,2.9336358142728614e-07
