year,ton_DET an_NOUN,ton_DET camp_NOUN
1844,2.1954245643662773e-09,1.866110821424627e-08
1845,1.2834524554250493e-08,2.9017184932644824e-08
1846,1.1709002656346001e-09,2.751615646445771e-08
1847,5.393223645455691e-10,3.182001862001016e-08
1848,1.6090443422100975e-09,2.494018680465615e-08
1849,1.6758829879393033e-09,4.441089829221312e-08
1850,1.3577992064028876e-09,4.5486274302675156e-08
1851,1.9348316282474798e-09,3.5471913406581734e-08
1852,1.3021090872200602e-09,1.4323200403509873e-08
1853,1.1943863675867306e-09,4.299791100947914e-08
1854,5.195664454227256e-10,4.052618152172727e-08
1855,2.653468555990912e-09,2.3350523292720027e-08
1856,1.5531567143511893e-09,2.3815070804289462e-08
1857,9.763018171682347e-10,3.9540225316159194e-08
1858,9.787352039936081e-10,2.6425849952715907e-08
1859,1.018434669930457e-09,2.7497735644033128e-08
1860,2.746310290291376e-09,1.876645328025006e-08
1861,1.8863854922557266e-09,5.14040046084574e-08
1862,0.0,3.6595690477980725e-08
1863,1.9978483867255648e-09,3.296449746503782e-08
1864,1.9178911792039344e-09,2.9727313943794798e-08
1865,1.882737743486018e-09,3.247722724086799e-08
1866,0.0,3.74652195933578e-08
1867,1.94112459439566e-09,2.8631587767335986e-08
1868,2.4699371437009177e-09,1.432563490055827e-08
1869,4.883519144627257e-10,1.3673853160867111e-08
1870,2.8670243956696595e-09,9.747882501187632e-09
1871,4.248470908407853e-09,2.7615060460561835e-08
1872,2.4189357183956872e-09,1.5118347462816928e-08
1873,1.1972008939764578e-09,1.3169209722718733e-08
1874,5.974609140757536e-10,1.9716209553877206e-08
1875,1.716458086775674e-09,1.94531928343622e-08
1876,6.04601479992084e-10,2.8416270225761764e-08
1877,0.0,2.9687115987719892e-08
1878,6.039088673581716e-10,9.662541877730746e-09
1879,1.221865053580018e-09,2.2604503158163425e-08
1880,0.0,9.626769603698904e-09
1881,6.972507571312292e-10,5.5780060570498335e-09
1882,1.9966155395678697e-09,1.9966154729544883e-08
1883,1.2638677882037541e-09,6.951272890631799e-09
1884,6.601696966868076e-10,1.2543224237049344e-08
1885,1.2891271383708158e-09,7.090199094506033e-09
1886,1.936039106809062e-09,2.0651084398082276e-08
1887,3.917354773896875e-09,1.8933882017790893e-08
1888,0.0,2.4094335415725254e-08
1889,1.8795409673089125e-09,2.192797943223468e-08
1890,0.0,1.5075089621063853e-08
1891,6.374220040683554e-10,2.4859458047643557e-08
1892,6.268512375839919e-10,1.3790727448892426e-08
1893,6.158416554491453e-10,1.3548516086814288e-08
1894,0.0,1.1342770278588432e-08
1895,1.2037228991346183e-09,1.0833506536300774e-08
1896,0.0,8.845543852942228e-09
1897,5.826713556089658e-10,2.155884004650943e-08
1898,5.6583548957434e-10,3.960848538042683e-09
1899,1.1055156790007459e-09,1.2713430308508578e-08
1900,0.0,1.453494924419374e-08
1901,5.588738916095792e-10,6.147612641171918e-09
1902,4.910283846193408e-10,5.4013122863239005e-09
1903,1.6200660812870638e-09,8.100330184390714e-09
1904,1.0749250378694342e-09,1.289910045443321e-08
1905,5.160759042333041e-10,1.651442893546573e-08
1906,1.5432553013283723e-09,2.1605574218597212e-08
1907,1.5428529565042481e-09,1.542852956504248e-08
1908,4.911389073214423e-10,8.349361202419914e-09
1909,2.2003934230241384e-09,1.265226234892225e-08
1910,2.137660271017694e-09,2.404867771588215e-08
1911,1.5961122423746588e-09,7.980561100850991e-09
1912,1.0418842455450772e-09,8.856015920599702e-09
1913,5.833288740930698e-09,1.6439267724877027e-08
1914,2.678697486047099e-09,2.276892807628883e-08
1915,3.534228465440492e-09,4.2410743361642744e-08
1916,0.0,2.7468654906215306e-08
1917,1.0966424435210342e-09,1.4256351654751143e-08
1918,2.2972752589112133e-09,1.9526840588923733e-08
1919,0.0,9.207848705727883e-09
1920,1.514446346106979e-09,8.329454903588385e-09
1921,1.5145494858259667e-09,1.9689142760626055e-08
1922,7.377935484775833e-10,1.1066902949607993e-08
1923,0.0,2.5478275045287546e-08
1924,0.0,1.4180787211159895e-08
1925,0.0,8.798542339150117e-09
1926,3.3438415369957397e-09,1.0031524277920312e-08
1927,2.2298449753321847e-09,4.4596899506643695e-09
1928,0.0,2.170947865920425e-08
1929,1.1140406375176326e-09,1.1140405931087116e-08
1930,0.0,2.9410089141812534e-08
1931,1.1405356659111021e-09,9.124285327288817e-09
1932,0.0,5.4797681947604815e-09
1933,1.1470662197865522e-09,2.064719195615794e-08
1934,1.1981580172459871e-09,1.9170528275935794e-08
1935,0.0,2.752705352548901e-08
1936,1.2124714565686645e-09,1.2124715009775855e-08
1937,0.0,4.784624918485747e-08
1938,2.5930428915188486e-09,6.74191120708656e-08
1939,0.0,3.058810094103137e-09
1940,0.0,1.5214697057785997e-08
1941,2.9515025978810172e-09,2.9515025090631752e-08
1942,0.0,6.068423541449874e-09
1943,0.0,3.774205836748479e-08
1944,0.0,3.855823393905666e-08
1945,0.0,2.6142048525912287e-08
1946,2.7842208538686464e-09,2.9234318077442367e-08
1947,1.1920870957027319e-09,2.26496545963073e-08
1948,0.0,2.174377655705939e-08
1949,9.817008317369869e-10,9.817008539414473e-09
1950,0.0,4.785912466331865e-08
1951,0.0,7.462981344019681e-09
1952,1.0544803918932644e-09,2.2144088340780854e-08
1953,0.0,1.2928593307037772e-08
1954,9.772536113672459e-10,2.5408594117592997e-08
1955,0.0,1.6894094123642844e-08
1956,0.0,1.0465369904011368e-08
1957,1.7670075402875796e-09,7.951533653738352e-09
1958,3.3088973783179654e-09,2.3989505493204888e-08
1959,5.425523585955716e-09,2.7902691712711203e-08
1960,6.920833350854139e-10,1.6609999708983025e-08
1961,1.3896318540318475e-09,7.642975308197464e-09
1962,2.5367825617905737e-09,3.6149150173248046e-08
1963,6.466053248388448e-10,2.7157423754253784e-08
1964,6.083968329129164e-10,1.8860301764789256e-08
1965,1.0944086747954884e-09,2.243537733370715e-08
1966,3.3234448526542337e-09,3.3234450191876874e-08
1967,1.9721342336964653e-09,3.303324763725968e-08
1968,1.7965663401398047e-09,3.278733484712859e-08
1969,9.083515606356229e-10,2.0437910808190907e-08
1970,4.5987250119061684e-10,2.6672605457633836e-08
1971,1.0276794970565106e-09,2.826118561394253e-08
1972,1.0260293725750103e-09,1.2825366990654175e-08
1973,1.102640756478479e-09,1.8193572870472963e-08
1974,1.1251143350321513e-09,3.206575899250552e-08
1975,3.4268881066168433e-09,1.599214449754527e-08
1976,1.142705374768127e-09,2.1140049710766107e-08
1977,1.7630345516828072e-09,1.7042666666799988e-08
1978,1.1881182704343018e-09,2.2574247471318643e-08
1979,0.0,1.6385525825057812e-08
1980,1.1370301367108482e-09,2.5583178242527538e-08
1981,1.897664858585557e-09,2.783241725978769e-08
1982,1.8622506869903077e-09,1.800175586375019e-08
1983,6.315316047889041e-10,1.8314416649900522e-08
1984,1.7397025486864948e-09,2.0876430029126425e-08
1985,6.015558051686298e-10,2.586689906713957e-08
1986,1.1988970927134801e-09,1.9182353483415682e-08
1987,2.4443267965246207e-09,2.0776777631681398e-08
1988,2.99827696004229e-09,1.739000587974715e-08
1989,1.6464366536794728e-09,3.0733485090195245e-08
1990,0.0,2.0160008773473237e-08
1991,1.1722930404189924e-09,2.1687421913885174e-08
1992,5.509944167592096e-10,2.2039776226279173e-08
1993,1.6617622278225497e-09,2.6588196533339215e-08
1994,1.0549853213248639e-09,3.323203751071091e-08
1995,1.0844901643380922e-09,2.76544991351102e-08
1996,0.0,2.1886178203089912e-08
1997,1.438468344439059e-09,2.2536003507767077e-08
1998,1.43043876743576e-09,3.2900093316357015e-08
1999,2.7421207526856506e-09,2.9706308357635436e-08
2000,4.4180314962005696e-10,4.1971299435950016e-08
2001,3.0668482198237257e-09,4.3812118905028896e-08
2002,4.38122149670761e-10,3.8992872375409604e-08
2003,8.333845835650777e-10,3.7918999329367153e-08
2004,4.404791253964646e-10,4.4047910929823075e-08
2005,9.007499190971657e-10,3.5129245512521834e-08
2006,0.0,5.023825577765706e-08
2007,0.0,5.592271179466479e-08
2008,8.514879357157668e-10,6.045564049372842e-08
2009,9.53638501499654e-10,7.39069843103124e-08
2010,0.0,9.542062057166234e-08
2011,1.1471915639660324e-09,9.751128432489153e-08
2012,3.404252713057332e-10,1.3685095578974682e-07
2013,0.0,1.3080995764358505e-07
2014,3.248167693148396e-09,1.2776126726010695e-07
2015,2.2165753954528356e-10,1.341028060264371e-07
2016,6.214020409345267e-10,1.4043685725440014e-07
2017,7.54683426862357e-10,2.133238445056751e-07
2018,2.5814667070633845e-10,1.6882791920025397e-07
2019,0.0,1.4999808628513023e-07
