year,mon_DET anneau_NOUN,mon_DET canot_NOUN
1860,7.73544112098179e-08,7.598125151275781e-08
1861,5.800635555219813e-08,1.7354747178233154e-07
1862,4.789065521926261e-08,1.2921440639690474e-07
1863,8.890425307050975e-08,1.0438757325204051e-07
1864,6.041356925834407e-08,6.808513430822671e-08
1865,6.165966137672285e-08,6.49544552588921e-08
1866,4.719644586259619e-08,8.02826130019696e-08
1867,7.424801751199084e-08,6.260126994561688e-08
1868,4.100095551962113e-08,5.878450215490716e-08
1869,7.667125079269255e-08,1.259947968179631e-07
1870,5.390005997085723e-08,1.0435968711419719e-07
1871,4.248470730772169e-08,1.5719342805198266e-07
1872,3.749350341308855e-08,8.042961308074581e-08
1873,4.190203162224293e-08,5.207823905450937e-08
1874,4.1822265428592686e-08,3.943241955184362e-08
1875,1.4074956311560527e-07,1.0413179535317951e-07
1876,4.0508297827202e-08,4.3531305449207025e-08
1877,5.690030802085744e-08,8.535046125413004e-08
1878,6.884560965758624e-08,3.442280582799384e-08
1879,6.964630916428405e-08,2.3520902292517576e-07
1880,4.29995683504103e-08,1.3220762706822597e-07
1881,8.92480951364405e-08,1.0389036186886358e-07
1882,5.3243080166964774e-08,3.9266770945900475e-08
1883,6.382532280468922e-08,1.4028932504572822e-07
1884,3.234831513765357e-08,7.723985806507017e-08
1885,3.738468601355294e-08,2.6427105892512515e-08
1886,6.324394696832769e-08,8.518572114368794e-08
1887,5.7454538127110766e-08,1.7301650562240312e-07
1888,4.7554610027589206e-08,9.320703409088082e-08
1889,3.696430761479519e-08,6.703696264764858e-08
1890,6.816561742839511e-08,4.915789997284037e-08
1891,4.525696328805395e-08,7.394095202784001e-08
1892,2.883515715090823e-08,4.638699113712619e-08
1893,3.4487133593330555e-08,1.0099802971730298e-07
1894,2.7096618282484997e-08,9.011201118624967e-08
1895,5.657497581523785e-08,9.088107821852986e-08
1896,2.9485145214280806e-08,5.484237020070282e-08
1897,2.9133568002492893e-08,4.4865694937001876e-08
1898,7.638779209173663e-08,5.2056864596750074e-08
1899,2.04520400615138e-08,6.080336056868418e-08
1900,2.439794966058173e-08,6.800279361840467e-08
1901,2.3472702892490815e-08,2.6825946353170593e-08
1902,4.713872669981356e-08,2.013216404694873e-08
1903,3.294134409692617e-08,7.452304195965098e-08
1904,2.956043854140944e-08,5.750848952601473e-08
1905,2.425556788754335e-08,4.283430010687539e-08
1906,2.2634410790089987e-08,4.5268824244715233e-08
1907,2.468564730406797e-08,3.188562969214104e-08
1908,2.7503779254089977e-08,2.455694558811672e-08
1909,2.255403303008663e-08,3.465619557996291e-08
1910,2.3514262204038516e-08,4.3822036888130356e-08
1911,5.107559042372145e-08,2.819798339270818e-08
1912,4.115442830965321e-08,3.2819353901203385e-08
1913,3.871182407966245e-08,2.8105845428783027e-08
1914,1.8750882013751635e-08,1.0513887360730223e-07
1915,2.1205371680821372e-08,2.9451904026700504e-08
1916,6.26285339144772e-08,2.8567401333390308e-08
1917,4.3865696186529135e-08,3.0705988196544354e-08
1918,2.6418666365657373e-08,1.722956355365568e-08
1919,2.9465114792515124e-08,4.419767152263887e-08
1920,3.104615053928228e-08,2.1202248845497706e-08
1921,1.438822039290244e-08,3.7863738810983705e-08
1922,3.246291679914748e-08,3.984085128472259e-08
1923,3.6094222277682775e-08,2.1231895797058087e-08
1924,3.867487308184536e-08,3.996403552530836e-08
1925,3.2994532217500705e-08,5.0591619782380803e-08
1926,3.6782256351841625e-08,7.356451314777246e-08
1927,5.0171510501684224e-08,5.5746123384103896e-08
1928,4.1133748851507335e-08,3.085031252680892e-08
1929,6.127223661778203e-08,9.58074943824272e-08
1930,5.566909999643599e-08,4.20144132817768e-08
1931,3.649714219733369e-08,8.211856972195619e-08
1932,2.411098010135504e-08,3.397456449505398e-08
1933,2.982372127036115e-08,2.4088391503696016e-08
1934,1.9170528275935794e-08,4.193553060360955e-08
1935,3.4708024010399185e-08,2.393656828303392e-08
1936,1.8187070960351548e-08,1.9399543749187842e-08
1937,1.6368453703563546e-08,4.5328023556834296e-08
1938,2.593042824905467e-08,4.537825049055755e-08
1939,2.5999885799876665e-08,2.7529290846928234e-08
1940,4.057252755984564e-08,3.2965177032551196e-08
1941,3.5418032950929046e-08,4.427253763594763e-08
1942,4.8547389663866625e-08,3.6410540360520827e-08
1943,3.193558750780312e-08,7.258087997286111e-08
1944,5.462416474699694e-08,3.855823393905666e-08
1945,3.7034568745042407e-08,5.664110602765504e-08
1946,3.6194869323935563e-08,7.099763355000732e-08
1947,9.179070481479812e-08,4.4107221874867264e-08
1948,3.8051605866229465e-08,4.1313175103141475e-08
1949,1.7670614194109646e-08,2.0615717577499026e-08
1950,6.274863295629984e-08,2.8715475997032058e-08
1951,5.0108587723585174e-08,5.863770891068043e-08
1952,5.799642144310724e-08,4.956057697569349e-08
1953,5.602390329428886e-08,3.016671668021331e-08
1954,2.9317608785106586e-08,2.5408593895548393e-08
1955,5.5375085850073447e-08,3.003394466460918e-08
1956,4.0117251742799453e-08,2.2674968569447174e-08
1957,2.6505112327157576e-08,1.678657179926546e-08
1958,4.3015667472445784e-08,2.1507832848044472e-08
1959,3.022791617013354e-08,4.1854039345423644e-08
1960,5.329041841140025e-08,4.014083465619933e-08
1961,2.7097821930777144e-08,2.779263619245853e-08
1962,4.6296280142854584e-08,3.995432695802492e-08
1963,4.6555583388396826e-08,2.651081842941494e-08
1964,6.02312879571798e-08,5.2322126187220874e-08
1965,4.596516589572275e-08,2.6265809083270142e-08
1966,2.5479743093193008e-08,4.431259825743439e-08
1967,5.719189211106368e-08,3.747054977409903e-08
1968,4.446501677968229e-08,5.165128058592927e-08
1969,3.4971536222450084e-08,3.951329219376021e-08
1970,1.8854773076171227e-08,2.345349736643243e-08
1971,2.3636628876388954e-08,1.9525909999984492e-08
1972,3.796308600811926e-08,2.4624705829978666e-08
1973,2.0398853273206896e-08,3.638714418663369e-08
1974,6.750685843659454e-09,7.200731522161163e-08
1975,9.138368284311582e-09,1.9419032604162112e-08
1976,1.5426522170791657e-08,2.685357691767365e-08
1977,1.998105791933824e-08,4.818961008012934e-08
1978,3.445543117486238e-08,4.099008155122874e-08
1979,3.3941446098140204e-08,3.1015458312744215e-08
1980,1.989802728141754e-08,3.354238842234736e-08
1981,2.656730796468665e-08,2.909752794266751e-08
1982,2.4830009937026887e-08,3.103751033961544e-08
1983,1.073603728141137e-08,2.7155858894900575e-08
1984,2.667543874679268e-08,1.2757819078945687e-08
1985,2.4663787234757706e-08,3.9702681586817334e-08
1986,1.738400823292352e-08,3.416856708682303e-08
1987,1.8332451334757138e-08,3.788706326446345e-08
1988,1.019414141989472e-08,1.9788627181327456e-08
1989,1.426911733215519e-08,5.4332410126534114e-08
1990,1.2531897075618303e-08,3.0512445459152104e-08
1991,1.7584396438952155e-08,3.341035181847474e-08
1992,2.810071619840926e-08,3.195767561692264e-08
1993,2.2156829815322965e-08,4.2651898013446043e-08
1994,2.1099706815075336e-08,2.953958810891777e-08
1995,2.7112253775385398e-08,2.3858783837482633e-08
1996,2.8291889053733144e-08,3.202855292094853e-08
1997,3.5002728715483045e-08,2.8769367332870388e-08
1998,2.145658195562561e-08,1.525801340829247e-08
1999,2.6507165906686225e-08,3.427650918652603e-08
2000,2.0322945104567225e-08,4.285490540212322e-08
2001,2.0153574087355963e-08,3.417345051381915e-08
2002,1.7086763115514714e-08,2.8039817134839495e-08
2003,3.000184456425359e-08,3.041853702256958e-08
2004,2.4666831799358135e-08,2.4666831244246623e-08
2005,2.1617997503220465e-08,2.161799728117586e-08
2006,2.5530917824312382e-08,7.57691718256126e-08
2007,1.9173501231151135e-08,2.4765773432022797e-08
2008,1.6178270501043812e-08,3.15050527888161e-08
2009,2.4317782454374992e-08,4.482100823821611e-08
2010,4.015224241982196e-08,3.212179322531483e-08
2011,3.326855635421566e-08,4.5505264889555974e-08
2012,6.297867471971585e-08,7.285100966925029e-08
2013,6.74968254621433e-08,7.391181533478175e-08
2014,6.604607705185117e-08,7.752294095553225e-08
2015,8.001837326077066e-08,8.733306788855089e-08
2016,8.741054635663659e-08,1.0853821663658891e-07
2017,9.257449740118773e-08,3.723104891051321e-08
2018,1.3733403214644113e-07,6.76344287242614e-08
2019,8.64784839293975e-08,6.402979391140207e-08
