year,bien_ADV omis_VERB,bien_ADV commis_VERB
1866,3.8924903300596725e-09,5.838735717134114e-09
1867,9.7056229719783e-10,2.1837651686951176e-08
1868,9.87974813071446e-10,8.397785578040384e-09
1869,4.883519144627257e-10,2.9301114867763545e-09
1870,0.0,7.454262984651905e-09
1871,4.248470908407853e-09,6.37270636261178e-09
1872,5.442605477412599e-09,6.047339518033823e-09
1873,7.183205141814142e-09,5.986004469882289e-10
1874,1.7923826867161097e-09,4.779687312606029e-09
1875,4.005069165202713e-09,2.8607636259891933e-09
1876,1.209202959984168e-09,4.836811839936672e-09
1877,1.8554447978047506e-09,1.2988113695655557e-08
1878,4.22736201599605e-09,2.4156354694326865e-09
1879,7.94212251520321e-09,7.94212251520321e-09
1880,1.9253538763308597e-09,5.134277003548959e-09
1881,2.091752326904839e-09,6.2752567586699115e-09
1882,5.324308105514319e-09,9.317538740560849e-09
1883,2.5277355764075082e-09,6.319338829996468e-09
1884,3.9610181801208455e-09,1.0562715146988921e-08
1885,3.86738152613475e-09,6.445635691854079e-10
1886,5.808117542471791e-09,4.5174246565693466e-09
1887,7.1818169189441505e-09,1.1099172247952538e-08
1888,1.9021844099853524e-09,9.510921827882157e-09
1889,6.265136742733546e-10,1.50363277384713e-08
1890,1.2453334363726754e-08,1.1797895993481688e-08
1891,1.1473596295275001e-08,1.211101796627645e-08
1892,5.641661360300532e-09,4.387958441043338e-09
1893,3.079208221734575e-09,1.4164357686752282e-08
1894,6.301539290376468e-09,7.561847148451761e-09
1895,0.0,5.416753268150387e-09
1896,5.307326134129653e-09,1.8870492723976895e-08
1897,5.826713334045053e-09,7.574727511894253e-09
1898,1.13167097914868e-09,6.224190496340043e-09
1899,4.9748205555033564e-09,5.527578395003729e-09
1900,3.114631885736685e-09,2.491705508589348e-08
1901,5.588738916095792e-10,2.179608138419553e-08
1902,2.9461704187383475e-09,3.437198747846537e-09
1903,2.7001101354784396e-09,1.0260418292773466e-08
1904,3.2247751136083025e-09,2.042357571951925e-08
1905,1.0321518084666081e-09,1.857873321853276e-08
1906,5.144184522798412e-10,2.211999294843281e-08
1907,3.0857059130084963e-09,1.0285686968813934e-08
1908,5.893666887857307e-09,7.858222517143076e-09
1909,8.251475058784763e-09,6.0510818578052294e-09
1910,2.137660271017694e-09,2.0842188419578633e-08
1911,2.128149656499545e-09,9.044636151145369e-09
1912,3.125652625612929e-09,3.64659484830554e-08
1913,3.71209285532359e-09,1.6969567084856862e-08
1914,6.696743604095445e-09,1.0714789944188396e-08
1915,2.3561523843085297e-09,1.1780762143587253e-08
1916,3.2962386153911893e-09,8.789969641043172e-09
1917,0.0,1.315970976634162e-08
1918,3.44591288836682e-09,1.2635013924011673e-08
1919,1.8415696745321952e-09,1.8415697411455767e-08
1920,1.514446346106979e-09,9.843901693784574e-09
1921,2.2718242842501013e-09,1.741731914250977e-08
1922,0.0,1.1804696775641332e-08
1923,1.0615948120573648e-09,1.2739137744688378e-08
1924,3.867487219366694e-09,6.445812328337297e-09
1925,1.8696901804560184e-08,1.8696901804560184e-08
1926,3.343841648018042e-09,2.229227691330493e-09
1927,3.3447675740205796e-09,3.3447673075670536e-08
1928,3.4278122562625413e-09,1.0283437212876834e-08
1929,3.342121912552898e-09,1.1140405931087116e-08
1930,3.1510811737689437e-09,1.1553964007759987e-08
1931,1.1405356659111021e-09,4.5621426636444085e-09
1932,7.6716757391182e-09,6.575722188983946e-09
1933,3.670611903316967e-08,1.261772819560747e-08
1934,4.7926320689839486e-09,1.677421224144382e-08
1935,1.196828414151696e-09,2.154291145473053e-08
1936,1.2124714565686645e-09,2.5461901032031165e-08
1937,6.295559185076627e-09,1.1332006444320086e-08
1938,0.0,1.8151300906765755e-08
1939,0.0,7.647025235257843e-09
1940,0.0,1.7750480196809804e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,2.6129116648121453e-08
1944,0.0,1.6065930807940276e-08
1945,0.0,6.535512131478072e-09
1946,5.568441707737293e-09,9.744772988540262e-09
1947,1.1920870957027319e-09,1.4305045148432782e-08
1948,6.523132700664291e-09,2.2830963786191205e-08
1949,3.9268033269479474e-09,2.0615717133409817e-08
1950,7.444753258312176e-09,1.595304155443955e-08
1951,5.330700769690111e-09,2.1322803078760444e-08
1952,3.1634410646574906e-09,1.4762725264461096e-08
1953,8.619061908632375e-09,1.1851209791302608e-08
1954,9.772536113672459e-10,1.172704333640695e-08
1955,3.754243138587299e-09,1.5016972554349195e-08
1956,3.488456634670456e-09,1.657016923672927e-08
1957,1.7670075402875796e-09,2.2087593976038988e-08
1958,0.0,1.9026160202884057e-08
1959,5.425523585955716e-09,1.7826719656000023e-08
1960,2.076250060767393e-09,1.3841666479663672e-08
1961,0.0,2.014966149488373e-08
1962,3.170978146727066e-09,1.9660065575521912e-08
1963,1.939815863494232e-09,1.2932106940866106e-08
1964,1.3384730657151067e-08,1.3384730657151067e-08
1965,9.849678406226303e-09,1.3132904541635071e-08
1966,2.215629901769489e-09,8.308612464702492e-09
1967,4.437302081328198e-09,1.3311906243984595e-08
1968,2.245707841908029e-09,2.3355362088750553e-08
1969,3.1792304344691047e-09,8.629339909305145e-09
1970,9.197450023812337e-10,1.1496812390987543e-08
1971,3.5968783507200897e-09,1.5929032315398217e-08
1972,1.0260293725750103e-09,5.130146973897354e-09
1973,1.102640756478479e-09,8.269805285010534e-09
1974,2.812785782069227e-09,1.1251143128276908e-08
1975,3.4268881066168433e-09,8.567219822452898e-09
1976,2.856763492431469e-09,9.712995741040231e-09
1977,4.11374712072643e-09,1.3516598507123945e-08
1978,8.910887139279566e-09,4.752473081737207e-09
1979,1.1703946700691858e-09,1.8141117053005473e-08
1980,1.7055452605774235e-09,8.527726080842513e-09
1981,1.2651099057237047e-09,1.138598904049104e-08
1982,2.483000915987077e-09,1.738100685599875e-08
1983,3.78918940668882e-09,8.841442245000053e-09
1984,5.799008495621649e-10,1.5077421977593986e-08
1985,1.8046674155058895e-09,2.6468455871508922e-08
1986,5.994485463567401e-10,1.7384007122700496e-08
1987,1.2221633483022742e-08,1.649920555735207e-08
1988,0.0,1.9188972188999287e-08
1989,3.2928733073589456e-09,1.6464365870660913e-08
1990,5.44865097484859e-10,1.1442167213715493e-08
1991,5.2753188484189195e-09,2.3445860364290638e-08
1992,5.509944056569793e-09,1.8182815253453555e-08
1993,1.1078414852150331e-09,1.883330469354405e-08
1994,1.0549853213248639e-09,2.479215588380157e-08
1995,1.626735190995987e-09,9.760411145975922e-09
1996,2.135236876199542e-09,1.7615704450690828e-08
1997,4.315404922294874e-09,1.5343662340683295e-08
1998,2.86087753487152e-09,1.0966696883940585e-08
1999,1.3710603763428253e-09,1.279656292041409e-08
2000,7.510653432518666e-09,1.9439339027371716e-08
2001,8.762423675534592e-09,1.095302959441824e-08
2002,1.752488598683044e-09,1.4019908789464353e-08
2003,1.6667691671301554e-09,2.6668306674082487e-08
2004,8.809582507929292e-10,3.567880924038036e-08
2005,1.3511248786457486e-09,1.8014997493764895e-08
2006,1.6471559671771274e-09,1.93540827808647e-08
2007,3.994479413904628e-09,2.1969636776475454e-08
2008,2.9802078582719105e-09,1.7455501932772677e-08
2009,4.76819250749827e-09,1.3350939020995156e-08
2010,9.447586046817946e-10,1.9839930587295385e-08
2011,1.529588788962144e-09,2.2561435386592166e-08
2012,1.7021263287730903e-09,2.5872321174347235e-08
2013,1.3945624655065103e-09,2.9564725778641332e-08
2014,1.9489005964601347e-09,3.269822101970021e-08
2015,5.984753581600444e-09,3.1697027225163765e-08
2016,2.278474076078396e-09,3.272717208346876e-08
2017,2.0124890642847504e-09,2.792328501755037e-08
2018,2.0651733656507076e-09,2.220061290358899e-08
2019,2.806086474294034e-09,2.6785372142512642e-08
