year,bien_ADV ouvert_VERB,bien_ADV couvert_VERB
1844,5.1592476069117765e-08,3.0735943568060975e-08
1845,6.863680113156079e-08,3.7387527573873314e-08
1846,8.196301592988675e-08,5.795956425913573e-08
1847,5.3932236454556914e-08,7.119055212001513e-08
1848,3.620349886546137e-08,5.068489628001771e-08
1849,3.603148357456121e-08,2.7652069300998505e-08
1850,5.499086697113853e-08,3.258718184184772e-08
1851,6.126966667352463e-08,3.353708111220044e-08
1852,6.315229228448516e-08,3.2552727180501506e-08
1853,8.539862506040663e-08,5.4941773797168025e-08
1854,5.247621004400571e-08,2.7537021551893304e-08
1855,6.474463276617826e-08,2.9188154115900034e-08
1856,4.0899795550330964e-08,4.141751475117417e-08
1857,6.68766730882453e-08,2.636014961865385e-08
1858,4.79580251067091e-08,5.725600971118183e-08
1859,6.110607841947058e-08,4.735721126358783e-08
1860,5.080674014834585e-08,2.654766717569146e-08
1861,6.649509032286005e-08,2.4994607272788016e-08
1862,9.03597268120393e-08,6.867339408245243e-08
1863,8.790532746161261e-08,2.747041377704207e-08
1864,4.650886253898534e-08,1.726102105692462e-08
1865,8.943004559114343e-08,5.2716656151474695e-08
1866,5.060237384668653e-08,3.9898025550044736e-08
1867,8.20125123368598e-08,3.1543274658929477e-08
1868,8.348386870693503e-08,2.6181332657415624e-08
1869,7.520619504930437e-08,2.3929244363785074e-08
1870,6.995539791887495e-08,2.5229814681893004e-08
1871,7.541035529357032e-08,5.523012092112367e-08
1872,8.103434367967566e-08,5.200711683528425e-08
1873,1.2690328787812177e-07,4.070482972906575e-08
1874,1.2247949143784354e-07,3.226289030378027e-08
1875,6.122034079680816e-08,2.9179789251543298e-08
1876,1.07619065659037e-07,3.02300739996042e-08
1877,1.0761579716245251e-07,2.4739264858908427e-08
1878,7.307297522629597e-08,2.4156354194726504e-08
1879,6.842444122412417e-08,2.993569481191116e-08
1880,1.0910338943403985e-07,3.016387850607316e-08
1881,8.157833519817359e-08,2.091752193678076e-08
1882,1.3843201429608598e-07,2.728707926280549e-08
1883,7.204046426068089e-08,3.159669559327227e-08
1884,7.922036360241691e-08,3.895001299270007e-08
1885,6.767917426486747e-08,2.8360796378024133e-08
1886,1.0970888553174518e-07,4.38835527916126e-08
1887,1.1099172070316854e-07,2.7421483361766974e-08
1888,1.3315290914306388e-07,1.8387781963724592e-08
1889,9.710961990094802e-08,2.255449160770695e-08
1890,8.848422083929108e-08,3.4082809463598096e-08
1891,9.816298529585765e-08,2.677172439291553e-08
1892,8.838602383320904e-08,3.447681962143179e-08
1893,9.422377189594044e-08,2.278614097406262e-08
1894,8.759139547009909e-08,2.520615716150587e-08
1895,9.68996900496677e-08,4.333402592315849e-08
1896,9.376275755812458e-08,2.594692749546823e-08
1897,8.856604694074122e-08,1.922815473509587e-08
1898,1.2222047018894955e-07,3.395012848628198e-08
1899,1.0944604866836016e-07,2.7085134135518274e-08
1900,1.012255381738214e-07,2.95890025814316e-08
1901,7.041811045382929e-08,2.5708198236884527e-08
1902,1.0213390311264448e-07,1.4730851205513318e-08
1903,5.184211460118604e-08,2.7001101798873606e-08
1904,7.900698761886815e-08,1.7736263124845664e-08
1905,1.2540644434011483e-07,3.457708591669828e-08
1906,8.333579160080262e-08,3.137952475640304e-08
1907,8.588548183752209e-08,2.1599941391059474e-08
1908,7.12151404513861e-08,1.5716445034286153e-08
1909,1.0726918020509402e-07,1.5952851484257735e-08
1910,7.749018493541371e-08,3.046165986120286e-08
1911,8.299783615939305e-08,1.702519725199636e-08
1912,6.980624789321155e-08,3.125652747737462e-08
1913,7.530245227371779e-08,2.0681659052002033e-08
1914,8.973636766995696e-08,2.142958016593255e-08
1915,5.183535378705528e-08,8.246533234057551e-09
1916,1.1646709907608965e-07,2.197492321442951e-08
1917,3.5092558192673096e-08,1.7546278430202733e-08
1918,9.303964532136888e-08,4.594550517822427e-09
1919,6.721729306491397e-08,8.287063479883727e-09
1920,7.875121355027659e-08,3.028892736622879e-08
1921,6.588290091258386e-08,1.5902768879527684e-08
1922,9.738874950926402e-08,1.9920426197472807e-08
1923,6.475728042687479e-08,2.5478275489376756e-08
1924,7.09039369439779e-08,1.4180787211159895e-08
1925,8.798542694421485e-08,3.189471442510694e-08
1926,6.464760105018286e-08,2.6750733184144337e-08
1927,8.919379723693055e-08,2.0068604555945058e-08
1928,5.9415413034002995e-08,1.5996457491951332e-08
1929,6.572840050012019e-08,1.5596569369336066e-08
1930,6.617270287279098e-08,2.520864939015155e-08
1931,4.44808918587114e-08,3.763767875142321e-08
1932,7.342889318806556e-08,4.822195975862087e-08
1933,5.391211388428019e-08,1.9500125736371388e-08
1934,6.11060571031885e-08,1.1981580172459871e-08
1935,5.146362269670135e-08,1.6755597798123745e-08
1936,6.30485175179274e-08,3.15242587589637e-08
1937,6.295559273894469e-08,1.0072894518486919e-08
1938,5.704694316932546e-08,1.9447821131279852e-08
1939,1.0552894735837981e-07,1.5294050470515685e-08
1940,5.325144059042941e-08,2.7893612752905028e-08
1941,7.67390702094417e-08,1.4757512545315876e-08
1942,1.1833425617169269e-07,2.1239483061208375e-08
1943,6.967764676346633e-08,2.0322646676618206e-08
1944,7.390327994016843e-08,9.639558484764166e-09
1945,6.099811145077183e-08,1.5249527862692958e-08
1946,5.568441707737293e-08,1.2528993842408909e-08
1947,7.152522840669917e-08,2.1457568166738383e-08
1948,4.892349636520521e-08,1.1959077061973744e-08
1949,7.166416082782234e-08,1.3743811422273211e-08
1950,8.295582176742755e-08,1.2762433776458693e-08
1951,7.036525317971609e-08,2.0256664123863288e-08
1952,6.010538555756284e-08,2.7416489856157966e-08
1953,6.464296120611834e-08,1.8315507332999914e-08
1954,4.88626810124515e-08,1.3681550115052232e-08
1955,6.382213513234092e-08,1.5016972110259985e-08
1956,6.54085638984725e-08,1.657016923672927e-08
1957,7.598132611974506e-08,5.301022731885041e-09
1958,7.52774127477096e-08,3.1434524316864554e-08
1959,7.983270222666761e-08,1.4726420638488946e-08
1960,5.052208251754564e-08,1.7302083321624195e-08
1961,5.558527504945232e-08,2.36237411854745e-08
1962,7.356669584623887e-08,1.0147130247162295e-08
1963,8.341208967976854e-08,1.4225316924409981e-08
1964,5.1713730186975226e-08,1.9468698431168718e-08
1965,5.1984411442163037e-08,1.094408652591028e-08
1966,5.871419261893607e-08,2.1048483844765542e-08
1967,5.521975765532261e-08,1.627010703941778e-08
1968,6.153239695549928e-08,2.2906220920049236e-08
1969,5.268439196015606e-08,2.679637134406221e-08
1970,5.426495519600394e-08,2.575285940054073e-08
1971,6.679916708662859e-08,1.9525909777939887e-08
1972,5.4379555081141007e-08,1.487742551375959e-08
1973,6.009392450323503e-08,2.3155456219114967e-08
1974,3.712877472139553e-08,1.9689501584707614e-08
1975,5.483020970586949e-08,1.028066476393974e-08
1976,6.627691107041755e-08,1.199840671262109e-08
1977,5.230335986539103e-08,2.4094806150287695e-08
1978,5.702967698084649e-08,1.9603952239322098e-08
1979,6.554210330023125e-08,2.223749862029223e-08
1980,5.628299248883195e-08,1.6486936260662333e-08
1981,5.69299452024552e-08,3.28928564385933e-08
1982,7.324852902002021e-08,2.669225906970496e-08
1983,6.631081816976803e-08,3.094504685829946e-08
1984,7.654691103198275e-08,2.3196033538397387e-08
1985,6.196025026383722e-08,2.105445351396895e-08
1986,7.073492724885e-08,2.038125046510686e-08
1987,5.1330861339238254e-08,1.8332450224534114e-08
1988,6.236415828198005e-08,2.3986215624827167e-08
1989,6.860152979015766e-08,1.5915555096057687e-08
1990,6.048002632041971e-08,2.724325437464259e-08
1991,5.6270067716468475e-08,3.223805844498884e-08
1992,6.171137556520989e-08,2.0937788391961476e-08
1993,4.708326173386013e-08,2.8803878393546256e-08
1994,3.323203756622206e-08,3.375953022688449e-08
1995,5.259777324795323e-08,2.548551947256783e-08
1996,5.3380922793166974e-08,1.8149513669740713e-08
1997,6.041567246484192e-08,3.020783623242096e-08
1998,5.769436484115431e-08,2.2410206690359757e-08
1999,5.804155378541509e-08,2.9249287436527993e-08
2000,6.185243961454034e-08,2.5182780305499364e-08
2001,7.141375135688577e-08,2.891599723553462e-08
2002,6.528019724783007e-08,2.6725450297249154e-08
2003,5.375330403012413e-08,2.916846125744499e-08
2004,5.9905161720053e-08,2.686922684347337e-08
2005,5.944949421632373e-08,2.612174831995162e-08
2006,5.97094071963511e-08,3.500206302575748e-08
2007,6.15149815530458e-08,2.9159700792869003e-08
2008,6.215861958480673e-08,2.5118893798303787e-08
2009,6.675469421679736e-08,3.242370771872061e-08
2010,7.274640978494062e-08,3.259417252765573e-08
2011,8.909854898320191e-08,4.015170418369962e-08
2012,1.0723395860168239e-07,3.234040235611246e-08
2013,1.1909563824019642e-07,3.62586255464592e-08
2014,1.0242555958939192e-07,3.118240905763958e-08
2015,9.597771111202746e-08,3.169702740557501e-08
2016,9.942431944409691e-08,4.121966823422696e-08
2017,1.0565567265530262e-07,3.6224802102413634e-08
2018,1.4120622893187829e-07,4.1045319976174e-08
2019,1.3520235597752617e-07,3.4183237018758916e-08
