year,mon_DET an_NOUN,mon_DET camp_NOUN
1858,1.2723557929472662e-08,2.2510909580830685e-07
1859,6.110607797538137e-09,1.201752901636155e-07
1860,5.950339110327718e-09,2.627303427038541e-07
1861,1.3676294874365169e-08,1.8392258438471032e-07
1862,1.084316739174973e-08,2.1550794573887977e-07
1863,9.989241878116673e-09,1.8579989813360953e-07
1864,7.192092033037056e-09,1.941864793408854e-07
1865,9.884373208812747e-09,2.1133731076261597e-07
1866,9.244664256335966e-09,9.877194467877715e-08
1867,6.308654931785895e-09,1.0676184913904763e-07
1868,4.445886658821507e-09,1.8228134690545517e-07
1869,1.2697149998075474e-08,1.6555130466500145e-07
1870,1.0321287824410774e-08,1.0665330707482212e-07
1871,7.434823867669138e-09,1.9755390390230332e-07
1872,5.442605366390296e-09,1.445314036230272e-07
1873,8.380406202324053e-09,1.292977032107956e-07
1874,9.559374403167453e-09,1.3144139854315284e-07
1875,1.544812294751452e-08,1.2472929711293546e-07
1876,9.67362345782874e-09,9.794543842644998e-08
1877,1.6080521580974505e-08,1.6946396330652647e-07
1878,1.0870359612447089e-08,1.1655440945723683e-07
1879,1.2829583284634793e-08,1.8083602348895056e-07
1880,2.0537108014195837e-08,1.0974517294926045e-07
1881,2.2312023950643578e-08,2.4961576583493184e-07
1882,1.1979693681496428e-08,1.397630928767768e-07
1883,6.951273001654101e-09,8.783881355611811e-08
1884,5.281357573494461e-09,2.1719582932178128e-07
1885,1.2246707870033902e-08,1.3535835036160293e-07
1886,1.0325542199041138e-08,1.7295282761509156e-07
1887,6.528924623161458e-09,1.1033882429956066e-07
1888,1.7753720937818684e-08,1.236419866490479e-07
1889,8.14467776555361e-09,1.459776917123179e-07
1890,7.865263995654459e-09,1.3567580126050416e-07
1891,3.187110020341777e-09,9.370103537520436e-08
1892,5.641661360300532e-09,1.7990630007957975e-07
1893,4.926733243593162e-09,9.360793074009166e-08
1894,5.671385583383426e-09,1.3107201368711685e-07
1895,3.611168697403855e-09,2.6963394184065237e-07
1896,4.717623069971921e-09,1.0142889483866213e-07
1897,4.661370844871726e-09,1.0604618483345263e-07
1898,7.355861253444118e-09,7.129526835569777e-08
1899,2.7637891975018647e-09,1.0778777514985904e-07
1900,9.34389587925466e-09,9.759180130686218e-08
1901,7.2653604799022276e-09,7.153585479535707e-08
1902,3.4371988033576883e-09,9.329539385483088e-08
1903,1.2420506623200822e-08,1.0692435914450016e-07
1904,5.912087708281888e-09,1.0749250112240816e-07
1905,4.1286072338664326e-09,9.237758935576323e-08
1906,1.0288368823552219e-08,3.9095801263044905e-08
1907,1.2342824040612044e-08,7.71426473811232e-08
1908,6.875944924544797e-09,1.2278472549809294e-07
1909,1.320236009405562e-08,7.206288515915205e-08
1910,8.016226016316352e-09,4.916618723260768e-08
1911,6.916486605668126e-09,8.831821274313256e-08
1912,1.2502610557962868e-08,8.387168354273555e-08
1913,5.3029897140177695e-09,6.999946539076873e-08
1914,8.036092347118995e-09,8.772734361173207e-08
1915,1.1780761921542648e-08,5.5369582696584985e-08
1916,1.2086208034389756e-08,4.0653610255958483e-08
1917,3.289927441585405e-09,7.676497237874003e-08
1918,6.89182577673364e-09,6.317506784370153e-08
1919,5.524709134618888e-09,9.760319130691641e-08
1920,1.2872793941909322e-08,9.76817915443462e-08
1921,6.8154727417280014e-09,3.1048266180278006e-08
1922,8.115728866719962e-09,4.131644004701229e-08
1923,1.0615948120573648e-08,7.855801698042342e-08
1924,9.024137215263295e-09,1.1602461913451378e-07
1925,1.3197813508725176e-08,6.378943018248151e-08
1926,4.458455493683289e-09,6.35329868714507e-08
1927,1.0034302500017134e-08,8.584903377073516e-08
1928,4.570416489713125e-09,6.855624468116162e-08
1929,8.912325322185666e-09,7.57547624630206e-08
1930,1.0503603875555712e-08,8.297846676441623e-08
1931,7.983749661377715e-09,1.745019515553281e-07
1932,8.767629289252454e-09,1.8521617528577394e-07
1933,2.2941324395731044e-09,6.194157720074145e-08
1934,3.5944740517379614e-09,8.387106475993278e-08
1935,4.787313656606784e-09,5.0266794282549654e-08
1936,9.699771652549316e-09,6.789839934739916e-08
1937,6.295559185076627e-09,3.147779614742774e-08
1938,2.5930428915188486e-09,7.908780719212416e-08
1939,4.588215141154706e-09,4.435274725267391e-08
1940,0.0,6.339457314652464e-08
1941,5.9030051957620344e-09,8.264207451702532e-08
1942,3.034211770724937e-09,1.2440268903901597e-07
1943,2.9032352077962287e-09,1.2483911859817454e-07
1944,3.2131861615880553e-09,5.7837352684941834e-08
1945,1.3071024262956144e-08,1.0892520485583645e-07
1946,1.1136883415474585e-08,7.378185173934071e-08
1947,3.5762612871081956e-09,7.152522618625312e-08
1948,5.435943917220243e-09,2.15263377789654e-07
1949,5.890204879399619e-09,4.9085042586050065e-08
1950,8.508289184305795e-09,8.508289273123637e-08
1951,4.264560815592233e-09,6.076998859683158e-08
1952,8.435843135146115e-09,5.483297904618212e-08
1953,9.696444647211422e-09,5.9256050954914485e-08
1954,9.772536113672459e-10,1.0163437891286264e-07
1955,2.815682353940474e-09,4.880516257799172e-08
1956,1.8314396887930684e-08,6.19201057094898e-08
1957,5.30102267637389e-09,5.9194753987412696e-08
1958,6.617794867658233e-09,5.790570478669821e-08
1959,5.4255234749334136e-09,5.735553543217975e-08
1960,5.536666791705613e-09,7.751333597205701e-08
1961,6.253343398654465e-09,8.546236074380431e-08
1962,1.9025869213429303e-09,6.849312672585484e-08
1963,7.112658351182688e-09,6.595374069107152e-08
1964,3.6503810529886493e-09,6.08396815149348e-08
1965,6.566451882239477e-09,8.262785655688276e-08
1966,1.1078149508847446e-08,5.206730335771681e-08
1967,7.395503431872896e-09,5.9164026788849355e-08
1968,1.0779397874305374e-08,9.297230885163543e-08
1969,6.358460841182634e-09,5.858867690999858e-08
1970,8.737577383843842e-09,4.690699598186576e-08
1971,4.624557625731995e-09,1.140724252834957e-07
1972,3.591102859523687e-09,6.002271674132587e-08
1973,4.410563081425067e-09,6.560712823011627e-08
1974,7.875800178691605e-09,6.581918654546826e-08
1975,6.8537762132336866e-09,6.853776479687212e-08
1976,7.427584769459372e-09,5.884932519073516e-08
1977,7.052138317753531e-09,6.346924408262566e-08
1978,2.3762365408686037e-09,4.574255330069832e-08
1979,6.437170796402825e-09,6.905328298056901e-08
1980,4.5481204913322415e-09,4.8892295601010716e-08
1981,6.95810464801383e-09,6.388805195989278e-08
1982,1.0552753781922775e-08,5.7729772073855656e-08
1983,3.789189517711122e-09,7.957298375771416e-08
1984,6.378909400694965e-09,7.248760436340262e-08
1985,4.210890636180409e-09,8.60224770304896e-08
1986,2.9972427317837003e-09,6.533989127532891e-08
1987,1.2832715556854168e-08,6.233033006397548e-08
1988,4.197587666343594e-09,8.575071985816862e-08
1989,2.7440609784434855e-09,8.067539680745028e-08
1990,2.724325487424295e-09,7.192219131368915e-08
1991,5.275318792907768e-09,8.030207521159127e-08
1992,4.958949806344037e-09,9.532203137929685e-08
1993,8.308811361157353e-09,6.924009454678526e-08
1994,5.802419100753298e-09,1.0813599238268523e-07
1995,5.964695848348356e-09,1.3447678703926158e-07
1996,1.2277612482236577e-08,7.58009115475744e-08
1997,3.3564261370244708e-09,8.966452469394426e-08
1998,8.10581957111367e-09,8.677995366745961e-08
1999,4.570201245224226e-09,9.506018550098361e-08
2000,6.185243983658495e-09,7.157210857311469e-08
2001,2.1906058633724967e-09,7.535683932413662e-08
2002,6.571832356083718e-09,1.108449045883475e-07
2003,4.16692297333654e-09,7.958822512144081e-08
2004,6.607186769924667e-09,9.954828361635748e-08
2005,1.3511248786457486e-09,1.1259374010919032e-07
2006,8.235779835885637e-10,1.1283018142016488e-07
2007,2.396687653893892e-09,1.2862223508491866e-07
2008,3.83169571072095e-09,1.1452512760357081e-07
2009,4.291373256748443e-09,1.4256896285758103e-07
2010,1.8895172093635892e-09,1.5305088929551403e-07
2011,1.91198598620268e-09,1.6672518343696652e-07
2012,2.0425516555899748e-09,2.1106366832057688e-07
2013,2.5102124823206395e-09,2.0723199645189538e-07
2014,3.4647123642317368e-09,2.3646661073684072e-07
2015,1.10828768384863e-09,2.535762249067375e-07
2016,1.8642060672924288e-09,2.6616719051020254e-07
2017,2.26405022507592e-09,2.613720102573325e-07
2018,1.8070267504555204e-09,2.679562576268779e-07
2019,2.295888978931515e-09,2.522926845216489e-07
