year,son_DET anneau_NOUN,son_DET canot_NOUN
1861,4.3622664058773353e-07,2.381561667874621e-07
1862,3.9713098234916977e-07,1.7846045352598594e-07
1863,5.399184939136603e-07,1.942907568164287e-07
1864,5.887925804692884e-07,1.9035070264461496e-07
1865,5.130460207780629e-07,1.6615161158028968e-07
1866,4.3790515258379514e-07,1.7905455185207586e-07
1867,4.920750917847272e-07,2.174059492432434e-07
1868,4.7274593839574663e-07,1.2695476625523838e-07
1869,4.390283683264329e-07,1.8752712893643775e-07
1870,4.231728087944475e-07,1.7259487128384876e-07
1871,4.0997743955273336e-07,1.911811959853793e-07
1872,5.152332832603079e-07,2.2979889902075001e-07
1873,3.944777082764972e-07,1.412697088198911e-07
1874,4.707991938524003e-07,1.553398396580974e-07
1875,7.489479028066626e-07,1.5047616397367847e-07
1876,3.8573575444900143e-07,2.2491174567207395e-07
1877,4.372664923479874e-07,2.2450881431712588e-07
1878,4.239440114517379e-07,1.805687532829836e-07
1879,3.4151127970005746e-07,3.402894179771465e-07
1880,3.671008110828211e-07,1.5338652215035609e-07
1881,4.657635095384194e-07,1.8407420476762582e-07
1882,4.718668167313922e-07,2.3426956197170057e-07
1883,4.177083035017404e-07,2.5277355941710766e-07
1884,3.4790942393669866e-07,2.112542976107079e-07
1885,3.983402963037008e-07,1.5340613401804148e-07
1886,4.485157358846692e-07,2.6265597741215174e-07
1887,3.610495267203362e-07,2.4940491827329936e-07
1888,4.11505892472519e-07,1.9655906169369075e-07
1889,4.38559561999341e-07,1.8983364158398075e-07
1890,3.9457406675325046e-07,1.5664983799013044e-07
1891,3.097870928669977e-07,1.5744323800248594e-07
1892,3.1718672843794593e-07,2.1814422934696154e-07
1893,3.5102974216272287e-07,1.8228912823659016e-07
1894,3.491052895654434e-07,1.8022402659134684e-07
1895,3.66533610574038e-07,2.4255016306540256e-07
1896,3.4379679192397816e-07,1.6570651695246852e-07
1897,2.5229671019033617e-07,1.6664401369936854e-07
1898,2.7160103677204006e-07,1.6635563238054374e-07
1899,2.907506289062667e-07,1.48691862378314e-07
1900,2.9121809430598944e-07,1.4119664992762182e-07
1901,2.4478677618233746e-07,1.4921933244593788e-07
1902,4.031342966115403e-07,1.0508007197707059e-07
1903,2.581305413862367e-07,1.3986571012480908e-07
1904,2.8109289385014335e-07,1.418900996696948e-07
1905,3.5557631195004546e-07,1.372761918583265e-07
1906,2.901320010906261e-07,1.6718599882281637e-07
1907,2.8388494843767376e-07,1.4811389270619202e-07
1908,2.770023375120445e-07,8.496703185478793e-08
1909,2.9045193244980894e-07,1.0011790152475442e-07
1910,2.394179449138889e-07,1.3841350909871153e-07
1911,2.4101294704426124e-07,1.1598415461389067e-07
1912,3.3965426871063187e-07,1.3909155072155954e-07
1913,4.231785695196777e-07,1.193172696201117e-07
1914,2.2768928431560198e-07,1.2388976244892547e-07
1915,1.7199911894749675e-07,7.421879988367408e-08
1916,2.175517492819523e-07,1.5602196001829327e-07
1917,2.489378356784755e-07,1.4146688021021703e-07
1918,2.7797030810461365e-07,1.9297112885396928e-07
1919,1.8507775001452842e-07,1.0312790188482523e-07
1920,2.46854746865921e-07,1.3175683477584244e-07
1921,2.3475517396676082e-07,1.5978497103219524e-07
1922,3.231535744552261e-07,1.6895472487732377e-07
1923,2.6858348523006725e-07,7.855801831269105e-08
1924,2.3849505392803394e-07,1.289162443462999e-07
1925,2.7385461853768334e-07,1.3857703606845462e-07
1926,2.8757037284776743e-07,1.159198381728288e-07
1927,2.5643216894355447e-07,1.4716977503326234e-07
1928,2.6051375368041363e-07,1.6110718092932075e-07
1929,2.952207711626187e-07,1.77132462253482e-07
1930,2.352807229044629e-07,1.291943290127051e-07
1931,2.566205266063548e-07,2.0985856163946437e-07
1932,1.863121288359082e-07,1.205549056138011e-07
1933,1.9156006025866645e-07,9.061822847655776e-08
1934,2.3963161766005214e-07,1.7732738299969242e-07
1935,2.118386293048502e-07,1.3404478593770364e-07
1936,2.3036958207711677e-07,1.006351282306639e-07
1937,1.8760765385650302e-07,1.2968851015315863e-07
1938,2.294842964545296e-07,1.3354171457535813e-07
1939,2.5694005856280455e-07,1.0399954142314982e-07
1940,2.6118564111499154e-07,1.1411022970975182e-07
1941,3.158107890754991e-07,2.3021719819382724e-07
1942,2.3363431012057845e-07,2.0632640485018783e-07
1943,2.787105874979545e-07,2.0612969908739842e-07
1944,2.3456258624321435e-07,1.83151612986876e-07
1945,2.6359899996108993e-07,1.7645883154671083e-07
1946,3.034800668544335e-07,1.0719250198576447e-07
1947,2.7775629973803007e-07,1.215928859821247e-07
1948,2.9571536064310067e-07,1.3046264735194768e-07
1949,2.2579119807186743e-07,7.264586399102768e-08
1950,2.275967305731541e-07,1.3932323295051674e-07
1951,2.9958537650642825e-07,1.3966436540613358e-07
1952,2.594021655255574e-07,1.5079069282109003e-07
1953,1.8315507022137467e-07,6.24881977273617e-08
1954,2.394271281236371e-07,7.818028691097823e-08
1955,2.3276307103969884e-07,1.1732009630449625e-07
1956,2.1105163217072231e-07,9.157198488374263e-08
1957,2.491480524113854e-07,1.4577812557092784e-07
1958,3.2840807018263973e-07,7.61046370922891e-08
1959,1.929936273015187e-07,1.0153479479413363e-07
1960,2.3115584069088868e-07,1.21114584583637e-07
1961,2.146981215034316e-07,9.588460114784425e-08
1962,2.593860033428541e-07,9.068997575134574e-08
1963,2.3924397707375533e-07,9.634419351201018e-08
1964,2.4944271159732523e-07,1.13770207255115e-07
1965,2.1067367700355888e-07,8.80998953789458e-08
1966,2.3374896152006386e-07,8.640956927763455e-08
1967,2.588426117888787e-07,1.523473738274106e-07
1968,2.735272195408811e-07,1.522589945235353e-07
1969,2.0619580876068966e-07,8.493087011451905e-08
1970,2.276368924469807e-07,1.1864710530717915e-07
1971,2.1118813398057767e-07,5.600853159037911e-08
1972,1.9186748811961252e-07,1.3697491851871746e-07
1973,2.0784777721161163e-07,8.380069577151872e-08
1974,1.7664294671426717e-07,1.1757445067539507e-07
1975,1.4849848239961716e-07,7.082235731203923e-08
1976,1.5597927727206695e-07,5.2564446795244635e-08
1977,1.7277738639798201e-07,9.461619088213524e-08
1978,3.0772264336675903e-07,1.4257418801122412e-07
1979,2.118414330620766e-07,1.1352828588329089e-07
1980,2.6322247359544804e-07,1.2279925099001332e-07
1981,2.3341277266553107e-07,6.641827199338479e-08
1982,2.1540032324463e-07,1.0118228721545108e-07
1983,1.7303965904602592e-07,8.146757357607726e-08
1984,2.058648018721243e-07,8.582532429191048e-08
1985,1.708418451151772e-07,9.985826343594795e-08
1986,1.6964394444762831e-07,7.792830936104167e-08
1987,1.9249073535121397e-07,9.83841517143702e-08
1988,1.67303852549594e-07,8.515106397766203e-08
1989,1.3775186724629407e-07,9.494451669311843e-08
1990,1.640043889583609e-07,7.410165597798724e-08
1991,1.6881020015180326e-07,9.436958769981629e-08
1992,1.7191025236673596e-07,1.0248496296050291e-07
1993,1.634066220113084e-07,9.638221243335465e-08
1994,1.867324064264153e-07,1.0022360874550884e-07
1995,1.7026495857663804e-07,1.0682227874481143e-07
1996,1.5800752950489994e-07,1.0035613051684322e-07
1997,1.611084505803717e-07,6.664903651198983e-08
1998,1.6307001882154282e-07,9.726983352109642e-08
1999,1.5355875282452303e-07,7.952150005152703e-08
2000,1.6302535921219885e-07,9.322046468085432e-08
2001,1.3713192215103476e-07,9.594853933592162e-08
2002,1.783157204116037e-07,1.0690180340944266e-07
2003,1.9959561203819476e-07,1.0292299679193206e-07
2004,1.4447715068754974e-07,1.1892936502277962e-07
2005,1.7384473771642206e-07,8.42201177686519e-08
2006,1.6965706173266426e-07,9.924114685588847e-08
2007,1.8214825847628902e-07,6.790615147966861e-08
2008,1.6007973169251954e-07,1.0984194243057743e-07
2009,2.2172095071049114e-07,9.679430945652712e-08
2010,1.780869953726949e-07,9.258634658948495e-08
2011,2.064944841784211e-07,1.1816073497428192e-07
2012,2.6553171439402945e-07,1.565956222471243e-07
2013,2.8644312966008556e-07,1.447555928457689e-07
2014,2.9753216557182327e-07,1.9055918265564742e-07
2015,3.3337295324287197e-07,1.8508403965000753e-07
2016,3.771910304095627e-07,2.292973420026101e-07
2017,3.4237469925813e-07,1.0163069896762522e-07
2018,3.273299808981278e-07,1.7295826326702013e-07
2019,3.2244485126398104e-07,1.3800843934319573e-07
