year,pouvaient_VERB être_VERB,pouvaient_VERB etre_VERB,pouvaient_VERB naître_VERB
1867,8.284720024676062e-06,1.261730986357179e-08,1.1598219629149753e-07
1868,8.141900252667256e-06,1.975949714960734e-08,1.5214811810437823e-07
1869,7.627568720636191e-06,1.70923168951731e-08,1.3527348130537575e-07
1870,9.138353561866097e-06,1.6055336615750093e-08,7.511604138699113e-08
1871,8.422593964496627e-06,2.1242353653860846e-08,7.753459385639871e-08
1872,8.236475878220517e-06,1.69325495846806e-08,9.736216100009187e-08
1873,8.245720891864039e-06,1.4366410283628284e-08,1.0236067993218967e-07
1874,8.632115168438759e-06,9.559374625212058e-09,9.200898176686678e-08
1875,8.041034561756533e-06,1.0870901512305409e-08,8.982797794487851e-08
1876,8.067197995842434e-06,1.0882827083946722e-08,9.25040239962982e-08
1877,7.923367775219958e-06,8.040260901509555e-09,7.978412952525105e-08
1878,7.754793841741048e-06,1.509772218355465e-08,1.1474268291067347e-07
1879,7.620772521477193e-06,1.0385853066452455e-08,7.02572435784532e-08
1880,7.669967999390792e-06,8.984985200299889e-09,1.0717803178295071e-07
1881,7.646051926712971e-06,9.761510710859511e-09,8.018383823582553e-08
1882,7.96649601397803e-06,4.6587693702804245e-09,8.91821585469188e-08
1883,7.5604571065923665e-06,5.687405213450347e-09,7.140852886777793e-08
1884,7.590630957565736e-06,1.1883054540362536e-08,9.770511155693384e-08
1885,7.83918221713975e-06,1.160214413431504e-08,5.994441210077639e-08
1886,7.604116490256274e-06,7.098810428374236e-09,6.905206362262106e-08
1887,7.277792064996902e-06,9.793386546164129e-09,9.858676008889233e-08
1888,7.3963269642263185e-06,6.974675947901687e-09,9.003672829521747e-08
1889,7.280715635715751e-06,4.385595886446936e-09,7.51816386923565e-08
1890,7.161322628235212e-06,9.831579994568074e-09,7.865263995654459e-08
1891,7.207330781966448e-06,6.3742202627281586e-09,4.079500826037474e-08
1892,7.265832664415939e-06,9.402768341715273e-09,8.462491507543746e-08
1893,7.184408786997665e-06,9.23762488724833e-09,6.589505829879272e-08
1894,7.34444392946898e-06,1.1342770278588432e-08,8.633109160882668e-08
1895,7.4004883572342806e-06,1.1435367319734269e-08,7.222337217172026e-08
1896,7.380131592071848e-06,9.435246361988447e-09,8.196870027177283e-08
1897,6.622642558795633e-06,8.740070001067579e-09,9.089673369544471e-08
1898,6.934879820619244e-06,7.921697076085366e-09,5.714938566825367e-08
1899,6.787866368540563e-06,7.738609753005221e-09,8.125540063019798e-08
1900,6.844403742434224e-06,1.557315876254961e-08,6.281174336209006e-08
1901,6.824967840657337e-06,1.2295225282343836e-08,6.930036278163243e-08
1902,6.2439171415462624e-06,9.329538919189417e-09,2.897067474805226e-08
1903,6.846939413662767e-06,9.1803746826713e-09,5.6702312178913417e-08
1904,6.79030154060456e-06,1.289910045443321e-08,4.998401337275027e-08
1905,7.1089457378548104e-06,8.773290538499623e-09,9.805442147126087e-08
1906,7.091772658895934e-06,1.18316245689698e-08,8.127811668146023e-08
1907,6.713467882946134e-06,7.71426478252124e-09,5.914269962659091e-08
1908,6.610238415305503e-06,6.384805573134145e-09,6.384805573134145e-08
1909,6.59292891214136e-06,7.151278680339601e-09,6.436150812305641e-08
1910,6.49260846330435e-06,1.8170112525695004e-08,6.733630186772643e-08
1911,6.736125669704052e-06,4.788336838146279e-09,5.7460042057755345e-08
1912,6.565954663528828e-06,1.5628263128064646e-08,4.7926675961207366e-08
1913,6.697675871691899e-06,5.833288518886093e-09,5.88631863251976e-08
1914,6.632455097133061e-06,1.4732836284281348e-08,7.299450999198598e-08
1915,6.67733593218145e-06,1.4136913861761968e-08,5.301343009023185e-08
1916,6.825411219324451e-06,8.789969641043172e-09,4.614734194774428e-08
1917,7.106243174348492e-06,1.864292187292449e-08,2.7416060532914344e-08
1918,6.729867891408503e-06,2.756730310693456e-08,7.466144325007917e-08
1919,6.83222333464073e-06,6.4454939163738345e-09,7.274200441997891e-08
1920,7.041418484732276e-06,1.665890891899835e-08,6.057785384427916e-08
1921,6.70945428282721e-06,1.2116395886607734e-08,5.452378104564559e-08
1922,6.820163434895221e-06,1.1804696775641332e-08,5.3858929760508545e-08
1923,6.731572739226976e-06,9.554353752605493e-09,6.900366145146108e-08
1924,6.440655397454975e-06,1.0313299547703991e-08,9.926550603722717e-08
1925,6.201872565725353e-06,1.9796720707176974e-08,4.8391981977147225e-08
1926,6.512688742077444e-06,8.916910765321973e-09,6.576221522891501e-08
1927,6.169981134007685e-06,1.1149224654616319e-08,5.1286434654684854e-08
1928,6.148352895252174e-06,5.713020723163709e-09,7.655447831211859e-08
1929,6.829069207014982e-06,4.4561625500705304e-09,7.686880110213679e-08
1930,6.368334652506746e-06,6.302162347537887e-09,5.882018072611572e-08
1931,6.3881402638799045e-06,1.2545892325022123e-08,6.386999729102172e-08
1932,6.820119779149536e-06,7.6716757391182e-09,6.685317543997371e-08
1933,6.484365258074831e-06,1.4911860191091364e-08,6.079451253526713e-08
1934,6.214845598151442e-06,4.7926320689839486e-09,4.7926320689839486e-08
1935,6.607689556403784e-06,1.3165112555668657e-08,3.4708023122220766e-08
1936,6.236953140614787e-06,1.2124714565686645e-08,5.8198629915295896e-08
1937,6.6506286202638876e-06,1.0072894518486919e-08,5.288269733227935e-08
1938,6.438525360863423e-06,1.6854778905894818e-08,4.148868626430158e-08
1939,6.432677764678374e-06,1.8352860564618823e-08,3.5176316970364496e-08
1940,6.088414920668583e-06,1.5214697057785997e-08,4.564409294971483e-08
1941,5.7141091929224785e-06,8.854508237732261e-09,6.788455664263893e-08
1942,6.247441888262983e-06,1.517105907566929e-08,5.158160121254696e-08
1943,6.297117124631768e-06,1.4516175816936538e-08,7.258088174921795e-08
1944,6.092201147112064e-06,2.5705489292704442e-08,5.462416652335378e-08
1945,6.8252529672463425e-06,1.5249527862692958e-08,3.921307367704685e-08
1946,7.098371042957297e-06,1.6705325123211878e-08,6.682130049284751e-08
1947,6.858077085780678e-06,1.1920871401116528e-08,7.748565877818692e-08
1948,6.265468982746825e-06,1.195907639583993e-08,6.631851334759631e-08
1949,6.9131374402786605e-06,1.668891336237266e-08,4.613993809243766e-08
1950,6.331230906653218e-06,8.508289184305795e-09,3.93508372553697e-08
1951,6.540769845742034e-06,2.2388944032059044e-08,8.848963517493758e-08
1952,6.472400855273008e-06,1.370824520563474e-08,4.2179216563908994e-08
1953,6.856463642179733e-06,1.6160740301529586e-08,4.0940545176226806e-08
1954,6.434238002839265e-06,2.14995790059902e-08,3.8112890621277984e-08
1955,6.303374448179966e-06,2.440258128899586e-08,6.851493594695057e-08
1956,6.544344614667352e-06,2.616342520411763e-08,4.273359266449006e-08
1957,6.35680953564588e-06,1.4136060322300636e-08,5.47772351922049e-08
1958,6.43249632048537e-06,1.3235589513271862e-08,5.542403158642628e-08
1959,6.569533979927655e-06,1.9376869886400527e-08,4.417926291466756e-08
1960,6.6509210228105076e-06,1.7302083321624195e-08,3.737250153790228e-08
1961,6.194978595885914e-06,2.36237411854745e-08,5.280601200752244e-08
1962,6.70535064273281e-06,1.8391673961559718e-08,3.107558654846798e-08
1963,6.636110356339486e-06,3.168366191630412e-08,4.4615767080813384e-08
1964,6.520188890135614e-06,1.9468698653213323e-08,3.772060352957851e-08
1965,6.364533874148037e-06,2.188817305182056e-08,4.9248392031131516e-08
1966,6.445821327361045e-06,2.1048483844765542e-08,5.705247119180967e-08
1967,6.245749318622984e-06,1.7256175155466735e-08,6.508042815767112e-08
1968,6.716014013363747e-06,2.4253646202510026e-08,4.6710724177501106e-08
1969,6.45020463707624e-06,1.1808570121729645e-08,5.223021304345821e-08
1970,6.3085308283916675e-06,1.9314645882673176e-08,5.840380623567398e-08
1971,5.907615559408441e-06,1.6956711590410123e-08,4.367637984614703e-08
1972,5.9776471061923075e-06,1.9494558856081312e-08,6.412683717371692e-08
1973,5.853919901710469e-06,2.7566018800939673e-08,3.6938466507763223e-08
1974,6.06999174124212e-06,1.8564387360697765e-08,4.2754344065087935e-08
1975,5.722903097193921e-06,1.4849848462006321e-08,3.541117621352896e-08
1976,6.162038516777102e-06,1.8283285996290033e-08,4.57082158789035e-08
1977,5.877957391930977e-06,2.938390863960194e-08,4.113747209544272e-08
1978,6.0504921748361085e-06,1.7227714366185864e-08,3.683166482915112e-08
1979,6.2739004533796106e-06,2.2822696621460636e-08,4.330460257051527e-08
1980,5.6743488130450714e-06,2.8994268319593175e-08,2.8425754194927322e-08
1981,5.7676361393532716e-06,2.4037088763861902e-08,3.28928564385933e-08
1982,5.9548569879552815e-06,1.924325765401136e-08,4.034876610603533e-08
1983,5.86250780543196e-06,3.0945049189767815e-08,4.7996401519867504e-08
1984,5.90976969760959e-06,1.681712546997005e-08,3.421414973558967e-08
1985,5.987285021546995e-06,2.2257564680217e-08,3.609334697785016e-08
1986,5.826640062878141e-06,3.6566362382473017e-08,4.7955882820360785e-08
1987,6.0772072174586356e-06,1.9554613928107756e-08,3.238733015109574e-08
1988,5.985160441923654e-06,2.0388283061834045e-08,4.3774843305754985e-08
1989,6.042971108399797e-06,2.030605195102453e-08,4.280735410588932e-08
1990,6.0414640756789595e-06,2.3429199913493903e-08,3.9775152060883556e-08
1991,6.022069555911003e-06,1.6998249918742658e-08,4.1616402768340777e-08
1992,6.1727905631414615e-06,2.0937788391961476e-08,3.912060364541503e-08
1993,6.139657671155874e-06,1.1078414630105726e-08,5.483815357365529e-08
1994,6.060363375581801e-06,1.2132331583813993e-08,4.167192102499939e-08
1995,6.138756361906417e-06,1.3556126887692699e-08,3.741491028108612e-08
1996,6.164962542243302e-06,2.028474987980644e-08,5.4448541675355955e-08
1997,6.158562428026926e-06,2.2536003285722472e-08,3.931813452595634e-08
1998,6.2114418142300565e-06,6.293930709944107e-08,3.242328006081152e-08
1999,6.317388852039585e-06,3.153438754566196e-08,3.3362468343511864e-08
2000,6.0323800425976515e-06,1.502130686503733e-08,4.0204085394179856e-08
2001,6.331727490760386e-06,9.638665865452367e-09,4.337399772680328e-08
2002,6.138967364677228e-06,7.009954394732176e-09,3.811662807606808e-08
2003,6.258718258322915e-06,1.2917460878725251e-08,3.708561280291178e-08
2004,6.11561199548305e-06,7.488145215006625e-09,3.259545522382723e-08
2005,6.1940068007970694e-06,9.457874483587148e-09,4.728937241793574e-08
2006,5.664569471264258e-06,1.6883348052942893e-08,4.159068822673362e-08
2007,5.637408776237862e-06,7.190063211481856e-09,3.395307501818934e-08
2008,5.7441375247435644e-06,1.1495087548496485e-08,3.2356542334355254e-08
2009,5.388534191297367e-06,6.675469510497578e-09,3.1946889578193804e-08
2010,5.450784556160215e-06,8.030448306328708e-09,1.9367551118421034e-08
2011,4.7734642976138275e-06,1.0324724186716594e-08,3.326855591012645e-08
2012,4.930379418510711e-06,2.7234021704458655e-09,3.2680826933528806e-08
2013,5.5149371291918214e-06,3.904775169871755e-09,3.5421887645270544e-08
2014,5.398238499765284e-06,1.5158115873603606e-09,3.6162933980676826e-08
2015,5.243974101176718e-06,4.433150790905671e-10,7.115207267816004e-08
2016,5.195542144065257e-06,8.285360175719347e-10,3.604131748602413e-08
2017,4.973112027073512e-06,1.509366853724714e-09,3.018733707449428e-08
2018,5.219725608185399e-06,4.64663996169179e-09,3.536609227694498e-08
2019,5.211412826611195e-06,7.65296326310505e-10,7.244805289019496e-08
