year,faudrait_VERB ôter_VERB,faudrait_VERB oter_VERB,faudrait_VERB noter_VERB
1983,3.157658134966823e-09,0.0,6.504775740268087e-08
1984,7.538710988796993e-09,0.0,4.6392067076794774e-08
1985,3.0077789148208467e-09,0.0,3.428868211585723e-08
1986,6.593933843390687e-09,0.0,4.136195030923773e-08
1987,1.2221633705067347e-09,0.0,5.1330861339238254e-08
1988,1.798966087207532e-09,0.0,4.737277592425926e-08
1989,4.390497743145261e-09,0.0,5.707646977270997e-08
1990,3.2691906959314565e-09,0.0,3.432650075296806e-08
1991,4.10302547493302e-09,0.0,3.634108480810028e-08
1992,6.060938417817852e-09,0.0,6.391535123384529e-08
1993,2.2156829704300662e-09,0.0,4.763718308709031e-08
1994,3.6924485691258724e-09,0.0,3.0594573985354145e-08
1995,3.253470381991974e-09,1.0844901643380922e-09,3.470368525881895e-08
1996,9.60856638698715e-09,0.0,3.6299027783570637e-08
1997,3.3564262480467733e-09,0.0,3.5002731380018304e-08
1998,3.337690568372409e-09,0.0,4.386678753576234e-08
1999,3.1991407301035224e-09,0.0,4.935817088380645e-08
2000,2.6508188977203417e-09,0.0,5.169096795043515e-08
2001,5.695575122643959e-09,0.0,4.906957329353645e-08
2002,2.1906108038649563e-09,0.0,3.811662807606808e-08
2003,5.8336921959778465e-09,0.0,3.375207668909752e-08
2004,6.607186797680242e-09,0.0,3.611928889313276e-08
2005,3.602999676388663e-09,0.0,3.1075870765562286e-08
2006,1.2353669198716943e-09,0.0,3.7884586134850906e-08
2007,5.192823504529542e-09,0.0,4.9531546864045595e-08
2008,3.8316958494988285e-09,8.514879357157668e-10,2.2564430324223395e-08
2009,5.245011536203492e-09,4.76819250749827e-10,2.5271420511785436e-08
2010,5.196172381261022e-09,0.0,4.2986517456711226e-08
2011,4.5887662558641296e-09,0.0,2.7532598423363197e-08
2012,5.7872298064864935e-09,0.0,2.2808492872172792e-08
2013,4.462600067256517e-09,2.789125042035323e-10,3.179602714453722e-08
2014,5.630157673408576e-09,2.1654451842767486e-10,2.165445245339015e-08
2015,6.206410940734486e-09,0.0,2.1722438958704515e-08
2016,7.663958356829426e-09,0.0,1.9470595802317803e-08
2017,7.043711836018929e-09,0.0,1.8112402244696568e-08
2018,2.581466596041082e-09,0.0,3.123574643382199e-08
2019,5.612172948588068e-09,0.0,1.8877308605169674e-08
